outer_radius,radial_nodes,quadrature_order,p,diameter_optical_depth,kappa_center,captured_fraction,power_agreement,central_intensity_error,v9_over_v3,log_speed_slope,log_density_slope,v27_over_v9,enclosed_fraction_3,enclosed_fraction_5,enclosed_fraction_9,projected_over_spherical_mass_at_5,projection_quadrature_error
30.0,321,48,2.0,1.0,0.19703033928452973,0.07601681026349508,6.658465344644426e-07,6.821210263296962e-13,1.5488921783413028,0.38759047705431887,-1.478159616420434,1.2494396778682968,0.025953617067138883,0.06963412088595992,0.1867933971618899,2.1140523002331153,7.148267094724066e-17
30.0,321,48,2.0,10.0,1.9703033928452973,0.4530499761680561,7.250658266011456e-07,6.820322084877262e-12,2.9570391297357346,0.9722392701335595,-0.33506949668766034,1.874085075416009,0.0029840451584715448,0.015413847523218283,0.07827819248110442,4.671383723806839,0.0
30.0,321,48,3.0,0.1,0.03133144215400518,0.002053415851092722,6.749031483677115e-07,2.466915560717098e-13,1.076218571320715,0.0519485600465166,-2.427072333382203,0.8275271418193216,0.13288395097810343,0.25966603746221895,0.4617370787988642,1.4105057774194456,3.323772831665292e-17
30.0,321,48,3.0,1.0,0.31331442154005174,0.019202501196855282,1.8312567995337758e-07,2.467137605322023e-12,1.142540085961992,0.10542484464779371,-2.322121756909279,0.8517538236202048,0.11091096840215833,0.23111393212186546,0.4343488184253145,1.4667389191463007,0.0
30.0,321,48,3.0,10.0,3.1331442154005176,0.1340878656353997,1.2941428859658544e-06,2.467270832084978e-11,1.8946236738661237,0.5494228474850369,-1.5435389539371542,1.0387173446268991,0.026534645643112396,0.09850636111936947,0.28574620169677045,2.068513507933529,5.855532438258193e-17
30.0,641,96,1.0,0.1,0.00799386031534532,0.029414558970154936,1.292567120003696e-07,0.0,2.051548186213093,0.6481993365245817,-0.8023536299397033,1.860460327848505,0.00612433180226785,0.02062837222046301,0.07732918098951358,3.562681281503332,9.250892390477741e-17
30.0,641,96,1.0,1.0,0.07993860315345319,0.24845981244829168,4.439608791706462e-07,1.4432899320127035e-15,2.1401100376351225,0.687524383233377,-0.7030259664843836,1.9899459963053912,0.004832619331484726,0.016824086172654375,0.06640121857378097,3.9496215810613746,9.690242096384946e-17
30.0,641,96,1.0,10.0,0.7993860315345319,0.8673852118386512,8.816722607329908e-06,1.5987211554602254e-14,3.6546969533764737,1.1841212499649112,0.4313013107734246,4.2676926302486695,0.0002930743342283706,0.0015788499322072125,0.011743614437130562,19.328076767608117,0.0
30.0,641,96,2.0,0.1,0.019703033928452976,0.008238060667362454,1.7195593704499856e-07,8.881784197001252e-16,1.4501353710516451,0.32725116840368307,-1.6110100748067357,1.188202742108866,0.03298821673489226,0.08316011929916839,0.20811203002033635,1.9662547193739437,7.422977925549781e-17
30.0,641,96,2.0,1.0,0.19703033928452973,0.07601670069996237,1.508012361650657e-07,8.104628079763643e-15,1.5489674034820045,0.38765729028032125,-1.4780751745258116,1.2494415099271599,0.025951026434727447,0.06963067629227367,0.18679289450190278,2.1140148698495635,1.4297507819360877e-16
30.0,641,96,2.0,10.0,1.9703033928452973,0.45304888056562426,2.146743391939765e-07,8.182343691487404e-14,2.9576882333897414,0.9725562400546853,-0.33512288444415717,1.8741035251031288,0.0029826784753134226,0.015409739094742851,0.07827669525300096,4.6726685072989085,9.808498449207109e-17
30.0,641,96,3.0,0.1,0.03133144215400518,0.0020534147279298327,1.665396984762424e-07,5.551115123125783e-16,1.076218986530273,0.051942710708819395,-2.42685335001612,0.827525635801855,0.13288435279002833,0.2596720902885261,0.4617388312718066,1.4101321035778909,6.649152474994588e-17
30.0,641,96,3.0,1.0,0.31331442154005174,0.019202489965224032,1.7457821632760329e-07,5.440092820663267e-15,1.1425496725400972,0.1054292859103804,-2.3219417163036007,0.8517521427645472,0.11090958289016156,0.2311183240348254,0.43435068131184584,1.4664335039194736,6.145592053505403e-17
30.0,641,96,3.0,10.0,3.1331442154005176,0.13408775331911768,2.2672722599370587e-07,5.6621374255882984e-14,1.8948718452779112,0.5495832449170142,-1.543599565567914,1.038716619341208,0.02652773722847148,0.09850041808894629,0.285746649974674,2.0686327063858343,1.1711093919518416e-16
