pgc,group_pgc,split,sky_tile,ra_deg,dec_deg,sbf_modulus_mag,sbf_modulus_error_mag,catalog_distance_mpc,observed_cmb_cz_kms,observed_cmb_z,time_predicted_z,time_conditional_sigma_z,flrw_predicted_z,time_residual_kms
7252,7252,validation,6,29.0876,5.6288,34.165,0.08,68.07693586937411,5285.0,0.017628862431222338,0.0170227323106949,0.0011782220273698271,0.017009078347533884,-181.71323870075685
7584,7584,train,11,30.0621,31.4294,34.112,0.082,66.43546819760064,4744.0,0.015824280676200335,0.016615597905541072,0.001178445093934359,0.01660403995140426,237.23093724180944
7889,7889,train,9,31.0791,-8.7353,34.327,0.109,73.34998004015486,5078.0,0.01693838475416216,0.01832952649447896,0.0013538591622366991,0.018308579260026502,417.0538017559702
8160,8160,train,10,32.088,10.995,31.864,0.17,23.593914430440503,1466.0,0.0048900496356049095,0.005932062958780119,0.0011026311675591703,0.005944867747881115,312.3877354234444
8997,8997,train,11,35.5041,33.2661,33.247,0.081,44.60669020551353,3711.0,0.012378563572803423,0.011186034434471762,0.0010833210064377396,0.011194316586318224,-357.51124161707094
9201,9201,train,11,36.3618,41.8244,34.41,0.093,76.20790100254106,5501.0,0.018349360876850344,0.019037103929281103,0.001286051082314942,0.019011849360428084,206.1801801606398
9997,9997,train,10,39.5814,2.1192,34.621,0.085,83.98466611579151,6428.0,0.021441500039337216,0.02096007588825076,0.0012887887136249223,0.020921853067181462,-144.32732959477198
10123,10123,train,11,40.0999,39.0632,30.124,0.16,10.587660331136965,432.0,0.0014409968912560168,0.002666314412177476,0.001019744922419644,0.002674459027446661,367.3409514275106
10175,9843,train,9,40.2699,-8.2558,31.454,0.27,19.534396563982572,1373.0,0.004579835027070628,0.004913890271735501,0.001171698734779416,0.004925864087721132,100.14724290587378
10302,10302,train,11,40.8128,32.4249,33.604,0.108,52.57750822566941,4982.0,0.016618163222771935,0.013171976836409185,0.0011937556522145423,0.013174765638489926,-1033.1406874938266
10959,10959,train,11,43.6143,41.579,34.056,0.095,64.74407045688145,5091.0,0.01698174808653792,0.016195911441717434,0.001222927541560301,0.01618642612904086,-235.5878993372071
11420,11420,train,13,45.4002,-14.8366,31.664,0.2,21.517905703397552,1488.0,0.0049634337365485025,0.0054115047749898225,0.0011173517979405313,0.0054239547417230475,134.3283179729358
11425,11425,validation,15,45.4266,35.2057,33.601,0.113,52.504919867476204,4768.0,0.01590433605904789,0.013153908676118431,0.0012099279365337342,0.013156756682180233,-824.5573856789297
11545,11545,train,13,45.9771,-11.9916,33.611,0.08,52.74727156616839,3804.0,0.012688778181337705,0.013214231836988206,0.0011114559874289861,0.013216881511385583,157.52704299254947
11638,11638,train,13,46.5125,-15.6113,32.834,0.23,36.88077172261549,2490.0,0.008305745970433986,0.00925742079652862,0.0013978878940468912,0.0092690635379254,285.3049353316328
12384,12429,validation,15,49.8389,41.4905,34.207,0.099,69.40647689943378,3634.0,0.012121719219500846,0.017352381875310935,0.001271510474868457,0.017336969358012672,1568.1132145541142
12636,12651,train,12,50.5945,-37.3976,31.524,0.07,20.174370856119253,1317.0,0.004393039133759663,0.0050744711384199444,0.001013908042512998,0.005086613262950791,204.2881756369734
12825,12923,train,12,51.5094,-32.8944,31.444,0.07,19.444644164481286,1214.0,0.004049468115705566,0.004891367765966058,0.0010129793957005112,0.00490331685601185,252.39516554093302
12838,12838,train,13,51.5716,-21.3353,31.794,0.18,22.84546488551827,1390.0,0.004636540923254314,0.0057444204805358196,0.0011076267898038916,0.005757114226672244,332.1339356453743
13505,13505,train,13,55.0494,-18.5804,32.324,0.26,29.1608379852123,1669.0,0.005567184748857158,0.0073266466566876964,0.0013286818925759291,0.007339683326607983,527.4734101058866
13738,13419,train,13,56.2083,-21.9207,32.144,0.15,26.841080835452267,1558.0,0.005196928603187209,0.0067457518206959265,0.001103211851547404,0.006758818763868037,464.325519384407
13814,13814,train,13,56.6139,-3.9689,33.497,0.085,50.04952959591683,3893.0,0.01298565022606406,0.012542543493217121,0.0011133189387177835,0.012547295253678056,-132.84005659653303
14526,14526,validation,16,62.1006,-47.897,31.264,0.22,17.897814394089608,1142.0,0.0038093019671628964,0.004503126664541686,0.0010993636018119192,0.004514606285159578,208.0034114482935
14695,14638,validation,16,63.4196,-31.6453,31.854,0.19,23.48551024058882,1328.0,0.004429731184231459,0.005904887288816908,0.0011255094058178151,0.00591767716815828,442.24067452737677
15153,14765,validation,16,66.9087,-55.0277,30.964,0.16,15.588344677043889,1506.0,0.00502347527368417,0.0039231912347378545,0.001041451846693149,0.00393381692403495,-329.85685653388373
15406,15406,train,17,67.9161,-5.0861,34.228,0.083,70.0809531646794,4640.0,0.015477374017194257,0.017519572981081977,0.0012009222703972405,0.01750324758342096,612.2358471089528
15570,15570,train,19,68.7666,73.2624,33.965,0.094,62.08690342300644,4146.0,0.013829567386915384,0.015536243925057917,0.0012028609043445591,0.015529835368732517,511.64875438068066
16219,16219,train,17,73.1301,-3.1061,33.94,0.079,61.376200516479365,4415.0,0.014726854802998414,0.015359733497190338,0.0011441082665028352,0.015354110581730217,189.7322593476274
16386,16386,train,17,74.2347,-4.866,33.541,0.076,51.07401503571944,3877.0,0.012932279970832355,0.012797673406322485,0.001095217798770117,0.012801654253887138,-40.35403283734968
19476,19476,test,25,100.7208,-23.4759,32.564,0.28,32.568668220166984,2744.0,0.009152998772237292,0.008179405405435484,0.0014507933041824881,0.008192070909903738,-291.8759485260098
19603,19603,train,27,101.8224,33.5673,34.147,0.086,67.5149577160642,4960.0,0.01654477912182834,0.016883362514923728,0.001200489470972751,0.016870435506782695,101.50474765404579
19622,19622,train,27,101.9424,74.4818,33.732,0.094,55.76991723756762,4056.0,0.013529359701237047,0.013966293550053313,0.0011670183810873471,0.013966312853623665,130.98947252002836
20047,20047,test,29,105.6683,-28.6973,32.094,0.16,26.230103243087683,2356.0,0.007858770082868463,0.006592700357102268,0.0011116741658329452,0.006605745167017945,-379.5581550868335
20338,20136,validation,31,107.795,50.1747,34.465,0.102,78.16278045883308,6007.0,0.020037195198552994,0.019520824498975152,0.001351427393820382,0.019492481124410408,-154.80404126562098
21293,21293,train,28,113.4841,-50.443,30.654,0.2,13.514500541175595,1255.0,0.004186229394736809,0.0034021396898116112,0.0010484467280844343,0.003411841734000192,-235.06417993201956
22555,22555,validation,34,120.6025,9.4135,34.209,0.078,69.47043207498584,4929.0,0.016441374252316916,0.01736823642626916,0.0011764609396173772,0.017352737946963005,277.8662893563669
23304,23222,validation,33,124.6917,-25.3696,31.884,0.2,23.812226232768396,2105.0,0.007021524203921101,0.005986788974507082,0.001141766801330026,0.005999622571227733,-310.20581780522275
23313,23313,train,35,124.7431,57.8031,30.534,0.28,12.78792262935846,1143.0,0.003812637608114878,0.0032195238259255157,0.0010831322323955062,0.003228867031977596,-177.8110386362256
24790,24790,validation,34,132.3413,19.0749,34.054,0.081,64.68446641717226,4101.0,0.013679463544076216,0.016181118782088205,0.0011661834318521553,0.016171704891047148,749.9773728721893
24848,24848,train,32,132.6495,-61.278,34.847,0.195,93.19658525658426,6766.0,0.02256894668110697,0.023233340029863714,0.002292929051672972,0.023177428045961367,199.18011510263568
25075,25067,validation,33,133.9533,-3.1274,32.194,0.27,27.466289924159614,2129.0,0.007101579586768657,0.006902344388363634,0.0013164096038030162,0.006915420971805521,-59.729209849959716
25144,25144,train,35,134.2468,51.3474,34.207,0.096,69.40647689943378,5066.0,0.016898357062738383,0.017352381875310935,0.001256984398851863,0.017336969358012672,136.11321455411417
25646,25646,validation,38,136.9027,3.3929,33.676,0.083,54.35005651294472,4077.0,0.01359940816122866,0.013613087866520766,0.0011262941247498228,0.013614378863597025,4.101072474235934
25915,25915,test,39,137.9061,60.0373,31.764,0.24,22.532013356294826,1492.0,0.0049767763003564286,0.005665825252917273,0.001179544950156505,0.00567846684529396,206.57167917054085
25955,25955,test,39,138.1017,35.0274,31.864,0.3,23.593914430440503,2284.0,0.007618603934325793,0.005932062958780119,0.0012919362318908792,0.005944867747881115,-505.6122645765556
26601,26601,train,37,140.8758,-23.1616,32.984,0.2,39.5184588928437,2927.0,0.009763421066449911,0.009916274054201335,0.0013518231706895064,0.009926988871671009,45.82417291064348
26939,26939,test,39,142.3941,62.4906,31.724,0.21,22.120757764641272,1721.0,0.005740638078360197,0.005562697247673807,0.0011354266632342155,0.005575265349884447,-53.3453190100347
26981,26981,train,36,142.5708,-30.385,31.924,0.24,24.254928571094204,2648.0,0.008832777240847066,0.006097755727807907,0.0012053441409345855,0.006110642784247493,-819.9388220768888
27635,27635,validation,38,145.2246,5.166,32.483,0.084,31.376175101187464,2302.0,0.007678645471461461,0.007881083199109217,0.0010457569244381585,0.007893922654652495,60.689303963455586
27762,27762,train,37,145.6386,-3.6988,31.754,0.24,22.428488158692854,2261.0,0.007541884192430218,0.005639865873889431,0.0011780369783120732,0.005652489506751192,-570.2107468763695
27765,27765,test,39,145.6463,58.8512,30.954,0.27,15.516722739072343,1474.0,0.004916734763220762,0.003905200776638026,0.001111867979940444,0.003915797046505846,-303.2502601881772
28424,28424,validation,38,148.0342,29.2365,31.744,0.28,22.32543861616743,1812.0,0.006044181404990515,0.005614025105580202,0.001233898069308203,0.00562663050086933,-128.9576143244019
28576,28576,train,37,148.6369,-28.298,30.464,0.25,12.382262309589926,1257.0,0.0041929006766407715,0.003117551989981738,0.0010629254052670406,0.0031266868762660285,-322.38142598058334
28806,28806,train,37,149.6024,-26.9262,32.814,0.3,36.542646775065236,2911.0,0.009710050811218207,0.009172931625839525,0.001610256221580936,0.009184676773835783,-161.02428082363258
28845,28845,train,36,149.7861,-34.2252,32.784,0.21,36.04126286491434,2893.0,0.009650009274082539,0.009047635120540786,0.0013267151859415207,0.009059525178889664,-180.5872281259517
29597,29311,train,40,152.5537,-67.0051,31.664,0.19,21.517905703397552,1960.0,0.00653785626588378,0.0054115047749898225,0.0011065187600508414,0.0054239547417230475,-337.6716820270642
29730,29814,train,42,153.1719,3.1293,31.774,0.14,22.636016404497504,1670.0,0.00557052038980914,0.005691903784063173,0.00106550186900408,0.005704563053858492,36.389826123799594
29822,29822,train,43,153.4605,38.765,34.757,0.099,89.4128627502953,7176.0,0.023936559471419393,0.022300213485211908,0.001418783188661583,0.02225186983442704,-490.56418534357545
30099,30083,train,42,154.6037,21.894,32.664,0.18,34.103582265334964,1714.0,0.0057172885916963265,0.008563261131872195,0.0012251553765200156,0.008575633154222701,853.201103219827
30440,30445,train,42,155.8624,19.8984,31.894,0.24,23.92213847512053,1474.0,0.004916734763220762,0.006014340460595653,0.0012002595954072545,0.006027187946550246,329.0539099308228
30671,30671,train,40,156.6345,-39.9439,33.214,0.17,43.93392456444762,3079.0,0.010270438491151102,0.01101823731625187,0.0013181145075975417,0.011026889428865701,224.1844478664716
30949,30308,train,40,157.503,-35.3256,32.774,0.25,35.87566830392618,3111.0,0.010377179001614511,0.009006249432349572,0.0014377039148139117,0.00901818552631004,-410.9943453148171
31586,31478,test,41,159.4473,-27.0813,33.624,0.082,53.06400191947755,3337.0,0.011131033856762335,0.013293063061194522,0.0011180789670417713,0.013295450720151024,648.1600494645099
32512,32495,train,43,162.7625,65.7815,33.812,0.088,57.86287388179515,3343.0,0.011151047702474224,0.014486717953249009,0.0011580983068879224,0.014484746516488676,1000.0087835572494
32543,32543,train,43,162.8364,32.7664,31.024,0.24,16.025072388814195,917.0,0.0030587827529670545,0.004032884356324723,0.0010951100186395715,0.004043685611075159,292.0283140123365
33371,33371,train,46,165.7963,27.9725,32.634,0.095,33.63566357483622,1837.0,0.006127572428790053,0.008446258031012708,0.0010662047093962328,0.008458727805947627,695.1244560195396
33615,33615,train,46,166.6686,20.0856,32.044,0.28,25.633033198658953,1534.0,0.005116873220339653,0.006443110430877239,0.0012989340262961838,0.006456121450133067,397.5959132381265
33871,33871,test,44,167.4904,-37.5393,33.364,0.22,47.07604832565828,3347.0,0.011164390266282149,0.011801690870170311,0.0015538731033895796,0.0118084895743444,191.05791452451604
34160,34160,train,45,168.3213,-26.7549,31.584,0.18,20.739582044538317,1728.0,0.005763987565024067,0.005216271395317311,0.0010896710131398776,0.005228550530365716,-164.2011768027337
34415,34415,train,46,169.1944,18.0172,31.544,0.29,20.361042011319707,978.0,0.003262256851037927,0.005121305423427593,0.0012111153037373922,0.005133494004691824,557.3287410580888
34433,34426,train,46,169.2456,18.1485,31.804,0.14,22.95091476024225,1588.0,0.0052969978317466545,0.005770859740922838,0.0010672508526705982,0.005783570283021812,142.06022650450086
34566,34566,train,47,169.6053,58.7862,31.744,0.22,22.32543861616743,1856.0,0.006190949606877702,0.005614025105580202,0.0011502593245370826,0.00562663050086933,-172.9576143244019
34778,34778,train,46,170.2788,3.2348,32.184,0.13,27.34009378505607,1615.0,0.005387060137450156,0.0068707387069970515,0.0010814026420517208,0.006883814402325434,444.7956452463877
36487,36487,train,46,176.0091,19.9497,34.662,0.102,85.58546212208236,6568.0,0.02190848977261463,0.021355466608949113,0.0014096104450469645,0.021314349886197594,-165.7921735662212
36918,37061,train,45,177.3049,-29.2768,32.294,0.28,28.760736288630234,2023.0,0.006748001645858617,0.007226480163905854,0.0013650929369473073,0.00723953494585241,143.44425102557852
37235,37235,train,47,178.2306,36.9864,30.504,0.18,12.612465753175393,1190.0,0.00396941273285801,0.003175420065902776,0.0010346261632075131,0.0031846738733454774,-238.03301326048495
37339,37339,train,46,178.5511,0.1366,31.414,0.3,19.17785364482655,1506.0,0.00502347527368417,0.004824416271942966,0.0012014605133555654,0.004836290241091534,-59.67638741902192
37618,37618,train,47,179.3983,55.4585,30.044,0.28,10.204694319421995,863.0,0.0028786581415600524,0.00256999460728939,0.0010540027419992817,0.0025779133615135143,-92.53499963396905
37760,38795,train,47,179.8546,50.9617,30.644,0.28,13.452407051486315,1164.0,0.0038826860681064903,0.003386534597056291,0.0010915261339397354,0.0033962066913948144,-148.74246904645497
37930,37930,validation,51,180.3621,61.8957,31.727,0.078,22.151339841371943,1514.0,0.0050501604013000224,0.005570366486709191,0.001020392158382577,0.005582940248378085,155.95386101137274
38201,38201,train,50,181.1129,1.8959,34.597,0.141,83.06154404079231,6274.0,0.02092781133273206,0.020731999926551923,0.0016665764081838458,0.020695411248520854,-58.70278276318004
38411,38411,train,49,181.6701,-29.7602,32.164,0.17,27.089438298597827,2217.0,0.007395115990543031,0.006807959399338936,0.001132936264599485,0.0068210317462291045,-176.02511770797696
38524,38524,validation,51,182.025,65.1741,31.934,0.25,24.366884234595855,1466.0,0.0048900496356049095,0.0061258163505621575,0.0012230151702917345,0.006138715873593371,370.47354099161885
39158,39158,validation,51,183.7708,33.1972,30.954,0.18,15.516722739072343,1357.0,0.0045264647718389235,0.003905200776638026,0.0010515558246664088,0.003915797046505846,-186.2502601881772
39328,39659,train,50,184.1407,7.4621,31.654,0.13,21.419039907221233,2938.0,0.009800113116921708,0.005386707538098033,0.001051108244911923,0.005399136950551237,-1323.105706626462
40228,39241,validation,51,185.8664,46.9939,30.774,0.17,14.282360800191839,976.0,0.003255585569133964,0.0035950953398517097,0.0010393833213614213,0.003605156723589753,101.7824686784893
40375,40375,train,50,186.1178,7.3176,31.774,0.06,22.636016404497504,1562.0,0.005210271166995135,0.005691903784063173,0.0010129070118046772,0.005704563053858492,144.3898261237996
40378,39791,validation,51,186.1179,75.5289,32.378,0.08,29.89509927814587,1733.0,0.005780665769783975,0.007510445148024809,0.001037968376941853,0.007523434626911728,518.5748116005311
40887,40498,train,48,186.9047,-39.3379,32.224,0.17,27.848384078049996,3236.0,0.010794134120612201,0.006998033433004023,0.0011399405211603663,0.0070111094330470285,-1138.0423559535457
41339,41361,train,50,187.6694,9.0157,31.074,0.07,16.398344276265377,1219.0,0.004066146320465474,0.004126629786320574,0.0010094596252793677,0.004137575883641082,18.132486897059607
41939,41939,train,49,188.873,-3.7933,30.764,0.2,14.216739313080032,1365.0,0.004553149899454776,0.003578606757152112,0.0010533927649507076,0.003588638226752482,-292.1606840579593
42139,42139,validation,51,189.3543,74.1919,31.784,0.22,22.740499508958955,2030.0,0.006771351132522487,0.005718102011170181,0.001155465769008486,0.005730778666321528,-315.75614297654806
42174,42174,train,50,189.4517,5.3684,31.174,0.15,17.171174432444527,1376.0,0.004589841949926572,0.004320694645429704,0.0010440706367256336,0.0043319253775214745,-80.68833197919048
42734,42734,train,50,190.707,2.6876,30.844,0.13,14.750271017597601,1262.0,0.004209578881400679,0.0037126584016062506,0.0010249904066268844,0.003722928740269413,-148.97301206811107
43149,43149,train,49,191.8229,-2.7275,30.754,0.19,14.151419329314304,1908.0,0.006364402936380741,0.0035621936645220524,0.0010479452678902805,0.0035721952116699375,-840.0812054409066
43296,43296,train,48,192.2055,-41.3111,32.844,0.17,37.051005630192414,3256.0,0.01086084693965183,0.009299955442201063,0.001235570013378157,0.009311545199657737,-467.94349869206644
43594,42407,train,49,192.9501,-10.4548,31.004,0.16,15.878153642056166,1606.0,0.005357039368882322,0.003995984032363933,0.0010429444974858284,0.004006726959116803,-408.03412480886504
43671,43671,train,49,193.0918,-1.1995,31.944,0.19,24.479356661960658,1573.0,0.005246963217466932,0.006154005712040051,0.00113559046381312,0.006166917332581721,271.924498958527
43790,43423,train,48,193.3579,-41.2028,32.774,0.22,35.87566830392618,4596.0,0.015330605815307069,0.009006249432349572,0.0013515145191685294,0.00901818552631004,-1895.994345314817
44087,44087,train,49,193.9567,-12.0553,30.354,0.16,11.770637907805682,1274.0,0.0042496065728244575,0.002963786915202314,0.0010241749280060402,0.0029725968988467823,-385.4790357032607
44298,44715,train,50,194.3516,27.4976,34.751,0.096,89.16614688795394,7616.0,0.02540424149029126,0.02223934046965815,0.001395505721452895,0.02219147570976722,-948.8134563023095
44807,44807,train,55,195.1791,37.3152,34.084,0.075,65.58431698067287,4982.0,0.016618163222771935,0.01640442309707746,0.001147737937750166,0.016393919217884925,-64.07767765517656
45283,45283,train,52,196.3725,-43.5911,33.444,0.17,48.842737842292564,3379.0,0.011271130776745557,0.012241931956886516,0.0013816366151419076,0.012247548704206733,291.03887202375836
45657,45466,test,53,197.4487,-23.3839,32.974,0.076,39.33688806732014,3256.0,0.01086084693965183,0.009870934128907206,0.0010581031555433023,0.009881720140473543,-296.76839473882
45898,46618,train,52,198.2162,-43.0961,33.194,0.22,43.53113592296384,3381.0,0.011277802058649521,0.010917763036340409,0.0014872126480116757,0.010926629622348425,-107.93698347396594
46115,46247,test,53,198.8499,-16.385,32.574,0.28,32.71899836231789,3098.0,0.010333815669238751,0.00821700680321226,0.0014542794107342933,0.008229647023460759,-634.6033330622745
47582,47582,train,52,202.9729,-33.2339,32.774,0.29,35.87566830392618,3995.0,0.013325885603166176,0.009006249432349572,0.0015605340423604714,0.00901818552631004,-1294.994345314817
48521,48521,train,55,205.5351,35.6544,31.134,0.26,16.85776517828977,1274.0,0.0042496065728244575,0.004241999160499884,0.0011217287979636012,0.004253116941527701,-2.2806448398032444
49044,49044,train,55,207.3134,60.1904,32.441,0.072,30.775137359078713,1856.0,0.006190949606877702,0.007730690290365783,0.0010327578128035916,0.007743599457329852,461.6026441854915
49353,49353,validation,54,208.3605,5.2077,30.564,0.3,12.965820353826285,1081.0,0.003605827869092024,0.003264239157250916,0.0010973151017615794,0.0032736719159618646,-102.40571954789948
49356,49356,train,55,208.3614,40.2831,32.662,0.076,34.07218616593571,2509.0,0.008369123148521635,0.008555410956297386,0.001044169851402547,0.0085677897622952,55.84767978852369
50558,50558,test,58,212.4888,17.5454,34.218,0.08,69.75896043328059,5075.0,0.016928377831306216,0.017439759870816005,0.001186267656225775,0.0174238720219592,153.3084786016925
51104,51104,train,59,214.6068,36.4939,33.409,0.072,48.06179647259539,3394.0,0.011321165391025281,0.012047352635415337,0.0010766019981041765,0.012053504229185212,217.7054589639415
51251,51251,train,59,215.1796,39.6936,32.274,0.23,28.497056273411538,1525.0,0.005086852451771819,0.007160461784280154,0.0012540078137973794,0.007173525566594637,621.6524387244131
51275,51233,test,58,215.2654,3.271,32.064,0.14,25.870212734646053,1733.0,0.005780665769783975,0.006502536035267261,0.0010844415149041209,0.006515561918525116,216.41126124634684
51564,51564,train,59,216.6387,56.5826,32.304,0.24,28.89348981559084,2075.0,0.006921454975361656,0.007259716448422081,0.0012808507563011392,0.007272765812335533,101.40823845548584
51787,51787,test,58,217.4184,3.2333,32.154,0.24,26.964973635434237,1912.0,0.006377745500188667,0.006776784468263404,0.001248451007553867,0.00678985436934795,119.6288730769088
53201,53247,test,58,223.3127,3.9598,31.454,0.29,19.534396563982572,1697.0,0.0056605826955126405,0.004913890271735501,0.0011958061198177796,0.004925864087721132,-223.85275709412622
53630,53630,train,61,225.2321,-7.4572,32.244,0.29,28.106062003343975,2097.0,0.006994839076305249,0.007062559431086221,0.0013728876062084076,0.007075632270551157,20.302051616419703
53865,53932,validation,62,226.3646,1.6347,32.32,0.078,29.10717118066605,1808.0,0.006030838841182589,0.0073132116078459,0.0010343572656343997,0.007326251016335702,384.4456837902544
54646,54625,train,61,229.6521,-24.0686,32.724,0.23,35.05903839326121,2743.0,0.009149663131285311,0.008802131215351549,0.0013649422048350253,0.008814281102901675,-104.18744731123206
61009,61009,train,70,267.9533,23.0719,33.521,0.091,50.605765651324454,3849.0,0.012838882024176873,0.012681072085118894,0.0011315046316347187,0.012685409452284338,-47.31022952702142
61404,61404,train,74,271.4968,18.5872,31.864,0.21,23.593914430440503,2113.0,0.007048209331536953,0.005932062958780119,0.001152633938894777,0.005944867747881115,-334.6122645765556
62351,62351,train,72,281.2761,-62.2972,30.194,0.23,10.934526967309194,1157.0,0.0038593365814426194,0.0027535468971554176,0.0010422155996884259,0.0027618916609540175,-331.50740748350415
62395,62395,validation,75,281.7399,45.7058,33.943,0.087,61.461053471952326,4593.0,0.015320598892451125,0.015380809196248273,0.0011727972769993852,0.015375093312068357,18.050594972273757
62409,62409,validation,75,281.8284,45.5505,32.204,0.29,27.5930685581751,2324.0,0.0077520295724050545,0.006934094962831739,0.0013612793369604658,0.00694717189408964,-245.21062708725458
62453,62836,train,72,282.241,-65.1733,30.694,0.24,13.765753865094156,923.0,0.0030787965986789436,0.003465281222358066,0.0010712454541267759,0.0034751030980932165,115.8651753119691
62589,62589,train,72,284.1237,-54.3059,32.294,0.2,28.760736288630234,2601.0,0.008676002116103936,0.007226480163905854,0.001200511875293744,0.00723953494585241,-434.5557489744215
63620,63620,validation,76,296.3133,-54.3442,32.374,0.16,29.840081159302233,2422.0,0.008078922385699244,0.007496674300588577,0.0011420370634006363,0.00750966794350755,-174.55358460111984
63972,63972,validation,83,300.1767,66.2276,32.604,0.22,33.17416496945389,2598.0,0.008665995193247992,0.008330847085335671,0.0013068776126243218,0.00834340615777818,-100.47487506508332
64102,64192,train,80,301.6178,-48.3757,32.554,0.19,32.41902878227876,2773.0,0.009249732359844757,0.008141975388847466,0.001226720077328113,0.00815466532181817,-332.09718520191245
64725,64725,train,80,306.9121,-47.027,32.804,0.16,36.37474856426328,2622.0,0.008746050576095548,0.009130975356841872,0.0012041496237254383,0.009142769950896017,115.39754616505161
65379,65375,train,82,311.8512,0.3009,33.636,0.096,53.358056184603406,3507.0,0.011698092818599194,0.013366245001011114,0.0011601798000949143,0.01336838654162554,500.0994430833339
66537,66537,test,86,319.6383,26.4465,33.908,0.092,60.478359188180086,4406.0,0.01469683403443058,0.015136702084698157,0.001186005006956876,0.015132049116075514,131.86912398538425
66549,66549,train,84,319.7464,-48.5629,32.414,0.22,30.394849687701146,2104.0,0.007018188562969119,0.0076355224161168194,0.0012630569614514573,0.007648469462977167,185.07203324175998
67146,67146,train,84,325.0537,-42.5394,32.554,0.21,32.41902878227876,2322.0,0.007745358290501091,0.008141975388847466,0.001271381763298154,0.00815466532181817,118.90281479808755
67557,67557,train,84,328.1771,-48.2539,31.974,0.12,24.819898435070957,1742.0,0.005810686538351809,0.00623935211277142,0.0010580825255031793,0.006252297754089363,128.51070621523718
67878,67883,validation,88,330.5139,-31.9737,32.514,0.19,31.82731482170786,2222.0,0.007411794195302939,0.007993953686808546,0.0012193330153306018,0.008006732901776486,174.52702490649608
67882,67882,validation,88,330.5308,-51.7431,32.784,0.24,36.04126286491434,2577.0,0.00859594673325638,0.009047635120540786,0.0014115435758393828,0.009059525178889664,135.4127718740483
67890,67890,train,89,330.577,-20.5478,31.264,0.26,17.897814394089608,1162.0,0.0038760147862025272,0.004503126664541686,0.0011361344248018651,0.004514606285159578,188.0034114482935
68020,68020,validation,88,331.4784,-50.1191,33.314,0.3,46.00446663934781,2731.0,0.009109635439861532,0.011534571330850531,0.0018740760926238662,0.0115420379712575,726.977491252012
68434,68434,test,91,333.9147,37.2987,34.455,0.104,77.80365510398032,5584.0,0.01862621907586481,0.01943197845285807,0.0013606275796814488,0.019404211168323228,241.56058418535758
68870,68870,test,90,336.6147,16.1479,31.964,0.22,24.705861360384304,1484.0,0.004950091172740576,0.0062107730020996895,0.0011810561763268051,0.006223707688829943,377.9429043795051
69094,69094,train,89,338.0986,-14.1204,31.964,0.21,24.705861360384304,2362.0,0.007878783928580352,0.0062107730020996895,0.001166161744007552,0.006223707688829943,-500.0570956204949
69342,69342,test,90,339.3522,23.7983,31.694,0.2,21.817249589882987,820.0,0.002735225580624847,0.005486581645540255,0.0011204284273378209,0.005499091817690496,824.8357975341976
70090,70090,validation,88,344.2941,-36.4622,32.324,0.28,29.1608379852123,1444.0,0.004816665534661316,0.0073266466566876964,0.0013738473074400598,0.007339683326607983,752.4734101058866
