k0,radius,q_for_unit_intensity,enclosed_fraction,potential_shape
0.01,1.359375,0.04585939436618182,0.008181009382692409,0.9812843623145734
0.01,1.375,0.04564645939811438,0.008438453028123787,0.9808886291567843
0.01,1.390625,0.045434675432211025,0.008700592239221459,0.9804896934035386
0.01,1.40625,0.045224056012661995,0.00896744552292587,0.9800875820125973
0.01,1.421875,0.045014613517111224,0.009239030987233205,0.9796823216955011
0.01,1.4375,0.04480635920825553,0.009515366351321186,0.9792739389174951
0.01,1.453125,0.04459930328367167,0.009796468955413045,0.9788624598976099
0.01,1.46875,0.04439345492390201,0.010082355770384764,0.9784479106088919
0.01,1.484375,0.04418882233883251,0.010373043407120867,0.9780303167787728
0.01,1.5,0.04398541281239838,0.010668548125624048,0.9776097038895728
0.01,1.515625,0.04378323274565474,0.010968885843883898,0.9771860971791261
0.01,1.53125,0.043582287698250816,0.011274072146510179,0.9767595216415219
0.01,1.546875,0.04338258242834757,0.011584122293135884,0.9763300020279575
0.01,1.5625,0.04318412093101889,0.011899051226595533,0.975897562847689
0.01,1.578125,0.04298690647517802,0.012218873580883931,0.9754622283690813
0.01,1.59375,0.042790941639070094,0.01254360368890074,0.9750240226207438
0.01,1.609375,0.04259622834437294,0.012873255589986076,0.9745829693927535
0.01,1.625,0.04240276788894744,0.013207843037252344,0.9741390922379495
0.01,1.640625,0.04221056097827931,0.013547379504717415,0.9736924144733042
0.01,1.65625,0.042019607755653256,0.013891878194244258,0.9732429591813603
0.01,1.671875,0.04182990783110048,0.01424135204229199,0.9727907492117261
0.01,1.6875,0.04164146030916007,0.014595813726483255,0.9723358071826325
0.01,1.703125,0.04145426381549387,0.01495527567199282,0.9718781554825385
0.01,1.71875,0.041268316522394065,0.015319750057762078,0.9714178162717881
0.01,1.734375,0.04108361617322202,0.015689248822544175,0.970954811484309
0.01,1.75,0.040900160105815896,0.01606378367078431,0.9704891628293526
0.01,1.765625,0.040717945274903994,0.016443366078339693,0.9700208917932708
0.01,1.78125,0.040536968273559966,0.016828007298043554,0.9695500196413266
0.01,1.796875,0.04035722535373481,0.017217718365117513,0.9690765674195337
0.01,1.8125,0.04017871244590008,0.017612510102436474,0.9686005559565227
0.01,1.828125,0.040001425177835656,0.018012393125650172,0.968122005865434
0.01,1.84375,0.03982535889259437,0.018417377848165387,0.967640937545828
0.01,1.859375,0.039650508665675065,0.0188274744859927,0.9671573711856175
0.01,1.875,0.0394768693214347,0.01924269306246163,0.9666713267630134
0.01,1.890625,0.039304435448768965,0.019663043412807897,0.9661828240484871
0.01,1.90625,0.039133201416090245,0.020088535188636365,0.9656918826067417
0.01,1.921875,0.03896316138563072,0.020519177862263267,0.9651985217986948
0.01,1.9375,0.038794309327097355,0.02095498073094114,0.9647027607834678
0.01,1.953125,0.03862663903070489,0.021395952920969748,0.9642046185203811
0.01,1.96875,0.03846014411961186,0.02184210339169638,0.9637041137709546
0.01,1.984375,0.038294818061783926,0.02229344093940856,0.9632012651009072
0.01,2.0,0.03813065418130785,0.022749974201122375,0.9626960908821619
0.01,2.015625,0.037967645669178714,0.023211711658269314,0.9621886092948461
0.01,2.03125,0.03780578559358211,0.023678661640284607,0.9616788383292928
0.01,2.046875,0.03764506690969225,0.02415083232809988,0.961166795788036
0.01,2.0625,0.0374854824690062,0.024628231757542852,0.9606524992878044
0.01,2.078125,0.037327025028233644,0.025110867822646807,0.9601359662615078
0.01,2.09375,0.037169687257760785,0.025598748278872378,0.9596172139602173
0.01,2.109375,0.037013461749706676,0.02609188074624421,0.9590962594551378
0.01,2.125,0.03685834102558884,0.026590272712404946,0.958573119639573
0.01,2.140625,0.03670431754361517,0.027093931535588898,0.9580478112308806
0.01,2.15625,0.036551383705617925,0.027602864447517746,0.9575203507724154
0.01,2.171875,0.03639953186364526,0.02811707855622047,0.9569907546354663
0.01,2.1875,0.03624875432622486,0.02863658084877976,0.9564590390211766
0.01,2.203125,0.036099043364314215,0.029161378194006885,0.9559252199624563
0.01,2.21875,0.03595039121695066,0.029691477345047262,0.9553893133258788
0.01,2.234375,0.03580279009661462,0.03022688494191853,0.9548513348135669
0.01,2.25,0.035656232194318425,0.03076760751398317,0.9543112999650624
0.01,2.265625,0.03551070968443273,0.03131365148235756,0.9537692241591841
0.01,2.28125,0.03536621472926201,0.03186502316225914,0.9532251226158701
0.01,2.296875,0.03522273948338039,0.032421728765293624,0.9526790103980048
0.01,2.3125,0.03508027609773807,0.03298377440168391,0.9521309024132315
0.01,2.328125,0.034938816723548954,0.03355116608244222,0.9515808134157487
0.01,2.34375,0.034798353515968806,0.03412390972148735,0.9510287580080916
0.01,2.359375,0.03465887863757341,0.03470201113770827,0.9504747506428953
0.01,2.375,0.034520384261645956,0.03528547605697589,0.9499188056246449
0.01,2.390625,0.03438286257528173,0.035874310114104205,0.9493609371114066
0.01,2.40625,0.03424630578231876,0.03646851885476241,0.9488011591165425
0.01,2.421875,0.034110706106102,0.03706810773733935,0.9482394855104099
0.01,2.4375,0.03397605579208873,0.03767308213476153,0.9476759300220424
0.01,2.453125,0.03384234711030239,0.03828344733626614,0.9471105062408137
0.01,2.46875,0.03370957235764159,0.03889920854913017,0.9465432276180861
0.01,2.484375,0.03357772386005125,0.03952037090035711,0.9459741074688388
0.01,2.5,0.033446793974561746,0.04014693943832208,0.9454031589732828
0.01,2.515625,0.03331677509120259,0.04077891913437689,0.9448303951784546
0.01,2.53125,0.03318765963479602,0.0414163148844158,0.9442558289997958
0.01,2.546875,0.03305944006663647,0.042059131510403386,0.9436794732227127
0.01,2.5625,0.032932108886060824,0.042707373761865286,0.9431013405041213
0.01,2.578125,0.03280565863191487,0.043361046317343076,0.9425214433739725
0.01,2.59375,0.03268008188392062,0.04402015378581409,0.9419397942367616
0.01,2.609375,0.032555371263949244,0.044684700708077216,0.9413564053730198
0.01,2.625,0.03243151943720402,0.04535469155810563,0.9407712889407895
0.01,2.640625,0.03230851911331759,0.04603013074436723,0.9401844569770815
0.01,2.65625,0.03218636304736758,0.04671102261111392,0.9395959213993151
0.01,2.671875,0.032065044040814526,0.04739737143964024,0.939005694006743
0.01,2.6875,0.031944554942365665,0.04808918144951243,0.9384137864818567
0.01,2.703125,0.03182488864876847,0.04878645679976866,0.9378202103917768
0.01,2.71875,0.031706038105536995,0.04948920159009109,0.9372249771896267
0.01,2.734375,0.03158799630761449,0.05019741986195076,0.9366280982158889
0.01,2.75,0.031470756299975325,0.050911115599725706,0.9360295846997455
0.01,2.765625,0.03135431117816932,0.05163029273179333,0.9354294477604024
0.01,2.78125,0.031238654088811064,0.05235495513159751,0.9348276984083961
0.01,2.796875,0.03112377823001724,0.053085106618691216,0.934224347546886
0.01,2.8125,0.03100967685179441,0.05382075095975519,0.9336194059729302
0.01,2.828125,0.03089634325637967,0.05456189186959345,0.9330128843787447
0.01,2.84375,0.030783770798536787,0.05530853301210606,0.9324047933529482
0.01,2.859375,0.030671952885809758,0.056060678001240004,0.9317951433817898
0.01,2.875,0.030560882978736333,0.05681833040191838,0.931183944850363
0.01,2.890625,0.030450554591023235,0.05758149373094894,0.930571208043803
0.01,2.90625,0.030340961289685237,0.05835017145791198,0.9299569431484702
0.01,2.921875,0.03023209669515004,0.059124367006028654,0.9293411602531169
0.01,2.9375,0.0301239544813305,0.05990408375300976,0.9287238693500407
0.01,2.953125,0.030016528375666252,0.06068932503188582,0.9281050803362236
0.01,2.96875,0.02990981215913615,0.06148009413181879,0.9274848030144542
0.01,2.984375,0.0298037996662432,0.062276394298895796,0.9268630470944388
0.01,3.0,0.029698484784973365,0.06307822873690562,0.9262398221938944
0.01,3.015625,0.02959386145672996,0.06388560060809807,0.9256151378396326
0.01,3.03125,0.029489923676244565,0.06469851303392689,0.9249890034686237
0.01,3.046875,0.02938666549146624,0.06551696909577641,0.9243614284290529
0.01,3.0625,0.029284081003429885,0.06634097183567272,0.9237324219813587
0.01,3.078125,0.02918216436610525,0.06717052425697921,0.9231019932992591
0.01,3.09375,0.029080909786227467,0.06800562932507742,0.9224701514707657
0.01,3.109375,0.02898031152311041,0.06884628996803321,0.9218369054991832
0.01,3.125,0.028880363888443766,0.0696925090772487,0.9212022643040962
0.01,3.140625,0.028781061246074865,0.0705442895081004,0.920566236722344
0.01,3.15625,0.028682398011776196,0.07140163408056392,0.9199288315089819
0.01,3.171875,0.02858436865299957,0.07226454557982522,0.9192900573382295
0.01,3.1875,0.02848696768861762,0.07313302675687931,0.9186499228044094
0.01,3.203125,0.028390189688653644,0.07400708032911635,0.9180084364228697
0.01,3.21875,0.028294029274000484,0.07488670898089528,0.9173656066308971
0.01,3.234375,0.028198481116129107,0.07577191536410584,0.916721441788618
0.01,3.25,0.02810353993678779,0.07666270209871878,0.9160759501798865
0.01,3.265625,0.028009200507692338,0.07755907177332466,0.9154291400131629
0.01,3.28125,0.027915457650208187,0.0784610269456617,0.9147810194223774
0.01,3.296875,0.0278223062350249,0.07936857014313269,0.9141315964677871
0.01,3.3125,0.027729741181823635,0.08028170386331143,0.9134808791368169
0.01,3.328125,0.027637757458938133,0.08120043057443878,0.9128288753448937
0.01,3.34375,0.027546350083009898,0.0821247527159087,0.9121755929362668
0.01,3.359375,0.027455514118637753,0.08305467269874448,0.9115210396848193
0.01,3.375,0.02736524467802267,0.08399019290606524,0.9108652232948677
0.01,3.390625,0.02727553692060788,0.08493131569354333,0.9102081514019514
0.01,3.40625,0.027186386052715138,0.08587804338985233,0.9095498315736132
0.01,3.421875,0.027097787327177134,0.08683037829710619,0.9088902713101675
0.01,3.4375,0.027009736042966814,0.08778832269128974,0.9082294780454602
0.01,3.453125,0.026922227544823672,0.08875187882268061,0.9075674591476167
0.01,3.46875,0.026835257222877582,0.08972104891626283,0.9069042219197839
0.01,3.484375,0.026748820512270406,0.09069583517213227,0.9062397736008576
0.01,3.5,0.02666291289277569,0.09167623976589426,0.9055741213662043
0.01,3.515625,0.02657752988841679,0.09266226484905331,0.9049072723283718
0.01,3.53125,0.026492667067083708,0.09365391254939534,0.9042392335377916
0.01,3.546875,0.026408320040148887,0.09465118497136249,0.9035700119834708
0.01,3.5625,0.026324484462082208,0.09565408419642066,0.9028996145936757
0.01,3.578125,0.026241156030065493,0.09666261228342006,0.9022280482366082
0.01,3.59375,0.02615833048360668,0.09767677126894866,0.9015553197210695
0.01,3.609375,0.026076003604153932,0.09869656316767925,0.90088143579712
0.01,3.625,0.02599417121470988,0.09972198997270938,0.900206403156726
0.01,3.640625,0.025912829179446137,0.10075305365589542,0.899530228434402
0.01,3.65625,0.025831973403318352,0.10178975616817973,0.8988529182078421
0.01,3.671875,0.02575159983168197,0.10283209943991219,0.8981744789985442
0.01,3.6875,0.02567170444990875,0.10388008538116536,0.8974949172724264
0.01,3.703125,0.025592283283004374,0.10493371588204382,0.8968142394404348
0.01,3.71875,0.025513332395227104,0.1059929928129878,0.896132451859144
0.01,3.734375,0.025434847889707794,0.10705791802507114,0.8954495608313495
0.01,3.75,0.025356825908071288,0.10812849335029372,0.8947655726066533
0.01,3.765625,0.025279262630059335,0.10920472060186846,0.8940804933820401
0.01,3.78125,0.025202154273155145,0.11028660157450315,0.8933943293024487
0.01,3.796875,0.02512549709220972,0.11137413804467697,0.8927070864613343
0.01,3.8125,0.025049287379070036,0.11246733177091216,0.8920187709012237
0.01,3.828125,0.024973521462209144,0.11356618449404055,0.8913293886142646
0.01,3.84375,0.024898195706358324,0.11467069793746529,0.8906389455427662
0.01,3.859375,0.02482330651214136,0.115780873807418,0.8899474475797347
0.01,3.875,0.024748850315711005,0.1168967137932111,0.8892549005694002
0.01,3.890625,0.024674823588387698,0.11801821956748575,0.8885613103077385
0.01,3.90625,0.024601222836300608,0.11914539278645529,0.8878666825429857
0.01,3.921875,0.024528044600031093,0.12027823509014435,0.8871710229761449
0.01,3.9375,0.024455285454258586,0.12141674810262365,0.8864743372614895
0.01,3.953125,0.02438294200740899,0.12256093343224084,0.8857766310070572
0.01,3.96875,0.02431101090130562,0.12371079267184701,0.8850779097751391
0.01,3.984375,0.024239488810822718,0.12486632739901939,0.8843781790827628
0.01,4.0,0.024168372443541624,0.12602753917628018,0.8836774444021696
0.01,4.015625,0.024097658539409636,0.1271944295513113,0.8829757111612835
0.01,4.03125,0.024027343870401494,0.1283670000571658,0.8822729847441779
0.01,4.046875,0.023957425240183697,0.1295452522124752,0.881569270491534
0.01,4.0625,0.02388789948378149,0.13072918752165355,0.880864573701093
0.01,4.078125,0.023818763467248708,0.1319188074750978,0.880158899628105
0.01,4.09375,0.02375001408734037,0.13311411354938485,0.8794522534857707
0.01,4.109375,0.023681648271188124,0.13431510720746515,0.8787446404456777
0.01,4.125,0.023613662975978517,0.13552178989885283,0.8780360656382311
0.01,4.140625,0.02354605518863415,0.1367341630598132,0.8773265341530804
0.01,4.15625,0.023478821925497637,0.13795222811354624,0.8766160510395383
0.01,4.171875,0.02341196023201853,0.13917598647036766,0.8759046213069981
0.01,4.1875,0.023345467182442983,0.1404054395278867,0.8751922499253414
0.01,4.203125,0.023279339879506495,0.1416405886711806,0.8744789418253445
0.01,4.21875,0.023213575454129342,0.14288143527296696,0.8737647018990791
0.01,4.234375,0.023148171065115058,0.14412798069377228,0.8730495350003049
0.01,4.25,0.023083123898851702,0.1453802262820986,0.8723334459448631
0.01,4.265625,0.023018431169016088,0.14663817337458654,0.871616439511059
0.01,4.28125,0.022954090116280867,0.14790182329617635,0.8708985204400447
0.01,4.296875,0.02289009800802446,0.149171177360266,0.8701796934361944
0.01,4.3125,0.022826452138043962,0.15044623686886663,0.8694599631674759
0.01,4.328125,0.0227631498262708,0.15172700311275555,0.8687393342658176
0.01,4.34375,0.02270018841848936,0.15301347737162688,0.8680178113274715
0.01,4.359375,0.02263756528605837,0.15430566091423953,0.8672953989133704
0.01,4.375,0.022575277825635207,0.15560355499856282,0.8665721015494826
0.01,4.390625,0.022513323458902973,0.15690716087192,0.8658479237271608
0.01,4.40625,0.022451699632300454,0.15821647977112913,0.8651228699034881
0.01,4.421875,0.02239040381675481,0.15953151292264192,0.8643969445016177
0.01,4.4375,0.022329433507417108,0.1608522615426803,0.8636701519111116
0.01,4.453125,0.022268786223400627,0.16217872683737097,0.8629424964882721
0.01,4.46875,0.022208459507521917,0.16351091000287735,0.8622139825564719
0.01,4.484375,0.0221484509260446,0.1648488122255302,0.8614846144064783
0.01,4.5,0.022088758068425897,0.1661924346819553,0.8607543962967745
0.01,4.515625,0.022029378547065902,0.1675417785392001,0.8600233324538774
0.01,4.53125,0.021970309997059508,0.16889684495485752,0.8592914270726508
0.01,4.546875,0.02191155007595104,0.1702576350771883,0.8585586843166144
0.01,4.5625,0.021853096463491508,0.17162415004524145,0.8578251083182511
0.01,4.578125,0.021794946861398566,0.17299639098897263,0.8570907031793088
0.01,4.59375,0.021737098993119007,0.17437435902936083,0.8563554729711
0.01,4.609375,0.021679550603593944,0.17575805527852326,0.855619421734796
0.01,4.625,0.021622299459026505,0.1771474808398285,0.8548825534817194
0.01,4.640625,0.0215653433466521,0.178542636808008,0.8541448721936329
0.01,4.65625,0.021508680074511278,0.17994352426926538,0.8534063818230236
0.01,4.671875,0.021452307471225014,0.18135014430138507,0.8526670862933857
0.01,4.6875,0.02139622338577257,0.18276249797383826,0.8519269894994977
0.01,4.703125,0.021340425687271795,0.18418058634788795,0.8511860953076985
0.01,4.71875,0.02128491226476189,0.18560441047669204,0.8504444075561588
0.01,4.734375,0.021229681026988592,0.1870339714054053,0.8497019300551504
0.01,4.75,0.02117472990219178,0.18846927017127924,0.848958666587311
0.01,4.765625,0.021120056837895466,0.1899103078037611,0.8482146209079078
0.01,4.78125,0.021065659800700166,0.19135708532459095,0.8474697967450966
0.01,4.796875,0.021011536776077585,0.1928096037478975,0.8467241978001775
0.01,4.8125,0.020957685768167634,0.1942678640802927,0.8459778277478499
0.01,4.828125,0.020904104799577793,0.19573186732096454,0.8452306902364626
0.01,4.84375,0.020850791911184656,0.19720161446176893,0.8444827888882607
0.01,4.859375,0.02079774516193784,0.19867710648731987,0.8437341272996318
0.01,4.875,0.020744962628666052,0.20015834437507876,0.8429847090413474
0.01,4.890625,0.02069244240588538,0.20164532909544192,0.8422345376588022
0.01,4.90625,0.020640182605609795,0.2031380616118272,0.8414836166722515
0.01,4.921875,0.020588181357163803,0.20463654288075922,0.8407319495770436
0.01,4.9375,0.020536436806997238,0.2061407738519535,0.8399795398438524
0.01,4.953125,0.020484947118502204,0.20765075546839928,0.8392263909189058
0.01,4.96875,0.020433710471832067,0.20916648866644108,0.8384725062242113
0.01,4.984375,0.02038272506372257,0.21068797437585943,0.8377178891577798
0.01,5.0,0.02033198910731498,0.2122152135199502,0.8369625430938461
0.01,5.015625,0.020281500831981287,0.21374820701560293,0.8362064713830876
0.01,5.03125,0.02023125848315139,0.21528695577337792,0.8354496773528407
0.01,5.046875,0.0201812603221423,0.21683146069758247,0.8346921643073145
0.01,5.0625,0.02013150462598929,0.218381722686346,0.8339339355278007
0.01,5.078125,0.020081989687279006,0.21993774263169397,0.8331749942728838
0.01,5.09375,0.020032713813984516,0.2214995214196209,0.8324153437786468
0.01,5.109375,0.01998367532930222,0.22306705993016254,0.8316549872588754
0.01,5.125,0.019934872571490698,0.22464035903746687,0.830893927905261
0.01,5.140625,0.01988630389371138,0.22621941960986397,0.8301321688875984
0.01,5.15625,0.019837967663871078,0.22780424250993553,0.8293697133539851
0.01,5.171875,0.019789862264466346,0.2293948285945827,0.8286065644310155
0.01,5.1875,0.01974198609242963,0.23099117871509364,0.8278427252239744
0.01,5.203125,0.019694337558977166,0.23259329371720974,0.8270781988170283
0.01,5.21875,0.019646915089458726,0.23420117444119115,0.8263129882734132
0.01,5.234375,0.019599717123209008,0.23581482172188148,0.8255470966356223
0.01,5.25,0.019552742113400814,0.2374342363887714,0.8247805269255909
0.01,5.265625,0.01950598852689989,0.23905941926606197,0.8240132821448788
0.01,5.28125,0.019459454844121465,0.24069037117272626,0.82324536527485
0.01,5.296875,0.019413139558888452,0.2423270929225711,0.8224767792768537
0.01,5.3125,0.019367041178291296,0.24396958532429713,0.8217075270923997
0.01,5.328125,0.019321158222549407,0.24561784918155902,0.8209376116433326
0.01,5.34375,0.019275489224874258,0.24727188529302407,0.8201670358320066
0.01,5.359375,0.019230032731334036,0.2489316944524305,0.8193958025414553
0.01,5.375,0.019184787300719836,0.25059727744864496,0.8186239146355614
0.01,5.390625,0.019139751504413476,0.25226863506571917,0.8178513749592246
0.01,5.40625,0.019094923926256765,0.25394576808294606,0.8170781863385259
0.01,5.421875,0.019050303162422316,0.25562867727491473,0.8163043515808932
0.01,5.4375,0.01900588782128588,0.2573173634115656,0.8155298734752621
0.01,5.453125,0.018961676523300098,0.2590118272582439,0.8147547547922369
0.01,5.46875,0.01891766790086978,0.2607120695757528,0.8139789982842488
0.01,5.484375,0.018873860598228563,0.2624180911204066,0.8132026066857135
0.01,5.5,0.018830253271317057,0.26412989264408204,0.8124255827131863
0.01,5.515625,0.018786844587662326,0.26584747489426985,0.811647929065515
0.01,5.53125,0.018743633226258827,0.2675708386141256,0.8108696484239929
0.01,5.546875,0.018700617877450705,0.2692999845425194,0.8100907434525084
0.01,5.5625,0.0186577972428154,0.27103491341408553,0.809311216797695
0.01,5.578125,0.018615170035048676,0.2727756259592714,0.8085310710890772
0.01,5.59375,0.018572734977850912,0.2745221229043856,0.8077503089392166
0.01,5.609375,0.01853049080581472,0.2762744049716456,0.8069689329438566
0.01,5.625,0.018488436264313894,0.2780324728792252,0.8061869456820644
0.01,5.640625,0.018446570109393552,0.27979632734130055,0.8054043497163725
0.01,5.65625,0.018404891107661654,0.28156596906809667,0.8046211475929184
0.01,5.671875,0.01836339803618166,0.2833413987659326,0.8038373418415822
0.01,5.6875,0.018322089682366496,0.2851226171372665,0.8030529349761245
0.01,5.703125,0.018280964843873707,0.28690962488074007,0.8022679294943209
0.01,5.71875,0.018240022328501818,0.28870242269122237,0.801482327878096
0.01,5.734375,0.018199260954087873,0.29050101125985334,0.8006961325936558
0.01,5.75,0.01815867954840617,0.29230539127408656,0.7999093460916201
0.01,5.765625,0.018118276949068132,0.29411556341773204,0.7991219708071513
0.01,5.78125,0.018078052003423356,0.29593152837099757,0.7983340091600819
0.01,5.796875,0.018038003568461757,0.29775328681053076,0.797545463555044
0.01,5.8125,0.01799813051071685,0.2995808394094599,0.7967563363815936
0.01,5.828125,0.017958431706170137,0.3014141868374343,0.7959666300143359
0.01,5.84375,0.017918906040156585,0.3032533297606647,0.7951763468130472
0.01,5.859375,0.017879552407271165,0.3050982688419627,0.7943854891227995
0.01,5.875,0.01784036971127649,0.3069490047407804,0.7935940592740784
0.01,5.890625,0.017801356865011473,0.3088055381132485,0.7928020595829052
0.01,5.90625,0.01776251279030103,0.3106678696122156,0.7920094923509532
0.01,5.921875,0.017723836417866835,0.3125359998872855,0.7912163598656665
0.01,5.9375,0.01768532668723904,0.3144099295848549,0.7904226644003745
0.01,5.953125,0.01764698254666905,0.3162896593481512,0.7896284082144083
0.01,5.96875,0.017608802953043273,0.3181751898172683,0.7888335935532125
0.01,5.984375,0.01757078687179778,0.32006652162920385,0.7880382226484594
0.01,6.0,0.01753293327683407,0.32196365541789507,0.7872422977181593
0.01,6.015625,0.017495241150435627,0.32386659181425403,0.7864458209667712
0.01,6.03125,0.01745770948318555,0.32577533144620374,0.7856487945853117
