pgc,distance_mpc,radius_mpc,catalog_no_neighbor_mpc,sampled_p16_mpc,sampled_p84_mpc,common_point1mag_shift_mpc
11545,52.74727156616839,1,50.59612405915468,48.05048821962271,52.31283939823466,53.50947085785457
11638,36.88077172261549,1,33.493354326463994,30.57577461422645,36.46661819120017,35.22496447795049
12384,69.40647689943378,1,64.1741238463603,62.59039172577145,67.55658006528633,67.47346608957304
12636,20.174370856119253,1,12.072366106388692,10.588242940506099,12.008710331359499,13.241675177849213
12825,19.444644164481286,1,15.895544618496924,14.496179362061818,15.974861626376992,17.3117275157457
12838,22.84546488551827,1,20.5302105060155,18.15839759185887,21.73360214950922,21.599445763896938
13505,29.1608379852123,1,25.77039080469973,23.40566785016007,30.48677515236654,27.134659310672546
13738,26.841080835452267,1,23.443018324483322,21.484075344330957,24.406570694371432,24.73056835779002
13814,50.04952959591683,1,48.61549379096227,47.144754264598156,49.81384417062745,50.960871988973025
14526,17.897814394089608,1,12.86912854176931,11.499725171547302,14.958163598235513,13.883005541788908
14695,23.48551024058882,1,22.141874436123846,20.249606694948216,25.44571986392704,23.2337212602679
15153,15.588344677043889,1,10.973408495188377,9.945765449834745,12.152466276536686,11.995320931414287
15406,70.0809531646794,1,68.78521799586079,66.6898952828753,71.76874399624322,72.08784742622836
15570,62.08690342300644,1,55.87294885591533,53.11707774926538,57.61857270967685,58.70462040847097
16219,61.376200516479365,1,60.086857373682825,57.844734358383846,62.109780861258734,62.97975668388702
16386,51.07401503571944,1,49.821961574208395,47.69053438684553,51.06153317156397,52.23234086567266
19476,32.568668220166984,1,28.717376305068154,24.53486676051754,31.419707404008175,30.353542117841297
19603,67.5149577160642,1,65.6980602774975,62.73235177779661,67.86516872276907,68.86426150934876
19622,55.76991723756762,1,49.646379280303165,47.372998234833524,51.70531594872112,52.173076371208914
20047,26.230103243087683,1,22.285539931416025,20.280179427667996,23.682297193787203,23.69543406331435
20338,78.16278045883308,1,74.10847633347275,70.62459631905129,78.49795435951164,78.10151948515482
21293,13.514500541175595,1,10.638134223715937,9.499109204753129,11.932719479688378,11.395385532408898
22555,69.47043207498584,1,64.61564038190213,61.78636425909692,66.62494614425938,67.99294527793838
23304,23.812226232768396,1,18.73631439356188,16.746214306960056,20.586091524789257,19.946217293120874
23313,12.78792262935846,1,8.385935149541483,7.288809066587363,9.884218014276126,8.85544269207713
24790,64.68446641717226,1,60.820281360485524,58.389279360021085,62.389750431661604,63.89806080179813
24848,93.19658525658426,1,90.4530129034336,82.40337897232867,102.96817902991155,94.98842988967506
25075,27.466289924159614,1,25.23913642879283,21.795027170061527,27.930046833042013,26.481896583703204
25144,69.40647689943378,1,63.15705237831864,59.37989910431534,66.36545834165331,67.17334695731084
25646,54.35005651294472,1,52.10281810082871,50.42544617396338,54.04746589532291,54.61087142908277
25915,22.532013356294826,1,17.738554503725037,14.304746420568096,19.577793791509887,18.64490507216341
25955,23.593914430440503,1,19.33939424618962,16.36852901698353,22.29066184358179,20.437789606367737
26601,39.5184588928437,1,33.48120491069504,30.53165472598349,36.948597603061124,35.313838821483486
26939,22.120757764641272,1,16.206875302027424,14.069504228217703,18.363636251911434,17.256102286989332
26981,24.254928571094204,1,21.880160239842414,19.599618709485366,24.017312503783575,22.959003968009622
27635,31.376175101187464,1,27.674120136552677,26.67027790617906,29.03527148269803,29.169469392356557
27762,22.428488158692854,1,20.042621890945696,17.871727108837504,22.089791052719367,21.035115176366027
27765,15.516722739072343,1,10.719486667047413,8.675256937627886,12.744096984440487,11.294674479840655
28424,22.32543861616743,1,16.7872179347212,13.852886988232385,20.792077189073265,17.854538351596208
28576,12.382262309589926,1,9.992602440413876,8.670961458050103,11.209304939152183,10.510768534903056
28806,36.542646775065236,1,34.15221870655413,29.882702535957968,41.55828892681713,35.80897027377219
28845,36.04126286491434,1,33.68505753881588,30.791505531817375,36.802597924646044,35.32080302798094
29597,21.517905703397552,1,17.151833371479075,15.39370255938362,18.63574049364933,18.246353189666884
29730,22.636016404497504,1,20.255365615026847,18.8273300171987,21.71207442681102,21.258042173773095
29822,89.4128627502953,1,85.95270952414866,83.53684771718828,89.86006877505186,90.1229496617157
30099,34.103582265334964,1,32.067385249227186,29.77603423572639,35.11920660674738,33.64058176973303
30440,23.92213847512053,1,21.833768239190718,19.677740901255408,24.231842303999663,22.922005080462924
30671,43.93392456444762,1,39.16266005329684,35.42562424518208,41.8026386216932,41.45847118013631
30949,35.87566830392618,1,28.463069105539198,26.030846344075183,32.901612021036485,30.10175175248032
31586,53.06400191947755,1,50.73216189942989,49.13638203181403,53.15153547765228,53.17206232522351
32512,57.86287388179515,1,49.97620685679165,47.62815947317336,51.79925849906001,52.50427086519896
32543,16.025072388814195,1,10.823526371493116,9.148918799480246,13.327506070736874,11.541320296078972
33371,33.63566357483622,1,29.403326266161486,27.771245679828294,31.43657536610292,31.157681981913857
33615,25.633033198658953,1,21.913146481524056,19.113850585677465,25.110400547980138,23.63523642583759
33871,47.07604832565828,1,40.544532767186666,35.31422195042418,44.471268669211604,42.761928071326324
34160,20.739582044538317,1,16.547708767716315,15.027380201319524,18.860150730968986,18.12408207198336
34415,20.361042011319707,1,16.153841802248788,14.618145054007458,16.776946696846156,17.749848036842405
34433,22.95091476024225,1,16.783646004014052,15.8211762972269,17.947670962760938,18.09714673299553
34566,22.32543861616743,1,14.700807541255937,12.742776914605578,16.609100692097666,15.656674323696285
34778,27.34009378505607,1,24.247157547579434,22.482067326479072,25.340958387421427,25.490851199776714
36487,85.58546212208236,1,82.30499392309989,77.80268718803741,86.40183342993622,86.28877327306628
36918,28.760736288630234,1,21.185638233432364,18.25318943838044,25.492565772512982,22.56088852345989
37235,12.612465753175393,1,5.603654362502141,4.974978154114721,6.89999423401552,6.430000014202986
37339,19.17785364482655,1,16.554493682400313,14.96139345800685,19.40617075686754,17.41223089564102
37618,10.204694319421995,1,1.4255158028855064,0.8262193256752323,2.604693503250742,1.643672009136253
37760,13.452407051486315,1,4.4111546806048825,2.0940587714689562,5.532417050906232,4.713554052743788
37930,22.151339841371943,1,14.698334715040085,13.657576125893653,15.336305129144828,15.772784317970524
38201,83.06154404079231,1,80.28610279153794,75.1670435325435,85.48836228710019,84.13442786841293
38411,27.089438298597827,1,21.339841869238782,19.273837531010887,23.12095778353075,22.64542845197586
38524,24.366884234595855,1,17.347584178028708,14.96392790364521,19.288003606355183,18.423574615358913
39158,15.516722739072343,1,5.873213533071775,4.250455979333157,6.989404441224682,6.278305186506925
39328,21.419039907221233,1,13.575260738463964,11.712989795726498,13.711718483849475,15.133792153486535
40228,14.282360800191839,1,4.014661097409814,2.3770910169187713,5.177787090366927,4.254984496851925
40375,22.636016404497504,1,11.01041978275386,9.117003646252284,10.98546442060802,12.067477410477325
40378,29.89509927814587,1,22.02470250424387,20.822696658049296,23.519415680891306,23.77531839598759
40887,27.848384078049996,1,21.485702321759604,19.813736193305324,23.433982912917795,22.690066813415918
41339,16.398344276265377,1,8.779790689062878,6.85807814200093,8.293234012780971,9.932625145066593
41939,14.216739313080032,1,7.636784320389426,6.276583033640668,9.246424673298872,8.402683521111415
42139,22.740499508958955,1,16.944244462780915,13.77828449708417,17.969385024786575,18.01223719368414
42174,17.171174432444527,1,7.347663749814828,6.182020213827176,7.68233992744617,8.159591553276677
42734,14.750271017597601,1,7.20312988599036,6.276166122012144,7.655822379556615,8.0126933934317
43149,14.151419329314304,1,7.475325104364093,6.730161958023071,9.00430834319645,8.15509120748279
43296,37.051005630192414,1,24.8186116202368,23.221547606569672,28.426278326907486,26.422263233530078
43594,15.878153642056166,1,9.350394167877411,7.764338678968488,10.36271026060017,10.447909613843576
43671,24.479356661960658,1,19.19124549821189,16.446938139117115,21.46744667462188,20.325458024371077
43790,35.87566830392618,1,25.33347245273751,23.67570314807264,27.849934542546176,27.5625155704623
44087,11.770637907805682,1,4.398581123344293,3.1845752519921686,5.604483915950873,6.02843173035786
44298,89.16614688795394,1,78.18396282977801,74.84135570159665,81.29468523794273,82.05101917439652
44807,65.58431698067287,1,54.958675636272616,52.98278909088716,57.82501179641684,57.60100972923614
45283,48.842737842292564,1,42.44166635790311,38.78756349982606,45.878630928730885,44.638636194011795
45657,39.33688806732014,1,32.08891685790488,30.886060739633365,33.02691931140167,33.85163662535858
45898,43.53113592296384,1,37.17647674296002,33.491376362019636,42.71005258334283,39.1345283611132
46115,32.71899836231789,1,27.361181374093775,23.226939736891016,32.07153650733046,29.258295335993523
47582,35.87566830392618,1,30.039649731356757,25.833494130409676,34.16287285801512,31.74139324167038
48521,16.85776517828977,1,11.50606949505649,10.020512776911813,14.32019623295395,12.432138086324088
49044,30.775137359078713,1,21.911623184039136,20.641557177625533,22.569535891616315,23.28452079179929
49353,12.965820353826285,1,9.504983036364706,7.972245863492718,11.180917054117566,10.107443651683056
49356,34.07218616593571,1,28.130873141583578,26.522163877928502,28.66539369883599,29.75461760625376
50558,69.75896043328059,1,65.23309330858964,62.98173145773717,67.68081000630278,68.61408296397582
51104,48.06179647259539,1,43.93226614949548,42.32784443352494,45.55581949288529,46.06169402656966
51251,28.497056273411538,1,24.250459069421865,21.83703868567916,27.786050212676237,25.605717703628976
51275,25.870212734646053,1,20.666228912785115,20.39173421730042,23.35054647970345,21.923777683075233
51564,28.89348981559084,1,19.367065104998176,16.25130814787472,22.380352835448463,20.453909615939608
51787,26.964973635434237,1,23.191767822056264,20.93302376710907,26.63656191479901,24.825947791258308
53201,19.534396563982572,1,16.702563298993233,14.47390538447303,19.244377650893128,17.684957671796273
53630,28.106062003343975,1,26.079428708015264,23.02796893167386,30.728707604151857,27.577477697795675
53865,29.10717118066605,1,22.057731552389,20.630150010061463,23.125700103184545,23.487764474048078
54646,35.05903839326121,1,31.938314758586426,29.014624079817864,34.47681566179286,33.591062419847404
61009,50.605765651324454,1,49.25871620275705,46.61784228973921,51.45089505970158,51.65788697541937
61404,23.593914430440503,1,22.094443785336864,20.268880363473688,24.51314186568281,23.203635760393286
62351,10.934526967309194,1,3.6152102463795455,3.014306720427055,4.700720326939041,3.955444462067275
62395,61.461053471952326,1,59.19336743980543,56.45211321865668,61.60228772028096,62.06685441742743
62409,27.5930685581751,1,25.332891436383218,22.060468956852766,28.772987049795617,26.611508377008093
62453,13.765753865094156,1,6.198161901782117,4.628933729108878,7.558836330191489,6.642310445364323
62589,28.760736288630234,1,25.526148120969502,22.792516719071923,27.859734382493468,26.818859398880967
63620,29.840081159302233,1,26.828955247809418,25.137231400671183,29.13474438874623,28.267506744988463
63972,33.17416496945389,1,27.386626913442996,22.988595084118668,30.679179991955326,29.058944866802065
64102,32.41902878227876,1,27.806233631436317,25.7282360566925,29.893635493430867,29.27032890643629
64725,36.37474856426328,1,34.636382589692815,31.88876465399886,37.20299569377371,36.31995209025179
65379,53.358056184603406,1,51.451986253264785,48.85179955114291,53.71742514621186,53.92518184527499
66537,60.478359188180086,1,58.80317229561332,55.933404179697106,61.167300357841626,61.6249410983841
66549,30.394849687701146,1,25.947502000624322,23.784246370176696,28.949769859479662,27.37302682815924
67146,32.41902878227876,1,29.551349835844036,26.223960750403936,33.35673172517093,31.005972275420653
67557,24.819898435070957,1,18.726802750263445,18.259373025733726,20.6391707845052,19.859667156638025
67878,31.82731482170786,1,28.714264192637714,25.65048262009295,31.376246397461713,30.11735050531216
67882,36.04126286491434,1,30.634286660092567,26.680015744239117,34.261843984317586,32.44379778578806
67890,17.897814394089608,1,14.907800743194173,12.855197623554368,16.761412223802697,15.665520552030255
68020,46.00446663934781,1,39.529571312174824,35.01343917606881,45.07030200597902,41.668648968230634
68434,77.80365510398032,1,74.75967509958167,71.71966399962358,79.02014189275663,78.35928335434765
68870,24.705861360384304,1,22.822627328631707,20.19444250888158,24.305029879199164,23.946914631303844
69094,24.705861360384304,1,21.83631702503072,19.089409800959217,23.227147953477694,22.927223409901853
69342,21.817249589882987,1,19.01240433388138,17.068773062595174,21.22079836822048,20.173602207688774
70090,29.1608379852123,1,21.767460533914843,18.759344076243035,25.574783594527673,23.564585806016563
70258,12.268741046383399,1,8.96926582225068,8.006893235807002,10.42012460518256,9.448912023240501
70264,24.03255804933244,1,20.104481325073287,17.453651438169363,22.221919318154306,21.19393037221935
70676,24.934461880978326,1,20.655031824939712,18.62441571028488,21.785130497767913,21.691745726345594
71121,45.540731268325445,1,43.60763592224503,42.10590260287115,44.63469134385457,45.710246462360686
71730,38.976245309772,1,34.945964784757216,30.94390901397768,37.70319003177539,36.678808192616735
72263,20.644292320739922,1,16.56449032608356,15.262910902705915,18.155744593414067,17.54601592554877
771919,18.18025623774262,1,16.723687458325944,16.10025392599789,17.374194929412766,17.566538667274468
1037,65.37323852287952,3,45.92270301568021,44.11750521286462,50.155964998761306,48.68060949042673
3455,66.58861776861269,3,55.781547763136494,52.81139209139714,57.5506428956978,58.581985704000445
4224,59.92389025834776,3,48.25710605672539,45.408548737874426,48.81161630320659,51.179275559282736
5037,63.09573444801933,3,46.221172648564874,45.62030232438783,48.740198025173605,48.744888176212626
5222,27.076966023304927,3,14.822982027008313,13.679703892857633,15.957459951353885,15.675150257314563
5283,71.15411150074344,3,55.45589641969552,52.186586378795845,58.006152252981636,58.650539262286514
5324,73.85841781207968,3,52.47720469717588,47.80103030477077,54.22863395441069,55.80969276232183
5766,22.019122114844762,3,6.152146071828119,4.069340222613205,7.775700925499179,6.750713278223753
6415,60.9256259749656,3,48.57846181877977,45.91499287928368,51.112827220368786,51.01738701769951
6962,60.14506519775487,3,48.15338284220497,45.40044751806857,49.37265476951156,50.57834160438256
6983,27.5930685581751,3,18.301476774863534,15.33654376303686,20.85993459731518,20.309998993535157
7252,68.07693586937411,3,56.35766838044276,53.45043307067176,58.340227246860884,59.19676361843828
7584,66.43546819760064,3,54.323672414745616,50.94626150890311,55.81277435206175,57.03407937908712
7889,73.34998004015486,3,62.742037242988204,58.66354152586473,65.87764742952491,67.43577198866865
8160,23.593914430440503,3,11.567744911375936,9.333516591396275,13.084372174627473,12.277651531787024
8997,44.60669020551353,3,32.28177551021151,30.655412515563803,33.98183396711308,33.94483989015853
9201,76.20790100254106,3,64.2877583859958,62.39915105884822,67.12139194212374,67.47650232767243
9997,83.98466611579151,3,69.463754264911,67.10448313056945,72.8995759463748,73.28853451155526
10123,10.587660331136965,3,0.0,0.0,0.0,0.0
10175,19.534396563982572,3,12.345543410677998,10.468146698372234,15.078812244058565,14.742151210001975
10302,52.57750822566941,3,40.31869019279175,37.24683581730017,42.917271300880444,42.36305228790903
10959,64.74407045688145,3,52.98198333586893,49.08746304822577,55.348931050136336,55.646033375365455
11420,21.517905703397552,3,16.026378442966895,13.125518262858316,16.85205765681586,17.03567267658728
11425,52.504919867476204,3,40.490816112461864,38.31298356516518,43.99313589682449,42.55361837868562
11545,52.74727156616839,3,37.62259565280239,35.12115363211873,39.640934211334894,40.30298664954513
11638,36.88077172261549,3,21.28669068873129,18.65314488503122,24.44134499216887,22.77925750964914
12384,69.40647689943378,3,53.46538455819156,52.01966865401471,56.320972052534145,56.32901950970566
12636,20.174370856119253,3,0.8793404630506672,0.0,1.0766191434985763,1.2071007701452885
12825,19.444644164481286,3,1.2751700943673647,0.0,1.4399591370584521,1.64090386207684
12838,22.84546488551827,3,11.732920578380833,7.744153384987966,12.101204058306962,15.083018316952911
13505,29.1608379852123,3,13.394328388025032,9.649295563048115,16.06663737389748,15.00333502442772
13738,26.841080835452267,3,12.87063813171514,7.925211979269819,11.797237124713762,14.142217497965591
13814,50.04952959591683,3,41.8900737744421,40.31949429790706,43.541309316937145,44.920480107781366
14526,17.897814394089608,3,4.753532965459197,2.069523165832192,4.731154933009332,5.326425200203355
14695,23.48551024058882,3,3.098489424043482,1.604300909470889,5.271332895729827,3.99950625560205
15153,15.588344677043889,3,5.975072136632997,4.133410953119872,5.75298175851889,6.55752437329118
15406,70.0809531646794,3,62.746640273807124,60.39134739742321,65.30958316643637,66.33729920531023
15570,62.08690342300644,3,52.17187083707083,49.111347614982236,54.19598400657254,54.77678135254346
16219,61.376200516479365,3,53.10040983451241,50.58150175927711,55.1195088251025,56.10313531678717
16386,51.07401503571944,3,42.80522997696757,40.30841854814206,43.986270103061536,45.336259369830344
19476,32.568668220166984,3,15.691013481826374,11.782878171824041,18.9111116261334,16.94203422270958
19603,67.5149577160642,3,55.58138490247376,52.077072835212945,56.91741151560343,59.197667580665325
19622,55.76991723756762,3,45.40206168816615,42.86060821247217,47.297201094444176,47.761358450940236
20047,26.230103243087683,3,7.403955432949729,4.9669265379281,9.97268623932797,8.481760278251613
20338,78.16278045883308,3,63.8638872297153,58.82077562421034,66.41498652962676,67.30590553942031
21293,13.514500541175595,3,2.5141960440398687,1.2482740820255072,3.9143690532476496,2.8405805429500095
22555,69.47043207498584,3,57.28080431157149,54.42169720544226,59.4718029304485,60.49819478523312
23304,23.812226232768396,3,11.321358018663732,9.501086400616822,13.598758684565343,12.455098244388633
23313,12.78792262935846,3,0.0,0.0,0.2191169281153688,0.0
24790,64.68446641717226,3,53.247403220851446,50.05938099835325,54.62477463182094,56.29498174822622
24848,93.19658525658426,3,85.36133804166217,77.03953129412778,97.81455023794916,89.57750665143072
25075,27.466289924159614,3,18.07515946718419,13.864460210852217,19.710381292344426,21.44735738769557
25144,69.40647689943378,3,49.70811628640931,45.33608330596487,52.50640517192178,52.192376568715076
25646,54.35005651294472,3,42.916912020217445,41.210565270513584,44.49524756514931,45.53450683132999
25915,22.532013356294826,3,4.607459130988577,2.4221227719792955,8.378165050440268,5.149639879696156
25955,23.593914430440503,3,11.004892159043235,7.13426767895312,14.06049555071836,11.680484303095028
26601,39.5184588928437,3,24.681663247197818,21.413379295456757,28.314432314101936,25.987088041914078
26939,22.120757764641272,3,8.578403452371525,6.4996517565776974,11.250699111793375,10.043341860373374
26981,24.254928571094204,3,10.09199857941465,7.66831423744772,12.950154316989922,10.743963142422936
27635,31.376175101187464,3,18.660708598566767,17.46766828554388,19.778269046215332,20.04579629854955
27762,22.428488158692854,3,11.35875949258751,8.594297216053008,13.22107633480575,12.414632676904448
27765,15.516722739072343,3,0.5875309793479584,0.0,2.515638160137322,0.9880514490328327
28424,22.32543861616743,3,7.651921754860528,4.101133770923003,10.189650789123782,9.703307502299827
28576,12.382262309589926,3,0.0,0.0,0.009920088147390387,0.0
28806,36.542646775065236,3,22.747900354200823,18.551653317696307,30.319177514567066,24.02424518889585
28845,36.04126286491434,3,24.8106358989442,21.357141789159535,27.88932457981008,26.22833129262316
29597,21.517905703397552,3,14.094334525925401,11.697798097280591,14.770661465020186,14.93826075425104
29730,22.636016404497504,3,11.17478024713891,8.055800487803893,11.276285205882195,12.20626704740668
29822,89.4128627502953,3,73.3836709072398,70.55096060835676,77.23602218118154,77.01221963045333
30099,34.103582265334964,3,17.94175700401448,14.665516440942515,21.4369696935597,19.62757280684052
30440,23.92213847512053,3,7.999194576328584,4.748099978891287,9.56119138777829,9.64789083384884
30671,43.93392456444762,3,27.016319288209683,21.669159188183574,30.06929329641084,28.87936174714698
30949,35.87566830392618,3,20.30207649972553,16.69866202205898,23.38737065903205,21.543206353135236
31586,53.06400191947755,3,43.64753839442306,42.19976893858385,46.22976030029187,45.8589826960543
32512,57.86287388179515,3,46.395920284514055,43.50257922971777,47.992909320432496,48.731779574057974
32543,16.025072388814195,3,0.9434897680691012,0.0,2.8061275197357785,1.1913152013077575
33371,33.63566357483622,3,14.317393575583477,11.249728348860002,16.239450911939617,16.2130187469548
33615,25.633033198658953,3,2.6669902526299154,0.21641895744166817,3.079536304774945,3.102085874273449
33871,47.07604832565828,3,37.385395616228365,32.050776712658575,41.21149711291871,39.29114688055168
34160,20.739582044538317,3,8.822090946588943,6.9876724715113765,11.033464278347585,9.469235378675975
34415,20.361042011319707,3,2.440944101586066,0.024816287486566613,2.7129846500942563,2.852397925203533
34433,22.95091476024225,3,2.455933430768379,0.12774381271657007,2.726469563071635,2.8688274141117382
34566,22.32543861616743,3,2.6588399799026945,1.5290789733901056,4.257034150079643,3.499021534791517
34778,27.34009378505607,3,10.976478214588479,7.8323698411525635,12.620553410358834,11.89831931338093
36487,85.58546212208236,3,61.50823560771673,57.485370359186206,66.29363227051691,65.05361244653388
36918,28.760736288630234,3,10.327690566059992,8.242417810529725,14.821494921524513,11.281869938892665
37235,12.612465753175393,3,0.0,0.0,0.0,0.0
37339,19.17785364482655,3,2.0261533324483096,0.5158448979524559,5.0147864251124785,2.3650774499193226
37618,10.204694319421995,3,0.0,0.0,0.0,0.0
37760,13.452407051486315,3,0.0,0.0,0.0,0.0
37930,22.151339841371943,3,2.50741680279328,1.2535625173083773,3.623607063585638,3.3171175775666946
38201,83.06154404079231,3,53.81903018187025,48.813774590343975,60.30515791080353,58.91841994196325
38411,27.089438298597827,3,9.439105242395541,8.08789696926912,12.919960767560932,10.397003734921984
38524,24.366884234595855,3,6.269308677547489,3.240207898590173,8.220962132997224,7.420141407561392
39158,15.516722739072343,3,0.0,0.0,0.0,0.0
39328,21.419039907221233,3,0.0,0.0,0.0,0.0
40228,14.282360800191839,3,0.0,0.0,0.0,0.0
40375,22.636016404497504,3,0.0,0.0,0.0,0.0
40378,29.89509927814587,3,12.732794916090562,8.725968525609288,14.42382439858429,13.647119461531492
40887,27.848384078049996,3,16.91165539859638,12.657362571605024,17.290432720762283,18.067335073415233
41339,16.398344276265377,3,0.0,0.0,0.0,0.0
41939,14.216739313080032,3,0.0,0.0,0.0,0.0
42139,22.740499508958955,3,11.852799178423393,5.9695775372973765,11.684014926390143,12.59010680200014
42174,17.171174432444527,3,0.0,0.0,0.0,0.0
42734,14.750271017597601,3,0.0,0.0,0.0,0.0
43149,14.151419329314304,3,0.0,0.0,0.0,0.0
43296,37.051005630192414,3,15.944259635123611,12.104606190251573,17.451392389408184,16.979560086396326
43594,15.878153642056166,3,0.6610527316581063,0.0,1.578663834429548,0.8430935434210678
43671,24.479356661960658,3,6.295051488769094,3.895861967951348,8.759523196753547,7.028772983596578
43790,35.87566830392618,3,15.94783221805492,12.458730210409493,17.207085477211816,16.98378932890293
44087,11.770637907805682,3,0.0,0.0,0.0,0.0
44298,89.16614688795394,3,69.46693686547479,65.25116836352103,71.07550985091855,73.16545938256917
44807,65.58431698067287,3,47.36842281507794,45.3709824369941,50.552366516948105,51.16667544722202
45283,48.842737842292564,3,26.49356156000493,22.06645693439933,31.065029654434653,28.868980097181684
45657,39.33688806732014,3,28.20955937492555,26.83393472005265,29.058919270772908,29.720969411512097
45898,43.53113592296384,3,26.350486098085515,22.613918145268496,32.145101371632435,32.67788590058715
46115,32.71899836231789,3,19.229637299649735,15.264302479767325,24.38192227461456,20.489047576240768
47582,35.87566830392618,3,26.70791374680773,22.373489924800733,30.776977850100018,28.152784062909944
48521,16.85776517828977,3,4.6432827643207375,3.0376084290647447,7.387848333096266,5.0269690806021075
49044,30.775137359078713,3,14.46283348433267,12.746516671857558,17.196587247744763,17.990784340555344
49353,12.965820353826285,3,2.9322502832189627,1.6973418790958186,4.8770720837404795,4.7007679173871715
49356,34.07218616593571,3,22.016228231951292,20.541605352056106,22.829760398434004,23.32210665383127
50558,69.75896043328059,3,61.64142700253639,59.48151135087458,63.93215829933585,64.74960918511049
51104,48.06179647259539,3,30.62945169156958,28.724916807052473,32.33120952980491,32.619903304664994
51251,28.497056273411538,3,15.598187664861957,11.842625191260229,18.26528307474891,16.504132336241433
51275,25.870212734646053,3,13.170214699806612,9.818379771326324,14.301421123278399,14.163831186097816
51564,28.89348981559084,3,5.527446305033209,2.7294749572520827,8.322288462003135,6.624748843262054
51787,26.964973635434237,3,13.385297950462473,11.085405670423018,15.130699443119108,14.406436915372685
53201,19.534396563982572,3,13.315963390441848,8.487995060664534,13.304651470973893,14.210842053531373
53630,28.106062003343975,3,19.362032629026928,16.16605247577983,21.384134181884313,20.720990555859217
53865,29.10717118066605,3,16.043876799277886,10.4275663885778,16.20150034293386,17.151099991256707
54646,35.05903839326121,3,21.873500898612154,19.184833652573147,24.58304056476224,23.475852459113263
61009,50.605765651324454,3,46.24751213060777,43.61082021707573,48.46298640832994,48.64946181555551
61404,23.593914430440503,3,19.472004068161958,17.62662977579852,21.87571108048627,20.54570207943801
62351,10.934526967309194,3,0.0,0.0,0.0,0.0
62395,61.461053471952326,3,53.31773182541555,50.5449811782184,55.71107058865556,56.10715918432914
62409,27.5930685581751,3,19.46921346755172,16.135172838895258,22.83415494267171,20.666603441340804
62453,13.765753865094156,3,1.2999440099174304,0.0,2.6261107436831033,1.5041219013306826
62589,28.760736288630234,3,16.906395733103217,13.74600476023674,19.03114662802083,17.87497453699166
63620,29.840081159302233,3,18.08226039733703,15.018873025656017,20.063334701403356,19.11208694064335
63972,33.17416496945389,3,23.350281503063066,18.760382215933642,26.614262180122147,24.597854122310626
64102,32.41902878227876,3,14.618411766199184,10.903425313435166,16.78422403793827,15.793196788066929
64725,36.37474856426328,3,19.409468276467244,14.063950341302565,19.224485719372296,20.880623801893382
65379,53.358056184603406,3,46.73646981458923,44.27169046317561,48.8242107395572,49.96036709902941
66537,60.478359188180086,3,55.697074376412075,52.51043132269443,57.77553863939902,58.48211354402703
66549,30.394849687701146,3,11.500887827713548,9.179591946858059,14.464248601472564,12.582891322493825
67146,32.41902878227876,3,17.512576732104865,13.922474628709837,21.090306939658067,19.030506217817077
67557,24.819898435070957,3,8.909682096388991,6.961764469739416,10.244627875333476,9.62367359394295
67878,31.82731482170786,3,22.374433462767094,19.215082204489413,25.053444015225384,23.65314552232856
