pgc,method,ra_deg,dec_deg,modulus,sigma_mag,distance_mpc,minus_1sigma_mpc,plus_1sigma_mpc,linear_sigma_mpc
42575,TRGB,190.3866,41.1489,29.37,0.06,7.481695005111547,0.20389695974329936,0.209609397754547,0.2067268726691743
42586,SBF,190.4142,12.2474,30.974,0.18,15.660297206860477,1.2457833492783674,1.3534509521314995,1.2981300084134362
42605,SBF,190.4666,9.4029,30.994,0.07,15.805200152842568,0.5013748310681994,0.5178005753473851,0.5094994556921152
42607,TRGB,190.4697,41.2738,30.15,0.1,10.71519305237606,0.4822631295685351,0.504991490643576,0.4934528758190897
42619,SBF,190.4971,12.9427,31.684,0.3,21.717008433479926,2.802284805149771,3.2174534474984,3.0003155930014107
42620,TRGB,190.4992,32.5736,29.15,0.27,6.760829753919814,0.7904768880814474,0.8951363151927438,0.8406388336129039
42628,SBF,190.5096,11.6473,30.934,0.07,15.374464569916888,0.48771097499324334,0.5036890721392773,0.4956141810403804
42638,SBF,190.5362,11.7543,31.024,0.07,16.025072388814195,0.5083496497418523,0.5250038988857177,0.5165872991528767
42647,SBF,190.5447,7.6769,31.184,0.07,17.25043297245844,0.5472207143080148,0.56514843417051,0.5560882573410609
42656,TRGB,190.563,38.5026,28.25,0.08,4.466835921509632,0.16156981659252168,0.1676332758532455,0.1645643168914944
42662,SBF,190.5686,-40.642,33.054,0.24,40.81313915969726,4.270492384632021,4.769555994322246,4.510834839715701
42728,SBF,190.6976,11.4424,31.204,0.07,17.41004926352608,0.5522840852363089,0.5703776882482963,0.5612336786348198
42741,CEP,190.7182,13.257,31.812,0.084,23.035625001175365,0.8740817415781486,0.9085567274584463,0.8910969771565235
42754,SBF,190.7418,10.6819,31.134,0.16,16.85776517828977,1.197467971429294,1.2890326156795204,1.2421260416231725
42831,SBF,190.9169,11.5527,31.094,0.08,16.550076287699913,0.5986324184238718,0.6210981447446144,0.609727343167553
42832,TRGB,190.9394,53.9599,29.88,0.12,9.462371613657925,0.5087239581619958,0.5376283863420745,0.5229099797274901
42879,SBF,191.0417,-41.7499,32.434,0.18,30.67608976917933,2.440296078076365,2.651200188434405,2.5428350524989414
42884,SBF,191.05,12.9419,31.094,0.07,16.550076287699913,0.5250038988857177,0.5422037646434177,0.5335114252716089
42913,SBF,191.1225,13.4986,31.054,0.12,16.248003352273184,0.8735387823563272,0.9231710801713433,0.8978978474366764
42917,SBF,191.1332,11.1905,30.844,0.07,14.750271017597601,0.46791021740576255,0.4832396138980961,0.47549255827839293
42936,TRGB,191.1773,-35.9666,28.63,0.05,5.321082592667939,0.12112262733278367,0.12394393575627216,0.12252245456467306
42991,SBF,191.335,13.6928,31.164,0.08,17.09228005234333,0.6182444579857815,0.6414461930822455,0.6297028680608839
43072,TRGB,191.5638,10.2055,29.87,0.22,9.418895965228417,0.9075155832046455,1.0042783287046237,0.9542636154478555
43118,CEP,191.7282,-11.6367,32.599,0.205,33.09786650728402,2.981678476495805,3.2768820569791544,3.1246368152127424
43129,TRGB,191.7492,36.4764,27.34,0.08,2.9376496519615305,0.10625765616214933,0.11024533766645028,0.10822701275273228
43154,SBF,191.8356,12.1666,30.994,0.08,15.805200152842568,0.5716895213468707,0.5931441234227837,0.5822850922195602
43186,SBF,191.9399,13.7627,31.214,0.19,17.490410399663027,1.465338010848857,1.5993290115720278,1.5303800137512606
43241,SBF,192.0627,10.9835,31.194,0.21,17.330057353270814,1.5974754988061477,1.7596820579642412,1.6759651323396754
43249,SBF,192.0898,-41.7144,32.854,0.67,37.22202530178498,9.881931516728912,13.45370311594327,11.484721999185599
43255,TRGB,192.0956,51.1659,29.02,0.1,6.367955209079157,0.28660519629198333,0.3001124830570667,0.293255174745589
43276,SBF,192.15,-5.8006,30.474,0.07,12.439416235583076,0.3946049498513169,0.4075327627288541,0.40099940145442386
43367,SBF,192.3938,-41.0548,32.214,0.44,27.72043237577699,5.084415971279519,6.226458162230802,5.616921583663599
43423,SBF,192.5163,-41.382,32.784,0.23,36.04126286491434,3.622234082635579,4.0269525533066926,3.817451431849855
43451,CEP,192.611,25.5009,30.429,0.06,12.18428362708399,0.3320555551269031,0.34135852255388777,0.3366641981824202
43495,TRGB,192.7208,41.12,28.17,0.04,4.30526610491711,0.07857996226107478,0.08004087283274774,0.07930593243643742
43516,SBF,192.7782,10.9121,31.084,0.14,16.474035594357524,1.0286057203432986,1.0971068715934251,1.0621203258685863
43656,SBF,193.0731,11.3136,31.044,0.07,16.173350557998514,0.5130533511380371,0.5298617001519119,0.5213672225806004
43690,CEP,193.1443,-9.7766,32.92,0.123,38.3707245492279,2.1130455251081983,2.2361907873355378,2.173455715519048
43733,SBF,193.233,11.2308,31.144,0.18,16.93557708691517,1.3472324098712818,1.4636678110515327,1.4038418642969663
43845,SBF,193.4706,-39.7143,32.664,0.25,34.103582265334964,3.7087325776338176,4.161266394176003,3.92632000709282
43851,TRGB,193.4868,-12.1059,29.76,0.14,8.953647655495944,0.5590477903019657,0.5962782047184252,0.5772629973450495
43869,TRGB,193.5225,27.1497,27.98,0.04,3.944573020752785,0.07199657153661043,0.07333508773661324,0.07266172028649485
43978,TRGB,193.7232,-28.3408,28.83,0.11,5.834451042737443,0.28819391315833887,0.30316900891049237,0.29555503992983767
44055,TRGB,193.9185,19.2092,28.37,0.07,4.720630412635907,0.14974851648715504,0.15465448839795926,0.1521751450473768
44182,TRGB,194.1825,21.682,28.17,0.03,4.30526610491711,0.059070465453980425,0.05989221748455531,0.059479449327328064
44491,TRGB,194.6678,14.2173,26.65,0.11,2.137962089502231,0.10560507856600987,0.11109251633354811,0.10830247200683325
44536,TRGB,194.7576,34.8608,29.94,0.04,9.727472237769655,0.17754637755528613,0.1808472111580226,0.17918666053761473
44628,SBF,194.8986,27.9593,34.932,0.128,96.9170083947292,5.547771026583703,5.884621417918268,5.712887264954426
44681,TRGB,194.9857,-19.4114,29.26,0.09,7.112135136533295,0.2887481951165949,0.3009672764758857,0.2947733342053333
44982,TRGB,195.5598,-17.2378,28.75,0.07,5.623413251903491,0.17838672347927975,0.18423092330962998,0.1812774253580941
45104,TRGB,195.8883,-46.5869,27.44,0.07,3.07609681474071,0.09758038531151891,0.10077725590906317,0.09916164538319798
45314,TRGB,196.4565,37.605,28.14,0.04,4.24619563946313,0.07750180475977242,0.07894267088695628,0.07821781425091298
45372,TRGB,196.6038,67.7069,28.37,0.02,4.720630412635907,0.04327899976392224,0.043679455418252466,0.043478612870679084
45506,TRGB,197.0148,46.828,28.25,0.06,4.466835921509632,0.12173367979391436,0.12514420685905137,0.12342323766862079
45546,TRGB,197.1497,78.9371,28.32,0.03,4.613175745603794,0.06329514410330983,0.06417566726819057,0.06373337821913393
45717,TRGB,197.6371,-46.992,27.82,0.01,3.664375746478333,0.016836277222257667,0.016913989946984564,0.01687507393793988
45849,TRGB,198.049,44.0381,28.86,0.06,5.915616341754738,0.16121696838316701,0.1657336710324353,0.16345452005275718
45916,TRGB,198.2865,-44.89,27.82,0.02,3.664375746478333,0.0335951987773182,0.03390605132432878,0.03375014787587976
45917,TRGB,198.2985,-43.2649,27.81,0.02,3.6475394692560754,0.033440842859943753,0.03375026716923557,0.033595080032065815
46039,TRGB,198.6174,45.9197,28.09,0.08,4.14954042634363,0.150092928732652,0.1557256785734733,0.1528747188556
46127,TRGB,198.874,47.4996,28.17,0.05,4.30526610491711,0.09799982107266736,0.10028253014842736,0.09913241554554679
46153,TRGB,198.9555,42.0292,29.73,0.02,8.830799004185629,0.08096125191126546,0.0817103771518255,0.08133466458505798
46400,TRGB,199.7295,-21.0392,28.51,0.09,5.035006087879052,0.20441806748132052,0.21306851461867815,0.2086835392995223
46663,TRGB,200.4461,-45.0624,27.94,0.06,3.8725764492161745,0.1055384593770814,0.10849525631879775,0.10700324164133972
46674,TRGB,200.4901,-36.6301,27.77,0.22,3.5809643710263597,0.3450278017300761,0.3818159715280318,0.36280090788779623
46680,TRGB,200.5079,-42.5347,27.87,0.02,3.7497300224548367,0.03437773148310885,0.03469582471609689,0.034536289809826946
46885,TRGB,201.1501,-30.9719,28.34,0.06,4.6558609352295885,0.12688513619337805,0.1304399879967919,0.12864619181415562
46957,TRGB,201.3672,-43.0181,27.78,0.04,3.5974933515574254,0.0656616536378527,0.06688239492090764,0.06626827650753053
47073,TRGB,201.6852,-30.3625,28.52,0.04,5.05824662003114,0.09232340552777796,0.0940398257864219,0.09317634611176975
47171,TRGB,201.9099,-41.4783,27.84,0.05,3.698281797802662,0.0841831714065302,0.08614404936827169,0.08515608537311631
47368,TRGB,202.4019,58.4193,28.26,0.24,4.487453899331325,0.46954579084192005,0.5244184369413967,0.495971733796719
47404,TRGB,202.4695,47.1951,29.61,0.08,8.356030182312479,0.3022457703218073,0.3135885752696783,0.3078475285504165
47413,SBF,202.4976,47.2661,29.354,0.27,7.426770437146972,0.8683387390796957,0.9833071035453536,0.9234416284738286
47762,TRGB,203.4336,-48.1512,27.48,0.01,3.1332857243155865,0.014396140221651255,0.014462589785732227,0.014429314001800243
47788,TRGB,203.512,47.9154,29.71,0.08,8.749837752274363,0.3164901746315998,0.32836754950749203,0.3223559355920556
47853,TRGB,203.677,51.6137,28.22,0.02,4.405548635065531,0.04039031266387294,0.04076403962555286,0.04057660245424863
48029,TRGB,204.1284,-29.2354,28.62,0.03,5.2966344389165805,0.07267254892538322,0.07368352478595241,0.0731757090125292
48082,TRGB,204.2537,-29.8656,28.4,0.04,4.7863009232263805,0.08735983717422702,0.08898397780747747,0.08816692125123762
48139,TRGB,204.4128,-42.8469,27.56,0.01,3.2508729738543423,0.014936404558063554,0.01500534786901575,0.014970823297628461
48280,TRGB,204.8315,24.7752,28.11,0.03,4.187935651179182,0.057460631277571395,0.05825998828394763,0.057858469204940983
48332,TRGB,204.9742,40.7391,27.41,0.04,3.0338911841942706,0.05537475476507936,0.056404248319319006,0.055886340915934245
48368,TRGB,205.0761,-28.8942,28.14,0.04,4.24619563946313,0.07750180475977242,0.07894267088695628,0.07821781425091298
48467,TRGB,205.4031,-29.9127,28.35,0.07,4.677351412871984,0.1483756138357739,0.15323660752574675,0.1507799949316314
48515,TRGB,205.5236,-45.2052,27.78,0.08,3.5974933515574254,0.13012484703210436,0.13500822639977894,0.13253655301506106
49050,TRGB,207.3228,-36.0634,27.47,0.02,3.1188895840939352,0.028594151580345617,0.028858730007378153,0.02872603465211638
49448,TRGB,208.6908,53.9033,29.25,0.02,7.079457843841379,0.06490485964166481,0.06550541691375233,0.06520421639083572
49452,TRGB,208.7021,35.8377,27.51,0.06,3.1768740706497733,0.08657863813617883,0.08900425107358467,0.08778027452876977
49615,TRGB,209.2559,-35.3329,28.21,0.03,4.385306977749858,0.06016866739977189,0.06100569694123248,0.06058525485101756
50048,MASER,210.7686,8.9475,34.71,0.19,87.49837752274364,7.330571183975621,8.000881079399903,7.655953470311323
50063,TRGB,210.8025,54.3491,29.07,0.08,6.516283940608428,0.23570035247524324,0.2445458133113858,0.24006877221378342
50216,TRGB,211.2564,53.6622,29.17,0.12,6.8233869414167,0.3668446510701431,0.3876878504123047,0.3770742973208719
50323,CEP,211.6456,-5.453,33.116,0.074,41.995233466406575,1.4070140002147227,1.4557889507505237,1.4311244586369762
50369,SBF,211.7973,55.0016,32.164,0.34,27.089438298597827,3.926161338723336,4.591643294682754,4.241550102667468
50911,TRGB,213.7887,57.0875,29.69,0.03,8.669618757582173,0.11895162873533849,0.12060641072668155,0.11977520947890162
50961,TRGB,213.9853,23.0556,26.76,0.04,2.2490546058357825,0.04104987281688022,0.041813046931991504,0.04142911686981658
51210,TRGB,214.9507,56.7294,29.17,0.1,6.8233869414167,0.30710300080827224,0.321576319338444,0.3142285811007266
51270,SBF,215.2332,3.2379,31.964,0.62,24.705861360384304,6.136370345479708,8.164161036493162,7.054031161671813
51344,CEP,215.5991,-0.3876,31.772,0.052,22.615177461083604,0.5351301308946113,0.548099498790851,0.5415630531719828
51431,SBF,216.0198,33.0475,32.104,0.46,26.351175898638402,5.030547540521852,6.2174923215285816,5.5821758822503265
51472,TRGB,216.1813,44.5261,27.21,0.04,2.7669416454115128,0.050502376572428176,0.05144128585294094,0.050968948687271726
51659,TRGB,217.0149,-46.3052,27.74,0.23,3.5318316979195674,0.35495762726979985,0.39461765607642896,0.37408777885529854
51969,TRGB,218.1696,-44.1745,30.42,0.11,12.13388850464978,0.5993559264388448,0.6304995834636671,0.6146648373988848
52091,CEP,218.6541,59.3382,32.848,0.067,37.11931900441403,1.1278146044186457,1.163155327268214,1.145303234062168
52116,SBF,218.7182,54.4757,32.334,0.51,29.295438297694357,6.132161337819866,7.755567332498057,6.880434430733786
52125,TRGB,218.7626,-49.4217,27.44,0.09,3.07609681474071,0.12488758807432232,0.13017250976475703,0.12749354406411167
52142,TRGB,218.8524,57.2557,28.77,0.02,5.675446054085469,0.052032802181978255,0.052514255772820206,0.05227278992091632
52521,CEP,220.5996,-17.253,33.094,0.205,41.57191206752184,3.745077508582824,4.115862051059921,3.924637465571338
52591,TRGB,220.8561,-44.7051,27.91,0.09,3.8194427084004663,0.1550669619221332,0.16162899713450596,0.1583026531903389
53012,MASER,222.7146,5.1145,35.25,0.1,112.2018454301963,5.049914906435703,5.287910063756726,5.167085933879843
53639,TRGB,225.2858,-48.2918,28.95,0.02,6.165950018614819,0.056529769559099385,0.057052833076773446,0.05679049838803536
53641,TRGB,225.2891,44.6982,30.11,0.12,10.519618738232223,0.5655645647169614,0.5976985345836905,0.5813356149752243
53643,SBF,225.297,1.702,32.584,0.18,32.870022396877566,2.6148243581544435,2.8408121839570626,2.724696848787505
53770,SBF,226.029,1.2199,32.184,0.17,27.34009378505607,2.058758986714988,2.226411865773347,2.140398341277995
53901,SBF,226.5033,1.634,32.074,0.21,25.98962421108662,2.3957097806461682,2.6389684976345933,2.513419493800538
53932,SBF,226.6218,1.6063,31.964,0.2,24.705861360384304,2.1738480040894785,2.3835769382135226,2.27549392311994
53933,SBF,226.6232,55.7633,30.874,0.12,14.95546772744395,0.8040483981296678,0.8497324253986189,0.8264696891511834
54097,CEP,227.317,-11.3216,32.223,0.099,27.83556237577426,1.2405620485590418,1.2984298499273237,1.269056269434962
54119,SBF,227.4558,0.4701,32.094,1.22,26.230103243087683,11.27463551564371,19.774363396260128,14.736878910515749
54470,TRGB,228.9735,56.3289,31.14,0.05,16.90440931643265,0.38479133414249844,0.3937542757183756,0.38923840897887485
54625,SBF,229.5567,-24.0981,32.344,0.26,29.430659896990164,3.321073031130801,3.7435050724637264,3.5238631353009366
54809,CEP,230.3859,-7.3771,32.363,0.12,29.689302862263727,1.5961811989459562,1.686872238923737,1.6406915086088139
55809,TRGB,235.4496,67.2538,30.21,0.1,11.015393095414156,0.49577435718193286,0.5191394827967795,0.5072775986994035
56475,SBF,239.3143,5.9984,32.444,0.31,30.817684166115164,4.099926894935699,4.729074033791903,4.399541090012716
57888,TRGB,245.2464,-60.4876,28.79,0.08,5.72796030985829,0.20718591705071354,0.21496127629743,0.21102585636386006
59306,MASER,254.3174,27.8493,35.6,0.31,131.82567385564073,17.53784037666361,20.229079117609132,18.81946955262138
59868,MASER,258.3253,43.7825,35.19,0.56,109.14403364487549,24.810557868448143,32.109720817399904,28.147103584312266
60849,TRGB,266.7892,-64.6391,26.98,0.02,2.4888573182823914,0.022817981048051106,0.023029113227188702,0.02292322303866469
60921,TRGB,267.3605,70.1443,28.93,0.07,6.109420249055719,0.19380390730098096,0.20015319574621415,0.1969444398923634
61922,TRGB,277.1581,-66.9822,29.29,0.06,7.211074791828994,0.1965218076292805,0.20202762118017326,0.199249359841567
62572,TRGB,283.9215,-64.8114,29.71,0.06,8.749837752274363,0.23845737025059144,0.24513806302598873,0.2417669516940417
62814,TRGB,287.1766,70.2839,29.04,0.04,6.426877173170194,0.11730372836826053,0.11948456750254977,0.11838745258756321
62836,TRGB,287.4412,-63.8577,29.81,0.1,9.162204901219992,0.4123671489456413,0.4318014139393398,0.42193512849012277
62869,TRGB,287.8461,-64.219,29.89,0.18,9.506047936562817,0.7562101842884541,0.8215661210511573,0.7879854337925886
63000,TRGB,289.1726,63.9724,27.7,0.04,3.467368504525315,0.06328660751530579,0.06446319339425255,0.06387128824349639
63287,TRGB,292.4959,-17.679,25.12,0.08,1.056817509213659,0.038226121159540716,0.039660686929525735,0.0389345958836875
63545,CEP,295.6692,-10.3237,31.677,0.041,21.647113787030033,0.404889013143066,0.41260643044322975,0.40872343640136216
63616,TRGB,296.2374,-14.8003,23.53,0.07,0.5081594425605608,0.01611990687910969,0.016648017689212202,0.01638112500225756
64044,SBF,300.8933,-48.2845,32.884,0.21,37.739835253658576,3.4788380048448673,3.8320768138632673,3.649765646819267
64054,TRGB,300.989,-31.6816,29.13,0.11,6.698846094165262,0.330890885086105,0.34808459550620174,0.33934258944709905
64136,SBF,301.8312,-48.3703,32.314,0.36,29.02685610499054,4.434507866528225,5.2341411438231695,4.8122500437960785
64181,TRGB,302.3821,-61.8506,29.77,0.14,8.994975815300352,0.561628237657601,0.5990304998589799,0.5799275222762715
64192,SBF,302.4755,-48.3796,32.244,0.25,28.106062003343975,3.056507875618429,3.4294582421631823,3.2358299695833104
64824,TRGB,307.5634,60.4407,29.22,0.09,6.98232404077171,0.2834779466064479,0.2954740045965272,0.289393114513228
65001,TRGB,308.719,60.1538,29.21,0.12,6.950243175887971,0.3736648023337672,0.3948955056831833,0.3840846319075977
65367,TRGB,311.7155,-12.8476,24.9,0.14,0.9549925860214353,0.05962782047184234,0.06359880203268109,0.06157064738979815
65603,TRGB,313.0212,-69.2014,28.65,0.06,5.370317963702524,0.14635607371132675,0.1504564291050423,0.14838736905431485
66318,SBF,317.967,-49.2838,32.994,0.49,39.7008678112184,8.019786217937934,10.049924323925701,8.958633387301786
66463,SBF,319.1349,-48.3636,32.064,0.31,25.870212734646053,3.4417245759531987,3.9698684246561804,3.693238704113605
67045,TRGB,324.1205,-54.5576,29.84,0.06,9.289663867799362,0.25316913057634416,0.2602619924149927,0.25668289849104264
67583,SBF,328.3341,-47.8827,31.894,0.21,23.92213847512053,2.2051300416406363,2.4290374235178724,2.3134758967047775
67919,SBF,330.7365,-20.4713,31.584,0.37,20.739582044538317,3.2491716448752896,3.8527661939239977,3.5338442813503863
68057,SBF,331.7088,-64.3162,32.974,0.32,39.33688806732014,5.389997529312346,6.245807086699223,5.796898052389549
68068,SBF,331.7896,-49.9955,32.744,0.32,35.383435681472214,4.848289742069326,5.618088369189117,5.214295778500579
68535,CEP,334.5743,40.5624,31.628,0.125,21.164109507708655,1.1839017400499827,1.2540523283918112,1.2183040764735875
68672,TRGB,335.6269,-48.404,29.47,0.05,7.834296427662114,0.17833035854955614,0.1824842062146761,0.18039134168431292
69453,CEP,340.1007,-66.4791,33.246,0.117,44.586152794807106,2.33875149605246,2.468221200510925,2.4023238122350974
69468,TRGB,340.1825,-30.7995,26.7,0.03,2.1877616239495516,0.030017214796886904,0.030434795850667662,0.030225043813984095
69519,TRGB,340.458,-64.4206,24.77,0.04,0.899497581530035,0.016417681111472127,0.016722908591964236,0.01656935777932204
70110,SBF,344.4316,-36.0263,32.084,0.3,26.109586865859363,3.3690873569003728,3.868229849964468,3.607172730093654
70795,CEP,348.6826,4.5339,32.5,0.119,31.622776601683793,1.6863471742852454,1.7813406937734833,1.7329763892504086
70874,SBF,348.9894,6.6874,33.894,0.84,60.08969504834855,19.276555888651444,28.38111423870459,23.244754858228763
71431,TRGB,351.616,-32.3886,26.68,0.08,2.1677041048196948,0.0784079739656538,0.08135050101608421,0.0798611705244773
71464,TRGB,351.7344,-37.3469,29.58,0.08,8.241381150130017,0.2980988028872016,0.30928597871680097,0.30362370211154405
71534,CEP,352.1162,22.4208,33.187,0.153,43.39103405929239,2.9520720085104415,3.1675752930034307,3.057293374752421
71538,TRGB,352.1508,14.7428,24.88,0.07,0.9462371613657926,0.03001667124379337,0.031000059590017726,0.03050308215077026
71596,TRGB,352.4946,40.9904,29.73,0.14,8.830799004185629,0.5513773670622886,0.5880969610427886,0.5693426520954059
71775,TRGB,353.6145,-36.1016,29.72,0.1,8.790225168308838,0.3956253031148744,0.4142705492228771,0.40480482873218016
73049,TRGB,359.4573,-32.591,27.75,0.08,3.548133892335755,0.12833946719866374,0.13315584408955594,0.13071808333502802
73126,SBF,359.7492,-55.4584,33.584,0.4,52.095474732855585,8.764346211671672,10.537061742966735,9.5963410825857
83321,TRGB,160.644,12.1509,29.95,0.13,9.772372209558105,0.5678764920263895,0.60291194862201,0.5850446828958623
83329,TRGB,161.5591,12.9604,30.01,0.16,10.046157902783957,0.7136148948140395,0.7681816101954304,0.7402282697220693
83333,TRGB,161.604,14.0249,29.97,0.22,9.8627948563121,0.9502854749746454,1.0516085081754554,0.999236674101714
83339,TRGB,161.7369,12.9992,29.87,0.13,9.418895965228417,0.5473358448487993,0.5811040347715828,0.5638830454919147
86635,TRGB,187.0206,22.2908,28.95,0.09,6.165950018614819,0.25033367686008035,0.2609271545553753,0.2555572427461591
86643,TRGB,195.674,21.9979,28.37,0.07,4.720630412635907,0.14974851648715504,0.15465448839795926,0.1521751450473768
86668,TRGB,135.725,20.0747,29.68,0.07,8.629785477669701,0.27375529535722265,0.2827239036677529,0.2781914155526626
86669,TRGB,139.8764,21.6036,29.79,0.12,9.078205301781855,0.4880700867279053,0.5158010133774766,0.5016801647765379
86806,TRGB,41.6621,27.7264,29.38,0.11,7.516228940182051,0.37126567942692024,0.3905573398161941,0.3807486476902598
95594,TRGB,89.9194,73.4277,29.24,0.1,7.046930689671464,0.3171641268282954,0.3321116116195455,0.3245231511479953
95597,TRGB,101.9406,80.1239,27.63,0.04,3.357376142429545,0.061279020654967375,0.06241828270754013,0.061845154057057
100169,TRGB,31.5225,69.0033,28.22,0.13,4.405548635065531,0.25600820872190155,0.271802777806446,0.2637479159526161
166062,TRGB,26.178,27.2884,29.19,0.17,6.886522963442766,0.5185677543636089,0.5607967756171339,0.5391313740182728
166063,TRGB,26.6758,26.8014,29.64,0.04,8.472274141405968,0.154636430379254,0.15751133626373282,0.1560650571340825
166064,TRGB,28.8344,27.9538,28.7,0.04,5.495408738576244,0.10030251342496754,0.10216727637485334,0.10122916993083898
166065,TRGB,30.0422,28.8311,28.45,0.05,4.89778819368446,0.11148727045807938,0.11408414258826216,0.11277574083420072
166073,TRGB,50.2692,-66.3221,28.08,0.05,4.130475019901611,0.09402109022556537,0.09621112275441668,0.09510770207809734
166077,TRGB,56.3038,67.8647,28.02,0.1,4.017908108489398,0.1808356535666138,0.18935817535504462,0.18503150631255183
166082,TRGB,66.3179,72.8058,27.71,0.14,3.483373150360119,0.21749482863676084,0.23197914061160896,0.2245813665019377
166084,TRGB,73.2799,67.0995,27.67,0.17,3.4197944251370913,0.2575167649687118,0.2784873726655772,0.2677285005904435
166095,TRGB,133.2114,33.7977,29.76,0.05,8.953647655495944,0.20380990322158077,0.2085572457240623,0.2061653561946605
166096,TRGB,133.8435,33.5586,29.79,0.06,9.078205301781855,0.24740629759622657,0.2543377061880445,0.25084008238826894
166101,TRGB,147.5546,67.5092,27.85,0.02,3.715352290971728,0.03406255454641016,0.03437773148310885,0.03421965920165111
166107,TRGB,162.6129,12.3597,29.86,0.11,9.3756200692588,0.46311068792134513,0.4871747870533003,0.4749395861991245
166127,TRGB,184.7759,47.7305,29.34,0.09,7.379042301291009,0.29958445744963047,0.3122621015750848,0.3058357104634528
166130,TRGB,184.8945,58.044,28.64,0.11,5.345643593969718,0.2640491683641102,0.2777696579337734,0.27079358354254335
166135,TRGB,185.7197,33.8291,29.46,0.09,7.798301105232589,0.3166061001210423,0.3300040564084057,0.3232125337605759
166137,TRGB,186.3678,28.4824,28.84,0.08,5.861381645140288,0.2120118970172582,0.219968367646886,0.21594128000718307
166142,TRGB,190.9891,43.6616,28.13,0.11,4.226686142656027,0.2087780341666292,0.21962653203505678,0.21411069910657402
166146,TRGB,192.3046,35.6127,28.16,0.16,4.285485203974395,0.3044134984394229,0.3276905416293987,0.3157662191013757
166152,TRGB,196.2597,-40.0823,28.82,0.13,5.807644175213121,0.3374845462734024,0.35830584340169747,0.34768746748474527
166158,TRGB,198.1884,-41.8321,28.08,0.09,4.130475019901611,0.1676946773472192,0.17479108501549234,0.1711938637405752
166159,TRGB,198.4156,42.0436,29.54,0.08,8.09095899178382,0.2926578865512308,0.3036408734101439,0.2980819450001209
166163,TRGB,200.2845,-31.5291,28.7,0.1,5.495408738576244,0.24733413607852395,0.25899063479532725,0.2530729248270975
166167,TRGB,201.8667,-45.3524,27.83,0.14,3.681289736425311,0.22985234306675162,0.24515961757068538,0.23734152036237727
166170,TRGB,204.1478,-29.5713,28.45,0.08,4.89778819368446,0.17715778104855318,0.18380623192113976,0.18044118533472117
166172,TRGB,205.9012,-43.7693,27.83,0.11,3.681289736425311,0.18183806614173958,0.19128671279085685,0.18648262314186784
166175,TRGB,206.5714,-45.6848,27.67,0.21,3.4197944251370913,0.31523483700873456,0.3472435647020018,0.33072344190584196
166176,TRGB,206.6655,-29.979,28.42,0.06,4.830588020397731,0.13164693434557062,0.13533519410563066,0.1334740795939612
166179,TRGB,207.1935,-46.9966,27.86,0.05,3.7325015779572044,0.08496210870112897,0.0869411304432619,0.08594402492981013
166185,TRGB,211.7935,35.0611,26.67,0.22,2.1577444091526683,0.20789980939462027,0.23006687376051005,0.21860916488427187
385975,TRGB,94.0353,-57.7642,28.82,0.11,5.807644175213121,0.28686978240554506,0.3017760738425981,0.29419708787170756
490287,TRGB,164.375,-48.1839,28.64,0.03,5.345643593969718,0.07334497974149201,0.07436531004652469,0.07385279551160273
592761,TRGB,204.3561,-39.8887,28.48,0.11,4.965923214503362,0.24529280186745517,0.25803867548783543,0.2515581368667073
626659,TRGB,353.7672,-37.2205,29.35,0.15,7.413102413009181,0.4947927038198081,0.5301799342336349,0.5120789732709939
677373,TRGB,204.2511,-33.3625,28.24,0.15,4.446312674691084,0.2967722483474544,0.3179971933630661,0.30714039850602526
683190,TRGB,173.2957,-32.9624,28.69,0.06,5.470159628939719,0.14907703627176971,0.15325362296377243,0.15114609621473324
704814,TRGB,359.6697,-31.4675,27.77,0.08,3.5809643710263597,0.12952697766779497,0.13438791994536237,0.13192760286828953
1599237,TRGB,138.4124,19.6188,29.55,0.09,8.128305161640995,0.3300040564084057,0.3439689797649734,0.33689005733702004
1726175,TRGB,203.1262,25.1236,28.57,0.09,5.176068319505678,0.21014510500231598,0.21903790564559866,0.21453007955062528
1824266,TRGB,157.9824,28.026,30.06,0.07,10.28016298126473,0.3261088077494687,0.3367925907225118,0.3313933004789316
2543081,TRGB,179.4759,56.638,29.66,0.16,8.550667128846834,0.6073847816040185,0.6538285886848811,0.6300364373131815
2576103,TRGB,205.78,58.2276,28.69,0.09,5.470159628939719,0.2220850264419889,0.23148309386775967,0.22671914432209986
2801026,TRGB,243.4488,54.3708,26.35,0.07,1.8620871366628686,0.05906939580329884,0.06100459224729149,0.060026597158302435
2806961,TRGB,137.2236,14.5829,29.86,0.11,9.3756200692588,0.46311068792134513,0.4871747870533003,0.4749395861991245
2807061,TRGB,105.1176,-4.2071,29.07,0.09,6.516283940608428,0.2645570128515695,0.2757523855634183,0.27007736874050636
2807065,TRGB,116.5249,-28.4263,28.77,0.09,5.675446054085469,0.230419525661258,0.24017028766926884,0.23522755464412343
2807102,TRGB,16.8852,51.4404,28.57,0.1,5.176068319505678,0.2329614496373269,0.24394058451056466,0.23836675505625032
2807103,TRGB,23.7148,52.0917,27.59,0.07,3.2960971217745776,0.10455926667381688,0.10798477523543148,0.10625361736722212
2807110,TRGB,45.7746,33.6944,28.35,0.13,4.677351412871984,0.2718027778064469,0.2885718016313774,0.28001999058731547
