pgc,group_pgc,distance_mpc,observed_z,fixed_baseline_z,observed_minus_baseline_log_factor,equivalent_radial_motion_kms,scenario_plus_100_kms_z,scenario_minus_100_kms_z,plus_100_additive_shortcut_error_cdz_kms,scenario_plus_300_kms_z,scenario_minus_300_kms_z,plus_300_additive_shortcut_error_cdz_kms,scenario_plus_1000_kms_z,scenario_minus_1000_kms_z,plus_1000_additive_shortcut_error_cdz_kms
1037,1037,65.37323852287952,0.017035118341769625,0.016404454601673907,0.0006202926004869221,185.95901952914244,0.016743547197918297,0.01606547509568629,1.6574029177071985,0.01742207211419168,0.015387854902146602,5.074055381548994,0.01980048834535367,0.013019729977101279,18.105303468698207
3455,3455,66.58861776861269,0.015600792732417572,0.01671197065415667,-0.001093510853726271,-327.8261760204906,0.017051165843828462,0.016372888588957434,1.688159653482926,0.01772989604974104,0.015695063379504975,5.16635640286069,0.020109031877484158,0.013326221971542401,18.41333411783465
4224,4224,59.92389025834776,0.0166248345046759,0.015026799968163368,0.0015731386611371745,471.6147169519696,0.015365432951618489,0.014688279921680258,1.5196144698841558,0.016043038181845017,0.01401157818790839,4.6605519931509845,0.018418230660763067,0.011646663066067837,16.72534347110615
5037,5098,63.09573444801933,0.012768833564185261,0.015828449461057638,-0.0030164865569687754,-904.3171765876738,0.016167349890613168,0.015489662057669662,1.5997927937080825,0.016845490280984445,0.014812425877317922,4.901167292192945,0.01922255864322529,0.01244564298902212,17.528334442410106
5222,5222,27.076966023304927,0.006981496512497323,0.006762199785180787,0.0002178000393859604,65.29480812755372,0.007098075534819899,0.006426436052952823,0.6930165669020915,0.007770163535048269,0.005755244192686692,2.1799301476696296,0.010126016607167896,0.0034095847968519076,8.446913325263843
5283,5283,71.15411150074344,0.017385360641727687,0.017867966281297182,-0.0004742462692291366,-142.1754440906623,0.018207547133936786,0.01752849868175201,1.8037785025626125,0.01888704905216582,0.016849902788958832,5.513328784159572,0.02126888994357753,0.014478368022023383,19.57126418538764
5324,5324,73.85841781207968,0.01741538141029552,0.01855332386640541,-0.0011178389644742152,-335.1195512234745,0.018893133367868648,0.01821362769429291,1.8723256954189966,0.019573092812819402,0.017534574884829054,5.719039037521269,0.021956537461079277,0.015161443300433272,20.257768646294558
5766,5663,22.019122114844762,0.00526364142222684,0.005495590370333394,-0.00023070782962770434,-69.16446609681638,0.00583104355406091,0.005160249063087711,0.5663344935976703,0.006502285999113611,0.004489901630561875,1.7997570098768838,0.008855175168057514,0.0021471933132195336,7.178184369146723
6415,6415,60.9256259749656,0.01632129117804558,0.015279909520546371,0.0010251832380772895,307.34209517134786,0.015618626946346133,0.014941305059880857,1.5449296479433563,0.016296401145861474,0.01426443458211825,4.736522889629781,0.018672185908554868,0.011898929739289117,16.97887657642889
6962,6962,60.14506519775487,0.015300585046739236,0.015082679029913748,0.00021464520666368558,64.34901311538292,0.015421330655727273,0.014744140347289622,1.5252033083328624,0.016098973189347665,0.014067401359863004,4.67732410773776,0.018474296426908933,0.011702356045166328,16.78131604074819
6983,6983,27.5930685581751,0.0046265340003983696,0.006891534322223343,-0.002252031751310249,-675.1409928607978,0.007227453220417887,0.006555727455830358,0.7059521783941289,0.00789962756098599,0.005884449370347851,2.2187499418347167,0.010255783279715202,0.003538488637442521,8.57646429042181
7252,7252,68.07693586937411,0.017628862431222338,0.01708867260432904,0.0005309728060855987,159.18162770808797,0.017427993469209868,0.01674946490583452,1.7258361333090853,0.018106975151449656,0.016071388555365093,5.279423588949959,0.020486992472803448,0.01370166946797729,18.79066644017928
7584,7584,66.43546819760064,0.015824280676200335,0.016673215526713636,-0.0008353613241510495,-250.43496643182476,0.01701239778690964,0.016334146386678093,1.6842834941556024,0.01769110212091711,0.015656347014634,5.154724041507938,0.020070147260525462,0.01328759590240248,18.374514137649072
7889,7889,73.34998004015486,0.01693838475416216,0.01842443428217056,-0.0014602308523719576,-437.7658853344426,0.018764200783523418,0.018084781095827552,1.8594345866332733,0.01944407418517324,0.01740581421493732,5.680352796054672,0.02182721722802615,0.015032982930914712,20.12866337852774
8160,8160,23.593914430440503,0.0048900496356049095,0.00588978644857271,-0.0009943772832851396,-298.1067116808217,0.006225371143895828,0.005554313673591662,0.6057606780985125,0.006896876743896121,0.004883703437000357,1.9180750629510617,0.00925068834322342,0.0025400766805917492,7.573040094193333
8997,8997,44.60669020551353,0.012378563572803423,0.011164437565170514,0.0012000003485424602,359.750881409894,0.011501781988260774,0.010827205649306454,1.133313790821176,0.012176808806798682,0.010153078889254138,3.5012629362205936,0.014542963244424886,0.0077971627014842455,12.856517799787726
9201,9201,76.20790100254106,0.018349360876850344,0.019149132549684218,-0.0007850525695990221,-235.3527911494092,0.0194891408246892,0.01880923767032265,1.9319165040839197,0.020169498015866965,0.018129787644973472,5.897871165241729,0.022554336873918585,0.015755267883472562,20.854574354449856
9997,9997,83.98466611579151,0.021441500039337216,0.021123740271776083,0.0003111379395413401,93.27680466221022,0.021464407314908267,0.020783186843992055,2.129410220189665,0.02214608270233482,0.02010242038003347,6.49055017489807,0.024535542200364097,0.01772329997186804,22.83248638054135
