pgc,group_pgc,split,distance_mpc,observed_cmb_z,predicted_z,residual_pred_minus_obs_km_s,linear_control_z,transferred_energy_fraction
1037,1037,validation,65.37323852287952,0.017035118341769625,0.016404454601673907,-189.06823281476827,0.016393114766774165,0.016139691760897256
3455,3455,train,66.58861776861269,0.015600792732417572,0.01671197065415667,333.1227604334958,0.016697885524818934,0.016437271455950416
4224,4224,test,59.92389025834776,0.0166248345046759,0.015026799968163368,-479.07870166998276,0.01502662607012919,0.0148043381402685
5037,5098,test,63.09573444801933,0.012768833564185261,0.015828449461057638,917.2497702592442,0.015822003612965988,0.015581813513349953
5222,5222,validation,27.076966023304927,0.006981496512497323,0.006762199785180787,-65.74350491358004,0.006789870313687051,0.006716779579749498
5283,5283,validation,71.15411150074344,0.017385360641727687,0.017867966281297182,144.681530931201,0.017842737216564535,0.01755430652423067
5324,5324,test,73.85841781207968,0.01741538141029552,0.01855332386640541,341.14656597974067,0.018520874092263776,0.01821536824010098
5766,5663,test,22.019122114844762,0.00526364142222684,0.005495590370333394,69.53654528337835,0.0055215559768533535,0.00546555392481564
6415,6415,validation,60.9256259749656,0.01632129117804558,0.015279909520546371,-312.1983668178019,0.015277823179826391,0.015049947681681322
6962,6962,test,60.14506519775487,0.015300585046739236,0.015082679029913748,-65.32658039710226,0.015082088308916185,0.014858571958224966
6983,6983,test,27.5930685581751,0.0046265340003983696,0.006891534322223343,679.0300138506998,0.006919289144338814,0.006844366138068977
7252,7252,validation,68.07693586937411,0.017628862431222338,0.01708867260432904,-161.94483599093596,0.017071098937318153,0.01680155630931594
7584,7584,train,66.43546819760064,0.015824280676200335,0.016673215526713636,254.50426551724513,0.016659481453813577,0.016399778485435605
7889,7889,train,73.34998004015486,0.01693838475416216,0.01842443428217056,445.5064407113782,0.018393377291810644,0.0180911157096863
8160,8160,train,23.593914430440503,0.0048900496356049095,0.00588978644857271,299.7135565127033,0.005916453824148465,0.005855299982085893
8997,8997,train,44.60669020551353,0.012378563572803423,0.011164437565170514,-363.98582014999664,0.011185656522875212,0.011041169121862987
9201,9201,train,76.20790100254106,0.018349360876850344,0.019149132549684218,239.76551563763866,0.019110034862849748,0.018789333119263275
9997,9997,train,83.98466611579151,0.021441500039337216,0.021123740271776083,-95.26198177066087,0.021060150933222218,0.020686758556954045
10123,10123,train,10.587660331136965,0.0014409968912560168,0.0026387369021351782,359.0734219064105,0.002654981378338871,0.0026317922946884286
10175,9843,train,19.534396563982572,0.004579835027070628,0.004873937369507529,88.16966414271624,0.004898481580669594,0.0048502973241262475
10302,10302,train,52.57750822566941,0.016618163222771935,0.013172509575468689,-1032.980976341705,0.013184433660767134,0.013001250479040462
10959,10959,train,64.74407045688145,0.01698174808653792,0.016245298625105768,-220.78199423552135,0.01623534341344147,0.01598560765504577
11420,11420,train,21.517905703397552,0.0049634337365485025,0.005370160177801236,121.9335195567496,0.005395870018172123,0.0053414755982528015
11425,11425,validation,52.504919867476204,0.01590433605904789,0.013154204556927127,-824.4686828440157,0.013166231269184888,0.01298341802043819
11545,11545,train,52.74727156616839,0.012688778181337705,0.01321532105239319,157.8535815561012,0.013227003831480288,0.01304295422484026
11638,11638,train,36.88077172261549,0.008305745970433986,0.009221861059561859,274.6443943805338,0.00924829084801174,0.009137595424141933
12384,12429,validation,69.40647689943378,0.012121719219500846,0.017425305186067806,1589.9750731314145,0.01740449711653296,0.017126864347924833
12636,12651,train,20.174370856119253,0.004393039133759663,0.005034015655642711,192.15992701560992,0.005058962723348642,0.005008801271625346
12825,12923,train,19.444644164481286,0.004049468115705566,0.0048514894278572415,240.43994053833595,0.004875975102195179,0.004828066116137803
12838,12838,train,22.84546488551827,0.004636540923254314,0.0057024181121468715,319.54194238423014,0.005728771225515142,0.00567008491721752
13505,13505,train,29.1608379852123,0.005567184748857158,0.00728451694146747,514.843239225175,0.007312425919049245,0.007231836505922158
13738,13419,train,26.841080835452267,0.005196928603187209,0.006703092835431526,451.5366773362065,0.006730719305665666,0.006658460556182377
13814,13814,train,50.04952959591683,0.01298565022606406,0.012535209607674153,-135.03870017015018,0.012550513042149122,0.012380023419166981
14526,14526,validation,17.897814394089608,0.0038093019671628964,0.004464691153720612,196.48073518475823,0.00448808919469468,0.0044448462878197365
14695,14638,validation,23.48551024058882,0.004429731184231459,0.005862646168016405,429.57710509391893,0.005889270188067535,0.005828475876255101
15153,14765,validation,15.588344677043889,0.00502347527368417,0.0038874651914664634,-340.5672548608284,0.003908962277054371,0.0038724113272248367
15406,15406,train,70.0809531646794,0.015477374017194257,0.017596121515858622,635.1845205059419,0.017573630038099433,0.017291851987060073
15570,15570,train,62.08690342300644,0.013829567386915384,0.015573409635527483,522.7907540756681,0.015569027270551336,0.015334597664502186
16219,16219,train,61.376200516479365,0.014726854802998414,0.01539377721303369,199.93830859975952,0.015390810089101762,0.01516040137185518
16386,16386,train,51.07401503571944,0.012932279970832355,0.012793432667029649,-41.62537449368603,0.012807414914705054,0.012631828223194723
19476,19476,test,32.568668220166984,0.009152998772237292,0.008139264825004551,-303.9097917989458,0.0081669797611041,0.00807355204681705
19603,19603,train,67.5149577160642,0.01654477912182834,0.01694641627370094,120.40778898400535,0.016930176251341612,0.016664020839756793
19622,19622,train,55.76991723756762,0.013529359701237047,0.013977884687874953,134.46440821859485,0.013984968076638477,0.013785196796651694
20047,20047,test,26.230103243087683,0.007858770082868463,0.006550013210582144,-392.35543966710765,0.006577509429302349,0.006507389721937049
20338,20136,validation,78.16278045883308,0.020037195198552994,0.01964513875321163,-117.53556542362978,0.019600244067813462,0.019266642880515328
21293,21293,train,13.514500541175595,0.004186229394736809,0.0033694138676925002,-244.87513458517876,0.0033889212679831704,0.0033580990422105907
