pgc,group_pgc,distance_mpc,observed_cmb_z,observed_stretch_factor,log_observed_stretch,all_shift_time_average_rate_per_mpc,all_shift_time_photon_energy_fraction,effective_signal_clock_ratio,void_rate_if_fraction_1_per_mpc,void_rate_if_fraction_0p9_per_mpc,void_rate_if_fraction_0p75_per_mpc
1037,1037,65.37323852287952,0.017035118341769625,1.0170351183417696,0.016891647779738946,0.000258387807632127,0.016749783792662565,0.9832502162073374,0.000258387807632127,0.0002870975640356966,0.000344517076842836
3455,3455,66.58861776861269,0.015600792732417572,1.0156007927324175,0.01548035140382959,0.0002324774401778682,0.015361146667131387,0.9846388533328686,0.0002324774401778682,0.000258308266864298,0.00030996992023715763
4224,4224,59.92389025834776,0.0166248345046759,1.016624834504676,0.016488154715831305,0.0002751516072262082,0.016352969099732762,0.9836470309002672,0.0002751516072262082,0.0003057240080291202,0.0003668688096349442
5037,5098,63.09573444801933,0.012768833564185261,1.0127688335641853,0.0126879993870797,0.00020109123854533396,0.012607846076037472,0.9873921539239624,0.00020109123854533396,0.00022343470949481552,0.0002681216513937786
5222,5222,27.076966023304927,0.006981496512497323,1.0069814965124972,0.006957238704146902,0.00025694306733475467,0.0069330931468716194,0.9930669068531285,0.00025694306733475467,0.00028549229703861634,0.0003425907564463395
5283,5283,71.15411150074344,0.017385360641727687,1.0173853606417276,0.017235964313156143,0.00024223427079088825,0.017088274821215898,0.9829117251787842,0.00024223427079088825,0.00026914918976765357,0.0003229790277211844
5324,5324,73.85841781207968,0.01741538141029552,1.0174153814102955,0.0172654716432348,0.00023376443951404278,0.0171172774940311,0.9828827225059689,0.00023376443951404278,0.0002597382661267142,0.000311685919352057
5766,5663,22.019122114844762,0.00526364142222684,1.005263641422227,0.005249836881960508,0.0002384217161147035,0.0052360805716398385,0.9947639194283601,0.0002384217161147035,0.0002649130179052261,0.00031789562148627136
6415,6415,60.9256259749656,0.01632129117804558,1.0163212911780455,0.01618953064011054,0.0002657261272418085,0.016059184550908236,0.9839408154490918,0.0002657261272418085,0.0002952512524908983,0.000354301502989078
6962,6962,60.14506519775487,0.015300585046739236,1.0153005850467391,0.015184711555287847,0.000252468120291516,0.015070005151267472,0.9849299948487327,0.000252468120291516,0.00028052013365724,0.00033662416038868795
6983,6983,27.5930685581751,0.0046265340003983696,1.0046265340003984,0.004615864487888372,0.00016728347839083712,0.004605227757598263,0.9953947722424017,0.00016728347839083712,0.0001858705315453746,0.0002230446378544495
7252,7252,68.07693586937411,0.017628862431222338,1.0176288624312224,0.017475276439721108,0.00025669892771397105,0.017323469372817445,0.9826765306271825,0.00025669892771397105,0.0002852210307933012,0.0003422652369519614
7584,7584,66.43546819760064,0.015824280676200335,1.0158242806762003,0.015700382107998675,0.000236325302341524,0.015577773614218632,0.9844222263857814,0.000236325302341524,0.00026258366926836,0.00031510040312203203
7889,7889,73.34998004015486,0.01693838475416216,1.0169383847541622,0.01679652993525065,0.00022899160880555827,0.016656254703432103,0.9833437452965679,0.00022899160880555827,0.00025443512089506475,0.00030532214507407766
8160,8160,23.593914430440503,0.0048900496356049095,1.004890049635605,0.004878132178399506,0.00020675383022097495,0.004866253414866778,0.9951337465851331,0.00020675383022097495,0.00022972647802330548,0.0002756717736279666
8997,8997,44.60669020551353,0.012378563572803423,1.0123785635728033,0.012302575593468586,0.0002758011306552385,0.012227208297573995,0.9877727917024262,0.0002758011306552385,0.0003064457007280428,0.0003677348408736514
9201,9201,76.20790100254106,0.018349360876850344,1.0183493608768504,0.018183042826862655,0.00023859786961271065,0.018018728721006527,0.9819812712789935,0.00023859786961271065,0.00026510874401412294,0.00031813049281694753
9997,9997,83.98466611579151,0.021441500039337216,1.0214415000393373,0.021214864951668314,0.0002526040280069568,0.02099141266387891,0.979008587336121,0.0002526040280069568,0.00028067114222995196,0.0003368053706759424
10123,10123,10.587660331136965,0.0014409968912560168,1.001440996891256,0.0014399596515556044,0.00013600357458775532,0.0014389234070996306,0.9985610765929003,0.00013600357458775532,0.0001511150828752837,0.00018133809945034045
10175,9843,19.534396563982572,0.004579835027070628,1.0045798350270707,0.004569379493558242,0.00023391454548349051,0.004558955761785935,0.995441044238214,0.00023391454548349051,0.0002599050505372117,0.000311886060644654
10302,10302,52.57750822566941,0.016618163222771935,1.016618163222772,0.016481592507662932,0.00031347230144345795,0.016346514181972558,0.9836534858180274,0.00031347230144345795,0.0003483025571593977,0.0004179630685912773
10959,10959,64.74407045688145,0.01698174808653792,1.016981748086538,0.01683917008781334,0.0002600882207279193,0.016698183736816575,0.9833018162631834,0.0002600882207279193,0.0002889869119199103,0.0003467842943038924
11420,11420,21.517905703397552,0.0049634337365485025,1.0049634337365485,0.004951156507370072,0.0002300947209090294,0.004938919735710173,0.9950610802642899,0.0002300947209090294,0.0002556608010100327,0.00030679296121203923
