distance_mpc,target_redshift,chosen_conversion_fraction,chosen_mixing_angle,photon_number_remaining,photon_energy_remaining,gravity_energy_fraction,surviving_mean_frequency_ratio,required_mean_frequency_ratio,predicted_conversion_line_redshift,event_interval_ratio,required_event_interval_ratio,extra_relative_delay_common_speed_seconds
30.660139,0.00766048050294188,0.007602243663578423,0.0873017002102954,0.9923977563364216,0.9923977563364216,0.0076022436635784195,1.0,0.9923977563364218,0.0,1.0,1.0076604805029419,0.0
40.7,0.010181686880317509,0.010079064996477038,0.10056396337406792,0.9899209350035229,0.989920935003523,0.010079064996477037,1.0000000000000002,0.9899209350035231,0.0,1.0,1.0101816868803175,0.0
100,0.025202273235937378,0.02458273249471954,0.15743840981103674,0.9754172675052801,0.9754172675052803,0.02458273249471953,1.0000000000000002,0.9754172675052809,0.0,1.0,1.0252022732359374,0.0
1000,0.2826129041824508,0.2203415412872295,0.48861739285539413,0.7796584587127703,0.7796584587127705,0.22034154128722963,1.0000000000000002,0.7796584587127706,0.0,1.0,1.2826129041824508,0.0
