R,T,layers,x,y,z,potential_per_GM,ax_per_GM,ay_per_GM,az_per_GM
3.0,0.25,256,0.1,0.0,0.0,-0.6526317475466679,-0.039281841128941765,-0.015477484996293714,0.0
3.0,0.25,256,1.0,0.0,0.0,-0.5734798762247229,-0.12193147595118692,-0.014455188286088123,1.0842021724855044e-19
3.0,0.25,256,1.0,0.0,1.0,-0.48481456003892076,-0.06556236281384167,-0.003494562380063834,-0.11098269879642586
3.0,0.25,256,0.0,1.0,1.0,-0.4886932957483956,-0.008054359047753116,-0.0590519453525693,-0.10607659090398446
3.0,0.25,256,3.0,0.0,0.0,-0.35137710730559635,-0.12185068741104482,0.0003700317795158144,0.0
1.0,0.05,512,0.1,0.0,0.0,-1.8193457578220953,-0.2433618486728948,-0.054890295752739654,-2.168404344971009e-19
1.0,0.05,512,1.0,0.0,0.0,-1.1069132140719984,-0.9154976540955551,-0.15304453241623428,-2.168404344971009e-19
1.0,0.05,512,1.0,0.0,1.0,-0.6991341985540794,-0.30873064709002246,-0.0090653824279822,-0.36323803583130243
1.0,0.05,512,0.0,1.0,1.0,-0.6899811493944406,-0.0035534162734491594,-0.31223026613127125,-0.340839070304954
1.0,0.05,512,3.0,0.0,0.0,-0.33666196870517956,-0.11447267699038038,-0.0006253019716781263,-1.0587911840678754e-22
1.0,0.1,512,0.1,0.0,0.0,-1.812420091612671,-0.2755559882063461,-0.008152868881254357,0.0
1.0,0.1,512,1.0,0.0,0.0,-1.125953073914806,-1.0034206047834044,-0.05443681779774977,7.284483346386983e-20
1.0,0.1,512,1.0,0.0,1.0,-0.6981827269333879,-0.30320737206489345,0.0008315478777616406,-0.36832624842813283
1.0,0.1,512,0.0,1.0,1.0,-0.6886282131143653,0.00112121186702453,-0.30435786806944365,-0.3448843736526073
1.0,0.1,512,3.0,0.0,0.0,-0.3369771136088576,-0.11481597989107452,9.908267651279108e-05,0.0
1.0,0.25,512,0.1,0.0,0.0,-1.9105900759475685,-0.3960998505648964,0.017089987761540013,0.0
1.0,0.25,512,1.0,0.0,0.0,-1.1009943248185723,-1.1230751772739187,-0.01707830044625847,0.0
1.0,0.25,512,1.0,0.0,1.0,-0.6951137782139172,-0.30110207980651127,-0.000661776247555029,-0.36242621994973395
1.0,0.25,512,0.0,1.0,1.0,-0.6907819468508775,-0.0009118100123346393,-0.3025844828636361,-0.3521211131978409
1.0,0.25,512,3.0,0.0,0.0,-0.3363770845180255,-0.11419856397824184,-7.88743921187866e-05,0.0
3.0,0.05,512,0.1,0.0,0.0,-0.6725347588417327,-0.04468679072690621,-0.0112422813386985,3.3881317890172014e-21
3.0,0.05,512,1.0,0.0,0.0,-0.5453133023263247,-0.13738920663897955,-0.0711273415450377,5.421010862427522e-20
3.0,0.05,512,1.0,0.0,1.0,-0.46416057096002106,-0.06557133854335159,-0.01042438474935959,-0.09762079745480316
3.0,0.05,512,0.0,1.0,1.0,-0.4665045114119758,-0.009148658979176527,-0.06537007883134306,-0.09786513186936242
3.0,0.05,512,3.0,0.0,0.0,-0.361591327744872,-0.10608109646238817,-0.01633023762708092,0.0
3.0,0.1,512,0.1,0.0,0.0,-0.6535363843671548,-0.05434005098578069,-0.023407378129715224,0.0
3.0,0.1,512,1.0,0.0,0.0,-0.5496053661152384,-0.1385905724454055,-0.018782360642647225,0.0
3.0,0.1,512,1.0,0.0,1.0,-0.4628073529849531,-0.06492511312003613,0.0016069683967190932,-0.10402038766215789
3.0,0.1,512,0.0,1.0,1.0,-0.47481457996737303,-0.00885165309449781,-0.05139636148198779,-0.10352097632586542
3.0,0.1,512,3.0,0.0,0.0,-0.3526549924799311,-0.11873191043443078,-0.0018750794858004402,0.0
3.0,0.25,512,0.1,0.0,0.0,-0.6523456609203919,-0.0368279192187245,-0.013399992467055576,0.0
3.0,0.25,512,1.0,0.0,0.0,-0.5733134796843564,-0.12134324955114217,-0.014387737768100647,0.0
3.0,0.25,512,1.0,0.0,1.0,-0.4847880626422844,-0.06564713049146849,-0.003459936491372007,-0.1108548297747531
3.0,0.25,512,0.0,1.0,1.0,-0.48868660129954605,-0.008025986302316017,-0.059117391087555045,-0.1060662628318727
3.0,0.25,512,3.0,0.0,0.0,-0.351405977202428,-0.1214302443853355,0.0005039001186816723,0.0
