pgc,name,x,m,inclination,calibrator,outside_x_range,outside_m_range,outside_inclination_range,inside_hull_2d,inside_hull_3d
1347,PGC001347,0.08408653891146178,14.26,72.0,False,False,False,False,False,False
1361,PGC001361,-0.20114420990643733,14.8,70.0,False,False,False,False,False,False
1362,IC1544,0.024470753491567798,13.200000000000001,51.0,False,False,False,False,False,False
1372,PGC001372,-0.20006948478736186,14.28,59.0,False,False,False,False,False,False
1381,PGC001381,0.03435426092662919,14.43,74.0,False,False,False,False,False,False
1382,NGC0085B,0.05840299795621462,13.32,76.0,False,False,False,False,False,False
1387,UGC00207,-0.006104554650959493,13.9,78.0,False,False,False,False,False,False
1404,PGC001404,0.010344390955431493,13.41,72.0,False,False,False,False,False,False
1413,UGC00210,-0.09640885938642452,14.02,70.0,False,False,False,False,False,False
1419,PGC001419,-0.12492683194575394,13.71,49.0,False,False,False,False,False,False
1422,UGC00211,-0.14009836746934035,14.870000000000001,89.0,False,False,False,False,False,False
1431,PGC001431,-0.5337236533948442,15.07,72.0,False,False,False,False,False,False
1439,UGC00215,0.1542973886784833,12.7,56.0,False,False,False,False,False,False
1460,PGC001460,0.03963050290120895,14.260000000000002,52.0,False,False,False,False,False,False
1461,PGC001461,0.09287947810720043,13.56,76.0,False,False,False,False,False,False
1472,PGC001472,0.17315840372825475,14.01,62.0,False,False,False,False,False,False
1478,UGC00219,-0.05736016866440563,14.12,77.0,False,False,False,False,False,False
1516,UGC00229,-0.051048552604647135,14.44,59.0,False,False,False,False,False,False
1520,UGC00228,0.023905555542451662,13.34,56.0,False,False,False,False,False,False
1524,PGC001524,-0.054999819795108706,14.65,62.0,False,False,False,False,False,False
1525,NGC0100,-0.19897000433601875,11.85,90.0,False,False,False,False,True,False
1534,PGC001534,-0.10192297380540438,13.459999999999999,81.0,False,False,False,False,False,False
1544,PGC001544,-0.25636635760645543,13.58,87.0,False,False,False,False,False,False
1546,UGC00232,0.0031415773414908976,12.860000000000001,52.0,False,False,False,False,False,False
1547,PGC001547,0.07181518627261019,13.38,52.0,False,False,False,False,False,False
1549,PGC001549,-0.5828046809534813,16.130000000000003,53.0,False,False,False,False,False,False
1552,UGC00234,-0.16603989796143814,14.22,71.0,False,False,False,False,False,False
1553,PGC001553,-0.018901916845230016,13.57,77.0,False,False,False,False,False,False
1564,PGC001564,0.08632256319354603,13.32,55.0,False,False,False,False,False,False
1572,UGC00238,0.10465051915745516,12.51,79.0,False,False,False,False,False,False
1594,UGC00244,-0.10509319337503609,13.629999999999999,65.0,False,False,False,False,False,False
1606,NGC0107,-0.0638921228907452,13.809999999999999,53.0,False,False,False,False,False,False
1609,PGC001609,0.10103904587751966,12.18,89.0,False,False,False,False,False,False
1621,UGC00247,0.006439335152681469,14.709999999999999,81.0,False,False,False,False,False,False
1634,PGC001634,-0.035405592776355466,12.61,77.0,False,False,False,False,False,False
1654,NGC0112,0.07809617522227441,12.89,72.0,False,False,False,False,False,False
1665,UGC00260,-0.09582026867808491,12.11,86.0,False,False,False,False,False,False
1695,PGC001695,-0.21311093866433328,14.34,64.0,False,False,False,False,False,False
1713,UGC00272,-0.10749783155203696,13.91,70.0,False,False,False,False,False,False
1715,NGC0124,-0.04382586751189299,12.799999999999999,56.0,False,False,False,False,False,False
1723,UGC00275,-0.13973796433961283,13.12,69.0,False,False,False,False,False,False
1724,UGC00276,-0.07020943198871032,13.24,85.0,False,False,False,False,False,False
1726,PGC001726,-0.052139870454436466,13.65,52.0,False,False,False,False,False,False
1736,UGC00279,0.1251178890526763,12.549999999999999,77.0,False,False,False,False,False,False
1737,UGC00277,-0.07857900587246913,13.86,62.0,False,False,False,False,False,False
1743,UGC00278,0.08067980875778336,13.82,80.0,False,False,False,False,False,False
1748,UGC00281,-0.16857615811911408,14.34,72.0,False,False,False,False,False,False
1750,PGC001750,-0.4631091498027664,14.08,63.0,False,False,False,False,True,True
1751,PGC001751,0.004849893203278555,13.91,86.0,False,False,False,False,False,False
1758,PGC001758,-0.14848404425416906,14.15,75.0,False,False,False,False,False,False
1760,PGC001760,-0.18798149786583096,13.68,88.0,False,False,False,False,False,False
1771,UGC00285,-0.47230848371699574,13.51,84.0,False,False,False,False,True,True
1774,PGC001774,-0.37289906886318835,14.84,83.0,False,False,False,False,False,False
1781,UGC00290,-0.6191864077192086,14.610000000000001,90.0,False,False,False,False,True,False
1797,UGC00294,-0.10906489289662069,14.899999999999999,90.0,False,False,False,False,False,False
1802,PGC001802,-0.2603237428834446,14.06,47.0,False,False,False,False,False,False
1817,IC1552,0.09974344640370703,13.11,82.0,False,False,False,False,False,False
1828,UGC00299,0.0900992691754885,13.64,60.0,False,False,False,False,False,False
1841,PGC001841,0.03083496701753541,11.98,71.0,False,False,False,False,False,False
1844,NGC0132,0.1821070658285251,11.85,52.0,False,False,False,False,False,False
1886,PGC001886,0.16041124208394653,13.41,58.0,False,False,False,False,False,False
1903,PGC001903,0.13100018485272402,13.94,74.0,False,False,False,False,False,False
1905,IC0025,-0.021546313642022863,13.49,67.0,False,False,False,False,False,False
1908,PGC001908,0.12684102985659695,12.86,59.0,False,False,False,False,False,False
1909,PGC001909,-0.011366022864289338,12.770000000000001,62.0,False,False,False,False,False,False
1913,UGC00310,-0.19888523280834258,14.05,80.0,False,False,False,False,False,False
1921,UGC00312,-0.09481022529632854,12.91,67.0,False,False,False,False,False,False
1926,ESO539-014,0.053883026643874565,13.790000000000001,90.0,False,False,False,False,False,False
1927,UGC00314,-0.17032647073856344,13.700000000000001,55.0,False,False,False,False,False,False
1932,PGC001932,-0.010475973504579184,12.47,84.0,False,False,False,False,False,False
1933,UGC00316,0.21439590993600444,13.17,89.0,False,False,False,False,False,False
1957,UGC00319,-9.630430510965127e-05,13.799999999999999,59.0,False,False,False,False,False,False
1958,PGC001958,-0.08643559484033325,13.35,88.0,False,False,False,False,False,False
1970,UGC00320,-0.3236440998659038,14.69,88.0,False,False,False,False,False,False
1971,UGC00321,-0.1837212915440367,14.319999999999999,80.0,False,False,False,False,False,False
1982,PGC001982,0.026346756010217742,13.45,64.0,False,False,False,False,False,False
1986,UGC00323,-0.029506551241197165,13.41,78.0,False,False,False,False,False,False
2003,UGC00327,-0.08316791554230685,14.11,74.0,False,False,False,False,False,False
2007,PGC002007,-0.2672364837466201,15.090000000000002,55.0,False,False,False,False,False,False
2021,PGC002021,-0.17718511155883077,13.309999999999999,87.0,False,False,False,False,False,False
2022,UGC00329,-0.08211447967346741,13.48,56.0,False,False,False,False,False,False
2023,PGC002023,-0.0507970392080086,14.11,66.0,False,False,False,False,False,False
2056,PGC002056,0.03674723684813186,14.92,61.0,False,False,False,False,False,False
2060,UGC00338,-0.03395897121070446,13.99,80.0,False,False,False,False,False,False
2062,IC0031,0.28247262416628605,12.59,90.0,False,False,False,False,False,False
2068,UGC00342,-0.005124554113008273,14.01,55.0,False,False,False,False,False,False
2069,PGC002069,0.014745584322160887,13.940000000000001,78.0,False,False,False,False,False,False
2080,PGC002080,-0.06218180579607546,14.610000000000001,83.0,False,False,False,False,False,False
2085,UGC00345,-0.25448733218585007,14.34,90.0,False,False,False,False,False,False
2088,UGC00344,-0.0500584796391319,14.18,51.0,False,False,False,False,False,False
2094,UGC00346,-0.009092827457028996,13.540000000000001,70.0,False,False,False,False,False,False
2113,PGC002113,0.025071782730283765,13.9,52.0,False,False,False,False,False,False
2133,PGC002133,-0.0448510224141474,12.98,70.0,False,False,False,False,False,False
2134,IC0034,0.30156123120984857,11.59,77.0,False,False,False,False,False,False
2138,ESO540-003,0.038877687272949046,12.360000000000001,71.0,False,False,False,False,False,False
2139,UGC00353,-0.04201694366001485,13.77,69.0,False,False,False,False,False,False
2147,UGC00355,0.11602911758404977,12.9,75.0,False,False,False,False,False,False
2148,UGC00354,-0.18585542105672248,14.209999999999999,80.0,False,False,False,False,False,False
2159,UGC00357,0.003784944527885692,14.41,61.0,False,False,False,False,False,False
2160,PGC002160,-0.04807991365704378,13.75,51.0,False,False,False,False,False,False
2169,PGC002169,-0.17314797840695473,13.61,58.0,False,False,False,False,False,False
2180,PGC002180,0.1209128693376953,13.99,69.0,False,False,False,False,False,False
2194,UGC00364,0.23289422744805144,12.69,73.0,False,False,False,False,False,False
2196,PGC002196,-0.1325936186891825,14.57,74.0,False,False,False,False,False,False
2207,PGC002207,-0.29853672548877697,15.19,89.0,False,False,False,False,False,False
2228,NGC0172,-0.07186520597121104,12.639999999999999,90.0,False,False,False,False,False,False
2231,UGC00371,0.00112541240852293,13.219999999999999,89.0,False,False,False,False,False,False
2241,NGC0177,0.11517457460725877,12.15,80.0,False,False,False,False,False,False
2242,UGC00373,0.21007667411721354,12.94,85.0,False,False,False,False,False,False
2254,UGC00377,-0.2063866091180393,15.46,56.0,False,False,False,False,False,False
2260,UGC00379,-0.20767777845275237,15.17,89.0,False,False,False,False,False,False
2261,UGC00376,-0.19243781189601572,14.780000000000001,89.0,False,False,False,False,False,False
2266,PGC002266,0.12590804466892358,13.34,87.0,False,False,False,False,False,False
2268,NGC0180,0.15356544987102572,11.59,51.0,False,False,False,False,False,False
2279,NGC0182,0.2587080334277183,11.83,49.0,False,False,False,False,False,False
2294,PGC002294,-0.08650398102280432,14.0,71.0,False,False,False,False,False,False
2302,UGC00388,-0.044534386116943825,14.2,62.0,False,False,False,False,False,False
2312,UGC00393,0.0855268796992723,12.879999999999999,89.0,False,False,False,False,False,False
2314,UGC00394,-0.06531802106886575,14.14,69.0,False,False,False,False,False,False
2316,PGC002316,-0.08074818397682604,14.43,64.0,False,False,False,False,False,False
2342,IC1564,-0.15102780765930435,13.48,63.0,False,False,False,False,False,False
2370,UGC00409,-0.16815421121310292,14.27,56.0,False,False,False,False,False,False
2384,UGC00416,-0.203730365474299,14.96,56.0,False,False,False,False,False,False
2386,ESO540-010,0.01994113190915181,14.54,63.0,False,False,False,False,False,False
2387,NGC0200,0.15109201161773722,11.879999999999999,63.0,False,False,False,False,False,False
2390,UGC00418,0.06702636615906021,12.4,90.0,False,False,False,False,False,False
2412,PGC002412,-0.2776517729812995,13.63,48.0,False,False,False,False,False,False
2449,PGC002449,-0.06218157897674326,13.620000000000001,85.0,False,False,False,False,False,False
2458,UGC00433,0.1130484977981503,12.33,88.0,False,False,False,False,False,False
2468,PGC002468,-0.1823164090431062,14.53,79.0,False,False,False,False,False,False
2479,NGC0214,0.17369163123387255,11.479999999999999,47.0,False,False,False,False,False,False
2483,PGC002483,-0.005274449440745066,14.16,56.0,False,False,False,False,False,False
2504,UGC00442,-0.10509217178024466,14.219999999999999,60.0,False,False,False,False,False,False
2517,UGC00444,0.297998478748438,12.700000000000001,49.0,False,False,False,False,False,False
2520,UGC00443,-0.18805104209990287,14.78,76.0,False,False,False,False,False,False
2537,IC0045,-0.14164433627446638,13.58,82.0,False,False,False,False,False,False
2553,UGC00453,-0.26035534857778186,15.209999999999999,80.0,False,False,False,False,False,False
2562,PGC002562,-0.18174772068220957,13.47,75.0,False,False,False,False,False,False
2571,UGC00457,-0.026184340536690165,13.35,86.0,False,False,False,False,False,False
2597,NGC0237,0.047533323331689914,12.29,55.0,False,False,False,False,False,False
2599,PGC002599,-0.02651140501183802,14.33,78.0,False,False,False,False,False,False
2614,UGC00465,0.11115913925029464,12.34,77.0,False,False,False,False,False,False
2615,UGC00466,-0.10470430534618025,13.67,66.0,False,False,False,False,False,False
2616,PGC002616,0.04585026048288787,13.5,76.0,False,False,False,False,False,False
2621,UGC00469,0.2301042130652502,13.18,80.0,False,False,False,False,False,False
2627,UGC00470,-0.07678646934720001,13.73,70.0,False,False,False,False,False,False
2646,PGC002646,-0.43672798220185394,13.47,69.0,False,False,False,False,True,True
2649,UGC00472,-0.1566037910062712,14.71,59.0,False,False,False,False,False,False
2659,UGC00474,0.09938610047036489,14.420000000000002,87.0,False,False,False,False,False,False
2699,UGC00477,-0.13345280496300305,13.15,86.0,False,False,False,False,False,False
2712,UGC00478,0.1358541065978205,12.309999999999999,84.0,False,False,False,False,False,False
2717,UGC00479,0.11923402467521038,13.09,57.0,False,False,False,False,False,False
2739,UGC00483,-0.11583458304744898,14.579999999999998,71.0,False,False,False,False,False,False
2742,PGC002742,-0.16056825758085846,14.33,76.0,False,False,False,False,False,False
2743,UGC00484,0.1377437261113883,12.18,72.0,False,False,False,False,False,False
2747,UGC00485,0.055094448578319355,12.64,90.0,False,False,False,False,False,False
2752,PGC002752,-0.22050502855057763,14.55,53.0,False,False,False,False,False,False
2759,PGC002759,0.050406487585967774,13.520000000000001,51.0,False,False,False,False,False,False
2761,PGC002761,-0.21357663546256278,13.19,58.0,False,False,False,False,False,False
2768,UGC00488,0.17182595203081252,13.600000000000001,54.0,False,False,False,False,False,False
2769,PGC002769,0.12460593956448918,13.96,52.0,False,False,False,False,False,False
2782,PGC002782,-0.19314248090569563,14.540000000000001,57.0,False,False,False,False,False,False
2784,PGC002784,-0.05760964136348523,14.36,66.0,False,False,False,False,False,False
2804,PGC002804,0.11464738384065587,13.97,51.0,False,False,False,False,False,False
2805,PGC002805,-0.3824640632658207,13.31,88.0,False,False,False,False,True,False
2806,NGC0251,0.1487749723262768,11.82,52.0,False,False,False,False,False,False
2812,PGC002812,0.004936771894887393,12.899999999999999,55.0,False,False,False,False,False,False
2820,NGC0259,0.12856174113139973,11.27,83.0,False,False,False,False,False,False
2828,PGC002828,-0.18465526457118564,14.65,49.0,False,False,False,False,False,False
2834,IC0052,-0.32735593058841816,13.8,77.0,False,False,False,False,False,False
2865,UGC00501,0.07313624327889512,12.68,88.0,False,False,False,False,False,False
2883,UGC00505,-0.06212299104051233,13.09,51.0,False,False,False,False,False,False
2889,UGC00507,0.13346845557958664,12.25,90.0,False,False,False,False,False,False
2899,UGC00509,-0.16857615811911408,14.24,72.0,False,False,False,False,False,False
2905,PGC002905,-0.07339571048017746,13.67,80.0,False,False,False,False,False,False
2914,UGC00510,-0.08341833563864087,13.549999999999999,80.0,False,False,False,False,False,False
2928,UGC00511,-0.0743684750449578,14.01,84.0,False,False,False,False,False,False
2934,UGC00513,0.17946970942504903,13.93,60.0,False,False,False,False,False,False
2949,NGC0271,0.3189195743994482,11.0,47.0,False,False,False,False,False,False
2964,PGC002964,-0.24066565114831473,14.06,85.0,False,False,False,False,False,False
3020,UGC00525,-0.09321823331380408,13.55,55.0,False,False,False,False,False,False
3024,UGC00526,-0.20997033187056413,15.48,77.0,False,False,False,False,False,False
3027,PGC003027,0.03588971375002048,13.85,87.0,False,False,False,False,False,False
3031,UGC00527,-0.366686550947497,14.86,57.0,False,False,False,False,False,False
3062,PGC003062,-0.3320419019024956,14.17,78.0,False,False,False,False,False,False
3072,UGC00533,-0.05633037565876986,13.9,74.0,False,False,False,False,False,False
3076,NGC0280,0.3014768809879351,12.53,62.0,False,False,False,False,False,False
3081,UGC00536,-0.10943676922889267,14.41,63.0,False,False,False,False,False,False
3084,PGC003084,-0.0039900614687575775,14.14,72.0,False,False,False,False,False,False
3108,UGC00540,-0.06186356626637668,13.09,57.0,False,False,False,False,False,False
3109,PGC003109,-0.45727571148639834,14.38,65.0,False,False,False,False,False,False
3120,UGC00541,-0.0683715947625978,14.28,88.0,False,False,False,False,False,False
3133,UGC00542,0.06374572647282539,11.89,88.0,False,False,False,False,False,False
3137,PGC003137,-0.134334574275361,14.12,60.0,False,False,False,False,False,False
3147,UGC00544,0.06702636615906021,12.85,90.0,False,False,False,False,False,False
3156,PGC003156,-0.061565818206732015,13.66,72.0,False,False,False,False,False,False
3157,UGC00546,-0.16645246448925866,14.58,72.0,False,False,False,False,False,False
3166,PGC003166,-0.18638261182332538,13.940000000000001,51.0,False,False,False,False,False,False
3174,PGC003174,0.10911079719716943,13.440000000000001,85.0,False,False,False,False,False,False
3184,PGC003184,-0.031889995740811194,13.799999999999999,73.0,False,False,False,False,False,False
3207,PGC003207,-0.1302647905309673,14.340000000000002,82.0,False,False,False,False,False,False
3219,IC1596,-0.13324738456513074,13.04,71.0,False,False,False,False,False,False
3222,UGC00557,-0.0785341356167204,13.74,70.0,False,False,False,False,False,False
3230,UGC00551,-0.20997033187056413,15.24,77.0,False,False,False,False,False,False
3235,UGC00556,0.06195786070289122,12.84,83.0,False,False,False,False,False,False
3247,UGC00561,0.15366184673420236,12.94,55.0,False,False,False,False,False,False
3250,NGC0298,-0.1972843280155714,12.92,74.0,False,False,False,False,False,False
3260,UGC00562,0.17019465670868383,11.469999999999999,75.0,False,False,False,False,False,False
3268,UGC00569,0.17865570078811377,14.3,52.0,False,False,False,False,False,False
3274,UGC00565,-0.10311765922508087,13.7,77.0,False,False,False,False,False,False
3285,PGC003285,-0.09568690856432527,14.540000000000001,62.0,False,False,False,False,False,False
3325,PGC003325,0.09068087163204908,14.25,59.0,False,False,False,False,False,False
3332,UGC00575,-0.09286422585879484,13.5,87.0,False,False,False,False,False,False
3351,UGC00578,-0.21571734258254693,12.65,83.0,False,False,False,False,True,False
3397,UGC00586,0.05656714184570211,14.18,88.0,False,False,False,False,False,False
3404,PGC003404,-0.07224968884185445,14.18,52.0,False,False,False,False,False,False
3420,UGC00591,-0.1723063145277952,14.07,61.0,False,False,False,False,False,False
3435,PGC003435,-0.1124123600170206,13.31,50.0,False,False,False,False,False,False
3440,PGC003440,-0.1498931583119738,14.540000000000001,49.0,False,False,False,False,False,False
3446,PGC003446,-0.11396123485807053,13.33,57.0,False,False,False,False,False,False
3454,NGC0325,0.07984974680758183,12.88,89.0,False,False,False,False,False,False
3456,UGC00598,0.13833464475169022,12.43,74.0,False,False,False,False,False,False
3462,NGC0327,0.15912366977280268,12.48,64.0,False,False,False,False,False,False
