pgc,name,x,m,inclination,calibrator,outside_x_range,outside_m_range,outside_inclination_range,inside_hull_2d,inside_hull_3d
4,PGC000004,-0.3108235051810362,15.120000000000001,85.0,False,False,False,False,False,False
16,PGC000016,0.01548073783081394,13.579999999999998,65.0,False,False,False,False,False,False
55,UGC12898,-0.24049842799004217,15.22,80.0,False,False,False,False,False,False
68,ESO538-017,-0.10972418191481603,14.52,57.0,False,False,False,False,False,False
70,UGC12900,0.13648789635336556,13.24,90.0,False,False,False,False,False,False
76,UGC12901,0.12389874655327437,12.91,68.0,False,False,False,False,False,False
92,PGC000092,-0.3349889668746857,15.09,80.0,False,False,False,False,False,False
96,UGC12903,0.2527918808213534,13.430000000000001,81.0,False,False,False,False,False,False
102,IC5376,0.1346750996031565,12.370000000000001,82.0,False,False,False,False,False,False
124,UGC12913,-0.0975402490723587,14.51,86.0,False,False,False,False,False,False
128,PGC000128,-0.09460910157491087,15.52,59.0,False,False,False,False,False,False
146,UGC12916,-0.1747389520108884,14.78,50.0,False,False,False,False,False,False
155,PGC000155,-0.14933420445858525,14.530000000000001,71.0,False,False,False,False,False,False
165,UGC12920,-0.05642008159160472,14.21,82.0,False,False,False,False,False,False
176,PGC000176,0.13486778237318253,13.010000000000002,54.0,False,False,False,False,False,False
179,PGC000179,-0.037446383260951066,13.3,85.0,False,False,False,False,False,False
185,IC5379,-0.33342407051931255,14.94,65.0,False,False,False,False,False,False
186,UGC00003,0.21083505803134006,12.79,67.0,False,False,False,False,False,False
201,UGC00004,0.06664242353229266,13.69,55.0,False,False,False,False,False,False
205,UGC00005,0.19664733618500385,12.47,64.0,False,False,False,False,False,False
212,IC5381,0.33723720971520876,12.77,80.0,False,False,False,False,False,False
216,PGC000216,-0.023907906944524715,13.399999999999999,64.0,False,False,False,False,False,False
218,NGC7814,0.1580113966571126,9.35,90.0,True,False,False,False,True,True
222,PGC000222,-0.021397468709040357,14.899999999999999,66.0,False,False,False,False,False,False
247,PGC000247,0.2058841772900717,14.440000000000001,54.0,False,False,False,False,False,False
250,UGC00014,0.09347486129705862,12.56,61.0,False,False,False,False,False,False
257,PGC000257,-0.09667991839303225,15.040000000000001,81.0,False,False,False,False,False,False
258,UGC00015,0.21346300302369192,13.46,85.0,False,False,False,False,False,False
259,PGC000259,-0.06427461047069905,14.3,63.0,False,False,False,False,False,False
279,NGC7817,0.11176143804553496,10.659999999999998,81.0,False,False,False,False,True,False
298,UGC00024,-0.16430251336655477,14.1,53.0,False,False,False,False,False,False
301,UGC00025,-0.08245301134061522,13.93,82.0,False,False,False,False,False,False
303,NGC7819,-0.01813424319140955,12.790000000000001,52.0,False,False,False,False,False,False
305,UGC00027,-0.12889610804766072,13.22,65.0,False,False,False,False,False,False
309,UGC00030,-0.13989987658169722,13.37,88.0,False,False,False,False,False,False
312,PGC000312,0.011400635120618396,12.17,68.0,False,False,False,False,False,False
329,PGC000329,-0.03240117486841587,13.56,69.0,False,False,False,False,False,False
345,PGC000345,-0.21321897565690717,15.53,71.0,False,False,False,False,False,False
354,NGC7824,0.255367785112091,12.02,56.0,False,False,False,False,False,False
356,PGC000356,-0.06486764706266213,13.6,81.0,False,False,False,False,False,False
366,UGC00036,0.18720255872274816,12.48,78.0,False,False,False,False,False,False
415,UGC00040,0.15364287940144772,13.11,58.0,False,False,False,False,False,False
431,UGC00041,-0.09951429217088048,14.51,76.0,False,False,False,False,False,False
451,UGC00043,-0.24386606982331527,15.17,76.0,False,False,False,False,False,False
465,PGC000465,0.16700638434926995,13.610000000000001,65.0,False,False,False,False,False,False
496,UGC00047,-0.6132446337491033,15.620000000000001,88.0,False,False,False,False,False,False
507,UGC00050,0.1104444299971119,13.309999999999999,74.0,False,False,False,False,False,False
511,UGC00051,0.014159160536418636,13.29,57.0,False,False,False,False,False,False
559,PGC000559,-0.19593816783615203,14.81,78.0,False,False,False,False,False,False
567,NGC0002,0.1365006360318688,13.2,60.0,False,False,False,False,False,False
569,NGC7831,0.1728330258248838,12.049999999999999,81.0,False,False,False,False,False,False
613,UGC00066,0.14343496387509092,12.76,57.0,False,False,False,False,False,False
616,UGC00067,0.29385954696506555,12.75,74.0,False,False,False,False,False,False
619,UGC00069,-0.17446191188167637,13.38,53.0,False,False,False,False,False,False
642,NGC0011,0.16838591669000014,12.17,90.0,False,False,False,False,False,False
644,UGC00076,-0.21799710887744528,14.65,83.0,False,False,False,False,False,False
650,NGC0013,0.15207081037915637,11.8,80.0,False,False,False,False,False,False
652,NGC0009,-0.29068560470854976,13.43,72.0,False,False,False,False,False,False
657,PGC000657,0.03880659561498678,14.36,57.0,False,False,False,False,False,False
658,UGC00081,0.17117284271508337,12.51,90.0,False,False,False,False,False,False
690,NGC0022,0.14542608889247255,12.780000000000001,53.0,False,False,False,False,False,False
693,PGC000693,0.007826410672664874,14.71,49.0,False,False,False,False,False,False
703,UGC00090,-0.6366109896887726,15.64,89.0,False,False,False,False,False,False
705,PGC000705,-0.0960979982014889,14.37,68.0,False,False,False,False,False,False
709,UGC00091,0.12364888215096359,13.48,80.0,False,False,False,False,False,False
727,PGC000727,0.1515344101485243,13.95,53.0,False,False,False,False,False,False
731,UGC00095,0.151278013998144,13.2,90.0,False,False,False,False,False,False
742,NGC0027,0.1345775311747226,12.68,72.0,False,False,False,False,False,False
743,PGC000743,0.05294019817055018,13.85,54.0,False,False,False,False,False,False
759,UGC00098,0.022731231470752178,12.67,65.0,False,False,False,False,False,False
767,NGC0029,0.10335553376285622,12.379999999999999,70.0,False,False,False,False,False,False
772,UGC00101,0.1946468250640363,13.39,68.0,False,False,False,False,False,False
776,PGC000776,-0.21275689617749638,15.229999999999999,66.0,False,False,False,False,False,False
786,PGC000786,-0.01668536662122655,14.29,66.0,False,False,False,False,False,False
798,NGC0036,0.1915548026140228,11.78,62.0,False,False,False,False,False,False
810,UGC00107,0.06774992467912044,13.790000000000001,80.0,False,False,False,False,False,False
816,UGC00108,0.1440349989785794,13.61,64.0,False,False,False,False,False,False
830,UGC00110,-0.1626158898655765,14.18,51.0,False,False,False,False,False,False
832,PGC000832,0.0917294380324063,14.59,54.0,False,False,False,False,False,False
833,UGC00111,-0.10133410648466334,13.98,77.0,False,False,False,False,False,False
835,PGC000835,0.022308341296561007,13.97,74.0,False,False,False,False,False,False
847,UGC00113,0.21724639833018955,12.82,76.0,False,False,False,False,False,False
848,PGC000848,-0.10270086454902394,15.02,51.0,False,False,False,False,False,False
858,PGC000858,0.029092774536384258,14.790000000000001,80.0,False,False,False,False,False,False
859,UGC00116,0.04712198754652519,13.68,76.0,False,False,False,False,False,False
865,NGC0041,0.10646347435086101,12.98,55.0,False,False,False,False,False,False
866,PGC000866,-0.2054227041198433,16.28,77.0,False,False,False,False,False,False
869,UGC00117,-0.08056179868262925,13.370000000000001,52.0,False,False,False,False,False,False
889,UGC00122,-0.5361460224636732,13.850000000000001,89.0,False,False,False,False,True,False
897,IC0004,0.0021943587804154063,12.69,51.0,False,False,False,False,False,False
902,PGC000902,0.045663453477437166,12.9,63.0,False,False,False,False,False,False
908,PGC000908,0.17132339648141226,12.94,68.0,False,False,False,False,False,False
912,UGC00127,-0.2054227041198433,15.09,77.0,False,False,False,False,False,False
924,UGC00132,-0.31257992162838777,13.469999999999999,74.0,False,False,False,False,False,False
937,UGC00135,-0.16147735620462367,14.55,89.0,False,False,False,False,False,False
948,PGC000948,-0.3350683565326835,15.52,78.0,False,False,False,False,False,False
963,UGC00139,-0.009181222697961289,12.91,67.0,False,False,False,False,False,False
976,PGC000976,-0.14251184482449908,14.83,76.0,False,False,False,False,False,False
978,NGC0052,0.2584552389391215,11.96,86.0,False,False,False,False,False,False
997,PGC000997,0.28557630331780226,13.87,56.0,False,False,False,False,False,False
1011,NGC0054,0.10969297711685044,12.48,76.0,False,False,False,False,False,False
1022,PGC001022,0.04188415059951556,13.780000000000001,64.0,False,False,False,False,False,False
1051,UGC00148,-0.01317729856276495,12.41,81.0,False,False,False,False,False,False
1056,UGC00149,-0.04310235065057455,13.83,80.0,False,False,False,False,False,False
1089,UGC00152,-0.13078908582293902,14.35,77.0,False,False,False,False,False,False
1106,UGC00155,0.10094447609523804,12.120000000000001,83.0,False,False,False,False,False,False
1107,UGC00156,-0.36023850178469763,13.02,64.0,False,False,False,False,True,True
1109,PGC001109,-0.06954187294209335,12.54,74.0,False,False,False,False,False,False
1139,UGC00163,-0.10270086454902394,14.4,51.0,False,False,False,False,False,False
1144,UGC00164,-0.2153072415737518,13.040000000000001,70.0,False,False,False,False,False,False
1149,NGC0064,0.17581833685342962,12.57,56.0,False,False,False,False,False,False
1152,PGC001152,-0.10208462258150952,14.1,58.0,False,False,False,False,False,False
1154,UGC00166,-0.06922585180118723,13.37,68.0,False,False,False,False,False,False
1158,UGC00165,0.004386276764431152,13.17,87.0,False,False,False,False,False,False
1170,PGC001170,-0.02213737478374389,13.51,53.0,False,False,False,False,False,False
1231,UGC00179,-0.10051087855923546,14.07,56.0,False,False,False,False,False,False
1237,UGC00180,0.22559894963705407,13.200000000000001,78.0,False,False,False,False,False,False
1238,UGC00181,0.030497657037314774,13.26,79.0,False,False,False,False,False,False
1248,PGC001248,0.023365952014029467,13.84,58.0,False,False,False,False,False,False
1258,PGC001258,-0.15750648408709633,14.15,51.0,False,False,False,False,False,False
1265,UGC00184,-0.19956253573592075,15.4,50.0,False,False,False,False,False,False
1273,PGC001273,-0.06272507984355347,14.48,64.0,False,False,False,False,False,False
1276,IC1540,0.1325559044811544,12.98,66.0,False,False,False,False,False,False
1285,UGC00187,0.05432399009469391,13.44,85.0,False,False,False,False,False,False
1286,UGC00188,-0.15242786367415428,15.28,74.0,False,False,False,False,False,False
1288,PGC001288,-0.021561657199627327,12.96,68.0,False,False,False,False,False,False
1294,PGC001294,0.013813193775189081,13.38,87.0,False,False,False,False,False,False
1301,IC0013,-0.025004128557778227,13.48,80.0,False,False,False,False,False,False
1332,PGC001332,0.29712947834416514,14.08,70.0,False,False,False,False,False,False
1336,UGC00199,-0.47424146526142774,15.35,74.0,False,False,False,False,False,False
1346,UGC00201,0.14548841953986358,13.96,89.0,False,False,False,False,False,False
