pgc,name,reason
15810,UGC03110,missing_required_measurement
15822,PGC015822,missing_required_measurement
15838,UGC03101,missing_required_measurement
15866,UGC03138,missing_required_measurement
15869,PGC015869,missing_required_measurement
15870,PGC015870,missing_required_measurement
15919,UGC03131,missing_required_measurement
15924,UGC03148,missing_required_measurement
15967,UGC03137,missing_required_measurement
15972,UGC03146,missing_required_measurement
15986,UGC03143,missing_required_measurement
15992,UGC03162,missing_required_measurement
15996,ESO361-009,missing_required_measurement
16001,UGC03149,missing_required_measurement
16027,UGC03147,missing_required_measurement
16033,UGC03172,missing_required_measurement
16036,ESO485-012,missing_required_measurement
16050,NGC1688,missing_required_measurement
16058,NGC1680,missing_required_measurement
16092,UGC03167,missing_required_measurement
16101,ESO552-009,missing_required_measurement
16110,UGC03159,missing_required_measurement
16116,ESO361-012,missing_required_measurement
16118,PGC016118,missing_required_measurement
16139,PGC016139,missing_required_measurement
16166,NGC1687,missing_required_measurement
16186,UGC03184,missing_required_measurement
16189,UGC03187,missing_required_measurement
16191,UGC03186,missing_required_measurement
16199,ESO361-015,missing_required_measurement
16205,ESO552-015,missing_required_measurement
16216,UGC03175,missing_required_measurement
16217,ESO552-016,missing_required_measurement
16227,UGC03191,missing_required_measurement
16236,ESO485-021,missing_required_measurement
16239,NGC1686,missing_required_measurement
16248,UGC03195,missing_required_measurement
16256,PGC016256,missing_required_measurement
16271,UGC03185,missing_required_measurement
16272,PGC016272,missing_required_measurement
16285,PGC016285,missing_required_measurement
16299,ESO085-014,missing_required_measurement
16301,UGC03189,missing_required_measurement
16302,PGC016302,missing_required_measurement
16317,ESO361-019,missing_required_measurement
16324,PGC016324,missing_required_measurement
16338,ESO422-010,missing_required_measurement
16359,UGC03207,missing_required_measurement
16360,UGC03205,missing_required_measurement
16367,IC2104,missing_required_measurement
16369,UGC03209,missing_required_measurement
16373,IC2106,missing_required_measurement
16379,PGC016379,missing_required_measurement
16400,UGC03211,missing_required_measurement
16421,UGC03204,missing_required_measurement
16423,IC0396,missing_required_measurement
16424,ESO552-031,missing_required_measurement
16436,PGC016436,missing_required_measurement
16469,UGC03219,missing_required_measurement
16482,UGC03223,missing_required_measurement
16485,NGC1720,missing_required_measurement
16499,NGC1730,missing_required_measurement
16502,ESO486-003,missing_required_measurement
16504,ESO552-043,missing_required_measurement
16507,PGC016507,missing_required_measurement
16517,NGC1744,missing_required_measurement
16521,UGC03217,missing_required_measurement
16530,PGC016530,missing_required_measurement
16537,UGC03218,missing_required_measurement
16568,PGC016568,missing_required_measurement
16600,NGC1752,missing_required_measurement
16603,ESO422-023,missing_required_measurement
16605,PGC016605,missing_required_measurement
16611,PGC016611,missing_required_measurement
16617,NGC1796,missing_required_measurement
16641,ESO486-020,missing_required_measurement
16642,UGC03232,missing_required_measurement
16650,UGC03236,missing_required_measurement
16654,NGC1762,missing_required_measurement
16668,UGC03240,missing_required_measurement
16672,IC0401,missing_required_measurement
16677,UGC03227,missing_required_measurement
16678,PGC016678,missing_required_measurement
16687,UGC03242,missing_required_measurement
16702,ESO422-027,missing_required_measurement
16709,NGC1792,missing_required_measurement
16716,NGC1784,missing_required_measurement
16722,UGC03235,missing_required_measurement
16735,PGC016735,missing_required_measurement
16751,ESO553-003,missing_required_measurement
16754,ESO553-004,missing_required_measurement
16761,NGC1824,missing_required_measurement
16764,UGC03248,missing_required_measurement
16769,PGC016769,missing_required_measurement
16772,PGC016772,missing_required_measurement
16779,NGC1808,missing_required_measurement
16849,NGC1827,missing_required_measurement
16850,PGC016850,missing_required_measurement
16854,ESO422-040,missing_required_measurement
16858,UGC03250,missing_required_measurement
16874,ESO553-016,missing_required_measurement
16875,PGC016875,missing_required_measurement
16878,ESO553-017,missing_required_measurement
16894,PGC016894,missing_required_measurement
16906,NGC1832,missing_required_measurement
16911,NGC1853,missing_required_measurement
16917,PGC016917,missing_required_measurement
16926,PGC016926,missing_required_measurement
16957,PGC016957,missing_required_measurement
16975,PGC016975,missing_required_measurement
16976,ESO305-017,missing_required_measurement
16983,ESO423-002,missing_required_measurement
16984,UGC03270,missing_required_measurement
16989,PGC016989,missing_required_measurement
16990,ESO486-040,missing_required_measurement
16993,PGC016993,missing_required_measurement
16997,UGC03267,missing_required_measurement
17015,PGC017015,missing_required_measurement
17027,ESO362-011,missing_required_measurement
17031,UGC03275,missing_required_measurement
17042,NGC1892,missing_required_measurement
17044,UGC03279,missing_required_measurement
17052,PGC017052,missing_required_measurement
17056,IC0407,missing_required_measurement
17064,ESO423-004,missing_required_measurement
17084,UGC03277,missing_required_measurement
17087,PGC017087,missing_required_measurement
17113,NGC1879,missing_required_measurement
17125,UGC03289,missing_required_measurement
17126,PGC017126,missing_required_measurement
17157,ESO362-019,missing_required_measurement
17159,UGC03276,missing_required_measurement
17162,UGC03284,missing_required_measurement
17165,UGC03295,missing_required_measurement
17170,UGC03257,missing_required_measurement
17174,NGC1886,missing_required_measurement
17178,UGC03292,missing_required_measurement
17187,ESO487-004,missing_required_measurement
17195,NGC1888,missing_required_measurement
17229,IC0416,missing_required_measurement
17248,PGC017248,missing_required_measurement
17326,UGC03310,missing_required_measurement
17340,ESO554-002,missing_required_measurement
17344,UGC03309,missing_required_measurement
17359,UGC03314,missing_required_measurement
17378,UGC03316,missing_required_measurement
17380,ESO487-018,missing_required_measurement
17395,PGC017395,missing_required_measurement
17402,IC2130,missing_required_measurement
17422,NGC1954,missing_required_measurement
17426,UGC03311,missing_required_measurement
17433,IC2135,missing_required_measurement
17436,NGC1964,missing_required_measurement
17456,UGC03319,missing_required_measurement
17462,UGC03322,missing_required_measurement
17463,IC2137,missing_required_measurement
17475,PGC017475,missing_required_measurement
17502,PGC017502,missing_required_measurement
17509,UGC03329,missing_required_measurement
17513,ESO554-018,missing_required_measurement
17525,ESO487-030,missing_required_measurement
17554,UGC03332,missing_required_measurement
17556,PGC017556,missing_required_measurement
17561,UGC03326,missing_required_measurement
17567,ESO120-012,missing_required_measurement
17572,ESO554-023,missing_required_measurement
17595,ESO363-015,missing_required_measurement
17597,ESO554-024,missing_required_measurement
17619,ESO487-035,missing_required_measurement
17625,NGC1961,missing_required_measurement
17655,ESO554-028,missing_required_measurement
17657,NGC2049,missing_required_measurement
17692,UGC03342,missing_required_measurement
17736,UGC03343,missing_required_measurement
17776,UGC03351,missing_required_measurement
17810,IC2143,missing_required_measurement
17819,NGC2090,missing_required_measurement
17822,NGC2104,missing_required_measurement
17831,UGC03354,missing_required_measurement
17941,ESO555-001,missing_required_measurement
17969,ESO555-002,missing_required_measurement
17974,ESO488-040,missing_required_measurement
18000,IC2150,missing_required_measurement
18007,UGC03366,missing_required_measurement
18013,UGC03368,missing_required_measurement
18028,ESO555-006,missing_required_measurement
18033,UGC03369,missing_required_measurement
18039,UGC03365,missing_required_measurement
18089,UGC03375,missing_required_measurement
18109,PGC018109,missing_required_measurement
18128,UGC03372,missing_required_measurement
18143,ESO555-015,missing_required_measurement
18147,NGC2124,missing_required_measurement
18148,IC2152,missing_required_measurement
18161,UGC03379,missing_required_measurement
18169,ESO488-049,missing_required_measurement
18172,NGC2131,missing_required_measurement
18181,UGC03373,missing_required_measurement
18191,UGC03383,missing_required_measurement
18220,PGC018220,missing_required_measurement
18223,ESO555-018,missing_required_measurement
18232,ESO425-002,missing_required_measurement
18259,ESO555-022,missing_required_measurement
18299,UGC03390,missing_required_measurement
18340,PGC018340,missing_required_measurement
18369,ESO555-029,missing_required_measurement
18373,PGC018373,missing_required_measurement
18377,ESO488-060,missing_required_measurement
18394,ESO005-004,missing_required_measurement
18435,ESO555-035,missing_required_measurement
18437,ESO121-006,missing_required_measurement
18444,ESO555-036,missing_required_measurement
18445,ESO489-006,missing_required_measurement
18487,ESO425-011,missing_required_measurement
18488,ESO425-010,missing_required_measurement
18494,UGC03407,missing_required_measurement
18511,ESO555-040,missing_required_measurement
18536,NGC2188,missing_required_measurement
18556,UGC03406,missing_required_measurement
18557,UGC03403,missing_required_measurement
18566,ESO364-039,missing_required_measurement
18581,PGC018581,missing_required_measurement
18608,UGC03417,missing_required_measurement
18646,UGC03415,missing_required_measurement
18662,UGC03416,missing_required_measurement
18699,UGC03425,missing_required_measurement
18708,ESO556-005,missing_required_measurement
18709,UGC03422,missing_required_measurement
18716,UGC03428,missing_required_measurement
18718,ESO489-023,missing_required_measurement
18719,UGC03412,missing_required_measurement
18726,PGC018726,missing_required_measurement
18729,PGC018729,missing_required_measurement
18736,NGC2206,missing_required_measurement
18739,UGC03420,missing_required_measurement
18747,UGC03432,missing_required_measurement
18762,PGC018762,missing_required_measurement
18764,UGC03413,missing_required_measurement
18765,ESO489-029,missing_required_measurement
18778,UGC03423,missing_required_measurement
18781,ESO556-012,missing_required_measurement
18805,PGC018805,missing_required_measurement
18807,IC0440,missing_required_measurement
18813,PGC018813,missing_required_measurement
18848,PGC018848,missing_required_measurement
18855,PGC018855,missing_required_measurement
18857,PGC018857,missing_required_measurement
18859,ESO556-016,missing_required_measurement
18872,UGC03449,missing_required_measurement
18886,ESO426-001,missing_required_measurement
18889,ESO556-018,missing_required_measurement
18895,ESO365-010,missing_required_measurement
18915,UGC03444,missing_required_measurement
18930,PGC018930,missing_required_measurement
18960,NGC2146A,missing_required_measurement
18964,UGC03459,missing_required_measurement
18977,UGC03460A,missing_required_measurement
18987,UGC03453,missing_required_measurement
19024,ESO426-008,missing_required_measurement
19030,NGC2227,missing_required_measurement
19032,ESO489-055,missing_required_measurement
19054,ESO426-010,missing_required_measurement
19064,IC2166,missing_required_measurement
19072,UGC03468,missing_required_measurement
19073,UGC03467,missing_required_measurement
19094,UGC03460,missing_required_measurement
19119,ESO490-004,missing_required_measurement
19121,ESO490-005,missing_required_measurement
19161,UGC03475,missing_required_measurement
19162,UGC03476,missing_required_measurement
19170,UGC03473,missing_required_measurement
19173,ESO490-007,missing_required_measurement
19186,UGC03477,missing_required_measurement
19201,ESO490-010,missing_required_measurement
19217,ESO255-012,missing_required_measurement
19221,UGC03481,missing_required_measurement
19222,UGC03474,missing_required_measurement
19228,UGC03478,missing_required_measurement
19229,ESO365-027,missing_required_measurement
19249,UGC03489,missing_required_measurement
19260,NGC2255,missing_required_measurement
19261,UGC03484,missing_required_measurement
19292,UGC03498,missing_required_measurement
19309,ESO087-031,missing_required_measurement
19341,UGC03503,missing_required_measurement
19343,PGC019343,missing_required_measurement
19352,UGC03501,missing_required_measurement
19355,NGC2263,missing_required_measurement
19363,ESO366-004,missing_required_measurement
19385,UGC03505,missing_required_measurement
19397,NGC2273A,missing_required_measurement
19402,ESO490-028,missing_required_measurement
19405,ESO490-029,missing_required_measurement
19413,ESO122-001,missing_required_measurement
19418,ESO366-006,missing_required_measurement
19461,ESO490-031,missing_required_measurement
19469,UGC03512,missing_required_measurement
19475,UGC03513,missing_required_measurement
19483,UGC03516,missing_required_measurement
19500,UGC03514,missing_required_measurement
19512,UGC03524,missing_required_measurement
19518,ESO490-036,missing_required_measurement
19531,NGC2280,missing_required_measurement
19549,UGC03534,missing_required_measurement
19555,ESO427-005,missing_required_measurement
19557,PGC019557,missing_required_measurement
19571,UGC03532,missing_required_measurement
19579,NGC2273B,missing_required_measurement
19583,ESO490-042,missing_required_measurement
19585,ESO490-044,missing_required_measurement
19589,ESO490-045,missing_required_measurement
19606,ESO490-046,missing_required_measurement
19665,PGC019665,missing_required_measurement
19671,UGC03553,missing_required_measurement
19697,UGC03554,missing_required_measurement
19705,ESO207-007,missing_required_measurement
19725,IC0454,missing_required_measurement
19732,UGC03561,missing_required_measurement
19733,ESO427-014,missing_required_measurement
19785,ESO309-005,missing_required_measurement
19788,UGC03576,missing_required_measurement
19790,PGC019790,missing_required_measurement
19792,UGC03584,missing_required_measurement
19794,UGC03579,missing_required_measurement
19795,PGC019795,missing_required_measurement
19809,UGC03585,missing_required_measurement
19813,UGC03587,missing_required_measurement
19838,UGC03575,missing_required_measurement
19856,UGC03593,missing_required_measurement
19861,ESO491-009,missing_required_measurement
19867,UGC03580,missing_required_measurement
19874,UGC03597,missing_required_measurement
19885,ESO491-011,missing_required_measurement
19920,ESO491-012,missing_required_measurement
19931,UGC03606,missing_required_measurement
19974,UGC03622,missing_required_measurement
19975,PGC019975,missing_required_measurement
19979,UGC03624,missing_required_measurement
19981,IC2175,missing_required_measurement
19985,ESO366-030,missing_required_measurement
19991,ESO256-012,missing_required_measurement
19996,ESO491-015,missing_required_measurement
19997,ESO558-005,missing_required_measurement
20007,UGC03627,missing_required_measurement
20008,UGC03630,missing_required_measurement
20014,ESO491-016,missing_required_measurement
20027,UGC03637,missing_required_measurement
20048,UGC03626,missing_required_measurement
20062,UGC03638,missing_required_measurement
20083,UGC03652,missing_required_measurement
20088,UGC03645,missing_required_measurement
20112,UGC03658,missing_required_measurement
20131,UGC03664,missing_required_measurement
20133,UGC03644,missing_required_measurement
20143,UGC03636,missing_required_measurement
20158,UGC03660,missing_required_measurement
20167,ESO309-019,missing_required_measurement
20184,UGC03657,missing_required_measurement
20214,UGC03691,missing_required_measurement
20222,NGC2339,missing_required_measurement
20239,UGC03694,missing_required_measurement
20241,PGC020241,missing_required_measurement
20264,UGC03698,missing_required_measurement
20274,PGC020274,missing_required_measurement
20293,UGC03675,missing_required_measurement
20324,ESO310-002,missing_required_measurement
20335,UGC03726,missing_required_measurement
20352,UGC03722,missing_required_measurement
20353,UGC03724,missing_required_measurement
20363,ESO492-002,missing_required_measurement
20380,UGC03732,missing_required_measurement
20389,UGC03736,missing_required_measurement
20405,PGC020405,missing_required_measurement
20418,UGC03717,missing_required_measurement
20441,UGC03741,missing_required_measurement
20446,UGC03751,missing_required_measurement
20464,UGC03746,missing_required_measurement
20479,UGC03766,missing_required_measurement
20486,UGC03757,missing_required_measurement
20487,UGC03763,missing_required_measurement
20504,ESO428-009,missing_required_measurement
20513,UGC03770,missing_required_measurement
20526,UGC03749,missing_required_measurement
20531,ESO162-017,missing_required_measurement
20546,ESO367-007,missing_required_measurement
20556,NGC2369,missing_required_measurement
20559,UGC03776,missing_required_measurement
20576,ESO428-018,missing_required_measurement
20577,ESO428-017,missing_required_measurement
20592,NGC2357,missing_required_measurement
20603,UGC03783,missing_required_measurement
20608,UGC03784,missing_required_measurement
20627,PGC020627,missing_required_measurement
20631,UGC03791,missing_required_measurement
20637,ESO428-020,missing_required_measurement
20670,ESO492-010,missing_required_measurement
20699,UGC03805,missing_required_measurement
20734,PGC020734,missing_required_measurement
20744,UGC03808,missing_required_measurement
20755,ESO367-018,missing_required_measurement
20766,NGC2397,missing_required_measurement
20827,PGC020827,missing_required_measurement
20830,PGC020830,missing_required_measurement
20835,UGC03820,missing_required_measurement
20838,NGC2365,missing_required_measurement
20844,UGC03804,missing_required_measurement
20865,ESO123-009,missing_required_measurement
20867,ESO428-025,missing_required_measurement
20903,ESO428-028,missing_required_measurement
20933,UGC03828,missing_required_measurement
20956,ESO428-031,missing_required_measurement
20989,UGC03843,missing_required_measurement
21013,PGC021013,missing_required_measurement
21020,UGC03845,missing_required_measurement
21033,NGC2336,missing_required_measurement
21040,PGC021040,missing_required_measurement
21049,UGC03853,missing_required_measurement
21102,NGC2366,missing_required_measurement
21161,ESO428-037,missing_required_measurement
21162,UGC03881,missing_required_measurement
21164,IC0467,missing_required_measurement
21167,ESO123-016,missing_required_measurement
21189,UGC03864,missing_required_measurement
21197,UGC03892,missing_required_measurement
21322,UGC03905,missing_required_measurement
21338,ESO257-019,missing_required_measurement
21358,NGC2416,missing_required_measurement
21375,NGC2427,missing_required_measurement
21380,UGC03922,missing_required_measurement
21383,PGC021383,missing_required_measurement
21388,UGC03923,missing_required_measurement
21397,UGC03919,missing_required_measurement
21398,UGC03909,missing_required_measurement
21451,UGC03921,missing_required_measurement
21453,ESO163-011,missing_required_measurement
21488,ESO560-004,missing_required_measurement
21492,PGC021492,missing_required_measurement
21496,UGC03943,missing_required_measurement
21503,UGC03955,missing_required_measurement
21539,ESO429-009,missing_required_measurement
21569,ESO429-012,missing_required_measurement
21660,ESO163-014,missing_required_measurement
21690,ESO123-023,missing_required_measurement
21697,PGC021697,missing_required_measurement
21706,ESO035-016,missing_required_measurement
21710,UGC04005,missing_required_measurement
21712,UGC03984,missing_required_measurement
21715,UGC03998,missing_required_measurement
21718,PGC021718,missing_required_measurement
21730,UGC04010,missing_required_measurement
21758,UGC04003,missing_required_measurement
21759,ESO560-012,missing_required_measurement
21807,NGC2450,declared_geometry_or_width_quality
21810,UGC04013,missing_required_measurement
21821,UGC04015,missing_required_measurement
21822,ESO560-013,missing_required_measurement
21844,ESO560-014,missing_required_measurement
21854,UGC04024,missing_required_measurement
21860,NGC2446,missing_required_measurement
21863,ESO493-016,missing_required_measurement
21951,ESO035-017,missing_required_measurement
21970,UGC04043,missing_required_measurement
22000,PGC022000,missing_required_measurement
22044,UGC04037,missing_required_measurement
22053,UGC04059,missing_required_measurement
22072,UGC04065,missing_required_measurement
22127,UGC04057,missing_required_measurement
22167,UGC04067,missing_required_measurement
22174,ESO035-018,missing_required_measurement
22195,ESO494-004,missing_required_measurement
22272,ESO494-007,missing_required_measurement
22306,ESO561-003,missing_required_measurement
22310,UGC04108,missing_required_measurement
22319,PGC022319,missing_required_measurement
22327,NGC2469,missing_required_measurement
22338,ESO209-009,missing_required_measurement
22369,UGC04121,missing_required_measurement
22438,UGC04128,missing_required_measurement
22471,UGC04103,missing_required_measurement
22527,PGC022527,missing_required_measurement
22561,UGC04169,missing_required_measurement
22721,NGC2525,missing_required_measurement
22745,PGC022745,missing_required_measurement
22760,ESO430-020,missing_required_measurement
22763,UGC04199,missing_required_measurement
22815,UGC04202,missing_required_measurement
22821,ESO494-029,missing_required_measurement
22892,ESO561-019,missing_required_measurement
22969,UGC04238,missing_required_measurement
22980,ESO561-023,missing_required_measurement
22998,ESO561-024,missing_required_measurement
23002,ESO561-025,missing_required_measurement
23021,ESO561-026,missing_required_measurement
23025,NGC2523B,missing_required_measurement
23090,ESO561-030,missing_required_measurement
23109,ESO430-026,missing_required_measurement
23125,ESO561-032,missing_required_measurement
23128,NGC2523,missing_required_measurement
23197,ESO430-030,missing_required_measurement
23222,NGC2559,missing_required_measurement
23246,ESO431-002,missing_required_measurement
23303,NGC2566,missing_required_measurement
23342,IC2288,declared_geometry_or_width_quality
26192,NGC2821,missing_required_measurement
23405,UGC04326,missing_required_measurement
23418,NGC2574,missing_required_measurement
23428,ESO495-008,missing_required_measurement
23486,PGC023486,missing_required_measurement
23530,UGC04328,missing_required_measurement
23574,PGC023574,missing_required_measurement
23604,NGC2550,missing_required_measurement
23606,UGC04379,missing_required_measurement
23616,NGC2590,missing_required_measurement
23635,UGC04378,missing_required_measurement
23658,PGC023658,missing_required_measurement
23723,PGC023723,missing_required_measurement
23840,UGC04413,missing_required_measurement
23847,PGC023847,missing_required_measurement
25515,NGC2758,missing_required_measurement
23942,ESO495-015,missing_required_measurement
23986,ESO562-013,missing_required_measurement
23997,NGC2613,missing_required_measurement
24034,ESO562-018,missing_required_measurement
24039,ESO562-019,missing_required_measurement
24053,ESO431-016,missing_required_measurement
24063,ESO431-017,missing_required_measurement
24089,ESO431-018,missing_required_measurement
24189,PGC024189,missing_required_measurement
24213,UGC04483,missing_required_measurement
24219,ESO563-002,missing_required_measurement
24231,NGC2591,missing_required_measurement
24236,PGC024236,missing_required_measurement
24259,PGC024259,missing_required_measurement
24262,PGC024262,declared_geometry_or_width_quality
24281,UGC04495,missing_required_measurement
24312,ESO036-006,missing_required_measurement
24328,PGC024328,missing_required_measurement
24360,UGC04502,missing_required_measurement
24398,ESO432-002,missing_required_measurement
24402,ESO496-004,missing_required_measurement
24405,ESO371-005,missing_required_measurement
24417,ESO563-010,missing_required_measurement
24429,ESO563-012,missing_required_measurement
24479,ESO563-014,missing_required_measurement
24489,ESO563-016,missing_required_measurement
24494,PGC024494,missing_required_measurement
24518,UGC04561,declared_geometry_or_width_quality
24525,PGC024525,missing_required_measurement
24558,ESO563-017,missing_required_measurement
24602,IC0499,missing_required_measurement
24649,PGC024649,missing_required_measurement
24685,ESO563-021,missing_required_measurement
24711,IC2389,missing_required_measurement
24723,NGC2633,missing_required_measurement
24778,PGC024778,missing_required_measurement
24836,PGC024836,missing_required_measurement
24840,ESO563-026,missing_required_measurement
24854,ESO563-028,missing_required_measurement
24860,ESO371-020,missing_required_measurement
24870,PGC024870,missing_required_measurement
24898,ESO496-012,missing_required_measurement
24928,ESO371-024,missing_required_measurement
24947,UGC04623,missing_required_measurement
24967,ESO496-016,missing_required_measurement
24992,PGC024992,declared_geometry_or_width_quality
25053,ESO496-019,missing_required_measurement
25116,ESO432-013,missing_required_measurement
25126,PGC025126,declared_geometry_or_width_quality
25166,UGC04601,missing_required_measurement
25169,ESO060-019,missing_required_measurement
25197,PGC025197,missing_required_measurement
25221,NGC2722,missing_required_measurement
25223,ESO496-024,missing_required_measurement
25264,PGC025264,missing_required_measurement
25275,UGC04697,missing_required_measurement
25291,ESO497-001,missing_required_measurement
25300,ESO496-025,missing_required_measurement
25346,ESO564-006,missing_required_measurement
25350,ESO497-002,missing_required_measurement
25361,ESO564-007,missing_required_measurement
25371,UGC04701,missing_required_measurement
25373,ESO090-015,missing_required_measurement
25412,ESO564-012,missing_required_measurement
25416,ESO497-004,missing_required_measurement
25527,ESO433-001,missing_required_measurement
25539,PGC025539,missing_required_measurement
25558,ESO036-019,missing_required_measurement
25563,PGC025563,missing_required_measurement
25585,PGC025585,missing_required_measurement
25618,ESO433-004,missing_required_measurement
25674,ESO372-002,missing_required_measurement
25676,NGC2715,missing_required_measurement
25694,ESO564-023,missing_required_measurement
25732,ESO314-005,missing_required_measurement
25761,NGC2788,missing_required_measurement
25822,ESO564-026,missing_required_measurement
25842,ESO372-008,missing_required_measurement
25886,PGC025886,missing_required_measurement
25926,ESO564-027,missing_required_measurement
25932,ESO497-022,missing_required_measurement
25938,PGC025938,missing_required_measurement
26003,ESO091-003,missing_required_measurement
26018,NGC2748,missing_required_measurement
26028,ESO372-009,missing_required_measurement
26056,ESO564-032,missing_required_measurement
26057,ESO564-031,missing_required_measurement
26093,ESO433-010,missing_required_measurement
26102,ESO372-011,missing_required_measurement
26135,ESO564-033,missing_required_measurement
26144,PGC026144,missing_required_measurement
26154,UGC04847,missing_required_measurement
26157,NGC2815,missing_required_measurement
26168,PGC026168,missing_required_measurement
26245,PGC026245,missing_required_measurement
26295,IC0529,missing_required_measurement
26309,PGC026309,declared_geometry_or_width_quality
26383,ESO061-008,missing_required_measurement
26411,PGC026411,missing_required_measurement
26437,ESO372-015,missing_required_measurement
26439,PGC026439,missing_required_measurement
26455,ESO372-016,missing_required_measurement
26463,ESO433-015,missing_required_measurement
26476,ESO372-018,missing_required_measurement
26484,ESO565-001,missing_required_measurement
26561,IC2469,missing_required_measurement
26569,ESO497-042,missing_required_measurement
26608,ESO498-003,missing_required_measurement
26731,PGC026731,missing_required_measurement
26761,NGC2915,missing_required_measurement
26831,PGC026831,declared_geometry_or_width_quality
26874,PGC026874,missing_required_measurement
26907,ESO315-012,missing_required_measurement
26990,PGC026990,declared_geometry_or_width_quality
27045,ESO434-011,missing_required_measurement
27054,PGC027054,missing_required_measurement
27135,ESO373-008,missing_required_measurement
27158,PGC027158,missing_required_measurement
27214,NGC2921,missing_required_measurement
28098,UGC05203,missing_required_measurement
27425,PGC027425,missing_required_measurement
27430,ESO565-029,missing_required_measurement
27442,PGC027442,missing_required_measurement
27450,ESO373-012,missing_required_measurement
27458,ESO091-016,missing_required_measurement
27473,NGC2938,missing_required_measurement
27529,ESO565-033,missing_required_measurement
27606,ESO373-019,missing_required_measurement
27623,ESO434-019,missing_required_measurement
27690,ESO434-023,missing_required_measurement
27733,PGC027733,missing_required_measurement
27735,PGC027735,missing_required_measurement
27747,PGC027747,missing_required_measurement
27774,PGC027774,missing_required_measurement
27795,NGC2979,missing_required_measurement
27799,NGC2980,missing_required_measurement
27810,PGC027810,missing_required_measurement
27845,NGC2977,missing_required_measurement
27856,ESO373-021,missing_required_measurement
27903,IC2507,missing_required_measurement
27962,NGC2989,missing_required_measurement
27966,ESO434-034,missing_required_measurement
27978,NGC2997,missing_required_measurement
28044,ESO037-005,missing_required_measurement
28053,ESO499-004,missing_required_measurement
28087,UGC05238,missing_required_measurement
28093,ESO434-039,missing_required_measurement
28117,ESO499-005,missing_required_measurement
28147,IC2510,missing_required_measurement
28206,NGC3029,missing_required_measurement
28212,PGC028212,declared_geometry_or_width_quality
28224,ESO566-014,missing_required_measurement
28246,IC2511,missing_required_measurement
28283,IC2513,missing_required_measurement
28313,ESO499-009,missing_required_measurement
28376,NGC3038,missing_required_measurement
28380,PGC028380,missing_required_measurement
28403,PGC028403,missing_required_measurement
28416,ESO374-003,missing_required_measurement
28461,ESO435-004,missing_required_measurement
28492,NGC3045,missing_required_measurement
28534,ESO435-005,missing_required_measurement
28565,ESO374-008,missing_required_measurement
28570,NGC3052,missing_required_measurement
28571,NGC3054,missing_required_measurement
28607,IC2523,missing_required_measurement
28636,NGC3027,missing_required_measurement
28656,PGC028656,missing_required_measurement
28664,ESO499-022,missing_required_measurement
28667,ESO566-030,missing_required_measurement
28718,PGC028718,missing_required_measurement
28734,PGC028734,missing_required_measurement
28778,ESO435-014,missing_required_measurement
28781,ESO435-015,missing_required_measurement
28801,ESO499-025,missing_required_measurement
28803,ESO499-026,missing_required_measurement
28840,ESO435-019,missing_required_measurement
28855,ESO316-011,missing_required_measurement
28874,ESO499-032,missing_required_measurement
28882,NGC3089,missing_required_measurement
28909,IC2531,missing_required_measurement
28915,IC2532,missing_required_measurement
28918,PGC028918,missing_required_measurement
28919,NGC3095,missing_required_measurement
28955,ESO435-028,missing_required_measurement
29022,ESO567-006,missing_required_measurement
29083,ESO499-035,missing_required_measurement
29086,PGC029086,missing_required_measurement
29096,ESO316-018,missing_required_measurement
29128,NGC3109,missing_required_measurement
29136,PGC029136,missing_required_measurement
29141,ESO092-006,missing_required_measurement
29157,IC2536,missing_required_measurement
29166,ESO499-037,missing_required_measurement
29179,IC2537,missing_required_measurement
29181,IC2538,missing_required_measurement
29203,IC2539,missing_required_measurement
29214,ESO316-021,missing_required_measurement
29216,NGC3113,missing_required_measurement
29271,UGC05402,missing_required_measurement
29278,NGC3120,missing_required_measurement
29281,ESO567-012,missing_required_measurement
29393,ESO263-005,missing_required_measurement
29405,PGC029405,missing_required_measurement
29487,ESO435-044,missing_required_measurement
29530,NGC3137,missing_required_measurement
29577,ESO500-005,missing_required_measurement
29641,ESO435-050,missing_required_measurement
29691,NGC3157,missing_required_measurement
29716,ESO263-015,missing_required_measurement
29727,IC2556,missing_required_measurement
29743,ESO436-001,missing_required_measurement
29778,ESO374-044,missing_required_measurement
29781,PGC029781,missing_required_measurement
29841,ESO567-026,missing_required_measurement
29853,ESO374-047,missing_required_measurement
29888,ESO500-017,missing_required_measurement
29892,NGC3175,missing_required_measurement
29895,IC2558,missing_required_measurement
29898,IC2559,missing_required_measurement
29903,ESO436-004,missing_required_measurement
29949,NGC3144,missing_required_measurement
29966,ESO375-003,missing_required_measurement
29980,NGC3178,missing_required_measurement
29993,IC2560,missing_required_measurement
30022,ESO213-011,missing_required_measurement
30041,IC0600,missing_required_measurement
30064,NGC3155,missing_required_measurement
30108,NGC3200,missing_required_measurement
30181,ESO567-048,missing_required_measurement
30231,ESO317-015,missing_required_measurement
30248,ESO317-016,missing_required_measurement
30257,ESO500-031,missing_required_measurement
31883,NGC3338,missing_required_measurement
30308,NGC3223,missing_required_measurement
30409,ESO317-019,missing_required_measurement
30410,ESO375-016,missing_required_measurement
30422,ESO263-031,missing_required_measurement
30484,UGC05612,missing_required_measurement
30487,PGC030487,missing_required_measurement
30492,ESO436-014,missing_required_measurement
30498,NGC3241,missing_required_measurement
