pgc,name,reason
3603,UGC00622,missing_required_measurement
3635,IC0065,missing_required_measurement
3709,UGC00640,declared_geometry_or_width_quality
3743,NGC0360,missing_required_measurement
3824,UGC00642,missing_required_measurement
3834,ESO295-032,missing_required_measurement
7197,UGC01394,missing_required_measurement
3945,ESO295-036,missing_required_measurement
3971,ESO352-006,missing_required_measurement
3980,NGC0406,missing_required_measurement
3990,UGC00690,missing_required_measurement
3993,ESO352-007,missing_required_measurement
4052,PGC004052,missing_required_measurement
4101,ESO296-002,missing_required_measurement
4180,ESO412-008,missing_required_measurement
4264,UGC00747,declared_geometry_or_width_quality
4365,ESO412-015,missing_required_measurement
4390,IC1647,missing_required_measurement
4401,UGC00766,missing_required_measurement
4440,IC1657,missing_required_measurement
4451,UGC00780,missing_required_measurement
4457,UGC00778,missing_required_measurement
4477,ESO412-021,missing_required_measurement
4571,PGC004571,missing_required_measurement
4599,ESO412-023,missing_required_measurement
4650,UGC00825,missing_required_measurement
4661,ESO352-036,missing_required_measurement
4799,NGC0491A,missing_required_measurement
4894,ESO352-050,missing_required_measurement
4909,PGC004909,missing_required_measurement
4971,UGC00909,missing_required_measurement
5051,ESO352-062,missing_required_measurement
5149,PGC005149,missing_required_measurement
5327,UGC01000,missing_required_measurement
5375,ESO476-010,missing_required_measurement
5378,PGC005378,missing_required_measurement
5404,ESO353-002,missing_required_measurement
5617,ESO476-016,missing_required_measurement
5619,NGC0578,missing_required_measurement
5746,NGC0587,missing_required_measurement
5760,UGC01039,missing_required_measurement
5769,NGC0594,missing_required_measurement
5818,M33,missing_required_measurement
5866,PGC005866,missing_required_measurement
5886,PGC005886,missing_required_measurement
5896,NGC625,missing_required_measurement
5903,ESO476-027,missing_required_measurement
5952,PGC005952,missing_required_measurement
5964,ESO353-026,missing_required_measurement
6030,ESO114-001,missing_required_measurement
6044,ESO297-016,missing_required_measurement
6057,UGC01141,missing_required_measurement
6059,NGC0634,missing_required_measurement
6105,NGC0639,missing_required_measurement
6138,PGC006138,missing_required_measurement
6161,ESO413-016,missing_required_measurement
6162,ESO413-017,missing_required_measurement
6172,NGC0645,missing_required_measurement
6173,UGC01173,missing_required_measurement
6189,UGC01178,missing_required_measurement
6249,NGC2573,missing_required_measurement
6257,ESO413-023,missing_required_measurement
6289,PGC006289,missing_required_measurement
6290,NGC0653,missing_required_measurement
6319,IC1722,missing_required_measurement
6338,PGC006338,missing_required_measurement
6398,PGC006398,missing_required_measurement
6473,UGC01234,missing_required_measurement
6502,NGC0668,missing_required_measurement
6560,NGC0669,missing_required_measurement
6607,UGC01257,missing_required_measurement
6686,PGC006686,missing_required_measurement
6703,PGC006703,missing_required_measurement
6722,ESO477-009,missing_required_measurement
6779,ESO414-007,missing_required_measurement
6798,NGC0699,missing_required_measurement
6851,UGC01316,missing_required_measurement
6865,UGC01319,missing_required_measurement
6903,PGC006903,missing_required_measurement
6912,ESO543-020,missing_required_measurement
6921,UGC01331,missing_required_measurement
7031,PGC007031,missing_required_measurement
7055,PGC007055,missing_required_measurement
7066,UGC01366,missing_required_measurement
7097,NGC0721,missing_required_measurement
7123,PGC007123,missing_required_measurement
7124,UGC01380,missing_required_measurement
7125,PGC007125,missing_required_measurement
7138,UGC01381,missing_required_measurement
7140,UGC01387,missing_required_measurement
7145,PGC007145,missing_required_measurement
7223,UGC01400,missing_required_measurement
7244,ESO477-016,missing_required_measurement
7247,UGC01378,missing_required_measurement
7254,UGC01405,missing_required_measurement
7263,UGC01404,missing_required_measurement
7282,NGC0735,missing_required_measurement
7287,PGC007287,missing_required_measurement
7292,UGC01420,missing_required_measurement
7300,UGC01416,missing_required_measurement
7324,PGC007324,missing_required_measurement
7393,IC1762,missing_required_measurement
7396,UGC01441,missing_required_measurement
7399,NGC0746,missing_required_measurement
7452,ESO354-021,missing_required_measurement
7472,UGC01423,missing_required_measurement
7504,UGC01459,missing_required_measurement
7564,PGC007564,missing_required_measurement
7646,UGC01493,missing_required_measurement
7650,PGC007650,missing_required_measurement
7714,PGC007714,missing_required_measurement
7742,ESO414-025,missing_required_measurement
7757,ESO153-011,missing_required_measurement
7824,UGC01540,missing_required_measurement
7833,UGC01537,missing_required_measurement
7847,NGC0801,missing_required_measurement
7853,UGC01548,missing_required_measurement
7933,UGC01567,missing_required_measurement
7945,PGC007945,missing_required_measurement
7963,PGC007963,missing_required_measurement
7970,PGC007970,missing_required_measurement
7972,UGC01581,missing_required_measurement
7977,UGC01587,declared_geometry_or_width_quality
7991,UGC01578,missing_required_measurement
8011,IC0198,missing_required_measurement
8026,IC0199,missing_required_measurement
8066,NGC0812,missing_required_measurement
8075,UGC01605,missing_required_measurement
8078,UGC01601,missing_required_measurement
8082,UGC01602,missing_required_measurement
8101,IC0202,missing_required_measurement
8127,UGC01609,missing_required_measurement
8132,UGC01612,missing_required_measurement
8164,ESO298-010,missing_required_measurement
8185,NGC0818,missing_required_measurement
8196,NGC0827,missing_required_measurement
8217,UGC01642,missing_required_measurement
8223,ESO478-006,missing_required_measurement
8237,UGC01650,missing_required_measurement
8260,UGC01658,missing_required_measurement
8261,PGC008261,missing_required_measurement
8268,PGC008268,missing_required_measurement
8301,UGC01660,missing_required_measurement
8325,ESO478-011,missing_required_measurement
8335,UGC01667,missing_required_measurement
8351,UGC01673,missing_required_measurement
8352,NGC0834,missing_required_measurement
8362,UGC01675,declared_geometry_or_width_quality
8365,UGC01674,missing_required_measurement
8372,NGC0841,missing_required_measurement
8388,NGC0854,missing_required_measurement
8396,UGC01685,missing_required_measurement
8420,PGC008420,declared_geometry_or_width_quality
8438,NGC0845,missing_required_measurement
8453,ESO354-048,missing_required_measurement
8470,PGC008470,missing_required_measurement
8480,ESO544-027,missing_required_measurement
8503,UGC01704,missing_required_measurement
8530,UGC01714,missing_required_measurement
8602,ESO544-030,missing_required_measurement
8629,NGC0872,missing_required_measurement
8648,ESO415-014,missing_required_measurement
8652,NGC0861,missing_required_measurement
8654,UGC01738,missing_required_measurement
8696,PGC008696,missing_required_measurement
8722,NGC0871,missing_required_measurement
8739,UGC01761,missing_required_measurement
8751,ESO544-033,missing_required_measurement
8772,ESO355-004,missing_required_measurement
8777,UGC01765,missing_required_measurement
8786,UGC01769,missing_required_measurement
8788,UGC01773,missing_required_measurement
8840,PGC008840,missing_required_measurement
8844,UGC01782,missing_required_measurement
8851,ESO545-002,missing_required_measurement
8862,ESO545-003,missing_required_measurement
8871,ESO298-028,missing_required_measurement
8896,ESO545-005,missing_required_measurement
8902,UGC01795,missing_required_measurement
8955,PGC008955,missing_required_measurement
8956,UGC01814,missing_required_measurement
8969,IC1793,missing_required_measurement
8982,UGC01822,missing_required_measurement
8984,UGC01820,missing_required_measurement
9004,UGC01826,missing_required_measurement
9031,NGC891,missing_required_measurement
9048,PGC009048,missing_required_measurement
9054,NGC0907,missing_required_measurement
9057,NGC0908,missing_required_measurement
9078,PGC009078,missing_required_measurement
9102,UGC01848,missing_required_measurement
9115,UGC01845,missing_required_measurement
9136,UGC01857,missing_required_measurement
9167,PGC009167,missing_required_measurement
9206,UGC01883,missing_required_measurement
9236,NGC0918,missing_required_measurement
9247,UGC01886,missing_required_measurement
9253,NGC0914,missing_required_measurement
9266,PGC009266,missing_required_measurement
9273,ESO479-004,missing_required_measurement
9285,UGC01902,missing_required_measurement
9286,UGC01903,missing_required_measurement
9287,NGC0921,missing_required_measurement
9308,UGC01909,missing_required_measurement
9314,UGC01910,missing_required_measurement
9317,ESO479-006,missing_required_measurement
9332,NGC925,missing_required_measurement
9335,PGC009335,missing_required_measurement
9354,PGC009354,missing_required_measurement
9393,UGC01928,missing_required_measurement
9413,UGC01946,missing_required_measurement
9420,NGC0947,missing_required_measurement
9447,UGC01958,missing_required_measurement
9470,UGC01966,missing_required_measurement
9479,ESO479-009,missing_required_measurement
9480,NGC0937,missing_required_measurement
9509,UGC01974,missing_required_measurement
9516,UGC01971,missing_required_measurement
9526,UGC01975,missing_required_measurement
9533,UGC01976,missing_required_measurement
9550,UGC01980,missing_required_measurement
9551,ESO415-031,missing_required_measurement
9566,NGC0949,missing_required_measurement
9579,UGC01990,missing_required_measurement
9590,UGC01988,missing_required_measurement
9596,PGC009596,declared_geometry_or_width_quality
9618,UGC01993,missing_required_measurement
9638,UGC01999,missing_required_measurement
9665,NGC0959,missing_required_measurement
9676,UGC02011,missing_required_measurement
9692,PGC009692,missing_required_measurement
9702,UGC02014,missing_required_measurement
9713,NGC0977,missing_required_measurement
9721,PGC009721,missing_required_measurement
9730,UGC02029,missing_required_measurement
9767,UGC02041,missing_required_measurement
9788,NGC0972,missing_required_measurement
9795,NGC0973,missing_required_measurement
9800,PGC009800,missing_required_measurement
9808,UGC02053,missing_required_measurement
9811,UGC02054,missing_required_measurement
9816,PGC009816,missing_required_measurement
9826,PGC009826,missing_required_measurement
9852,UGC02069,missing_required_measurement
9857,UGC02076,missing_required_measurement
9881,UGC02079,missing_required_measurement
9895,PGC009895,missing_required_measurement
9901,UGC02083,missing_required_measurement
9915,UGC02096,missing_required_measurement
9939,UGC02104,missing_required_measurement
9941,UGC02100,missing_required_measurement
9952,UGC02101,missing_required_measurement
9962,ESO115-21,missing_required_measurement
10031,IC1825,missing_required_measurement
10034,NGC1002,missing_required_measurement
10038,PGC010038,missing_required_measurement
10045,ESO479-020,missing_required_measurement
10047,UGC02135,missing_required_measurement
10048,NGC1024,missing_required_measurement
10052,NGC1003,missing_required_measurement
10068,NGC1028,missing_required_measurement
10072,UGC02148,missing_required_measurement
10085,ESO545-043,missing_required_measurement
10088,NGC1030,missing_required_measurement
10104,PGC010104,missing_required_measurement
10124,UGC02157,missing_required_measurement
10166,UGC02167,missing_required_measurement
10182,UGC02166,missing_required_measurement
10190,PGC010190,missing_required_measurement
10209,ESO546-006,missing_required_measurement
10229,ESO479-025,missing_required_measurement
10242,NGC1054,missing_required_measurement
10264,UGC02180,missing_required_measurement
10274,UGC02182,missing_required_measurement
10281,PGC010281,missing_required_measurement
10296,UGC02185,missing_required_measurement
10312,UGC02194,missing_required_measurement
10326,ESO416-012,missing_required_measurement
10327,PGC010327,missing_required_measurement
10332,ESO299-014,missing_required_measurement
10343,UGC02206,missing_required_measurement
10346,UGC02205,missing_required_measurement
10372,UGC02214,missing_required_measurement
10375,UGC02212,missing_required_measurement
10382,PGC010382,missing_required_measurement
10388,UGC02217,missing_required_measurement
10394,IC1839,missing_required_measurement
10401,UGC02215,missing_required_measurement
10410,ESO479-032,missing_required_measurement
10411,NGC1081,missing_required_measurement
10413,PGC010413,missing_required_measurement
10421,UGC02223,missing_required_measurement
10438,NGC1100,missing_required_measurement
10456,PGC010456,missing_required_measurement
10463,ESO416-016,missing_required_measurement
10484,UGC02236,missing_required_measurement
10488,NGC1097,missing_required_measurement
10502,ESO479-037,missing_required_measurement
10532,UGC02243,missing_required_measurement
10537,UGC02251,missing_required_measurement
10540,IC0255,missing_required_measurement
10571,ESO546-021,missing_required_measurement
10581,UGC02267,missing_required_measurement
10592,UGC02272,missing_required_measurement
10610,UGC02276,missing_required_measurement
10637,ESO416-025,missing_required_measurement
10640,ESO356-012,missing_required_measurement
10641,UGC02283,missing_required_measurement
10653,UGC02280,missing_required_measurement
10658,PGC010658,missing_required_measurement
10661,UGC02289,missing_required_measurement
10677,PGC010677,missing_required_measurement
10695,UGC02304,missing_required_measurement
10715,IC1857,missing_required_measurement
10740,UGC02315,missing_required_measurement
10741,PGC010741,missing_required_measurement
10742,UGC02310,missing_required_measurement
10754,UGC02313,missing_required_measurement
10759,UGC02321,missing_required_measurement
10781,NGC1116,missing_required_measurement
10836,UGC02340,missing_required_measurement
10846,ESO546-027,missing_required_measurement
10858,IC1862,missing_required_measurement
10862,UGC02347,missing_required_measurement
10915,PGC010915,missing_required_measurement
10928,NGC1134,missing_required_measurement
10932,IC0267,missing_required_measurement
10952,UGC02378,missing_required_measurement
10958,PGC010958,missing_required_measurement
10961,PGC010961,missing_required_measurement
10965,NGC1145,missing_required_measurement
10973,UGC02382,missing_required_measurement
11004,PGC011004,missing_required_measurement
11011,UGC02380,missing_required_measurement
11016,ESO356-018,missing_required_measurement
11017,UGC02387,missing_required_measurement
11133,UGC02420,missing_required_measurement
11134,UGC02409,missing_required_measurement
11740,UGC02550,missing_required_measurement
11139,ESO154-23,missing_required_measurement
11152,UGC02424,missing_required_measurement
11167,PGC011167,missing_required_measurement
11177,PGC011177,missing_required_measurement
11197,ESO356-022,missing_required_measurement
11212,PGC011212,missing_required_measurement
11225,PGC011225,missing_required_measurement
11261,ESO546-034,missing_required_measurement
11268,UGC02445,missing_required_measurement
11270,NGC1165,missing_required_measurement
11289,UGC02447,missing_required_measurement
11295,UGC02453,missing_required_measurement
11306,UGC02454,missing_required_measurement
11308,ESO300-003,missing_required_measurement
11359,NGC1163,missing_required_measurement
11365,PGC011365,missing_required_measurement
11368,UGC02459,missing_required_measurement
11371,UGC02463,missing_required_measurement
11377,ESO546-037,missing_required_measurement
11382,UGC02472,missing_required_measurement
11421,UGC02483,missing_required_measurement
11456,UGC02498,missing_required_measurement
11463,PGC011463,missing_required_measurement
11488,NGC1185,missing_required_measurement
11520,ESO547-005,missing_required_measurement
11521,NGC1169,missing_required_measurement
11532,UGC02507,missing_required_measurement
11538,ESO480-025,missing_required_measurement
11574,UGC02511,missing_required_measurement
11592,UGC02520,missing_required_measurement
11594,PGC011594,missing_required_measurement
11595,ESO248-002,missing_required_measurement
11606,ESO300-009,missing_required_measurement
11610,UGC02527,missing_required_measurement
11622,UGC02525,missing_required_measurement
11628,UGC02530,missing_required_measurement
11662,UGC02539,missing_required_measurement
11685,UGC02541,missing_required_measurement
11691,ESO417-018,missing_required_measurement
11718,IC1882,missing_required_measurement
11725,UGC02549,missing_required_measurement
11744,PGC011744,missing_required_measurement
11750,IC1892,missing_required_measurement
11755,UGC02553,missing_required_measurement
11770,UGC02542,missing_required_measurement
11782,PGC011782,missing_required_measurement
11798,ESO547-011,missing_required_measurement
11809,ESO547-012,missing_required_measurement
11824,PGC011824,missing_required_measurement
11829,PGC011829,missing_required_measurement
11836,NGC1249,missing_required_measurement
11851,IC1898,missing_required_measurement
11853,UGC02570,missing_required_measurement
11856,ESO357-007,missing_required_measurement
11859,UGC02571,missing_required_measurement
11892,NGC1242,missing_required_measurement
11931,NGC1247,missing_required_measurement
11968,PGC011968,missing_required_measurement
11976,PGC011976,missing_required_measurement
11984,ESO116-012,missing_required_measurement
12007,NGC1255,missing_required_measurement
12011,ESO481-014,missing_required_measurement
12029,PGC012029,missing_required_measurement
12041,NGC1253,missing_required_measurement
12046,PGC012046,missing_required_measurement
12079,IC1904,missing_required_measurement
12080,IC0304,missing_required_measurement
12129,UGC02622,missing_required_measurement
12130,PGC012130,missing_required_measurement
12139,PGC012139,missing_required_measurement
12181,ESO357-012,missing_required_measurement
12195,PGC012195,missing_required_measurement
12200,UGC02630,missing_required_measurement
12212,IC1909,missing_required_measurement
12216,UGC02633,missing_required_measurement
12227,UGC02637,missing_required_measurement
12285,NGC1292,missing_required_measurement
12309,ESO481-018,missing_required_measurement
12318,UGC02653,missing_required_measurement
12344,UGC02663,missing_required_measurement
12379,PGC012379,missing_required_measurement
12404,IC1913,missing_required_measurement
12412,NGC1300,missing_required_measurement
12439,PGC012439,missing_required_measurement
12454,UGC02679,missing_required_measurement
12460,NGC1311,missing_required_measurement
12484,ESO481-021,missing_required_measurement
12521,NGC1301,missing_required_measurement
12608,PGC012608,missing_required_measurement
12623,PGC012623,missing_required_measurement
12639,UGC02701,missing_required_measurement
12684,PGC012684,missing_required_measurement
12717,PGC012717,missing_required_measurement
12728,UGC02714,missing_required_measurement
12738,PGC012738,missing_required_measurement
12748,ESO548-009,missing_required_measurement
12756,NGC1320,missing_required_measurement
12794,ESO548-012,missing_required_measurement
12798,PGC012798,missing_required_measurement
12807,IC1933,missing_required_measurement
12859,UGC02740,missing_required_measurement
12868,PGC012868,missing_required_measurement
12879,UGC02744,missing_required_measurement
12889,ESO548-021,missing_required_measurement
12897,PGC012897,missing_required_measurement
12914,PGC012914,missing_required_measurement
12916,NGC1337,missing_required_measurement
12920,PGC012920,missing_required_measurement
12946,UGC02750,missing_required_measurement
12948,PGC012948,missing_required_measurement
12952,NGC1351A,missing_required_measurement
12981,PGC012981,missing_required_measurement
13023,PGC013023,missing_required_measurement
13059,NGC1350,missing_required_measurement
13073,UGC02770,missing_required_measurement
13089,ESO418-008,missing_required_measurement
13090,IC1954,missing_required_measurement
13108,NGC1353,missing_required_measurement
13112,PGC013112,missing_required_measurement
13121,UGC02765,missing_required_measurement
13154,ESO482-005,missing_required_measurement
13163,IC1959,missing_required_measurement
13171,IC1952,missing_required_measurement
13179,NGC1365,missing_required_measurement
13194,ESO548-040,missing_required_measurement
13200,PGC013200,missing_required_measurement
13217,ESO418-011,missing_required_measurement
13255,NGC1367,missing_required_measurement
13273,PGC013273,missing_required_measurement
13283,IC1962,missing_required_measurement
13301,UGC02789,missing_required_measurement
13304,ESO482-011,missing_required_measurement
13322,IC1970,missing_required_measurement
13334,UGC02796,missing_required_measurement
13362,ESO418-014,missing_required_measurement
13368,NGC1385,missing_required_measurement
13384,NGC1343,missing_required_measurement
13397,UGC02804,missing_required_measurement
13434,NGC1398,missing_required_measurement
13437,PGC013437,missing_required_measurement
13442,ESO482-024,missing_required_measurement
13458,NGC1406,missing_required_measurement
13498,UGC02800,missing_required_measurement
13501,PGC013501,missing_required_measurement
13545,ESO548-072,missing_required_measurement
13561,ESO482-035,missing_required_measurement
13567,UGC02825,missing_required_measurement
13569,NGC1422,missing_required_measurement
13571,ESO358-051,missing_required_measurement
13584,NGC1417,missing_required_measurement
13596,PGC013596,missing_required_measurement
13601,ESO419-003,missing_required_measurement
13602,NGC1425,missing_required_measurement
13612,PGC013612,missing_required_measurement
13620,NGC1421,missing_required_measurement
13631,ESO548-082,missing_required_measurement
13633,UGC02813,missing_required_measurement
13664,NGC1424,missing_required_measurement
13684,PGC013684,missing_required_measurement
13687,NGC1436,missing_required_measurement
13693,UGC02826,missing_required_measurement
13695,ESO015-001,missing_required_measurement
13696,UGC02838,missing_required_measurement
13698,UGC02839,missing_required_measurement
13710,PGC013710,missing_required_measurement
13716,PGC013716,missing_required_measurement
13727,NGC1448,missing_required_measurement
13741,UGC02843,missing_required_measurement
13754,UGC02850,missing_required_measurement
13756,ESO358-060,missing_required_measurement
13774,UGC02849,missing_required_measurement
13783,UGC02851,missing_required_measurement
13794,NGC1437B,missing_required_measurement
13809,ESO358-063,missing_required_measurement
14391,NGC1512,missing_required_measurement
13820,PGC013820,missing_required_measurement
13830,PGC013830,missing_required_measurement
13832,NGC1459,missing_required_measurement
13837,ESO302-007,missing_required_measurement
13853,NGC1473,missing_required_measurement
13854,ESO302-009,missing_required_measurement
13857,UGC02848,missing_required_measurement
13858,UGC02862,missing_required_measurement
13860,PGC013860,missing_required_measurement
13871,ESO549-018,missing_required_measurement
13880,UGC02855,missing_required_measurement
13882,ESO549-021,missing_required_measurement
13889,ESO549-022,missing_required_measurement
13905,PGC013905,missing_required_measurement
13912,IC2000,missing_required_measurement
13922,PGC013922,missing_required_measurement
13926,ESO482-046,missing_required_measurement
13931,ESO054-021,missing_required_measurement
13933,UGC02873,missing_required_measurement
13945,NGC1462,missing_required_measurement
13949,UGC02865,missing_required_measurement
13953,PGC013953,missing_required_measurement
13965,UGC02860,missing_required_measurement
13977,PGC013977,missing_required_measurement
13992,UGC02880,missing_required_measurement
13994,UGC02878,missing_required_measurement
13998,ESO359-003,missing_required_measurement
13999,IC2051,missing_required_measurement
14002,NGC1470,missing_required_measurement
14007,UGC02884,missing_required_measurement
14030,UGC02885,missing_required_measurement
14033,PGC014033,missing_required_measurement
14034,UGC02888,missing_required_measurement
14061,ESO359-005,missing_required_measurement
14071,NGC1484,missing_required_measurement
14075,ESO549-031,missing_required_measurement
14076,UGC02899,missing_required_measurement
14083,ESO302-019,missing_required_measurement
14088,PGC014088,missing_required_measurement
14102,ESO549-036,missing_required_measurement
14106,IC2007,missing_required_measurement
14123,UGC02890,missing_required_measurement
14169,NGC1494,missing_required_measurement
14181,PGC014181,missing_required_measurement
14190,NGC1495,missing_required_measurement
14191,UGC02910,missing_required_measurement
14215,UGC02908,missing_required_measurement
14232,UGC02911,missing_required_measurement
14235,PGC014235,missing_required_measurement
14236,NGC1511,missing_required_measurement
14246,UGC02915,missing_required_measurement
14259,ESO483-006,missing_required_measurement
14264,PGC014264,missing_required_measurement
14276,UGC02920,missing_required_measurement
14286,UGC02906,missing_required_measurement
14301,UGC02924,missing_required_measurement
14304,PGC014304,missing_required_measurement
14315,UGC02928,missing_required_measurement
14319,ESO302-027,missing_required_measurement
14330,PGC014330,missing_required_measurement
14334,ESO549-049,missing_required_measurement
14345,UGC02936,missing_required_measurement
14353,UGC02934,missing_required_measurement
14369,PGC014369,missing_required_measurement
14370,PGC014370,missing_required_measurement
14374,PGC014374,missing_required_measurement
14389,PGC014389,missing_required_measurement
14395,UGC02939,missing_required_measurement
14397,NGC1515,missing_required_measurement
14407,ESO359-016,missing_required_measurement
14409,NGC1507,missing_required_measurement
14421,UGC02951,missing_required_measurement
14427,UGC02948,missing_required_measurement
14432,NGC1485,missing_required_measurement
14435,UGC02950,missing_required_measurement
14449,UGC02954,missing_required_measurement
14458,ESO550-005,missing_required_measurement
14460,ESO483-008,missing_required_measurement
14468,UGC02956,missing_required_measurement
14475,NGC1518,missing_required_measurement
14478,UGC02958,missing_required_measurement
14502,UGC02963,missing_required_measurement
14504,UGC02962,missing_required_measurement
14514,NGC1519,missing_required_measurement
14531,UGC02955,missing_required_measurement
14548,ESO359-022,missing_required_measurement
14551,UGC02966,missing_required_measurement
14587,UGC02973,missing_required_measurement
14590,ESO420-006,missing_required_measurement
14600,PGC014600,missing_required_measurement
14606,PGC014606,missing_required_measurement
14622,PGC014622,missing_required_measurement
14626,PGC014626,missing_required_measurement
14627,UGC02976,missing_required_measurement
14638,NGC1532,missing_required_measurement
14664,ESO359-029,missing_required_measurement
14665,UGC02983,missing_required_measurement
14687,UGC02985,missing_required_measurement
14688,UGC02986,missing_required_measurement
14718,UGC02994,missing_required_measurement
14768,PGC014768,missing_required_measurement
14774,ESO360-004,missing_required_measurement
14780,PGC014780,missing_required_measurement
14790,UGC03002,missing_required_measurement
14791,PGC014791,missing_required_measurement
14803,UGC03004,missing_required_measurement
14804,UGC03005,missing_required_measurement
14814,NGC1559,missing_required_measurement
14818,NGC1556,missing_required_measurement
14836,UGC02987,missing_required_measurement
14892,UGC03014,missing_required_measurement
14914,PGC014914,missing_required_measurement
14936,ESO550-024,missing_required_measurement
14970,PGC014970,missing_required_measurement
15009,UGC03025,missing_required_measurement
15031,UGC03027,declared_geometry_or_width_quality
15084,UGC03026,missing_required_measurement
15103,UGC03030,missing_required_measurement
15142,ESO360-010,missing_required_measurement
15157,UGC03036,missing_required_measurement
15212,UGC03042,missing_required_measurement
15225,UGC03043,missing_required_measurement
15263,UGC03048,missing_required_measurement
15273,ESO360-013,missing_required_measurement
15294,UGC03059,missing_required_measurement
15345,NGC1569,missing_required_measurement
15349,PGC015349,missing_required_measurement
15355,UGC03066,missing_required_measurement
15356,UGC03070,missing_required_measurement
15359,ESO421-006,missing_required_measurement
15387,PGC015387,missing_required_measurement
15455,ESO202-035,missing_required_measurement
15461,UGC03078,missing_required_measurement
15488,NGC1560,missing_required_measurement
15495,PGC015495,missing_required_measurement
15509,UGC03057,missing_required_measurement
15517,ESO551-013,missing_required_measurement
15533,UGC03089,missing_required_measurement
15590,PGC015590,missing_required_measurement
15597,ESO551-016,missing_required_measurement
15599,UGC02886A,missing_required_measurement
15604,UGC03085,missing_required_measurement
15611,NGC1618,missing_required_measurement
15627,UGC03102,missing_required_measurement
15635,NGC1622,missing_required_measurement
15637,UGC03104,missing_required_measurement
15691,IC0382,missing_required_measurement
15693,UGC03092,missing_required_measurement
15706,ESO551-022,missing_required_measurement
15729,ESO485-003,missing_required_measurement
15734,ESO485-004,missing_required_measurement
15749,ESO157-049,missing_required_measurement
15753,ESO485-005,missing_required_measurement
15755,UGC03121,missing_required_measurement
15760,UGC03122,missing_required_measurement
15767,PGC015767,missing_required_measurement
15788,UGC03120,missing_required_measurement
15789,UGC03127,missing_required_measurement
15793,UGC03114,missing_required_measurement
