x_initial,x_final,time_tau,blocker_open,reset_open,master_open,master_error
10.0,0.0,0.1,0.00011758204880591227,0.09520366151926574,0.00011758204880591222,-5.421010862427522e-20
10.0,0.0,0.5,0.0023220459727580963,0.3934968767367163,0.0023220459727580976,1.3010426069826053e-18
10.0,0.0,1.0,0.025253401695663907,0.6321372605293479,0.025253401695663945,3.8163916471489756e-17
10.0,0.0,2.0,0.25837252700499735,0.8646708609757406,0.25837252700499785,4.996003610813204e-16
10.0,0.0,3.0,0.6078235313235878,0.950215191961543,0.6078235313235893,1.5543122344752192e-15
10.0,0.0,5.0,0.9348403901466351,0.993262358903235,0.9348403901466371,1.9984014443252818e-15
10.0,0.0,10.0,0.999546103744462,0.9999546021313911,0.9995461037444642,2.220446049250313e-15
0.0,10.0,0.1,0.38611276316017085,0.9048417384104968,0.38611276316017157,7.216449660063518e-16
0.0,10.0,0.5,0.019551692901480067,0.6065485231930462,0.019551692901479987,-7.979727989493313e-17
0.0,10.0,1.0,0.0017977748229570266,0.36790813940041456,0.00179777482295702,-6.5052130349130266e-18
0.0,10.0,2.0,0.00017571500456628174,0.13537453895402185,0.00017571500456628155,-1.8973538018496328e-19
0.0,10.0,3.0,7.469261623290995e-05,0.049830207968219443,7.469261623290934e-05,-6.098637220230962e-19
0.0,10.0,5.0,4.8564364827415705e-05,0.00678304102652745,4.856436482741548e-05,-2.236166980751353e-19
0.0,10.0,10.0,4.542054597822884e-05,9.079779837134727e-05,4.54205459782287e-05,-1.4230153513872246e-19
3.0,0.3,0.1,0.06437299740866044,0.11554737703963647,0.06437299740866044,0.0
3.0,0.3,0.5,0.1440445314223744,0.3216866399868148,0.14404453142237444,5.551115123125783e-17
3.0,0.3,1.0,0.2743708855005539,0.48660206653643945,0.27437088550055416,2.7755575615628914e-16
3.0,0.3,2.0,0.5140651530060375,0.6472973239579995,0.5140651530060387,1.2212453270876722e-15
3.0,0.3,3.0,0.6476368964973552,0.7064138054571443,0.6476368964973485,-6.772360450213455e-15
3.0,0.3,5.0,0.7274627697135171,0.7361620894027102,0.7274627697135265,9.43689570931383e-15
3.0,0.3,10.0,0.7407274168901858,0.7407868479159392,0.7407274168902113,2.5424107263916085e-14
0.3,3.0,0.1,0.5729602300028664,0.6750579120099454,0.5729602300028667,2.220446049250313e-16
0.3,3.0,0.5,0.25605392330438,0.46891864906276703,0.25605392330438037,3.885780586188048e-16
0.3,3.0,1.0,0.13442813851750882,0.3040032225131424,0.13442813851750918,3.608224830031759e-16
0.3,3.0,2.0,0.0717480404683389,0.14330796509158222,0.0717480404683392,3.0531133177191805e-16
0.3,3.0,3.0,0.05695038006746829,0.08419148359243758,0.056950380067468984,6.938893903907228e-16
0.3,3.0,5.0,0.05070110655389968,0.05444319964687165,0.05070110655389953,-1.457167719820518e-16
0.3,3.0,10.0,0.04979317163132358,0.049818441133642685,0.04979317163132317,-4.0939474033052647e-16
