cap,x,time_tau,master_open,predicted_open,error,normalization_error,upper_tail
80,0.0,0.1,0.09516258196404048,0.09516258196404043,5.551115123125783e-17,0.0,0.0
80,0.0,0.5,0.3934693402873666,0.3934693402873666,0.0,0.0,0.0
80,0.0,1.0,0.6321205588285577,0.6321205588285577,0.0,0.0,0.0
80,0.0,3.0,0.950212931632136,0.950212931632136,0.0,0.0,0.0
80,0.0,5.0,0.9932620530009145,0.9932620530009145,0.0,0.0,0.0
80,0.1,0.1,0.08610666495797772,0.08610666495797771,1.3877787807814457e-17,-1.1102230246251565e-16,9.152791750275192e-197
80,0.1,0.5,0.35602578194193313,0.35602578194193313,0.0,4.440892098500626e-16,6.139467822974248e-197
80,0.1,1.0,0.5719663343378798,0.57196633433788,-2.220446049250313e-16,6.661338147750939e-16,3.7287500181062775e-197
80,0.1,3.0,0.8597882156423937,0.8597882156424017,-7.993605777301127e-15,-9.325873406851315e-15,5.155632118634995e-198
80,0.1,5.0,0.898740671470434,0.8987406714704439,-9.880984919163893e-15,-1.0658141036401503e-14,8.070566534848767e-199
80,0.3,0.1,0.07049817464607858,0.07049817464607856,1.3877787807814457e-17,0.0,3.692956256011351e-159
80,0.3,0.5,0.29148925656449626,0.29148925656449626,0.0,6.661338147750939e-16,2.480506577286952e-159
80,0.3,1.0,0.4682864276477055,0.4682864276477053,2.220446049250313e-16,1.3322676295501878e-15,1.5105232729505995e-159
80,0.3,3.0,0.7039350532804765,0.7039350532804779,-1.4432899320127035e-15,-1.9984014443252818e-15,2.1765624825125704e-160
80,0.3,5.0,0.7358266267748063,0.7358266267748077,-1.4432899320127035e-15,-2.7755575615628914e-15,4.268572327629563e-161
80,1.0,0.1,0.035008357473362756,0.03500835747336277,-1.3877787807814457e-17,-4.440892098500626e-16,3.7251125942754665e-118
80,1.0,0.5,0.14474928102301243,0.1447492810230125,-5.551115123125783e-17,-7.771561172376096e-16,2.51396353122901e-118
80,1.0,1.0,0.23254415793482955,0.23254415793482963,-8.326672684688674e-17,-1.1102230246251565e-15,1.54502096665549e-118
80,1.0,3.0,0.34956380228270784,0.34956380228270817,-3.3306690738754696e-16,-3.1086244689504383e-15,2.5354111853402656e-119
80,1.0,5.0,0.365400688994778,0.36540068899477596,2.0539125955565396e-15,5.329070518200751e-15,7.875832749413243e-120
80,3.0,0.1,0.004737865974306136,0.0047378659743061375,-1.734723475976807e-18,0.0,2.4895707877470722e-81
80,3.0,0.5,0.01958968494554545,0.019589684945545444,6.938893903907228e-18,-1.3322676295501878e-15,1.7027067947472816e-81
80,3.0,1.0,0.03147142947912979,0.031471429479129766,2.0816681711721685e-17,-2.55351295663786e-15,1.0732014746070778e-81
80,3.0,3.0,0.04730831619119778,0.04730831619119759,1.942890293094024e-16,1.3322676295501878e-15,2.3414922840488308e-82
80,3.0,5.0,0.04945160573996163,0.049451605739961435,1.942890293094024e-16,1.3322676295501878e-15,1.2059585501479314e-82
80,5.0,0.1,0.0006412004335698315,0.0006412004335698309,5.421010862427522e-19,2.220446049250313e-16,1.1338919302033621e-64
80,5.0,0.5,0.0026511755606213982,0.0026511755606214,-1.734723475976807e-18,-4.440892098500626e-16,7.857430474001905e-65
80,5.0,1.0,0.004259194822419102,0.0042591948224191085,-6.938893903907228e-18,-1.1102230246251565e-15,5.072188258384302e-65
80,5.0,3.0,0.006402484371182923,0.006402484371182955,-3.209238430557093e-17,-4.107825191113079e-15,1.3598070243216719e-65
80,5.0,5.0,0.006692547069322942,0.006692547069322982,-3.9898639947466563e-17,-4.6629367034256575e-15,8.573908585275131e-66
80,10.0,0.1,4.320374537184136e-06,4.320374537184144e-06,-7.623296525288703e-21,-5.551115123125783e-16,4.6439194737653054e-43
80,10.0,0.5,1.7863480412737652e-05,1.7863480412737696e-05,-4.404571325722362e-20,-4.440892098500626e-16,3.3220075460192487e-43
80,10.0,1.0,2.8698228972239107e-05,2.8698228972239195e-05,-8.809142651444724e-20,-1.1102230246251565e-15,2.2644958505735893e-43
80,10.0,3.0,4.3139600355503776e-05,4.3139600355503797e-05,-2.0328790734103208e-20,1.5543122344752192e-15,8.549643739720955e-44
80,10.0,5.0,4.509402744198328e-05,4.509402744198303e-05,2.507217523872729e-19,7.993605777301127e-15,6.642050323553151e-44
120,0.0,0.1,0.09516258196404048,0.09516258196404043,5.551115123125783e-17,0.0,0.0
120,0.0,0.5,0.3934693402873666,0.3934693402873666,0.0,0.0,0.0
120,0.0,1.0,0.6321205588285577,0.6321205588285577,0.0,0.0,0.0
120,0.0,3.0,0.950212931632136,0.950212931632136,0.0,0.0,0.0
120,0.0,5.0,0.9932620530009145,0.9932620530009145,0.0,0.0,0.0
120,0.1,0.1,0.0861066649579777,0.08610666495797771,-1.3877787807814457e-17,-4.440892098500626e-16,1.46880277e-316
120,0.1,0.5,0.35602578194193313,0.35602578194193313,0.0,4.440892098500626e-16,9.850141e-317
120,0.1,1.0,0.5719663343378798,0.57196633433788,-2.220446049250313e-16,6.661338147750939e-16,5.9797333e-317
120,0.1,3.0,0.8597882156423895,0.8597882156424017,-1.2212453270876722e-14,-1.2434497875801753e-14,8.209647e-318
120,0.1,5.0,0.8987406714704489,0.8987406714704439,4.9960036108132044e-15,4.6629367034256575e-15,1.22801e-318
120,0.3,0.1,0.07049817464607858,0.07049817464607856,1.3877787807814457e-17,0.0,7.204501658484241e-260
120,0.3,0.5,0.29148925656449626,0.29148925656449626,0.0,6.661338147750939e-16,4.835882744716103e-260
120,0.3,1.0,0.4682864276477055,0.4682864276477053,2.220446049250313e-16,1.3322676295501878e-15,2.9409414671378155e-260
