x,time_tau,ambient_plus_one,one_only,one_only_master,master_error,ambient_plus_two
0.0,0.05,0.04877057549928599,0.04877057549928599,0.048770575499285984,-6.938893903907228e-18,0.0023785690345315548
0.0,0.1,0.09516258196404043,0.09516258196404043,0.09516258196404048,5.551115123125783e-17,0.009055917006062713
0.0,0.3,0.2591817793182821,0.2591817793182821,0.2591817793182821,0.0,0.06717519473059069
0.0,1.0,0.6321205588285577,0.6321205588285577,0.6321205588285577,0.0,0.39957640089372803
0.0,3.0,0.950212931632136,0.950212931632136,0.950212931632136,0.0,0.9029046154409385
0.0,5.0,0.9932620530009145,0.9932620530009145,0.9932620530009145,0.0,0.9865695059315915
0.3,0.05,0.03613013096300443,0.04806219961075163,0.04806219961075164,6.938893903907228e-18,0.001762087279930298
0.3,0.1,0.07049817464607856,0.0924842207378356,0.09248422073783563,2.7755575615628914e-17,0.006708788323072688
0.3,0.3,0.19200658458769143,0.23979277967756166,0.23979277967756207,4.163336342344337e-16,0.04976460823426411
0.3,1.0,0.4682864276477053,0.522928093427681,0.5229280934276812,2.220446049250313e-16,0.2960134783364964
0.3,3.0,0.7039350532804779,0.7145280240825842,0.714528024082578,-6.217248937900877e-15,0.6688881906562668
0.3,5.0,0.7358266267748077,0.7373155193232196,0.7373155193232326,1.2989609388114332e-14,0.7308686659630832
1.0,0.05,0.01794169206028697,0.04644907700891368,0.04644907700891369,6.938893903907228e-18,0.0008750266472111656
1.0,0.1,0.03500835747336277,0.08652420799293588,0.08652420799293589,1.3877787807814457e-17,0.0033314856874853116
1.0,0.3,0.09534764813742971,0.20000610415334413,0.20000610415334377,-3.608224830031759e-16,0.02471237309807252
1.0,1.0,0.23254415793482963,0.3359490712340275,0.3359490712340275,0.0,0.14699594306608088
1.0,3.0,0.34956380228270817,0.36740808054715307,0.36740808054715207,-9.992007221626409e-16,0.3321600453595285
1.0,5.0,0.36540068899477596,0.36787105271436976,0.36787105271437,2.220446049250313e-16,0.36293863851889985
3.0,0.05,0.0024281439767230217,0.042132332694654766,0.04213233269465475,-1.3877787807814457e-17,0.00011842197913990666
3.0,0.1,0.0047378659743061375,0.07152872176500161,0.07152872176500158,-2.7755575615628914e-17,0.00045086755911454603
3.0,0.3,0.012903900966623938,0.11910248348136918,0.11910248348136927,9.71445146547012e-17,0.003344456012676493
3.0,1.0,0.031471429479129766,0.09489001244233013,0.09489001244233033,2.0816681711721685e-16,0.019893737589481052
3.0,3.0,0.04730831619119759,0.05492932193664729,0.05492932193664792,6.314393452555578e-16,0.04495297381861791
3.0,5.0,0.049451605739961435,0.050461384001395104,0.05046138400139496,-1.457167719820518e-16,0.049118403441465903
10.0,0.05,2.2141807021435488e-06,0.029946768280964663,0.029946768280964674,1.0408340855860843e-17,1.0798686710295402e-07
10.0,0.1,4.320374537184144e-06,0.036743487471591924,0.03674348747159193,6.938893903907228e-18,4.111379960101393e-07
10.0,0.3,1.1766834576765857e-05,0.019408514722177476,0.019408514722177455,-2.0816681711721685e-17,3.04974912255006e-06
10.0,1.0,2.8698228972239195e-05,0.001136410425735507,0.0011364104257355055,-1.5178830414797062e-18,1.8140740535321743e-05
10.0,3.0,4.3139600355503797e-05,7.097388984194744e-05,7.097388984194684e-05,-5.963111948670274e-19,4.0991806123242e-05
10.0,5.0,4.509402744198303e-05,4.8237140711164325e-05,4.823714071116411e-05,-2.168404344971009e-19,4.479018627510364e-05
