x,seed,time_tau,stage,open_count,n,mean_blockers,births,deaths,predicted_open
0.1,37,0.5,launched,71058,200000,0.706635,9863,88373,0.35602578194223305
0.1,37,1.0,launched,114381,200000,0.46764,19950,146259,0.5719663343381722
0.1,37,3.0,launched,172351,200000,0.148115,59727,249941,0.8597882156424612
0.1,37,5.0,launched,179825,200000,0.106345,99858,298426,0.8987406714704523
0.1,53,0.0,ambient,180881,200000,0.100475,500090,479995,0.9048374180372162
0.1,53,0.1,launched,16972,200000,1.006065,1952,20834,0.08610666495808592
0.1,53,0.5,launched,71101,200000,0.706905,10026,88740,0.35602578194223305
0.1,53,1.0,launched,114534,200000,0.46715,20063,146728,0.5719663343381722
0.1,53,3.0,launched,171840,200000,0.150655,60128,250092,0.8597882156424612
0.1,53,5.0,launched,179674,200000,0.10743,100032,298641,0.8987406714704523
0.1,71,0.0,ambient,181135,200000,0.098985,499624,479827,0.9048374180372162
0.1,71,0.1,launched,17102,200000,1.004435,1987,20897,0.08610666495808592
0.1,71,0.5,launched,70942,200000,0.70768,9932,88193,0.35602578194223305
0.1,71,1.0,launched,113972,200000,0.47026,20098,145843,0.5719663343381722
0.1,71,3.0,launched,171852,200000,0.150505,59843,249539,0.8597882156424612
0.1,71,5.0,launched,179728,200000,0.106725,99898,298350,0.8987406714704523
0.3,11,0.0,ambient,148340,200000,0.297755,1499384,1439833,0.7408182206848044
0.3,11,0.1,launched,14172,200000,1.202515,5923,24971,0.07049817464634434
0.3,11,0.5,launched,58725,200000,0.90491,30097,108666,0.2914892565652329
0.3,11,1.0,launched,93664,200000,0.66782,59980,185967,0.468286427648423
0.3,11,3.0,launched,140574,200000,0.351065,180125,369463,0.7039350532806239
0.3,11,5.0,launched,147239,200000,0.30616,299845,498164,0.7358266267748282
0.3,23,0.0,ambient,148240,200000,0.29989,1501372,1441394,0.7408182206848044
0.3,23,0.1,launched,13936,200000,1.20565,6112,24960,0.07049817464634434
0.3,23,0.5,launched,57951,200000,0.908565,30083,108348,0.2914892565652329
0.3,23,1.0,launched,93671,200000,0.666785,59809,186430,0.468286427648423
0.3,23,3.0,launched,140419,200000,0.351275,179678,369401,0.7039350532806239
0.3,23,5.0,launched,147141,200000,0.30772,299623,498057,0.7358266267748282
0.3,37,0.0,ambient,148349,200000,0.298795,1500325,1440566,0.7408182206848044
0.3,37,0.1,launched,14207,200000,1.20334,5904,24995,0.07049817464634434
0.3,37,0.5,launched,58569,200000,0.903845,29860,108850,0.2914892565652329
0.3,37,1.0,launched,93900,200000,0.6662,59620,186139,0.468286427648423
0.3,37,3.0,launched,141007,200000,0.348215,179694,369810,0.7039350532806239
0.3,37,5.0,launched,147371,200000,0.306715,299523,497939,0.7358266267748282
0.3,53,0.0,ambient,148135,200000,0.299875,1499551,1439576,0.7408182206848044
0.3,53,0.1,launched,14071,200000,1.20536,6063,24966,0.07049817464634434
0.3,53,0.5,launched,58285,200000,0.90675,30059,108684,0.2914892565652329
0.3,53,1.0,launched,93512,200000,0.66824,60062,186389,0.468286427648423
0.3,53,3.0,launched,140782,200000,0.35003,179826,369795,0.7039350532806239
0.3,53,5.0,launched,146806,200000,0.308545,300084,498350,0.7358266267748282
0.3,71,0.0,ambient,148058,200000,0.300275,1498968,1438913,0.7408182206848044
0.3,71,0.1,launched,14115,200000,1.204515,5919,25071,0.07049817464634434
0.3,71,0.5,launched,58789,200000,0.90505,29901,108946,0.2914892565652329
0.3,71,1.0,launched,93881,200000,0.66726,59915,186518,0.468286427648423
0.3,71,3.0,launched,141215,200000,0.34724,179612,370219,0.7039350532806239
0.3,71,5.0,launched,147072,200000,0.30754,299496,498043,0.7358266267748282
1.0,11,0.0,ambient,73590,200000,0.999785,4997852,4797895,0.3678794411765514
1.0,11,0.1,launched,6813,200000,1.90518,19965,38886,0.035008357473802695
1.0,11,0.5,launched,28604,200000,1.60526,99717,178622,0.1447492810242318
1.0,11,1.0,launched,46385,200000,1.370165,200045,325969,0.23254415793601774
1.0,11,3.0,launched,70046,200000,1.050595,600817,790655,0.34956380228294986
1.0,11,5.0,launched,73287,200000,1.00692,1001180,1199753,0.36540068899481015
1.0,23,0.0,ambient,73758,200000,1.000495,5000595,4800496,0.3678794411765514
1.0,23,0.1,launched,7117,200000,1.90621,20186,39043,0.035008357473802695
1.0,23,0.5,launched,29145,200000,1.604635,100218,179390,0.1447492810242318
1.0,23,1.0,launched,46627,200000,1.36894,200505,326816,0.23254415793601774
1.0,23,3.0,launched,69996,200000,1.04666,600157,790924,0.34956380228294986
1.0,23,5.0,launched,72904,200000,1.00894,1000096,1198407,0.36540068899481015
1.0,37,0.0,ambient,73572,200000,1.00076,5003191,4803039,0.3678794411765514
1.0,37,0.1,launched,6907,200000,1.90872,20275,38683,0.035008357473802695
1.0,37,0.5,launched,28845,200000,1.60644,100065,178929,0.1447492810242318
1.0,37,1.0,launched,46580,200000,1.37056,200345,326385,0.23254415793601774
1.0,37,3.0,launched,69924,200000,1.05228,601407,791103,0.34956380228294986
1.0,37,5.0,launched,73100,200000,1.003555,1001167,1200608,0.36540068899481015
1.0,53,0.0,ambient,73828,200000,0.995295,4996895,4797836,0.3678794411765514
1.0,53,0.1,launched,7006,200000,1.90286,20152,38639,0.035008357473802695
1.0,53,0.5,launched,28978,200000,1.60203,99561,178214,0.1447492810242318
1.0,53,1.0,launched,46580,200000,1.36692,199646,325321,0.23254415793601774
1.0,53,3.0,launched,69836,200000,1.05252,600960,789515,0.34956380228294986
1.0,53,5.0,launched,73218,200000,1.006725,1000578,1198292,0.36540068899481015
1.0,71,0.0,ambient,73697,200000,0.998335,5000431,4800764,0.3678794411765514
1.0,71,0.1,launched,6972,200000,1.90375,20145,39062,0.035008357473802695
1.0,71,0.5,launched,29135,200000,1.60579,100104,178613,0.1447492810242318
1.0,71,1.0,launched,46265,200000,1.369435,200677,326457,0.23254415793601774
1.0,71,3.0,launched,69775,200000,1.04884,601186,791085,0.34956380228294986
1.0,71,5.0,launched,72813,200000,1.00905,1001118,1198975,0.36540068899481015
3.0,11,0.0,ambient,9970,200000,3.0053,15000425,14399365,0.04978706836993825
3.0,11,0.1,launched,965,200000,3.911245,60198,79009,0.004737865974484749
3.0,11,0.5,launched,3853,200000,3.606645,299324,379055,0.01958968494604048
3.0,11,1.0,launched,6419,200000,3.36612,598950,726786,0.03147142947961213
3.0,11,3.0,launched,9365,200000,3.048505,1799794,1991153,0.04730831619129572
3.0,11,5.0,launched,9927,200000,3.00932,2998790,3197986,0.04945160573997531
3.0,23,0.0,ambient,9819,200000,3.002985,15000004,14399407,0.04978706836993825
3.0,23,0.1,launched,964,200000,3.90891,60062,78877,0.004737865974484749
3.0,23,0.5,launched,3833,200000,3.614325,300855,378587,0.01958968494604048
3.0,23,1.0,launched,6025,200000,3.379495,602117,726815,0.03147142947961213
3.0,23,3.0,launched,9459,200000,3.05806,1804224,1993209,0.04730831619129572
3.0,23,5.0,launched,9873,200000,3.007705,3004826,3203882,0.04945160573997531
3.0,37,0.0,ambient,9835,200000,2.99404,14998386,14399578,0.04978706836993825
3.0,37,0.1,launched,896,200000,3.90007,60013,78807,0.004737865974484749
3.0,37,0.5,launched,3908,200000,3.607365,300164,377499,0.01958968494604048
3.0,37,1.0,launched,6243,200000,3.36459,599881,725771,0.03147142947961213
3.0,37,3.0,launched,9550,200000,3.047775,1798574,1987827,0.04730831619129572
3.0,37,5.0,launched,10012,200000,3.0083,2999009,3196157,0.04945160573997531
3.0,53,0.0,ambient,10057,200000,2.994255,14999848,14400997,0.04978706836993825
3.0,53,0.1,launched,919,200000,3.896875,59436,78912,0.004737865974484749
3.0,53,0.5,launched,3938,200000,3.59608,299048,378683,0.01958968494604048
3.0,53,1.0,launched,6297,200000,3.36708,599694,725129,0.03147142947961213
3.0,53,3.0,launched,9492,200000,3.050095,1800998,1989830,0.04730831619129572
3.0,53,5.0,launched,9832,200000,3.009915,3002148,3199016,0.04945160573997531
3.0,71,0.0,ambient,10071,200000,2.99605,14994350,14395140,0.04978706836993825
3.0,71,0.1,launched,965,200000,3.899105,59871,79260,0.004737865974484749
3.0,71,0.5,launched,3923,200000,3.603415,300658,379185,0.01958968494604048
3.0,71,1.0,launched,6226,200000,3.3658,600436,726486,0.03147142947961213
3.0,71,3.0,launched,9492,200000,3.04833,1799989,1989533,0.04730831619129572
3.0,71,5.0,launched,9912,200000,3.004665,3000471,3198748,0.04945160573997531
5.0,11,0.0,ambient,1329,200000,5.01012,25003925,24001901,0.006737946999553347
5.0,11,0.1,launched,125,200000,5.913215,100032,119413,0.0006412004336101186
5.0,11,0.5,launched,533,200000,5.606515,499180,579901,0.0026511755607330607
5.0,11,1.0,launched,855,200000,5.36604,998628,1127444,0.004259194822527913
5.0,11,3.0,launched,1236,200000,5.05663,3000986,3191684,0.0064024843712050875
5.0,11,5.0,launched,1366,200000,5.00137,5001434,5203184,0.006692547069326114
5.0,23,0.0,ambient,1379,200000,5.010465,25002924,24000831,0.006737946999553347
5.0,23,0.1,launched,119,200000,5.912575,99572,119150,0.0006412004336101186
5.0,23,0.5,launched,560,200000,5.612485,499493,579089,0.0026511755607330607
5.0,23,1.0,launched,847,200000,5.368925,998725,1127033,0.004259194822527913
5.0,23,3.0,launched,1310,200000,5.048665,2997954,3190314,0.0064024843712050875
5.0,23,5.0,launched,1410,200000,4.99549,4996229,5199224,0.006692547069326114
5.0,37,0.0,ambient,1336,200000,5.000015,24999438,23999435,0.006737946999553347
5.0,37,0.1,launched,140,200000,5.904995,100044,119048,0.0006412004336101186
5.0,37,0.5,launched,514,200000,5.606675,499883,578551,0.0026511755607330607
5.0,37,1.0,launched,843,200000,5.372155,1000902,1126474,0.004259194822527913
5.0,37,3.0,launched,1251,200000,5.05699,3001305,3189910,0.0064024843712050875
5.0,37,5.0,launched,1324,200000,5.001115,4999523,5199303,0.006692547069326114
5.0,53,0.0,ambient,1386,200000,5.001055,25001670,24001459,0.006737946999553347
5.0,53,0.1,launched,129,200000,5.90618,100129,119104,0.0006412004336101186
5.0,53,0.5,launched,591,200000,5.607865,499588,578226,0.0026511755607330607
5.0,53,1.0,launched,869,200000,5.368035,999465,1126069,0.004259194822527913
5.0,53,3.0,launched,1263,200000,5.054205,3000289,3189659,0.0064024843712050875
5.0,53,5.0,launched,1325,200000,5.010665,5001061,5199139,0.006692547069326114
5.0,71,0.0,ambient,1374,200000,4.994995,25004911,24005912,0.006737946999553347
5.0,71,0.1,launched,138,200000,5.899855,100075,119103,0.0006412004336101186
5.0,71,0.5,launched,526,200000,5.60601,500334,578131,0.0026511755607330607
5.0,71,1.0,launched,854,200000,5.365195,1000412,1126372,0.004259194822527913
5.0,71,3.0,launched,1325,200000,5.049165,3001020,3190186,0.0064024843712050875
5.0,71,5.0,launched,1324,200000,5.014975,5001941,5197945,0.006692547069326114
10.0,11,0.0,ambient,14,200000,9.985905,49996548,47999367,4.539992976878996e-05
10.0,11,0.1,launched,1,200000,10.893985,200646,219030,4.3203745377270546e-06
10.0,11,0.5,launched,4,200000,10.60515,1003122,1079273,1.786348041424242e-05
10.0,11,1.0,launched,5,200000,10.359495,2002299,2127581,2.869822897370543e-05
10.0,11,3.0,launched,8,200000,10.0369,6002785,6192586,4.313960035580205e-05
10.0,11,5.0,launched,10,200000,10.000995,10003877,10200859,4.509402744202524e-05
10.0,23,0.0,ambient,13,200000,9.99514,49998948,47999920,4.539992976878996e-05
10.0,23,0.1,launched,0,200000,10.89722,199165,218749,4.3203745377270546e-06
10.0,23,0.5,launched,7,200000,10.603625,999457,1077760,1.786348041424242e-05
10.0,23,1.0,launched,6,200000,10.361495,1999610,2126339,2.869822897370543e-05
10.0,23,3.0,launched,15,200000,10.06476,6002536,6188612,4.313960035580205e-05
10.0,23,5.0,launched,7,200000,10.01071,10002022,10198908,4.509402744202524e-05
10.0,37,0.0,ambient,13,200000,10.00731,50010475,48009013,4.539992976878996e-05
10.0,37,0.1,launched,2,200000,10.910625,199446,218783,4.3203745377270546e-06
10.0,37,0.5,launched,2,200000,10.61062,1001000,1080338,1.786348041424242e-05
10.0,37,1.0,launched,11,200000,10.37367,2001095,2127823,2.869822897370543e-05
10.0,37,3.0,launched,10,200000,10.050485,6000136,6191501,4.313960035580205e-05
10.0,37,5.0,launched,12,200000,10.01921,10003049,10200669,4.509402744202524e-05
10.0,53,0.0,ambient,11,200000,9.9985,50003961,48004261,4.539992976878996e-05
10.0,53,0.1,launched,1,200000,10.89927,199587,219433,4.3203745377270546e-06
10.0,53,0.5,launched,0,200000,10.604745,999720,1078471,1.786348041424242e-05
10.0,53,1.0,launched,2,200000,10.36235,1998589,2125819,2.869822897370543e-05
10.0,53,3.0,launched,10,200000,10.059565,6000034,6187821,4.313960035580205e-05
10.0,53,5.0,launched,9,200000,10.02417,10005062,10199928,4.509402744202524e-05
10.0,71,0.0,ambient,9,200000,10.005965,49997522,47996329,4.539992976878996e-05
10.0,71,0.1,launched,3,200000,10.90947,200084,219383,4.3203745377270546e-06
10.0,71,0.5,launched,6,200000,10.619095,1001797,1079171,1.786348041424242e-05
10.0,71,1.0,launched,3,200000,10.37019,2000971,2128126,2.869822897370543e-05
10.0,71,3.0,launched,9,200000,10.054385,6001991,6192307,4.313960035580205e-05
10.0,71,5.0,launched,9,200000,10.006365,10000614,10200534,4.509402744202524e-05
