CID,z,Width,Width_err,band
1434248,0.23835,1.1532134375,0.16980957270749558,g
1295024,0.33494,1.2603710859374997,0.19990987638036586,g
1922067,0.1987,1.3794414843750005,0.18003837998949532,g
1306366,0.15145,1.1783246630859376,0.14613011240987997,g
1290967,0.28158,1.209491125,0.1732803326188608,g
1303496,0.18021,1.241064578125,0.17502076359550367,g
1921033,0.23797,1.3641849101562502,0.1671114007637772,g
1261784,0.26572,1.4751076640625,0.1780842369059588,g
1257366,0.21182,1.1952521484374996,0.1666937759059138,g
1371046,0.07411,1.028586197265625,0.11717085486329318,g
1300390,0.2686,1.1263780468749993,0.17631400775019093,g
1309293,0.33521,1.2840964921875,0.19945504658236618,g
1294340,0.36186,1.328877453125,0.1574902380675967,g
1253406,0.36229,1.29843265625,0.15517396169654504,g
1251552,0.35592,1.38716971875,0.16957272493120243,g
1258090,0.36757,1.21318416796875,0.14662808356058712,g
1861178,0.29201,1.44190334765625,0.1838624885739511,g
1927242,0.24666,1.0338512421875,0.1725996002666821,g
1943111,0.31615,1.2431448046874998,0.19145731722391757,g
1314897,0.33769,1.3517984492187498,0.19449711183006557,g
1330828,0.36807,1.5369411406250002,0.1433616159605055,g
1249970,0.26866,1.2669255039062501,0.17684901632332264,g
1432027,0.35088,1.383596625,0.1935265871411891,g
1297501,0.21541,1.3075152890625001,0.16601645054866335,g
1299643,0.37727,1.4203096874999999,0.15018276994336505,g
1773049,0.35118,1.4884092187500002,0.1811240515115024,g
1331836,0.35778,1.5922092031250004,0.17874313862975288,g
1258906,0.35013,1.3532943671875,0.20059718414685382,g
1531112,0.33582,1.32955834375,0.19941028806905592,g
1500031,0.36704,1.371312,0.15058343645275168,g
1317277,0.2381,0.9647265527343745,0.16912392829726455,g
1299746,0.36621,1.4665410468750004,0.1483843136974317,g
1315192,0.228,1.4083625000000004,0.16822576681370038,g
1305626,0.3268,1.2397287499999998,0.18465114333664703,g
1878334,0.36142,1.0351578242187502,0.31441349055276807,g
1867019,0.22191,1.37846721875,0.16082283462114166,g
1319366,0.23572,1.4809331875000002,0.1720564198332071,g
1263715,0.29279,1.3725793828125,0.18179829144442078,g
1250279,0.27476,1.387795359375,0.17877209327845595,g
1298893,0.19712,1.0329836249999997,0.17885480353197367,g
1297927,0.28605,1.3769777539062504,0.17297403040327541,g
1324509,0.21105,1.1217587158203122,0.16869785807129306,g
1319711,0.2427,1.2295933984374998,0.1692060526120249,g
1901059,0.25229,1.3648004296874998,0.17922638605182697,g
1880686,0.31457,1.3114889765625,0.2024125183191123,g
1337687,0.32917,1.343707796875,0.19314281093333063,g
1339702,0.2571,1.0538033593749996,0.16969909741703224,g
1260113,0.35583,1.242226275390625,0.17008767760233517,g
1450026,0.35926,1.3366941601562503,0.1750492965313755,g
1777124,0.30853,1.3959357148437501,0.20318107766400073,g
1879256,0.25028,1.054435359375,0.17365006442612796,g
1336453,0.18579,1.3750068808593747,0.1730600775342657,g
1340954,0.30566,1.2515975156250003,0.18464949788536936,g
1255412,0.37303,1.370884640625,0.15125451011056423,g
1259246,0.2233,1.1294021679687496,0.1649984784521883,g
1257016,0.3384,1.255795625,0.19228704759419307,g
1257934,0.29739,1.4524686484375,0.18948167660335408,g
1368131,0.308,1.2958652343750003,0.20674569268893017,g
1638030,0.37235,1.2780009375000003,0.14912662989968492,g
1297026,0.25956,1.2078983593750001,0.16274553691110236,g
1905244,0.36285,1.3790870800781252,0.15799597987884442,g
1328016,0.35167,1.1130157656249993,0.18642543175444318,g
1261503,0.35321,1.38545445703125,0.18834659004589416,g
1257040,0.35277,1.3385025039062501,0.18182771321109664,g
1599030,0.36872,1.4408985937500003,0.14462096840450067,g
1294743,0.31363,1.21510775,0.20109514483307203,g
1313594,0.2894,1.3624324218750001,0.18676668833618332,g
1306073,0.32964,1.2164128437499997,0.19884196671390553,g
1321973,0.37157,1.2585226289062494,0.14842753773817238,g
1316701,0.36213,1.1620671562499991,0.15539170050553436,g
1297318,0.33529,1.5115900078125004,0.19690209889213137,g
1862039,0.28792,1.0646721484375,0.16999109096845952,g
1918076,0.37077,1.4393085,0.14990461149532583,g
1849051,0.3065,1.4345982421875005,0.18901681443764273,g
1283373,0.20797,1.0645825454101563,0.17329487070038707,g
1307830,0.36,1.1900000000000004,0.1636379724300293,g
1368188,0.2405,1.1867126953125,0.16910063209008758,g
1434203,0.3768,1.4762953125,0.1504623402892691,g
1302188,0.3495,1.6188728515624997,0.19319363738355674,g
1919042,0.34909,1.2649036220703125,0.19067597215401128,g
1774102,0.31733,1.4027506171875,0.18920997443864046,g
1337838,0.313,1.431477734375,0.2063420834321237,g
1332747,0.34357,1.5060055136718749,0.20211652855358306,g
1330533,0.36495,1.3841446093749998,0.1546073373527325,g
1331700,0.36123,1.4264999150390623,0.15696279387033102,g
1256570,0.34601,1.175918501953125,0.1933986464819257,g
1262550,0.29304,1.2647547499999998,0.17451843293873995,g
1645158,0.36097,1.2929215,0.16320811457707732,g
1321450,0.25928,1.3271630625,0.16312178538130037,g
1335717,0.30528,1.3748779375000004,0.17110331696585715,g
1340700,0.32657,1.3260518085937498,0.18454185538925463,g
1643312,0.34083,1.333235455078125,0.1870419642063006,g
1371048,0.34489,1.1942465595703124,0.19499609929533196,g
1373040,0.26262,1.2870339414062504,0.1810629635628493,g
1792093,0.27761,1.4353149843750002,0.17822198029822686,g
1782065,0.20216,1.07396090625,0.17570309392424746,g
1332819,0.34234,1.3979212656250004,0.20094295794152955,g
1339217,0.33245,1.2679094531250001,0.18507468107711664,g
1336150,0.34905,1.6209678906250011,0.1918074218969218,g
1283936,0.3696,1.3011199999999998,0.19450796443309554,g
1281668,0.30791,1.386844412109375,0.21350256606601428,g
1336009,0.3427,1.3636796875,0.20097001480355173,g
1248441,0.24567,1.0524938320312494,0.1767902503385525,g
1291408,0.34818,1.1106686015624994,0.19735713341940964,g
1815065,0.13617,0.9939268417968747,0.1265091132989954,g
1923415,0.36255,1.3082608984374997,0.1621741045028847,g
1334644,0.2891,1.0587237304687493,0.1821581347234048,g
1249308,0.22896,1.313451,0.1713378866966784,g
1366482,0.32206,1.3623415156249998,0.19315978704072553,g
1538019,0.29162,1.4202774609375,0.16963603165557684,g
1300703,0.29674,1.0320733398437505,0.1856614742737631,g
1279420,0.25736,1.1316239999999995,0.16648294271875747,g
1317666,0.14227,1.1699343515624998,0.1305582609214466,g
1334597,0.29,1.4089218750000003,0.1834809197333776,g
1250017,0.18299,1.3535069179687498,0.17413237617696942,g
1262746,0.23176,1.252690296875,0.17337322801177962,g
1449074,0.33234,1.3266151015625,0.193491966970852,g
1309288,0.26838,1.4408004062500006,0.17567660468931065,g
1318661,0.34498,1.2567156874999998,0.19427775648257722,g
1291254,0.35116,1.453024796875,0.18114818874760558,g
1791116,0.31286,1.4277352500000005,0.2123967260243526,g
1913214,0.31721,1.1360936249999993,0.18501727006410817,g
1929216,0.33695,1.3776851953125,0.19686383657026754,g
1308582,0.36812,1.3157466562500002,0.14949301619804106,g
1278747,0.32426,1.0371645703125005,0.19407928960221302,g
1592028,0.32608,1.327634,0.19004469005413532,g
1319821,0.30929,1.2448483828125,0.20333421709444768,g
1333291,0.3657,1.3470283203124995,0.15328135312113472,g
1255312,0.35658,1.323725328125,0.1582279336385508,g
1366690,0.27223,1.176564267578125,0.17625356713539037,g
1313230,0.21883,1.2840564492187503,0.16868349041830316,g
1293783,0.32927,1.2228245507812496,0.19947682014475657,g
1318126,0.37397,1.391144625,0.15414323013598374,g
1291346,0.29876,1.4418265312500003,0.18588764624043966,g
1309492,0.33403,1.3853588886718753,0.20012779889966417,g
1318460,0.36704,1.401216,0.1465677303807003,g
1835110,0.34598,1.4253717890625,0.1934236591005083,g
1254356,0.35238,1.2578190546874999,0.19170203851314765,g
1248243,0.32489,1.4889486445312508,0.19746998782694494,g
1547071,0.29961,1.36915944140625,0.1895732477992896,g
1308326,0.32717,1.39301007421875,0.17952974363089558,g
1313057,0.33809,1.5168504609375009,0.1951482526920682,g
1321338,0.31153,1.5067225507812505,0.21938291996442638,g
1293319,0.2979,1.7673747656250014,0.1886793438262951,g
1871017,0.3377,1.38786375,0.19858425556225345,g
1281119,0.19947,1.2182117187500001,0.17682587088128499,g
1255974,0.34358,1.5577130625,0.20188339906019068,g
1560034,0.26982,1.24725093359375,0.17981975227533012,g
1432017,0.34627,0.9276641718749987,0.19335802714436934,g
1303215,0.32917,1.5373720195312495,0.1855439280360061,g
1292332,0.27358,1.3444726367187498,0.16999500672457082,g
1301936,0.34351,1.335375466796875,0.20089573301437527,g
1300912,0.33834,1.250380740234375,0.19070515651509284,g
1909375,0.33805,1.4467665625000001,0.19528413770713915,g
1257609,0.3344,1.62890625,0.20165794948347043,g
1250578,0.27962,1.4305751718750006,0.17503048621785824,g
1248677,0.35067,1.5107982597656253,0.20202888156012985,g
1294341,0.36897,1.355868529296875,0.1380568346204812,g
1292227,0.29279,1.1628797548828127,0.17793341381774155,g
1291511,0.37325,1.5781646484375005,0.15517326471361628,g
1902212,0.28219,1.3823610937500002,0.17345197562899436,g
1250034,0.16167,1.0891223471679687,0.14693617133034995,g
1264068,0.33147,1.3845207578125,0.18469867673122717,g
1260050,0.27372,1.2100339999999998,0.16753165797782582,g
1257695,0.18472,1.24164209375,0.17683998634405412,g
1334620,0.1972,1.16651005859375,0.17036906293458343,g
1249137,0.22397,1.21392962109375,0.16446324022111009,g
1259352,0.22034,1.2484650234374999,0.1619043415461704,g
1322819,0.33807,1.31768533984375,0.19459301800579706,g
1312897,0.28683,1.241338548828125,0.16850372626886337,g
1338128,0.3128,1.1763918749999993,0.21422887406773838,g
1327978,0.20786,1.306942265625,0.166590006283715,g
1336662,0.182,1.3626474609375006,0.17064400689757314,g
1273127,0.19024,1.0707510624999999,0.17547860111336744,g
1257356,0.33307,1.2976603281249997,0.19919128465485803,g
1371126,0.21648,1.0601433125000004,0.16580019842658208,g
1547086,0.27627,1.296460990234375,0.17541340653971826,g
1298079,0.26136,1.3480785000000002,0.17217635701760942,g
1310432,0.29574,1.3134551953125,0.18719132737960648,g
1310396,0.32358,1.2749797968750003,0.20297980143801722,g
1343533,0.36947,1.9343763749999994,0.436549680819619,g
1315795,0.37862,1.43247234375,0.22954026272277625,g
1324562,0.35349,1.3918212597656252,0.1799527056688903,g
1250665,0.29564,0.9838766249999995,0.18824823552855302,g
1569050,0.33086,1.33086,0.19883660785169763,g
1901115,0.29979,1.200274828125,0.18393490316943625,g
1282114,0.21881,1.1464431562499997,0.16660930313001476,g
1319066,0.33449,1.5166791621093751,0.19984248800008572,g
1253119,0.3201,1.2571889843750002,0.17407139387950574,g
1260556,0.27487,1.2781069746093752,0.17990306776721227,g
1261193,0.19293,1.2814677734375002,0.1746472160675065,g
1305835,0.34291,1.1109170517578126,0.19848966386637243,g
1879426,0.2299,1.3573339746093749,0.17190924836224483,g
1336687,0.2348,1.238417578125,0.1737056655934543,g
1279500,0.23568,1.4017245000000003,0.17279825412968217,g
1340706,0.29425,1.3266062499999998,0.1787762185199909,g
1283923,0.14715,0.9475190136718751,0.13086514153278597,g
1343337,0.33947,1.64503659375,0.19682460243700622,g
1314554,0.35253,1.2180694980468754,0.18679039703070976,g
1261579,0.3232,1.302008125,0.19816505780014332,g
1257533,0.23003,1.319159126953125,0.1713607470368003,g
1531108,0.345,1.3618125,0.19451094812037217,g
1315950,0.36,1.2293125,0.16326506181780798,g
1309013,0.21358,1.1415236874999997,0.16327808755613737,g
1255576,0.28112,1.355810296875,0.17782556602976424,g
1246275,0.24651,1.294958337890625,0.1750296509945448,g
1566028,0.32165,1.3299103125,0.1757752831469101,g
1296657,0.14715,1.3245997656249995,0.13894479462309992,g
1897267,0.31971,1.3862110117187498,0.18497898119620923,g
1275946,0.233,1.4386605468750004,0.17136202048719043,g
1277715,0.34655,1.28816443359375,0.19366517043587814,g
1246527,0.32184,1.3109967812499999,0.1718081789976688,g
1248907,0.1714,1.3324675000000004,0.15284166274506494,g
1248039,0.22666,1.1063898203125002,0.16748004312923367,g
1264512,0.36136,1.3204128437500002,0.15681145787286835,g
1368133,0.2772,1.3388149218750005,0.1745580784138861,g
1305051,0.2998,1.1733741406249998,0.18338249894829758,g
1296321,0.18531,1.3158793046875,0.17944146261945199,g
1315197,0.2091,1.0847657910156245,0.16663666850704695,g
1302648,0.23259,1.1496549892578125,0.16995439525314004,g
1309874,0.27092,1.2838277812499999,0.1831112026789293,g
1295592,0.35684,1.4056014375,0.1649799565789161,g
1319539,0.37277,1.4757277500000001,0.15185470189215264,g
1250357,0.35941,1.2895809316406248,0.17655121312668456,g
1301933,0.33065,1.3244125781249998,0.19187860315758817,g
1297465,0.27836,1.4561319375,0.17526608000184707,g
1278602,0.34896,1.2483149375,0.19130176476720198,g
1263197,0.33826,1.15189683984375,0.1942678330445443,g
1431163,0.36812,1.3494152343749999,0.1479667399824338,g
1330031,0.10643,1.2118866093750003,0.1252889961048662,g
1259412,0.30581,1.4588346093750002,0.18524400115560408,g
1261963,0.28053,1.22900867578125,0.1743734260339637,g
1531089,0.29241,1.1712465625,0.1868960924901204,g
1480038,0.3353,1.4525299511718748,0.20401389774797737,g
1721068,0.29425,1.2335820312499999,0.1728813141786335,g
1291242,0.28008,1.372335765625,0.17292918544516214,g
1892103,0.26685,1.535808193359376,0.17985828461387224,g
1262726,0.25478,1.1199891796874997,0.18180794693522043,g
1249245,0.36932,1.5725784375000007,0.14399307806877604,g
1246281,0.336,1.3527,0.20063193093323134,g
1300516,0.31151,1.5563935078125004,0.21532386314470184,g
1263369,0.31343,1.3421612812500001,0.20419366868673353,g
1253920,0.19599,1.2034649375000002,0.174653768812763,g
1562098,0.57747,1.7167310234375,0.19964636189385068,r
1702083,0.38932,1.3415621250000007,0.19341213734115065,r
1324542,0.5421,1.7252243749999998,0.1580033975866006,r
1320474,0.78908,1.8491819062500001,0.24993747436011532,r
1290816,0.21892,1.4169944999999997,0.16028857882350372,r
1298246,0.61058,1.298530124999999,0.22944676239229092,r
1311632,0.42538,1.3273851250000002,0.16807060368297483,r
1302738,0.679,1.732124609375,0.2151033203937738,r
1303317,0.47545,1.4696865234374998,0.1649758853557505,r
1314162,0.58267,1.6145088691406246,0.20651168321363206,r
1314067,0.43479,1.5345527421875,0.16174947172620868,r
1910132,0.26371,1.2161974658203125,0.18709624999314414,r
1849109,0.6253,1.7694183984374998,0.23570725330819264,r
1338718,0.73429,1.6204772187500003,0.24948068230364992,r
1279488,0.49532,1.6156465312500004,0.1652792191492167,r
1336480,0.25695,1.21816130859375,0.20621210352993713,r
1331719,0.5874,1.4485024999999991,0.2066558265266536,r
1306378,0.36195,1.7678749414062493,0.18439133088943976,r
1337649,0.26238,1.3905904687500004,0.19754084744086772,r
1264434,0.31179,1.3507337656250002,0.1580329106518148,r
1256332,0.47919,1.627109,0.1690304552460435,r
1260241,0.33442,1.2283440351562502,0.15757465038436802,r
1253180,0.4621,1.3610094921875002,0.15684757051784903,r
1258802,0.55063,1.6045386210937498,0.1794638249270004,r
1285539,0.48469,1.5438456171875,0.20525364479658928,r
1257102,0.47434,1.4369055859375002,0.16812770368876517,r
1259006,0.52913,1.65815034375,0.16869580247878696,r
1261456,0.62298,1.6318556718750001,0.25233397282561165,r
1552028,0.453,1.4756321777343753,0.16347384009888,r
1479069,0.17353,1.2880752377929687,0.16808143152222557,r
1550103,0.53223,1.6857522636718751,0.17991686507495222,r
1305873,0.60153,1.7541758281250002,0.22183597735338775,r
1296802,0.74534,1.5844414687499997,0.25471669327434404,r
1312213,0.40797,1.1981494707031248,0.1897817387103889,r
1297580,0.63626,1.4726339999999998,0.21501929601193104,r
1316461,0.61047,1.587822765625,0.23075229261718203,r
1854103,0.46733,1.2913650351562491,0.15441043143635963,r
1889211,0.46407,1.3268134375000005,0.15303844259647184,r
1876533,0.491,1.2096902343750005,0.17052269460433828,r
1920365,0.366,1.3788062500000002,0.17979305247131744,r
1927254,0.5815,1.6568683593750002,0.20294077921054338,r
1850154,0.56884,1.48181840625,0.19360062695545532,r
1339716,0.45791,1.791065214843751,0.15964888230915505,r
1341000,0.54259,1.9249233417968747,0.1679052569262735,r
1334302,0.4557,1.4466018749999998,0.1558219453454594,r
1303910,0.68577,1.72791425,0.24370022726454474,r
1340141,0.65523,1.7431640937500001,0.2264395723172961,r
1258529,0.82542,1.859646625,0.3785094132745358,r
1257335,0.48464,1.3390756875000003,0.16674582954799286,r
1249264,0.55081,1.4296529687500001,0.18430444186654876,r
1252810,0.5814,1.72965625,0.20390879448479896,r
1264038,0.66425,1.6915541015625002,0.2141252265450415,r
1254889,0.60613,1.543076849609375,0.2280134379175648,r
1260427,0.81895,1.6455813281249996,0.26347504216281437,r
1578103,0.16092,1.1485625507812498,0.1542929709353495,r
1370308,0.62927,1.67191105078125,0.2332786944599773,r
1370806,0.5895,1.1915041015624994,0.21064494571344825,r
1552143,0.76058,1.8499844531250003,0.24506720639617263,r
1304456,0.43093,1.39962840625,0.1592639687021504,r
1324790,0.35775,1.414764892578125,0.18507307189077604,r
1316487,0.77696,1.76724225,0.2344231497081677,r
1291090,0.29292,1.44140378125,0.178311500870766,r
1891107,0.6287,1.4605812597656245,0.23065305282213233,r
1860025,0.23625,1.1734716796875002,0.16416787323294266,r
1876305,0.53784,1.5569128203125002,0.17062745269781493,r
1338324,0.42719,1.469280955078125,0.16535543025273938,r
1307783,0.7413,1.7440207812499997,0.22717474998150702,r
1334084,0.13431,1.0487936601562495,0.1568487741849857,r
1334707,0.64989,1.8406585312500003,0.22202033430073634,r
1335323,0.20081,1.13936230078125,0.16080531771728712,r
1336558,0.46865,1.3871858203125003,0.15801852240586928,r
1338959,0.46283,1.7076825996093747,0.1627383205426418,r
1280135,0.7715,1.5985019531250004,0.22825247419427805,r
1284567,0.65602,1.8914853437500012,0.22749158392368404,r
1253895,0.49331,1.7628057890625002,0.1715938867919652,r
1247420,0.15123,1.2150872890624997,0.16630942997379097,r
1264963,0.55325,1.4631493652343752,0.18745168687275182,r
1473027,0.50617,1.5016103056640626,0.15000805659704708,r
1574017,0.53399,1.590166391601563,0.18637293128352111,r
1653101,0.3305,1.4430208007812504,0.1672907984345861,r
1502065,0.27405,1.4333062499999998,0.16432334200559884,r
1532057,0.50504,1.52326509375,0.14934505097422912,r
1317612,0.10525,0.9986106445312504,0.14121158549375473,r
1299775,0.16051,1.2133222714843748,0.15575422072426273,r
1304503,0.5303,1.4370473437499998,0.17811045677576687,r
1295794,0.67164,1.4522372499999998,0.23024315874975465,r
1905171,0.30404,1.479270375,0.16475661640040365,r
1890041,0.6538,1.7804190625000005,0.2273211992966815,r
1330559,0.68194,1.5649926093749995,0.23015096002894914,r
1338849,0.62065,1.3166198583984379,0.24627198553837212,r
1333442,0.69344,1.5661012499999998,0.23161739823925787,r
1334645,0.248,1.1622,0.17403069065002594,r
1256505,0.55738,1.5756305468750003,0.19856843148091569,r
1257144,0.5267,1.8558946875,0.16040362609623732,r
1258191,0.51814,1.492195224609375,0.17027266471950403,r
1256680,0.29546,1.2615553828125,0.17643311648099033,r
1387174,0.699,1.6034312499999999,0.23745016198897792,r
1391191,0.65126,1.9337802656250007,0.22608003020944017,r
1370113,0.65674,1.480711375,0.22993316533313204,r
1550021,0.20676,1.2128880781250002,0.16806544700211043,r
1367234,0.25278,1.32912128125,0.1965248275296824,r
1592067,0.69314,1.65907878515625,0.22927043857291993,r
1375087,0.63016,1.7218565000000003,0.22812431197289543,r
1300531,0.58567,1.818874982421875,0.21217711040365808,r
1300590,0.6577,1.6172288085937498,0.23065702190592793,r
1305541,0.83438,1.4685788320312505,0.2152459006389462,r
1928157,0.54505,1.4400348828125,0.16240859504358984,r
1770386,0.36892,1.247067404296875,0.18617645611978487,r
1770225,0.582,1.3644749999999992,0.21002232810945512,r
1847100,0.38,1.4727187499999999,0.17812202027267796,r
1919017,0.21939,1.04791328125,0.15948031792814413,r
1339392,0.18191,1.0907274902343747,0.15631181634391184,r
1335585,0.60687,1.4122880859375,0.2326298742124778,r
1306390,0.41009,1.4004507128906252,0.18538238592347864,r
1336953,0.60141,1.5200883984374998,0.22118097333585698,r
1323600,0.37145,1.4293080468750001,0.16777820058233067,r
1332721,0.42274,1.4910982109375004,0.16162345777260506,r
1303883,0.25993,1.3656213935546875,0.19737740126835726,r
1336693,0.64929,1.60870200390625,0.22792401424980147,r
1262131,0.33852,1.4248244755859378,0.1657890396875697,r
1260639,0.59196,1.5745479375000002,0.21103013822818834,r
1248084,0.28165,1.4128188671875,0.16265756896320188,r
1373042,0.2382,0.9791937109374995,0.1642316318280283,r
1576034,0.768,1.4371906250000002,0.22197653863964587,r
1431072,0.42373,1.0766958124999997,0.17633859594621187,r
1642158,0.68826,1.7838841015625002,0.22392993646652276,r
1645145,0.82775,1.7249390624999996,0.4327818264623064,r
1302187,0.21992,1.1732199374999999,0.15745193343071348,r
1302901,0.62737,1.6006709609374998,0.25230311287439566,r
1321116,0.62816,1.8723840000000007,0.22965914789129047,r
1310073,0.62819,1.6828870078125,0.23076116679204162,r
1290995,0.5441,1.6580980078125003,0.16112134564962477,r
