CID,z,Width,Width_err,band
1290816,0.21892,1.4765120781249996,0.1663816798397753,g
1910132,0.26371,1.2755572812500002,0.1683015077325198,g
1336480,0.25695,1.2284722265624999,0.16821260723884152,g
1306378,0.36195,1.423663359375,0.16121196926516485,g
1337649,0.26238,1.4206706171875003,0.1778282404611784,g
1264434,0.31179,1.39787621875,0.20666794684975012,g
1260241,0.33442,1.268741515625,0.19944738809739232,g
1479069,0.17353,1.4080067949218746,0.15661676501818506,g
1920365,0.366,1.3387867187500002,0.15109256497359297,g
1578103,0.16092,1.1069553593750001,0.14701168056986133,g
1324790,0.35775,1.2728906249999998,0.17832734558377372,g
1291090,0.29292,1.4525148125,0.17720733548438652,g
1860025,0.23625,1.181439697265625,0.17032693251164147,g
1334084,0.13431,1.0990843574218747,0.12878208464698052,g
1335323,0.20081,1.1585940234375,0.17005427301368292,g
1247420,0.15123,1.21643638671875,0.1454490172739883,g
1653101,0.3305,1.5456667968750006,0.19815772341759516,g
1502065,0.27405,1.44077138671875,0.1764043274147174,g
1317612,0.10525,1.0829075439453124,0.1219641466578143,g
1299775,0.16051,1.1781896445312503,0.15030493838902145,g
1905171,0.30404,1.4161059374999998,0.17498902146075523,g
1334645,0.248,1.1661,0.1788670096532279,g
1256680,0.29546,1.3318948125000003,0.1770768789176437,g
1550021,0.20676,1.105411015625,0.16326242741795594,g
1367234,0.25278,1.3937177500000002,0.17383819956632582,g
1770386,0.36892,1.266251,0.14507280844771034,g
1919017,0.21939,1.1755681718749997,0.16205147069753814,g
1339392,0.18191,1.1210831865234376,0.17596286220827365,g
1323600,0.37145,1.8043139062500004,0.21955225522215768,g
1303883,0.25993,1.3357226640625002,0.1636056256099572,g
1287437,0.33727,1.4344310234375,0.19344060785203065,g
1262131,0.33852,1.404923140625,0.1917354352389433,g
1248084,0.28165,1.495925859375,0.17469847497194993,g
1373042,0.2382,1.0408618749999996,0.16979229408510121,g
1302123,0.29207,1.144693265625,0.19410910679788992,g
1302187,0.21992,1.119133640625,0.16771103985830965,g
1879208,0.19515,1.2836191113281252,0.176032244635977,g
1344347,0.26453,1.4937260625000002,0.16776734923836434,g
1334087,0.26722,1.5048237500000003,0.18501761664343017,g
1283878,0.3139,1.2322944921875,0.20071234826576967,g
1336975,0.11088,1.1351805000000001,0.11523837486681367,g
1262573,0.23837,0.9783606738281256,0.17167361292801356,g
1306141,0.33286,1.38049933203125,0.20267342110509337,g
1294351,0.33926,1.414593375,0.1990902740507908,g
1904092,0.36896,1.2705659999999999,0.14098791239642713,g
1339756,0.27633,1.2523988124999998,0.17387992401497876,g
1334423,0.35888,1.47380090625,0.17463805746843267,g
1249851,0.21552,1.0825725000000004,0.16527445724200934,g
1250912,0.21995,1.2100021655273439,0.16459315565784693,g
1300179,0.31818,1.2780167031249996,0.17398241588677013,g
1316465,0.32961,1.3846641640625001,0.19881109127641916,g
1921361,0.34506,1.4521131152343747,0.19449642407179366,g
1289664,0.26,1.19281640625,0.17217667068392495,g
1331123,0.22248,1.05391146875,0.1657626186218735,g
1329312,0.34586,1.27882986328125,0.1933506815864516,g
1276546,0.35428,1.2505929374999998,0.19073183497033885,g
1256933,0.35332,1.12600453125,0.18867375385279805,g
1255735,0.36573,1.2403602539062497,0.15486842377233698,g
1366436,0.24,1.2380624999999998,0.17094965964665357,g
1519038,0.11992,1.104171125,0.11848277742405318,g
1371022,0.29178,1.4653629375000001,0.1911766548479183,g
1293366,0.32145,1.391393935546875,0.1740485080502071,g
1320704,0.27087,1.07775733203125,0.17909083361478462,g
1770442,0.34691,1.1777570449218748,0.19687507367847126,g
1770702,0.33943,1.5591802343749994,0.19534091298016,g
1277173,0.15035,1.1732671289062502,0.14348933430690744,g
1373028,0.25617,1.1177950234374996,0.16936193351973863,g
1316385,0.14784,1.2912079062500004,0.13953044767305656,g
1315259,0.22896,1.2233192656249998,0.17087783948998897,g
1292336,0.23446,1.1891321718749999,0.17586227803096408,g
1295315,0.34934,1.5296033906250006,0.18704262319157547,g
1335305,0.33501,1.32249428125,0.20140111745973002,g
1625037,0.31956,1.4226506250000002,0.19210147214141243,g
1292823,0.34672,1.452984625,0.19645898743127413,g
1302359,0.25358,1.3397636250000002,0.1726649432243188,g
1833339,0.13092,1.0498560078125005,0.12836318939974273,g
1339002,0.30356,1.20592030078125,0.17770575285562407,g
1278493,0.2734,1.3679101562500007,0.17641950680486487,g
1289288,0.29093,1.193858115234375,0.17577352981084857,g
1248925,0.34408,1.3162533437499997,0.201979379729988,g
1593067,0.34822,1.4459132851562502,0.19928664975187935,g
1291957,0.37244,1.4147926406250004,0.15423468813506955,g
1308357,0.34255,1.7791409667968758,0.20067122664064768,g
1304678,0.21927,1.0170902675781257,0.1670187392073072,g
1887027,0.21348,1.0997162500000002,0.16283484883338045,g
1840041,0.23993,1.1471774238281247,0.1714853482170087,g
1876421,0.34423,1.36523359375,0.19721082265381853,g
1773078,0.27235,1.4974963085937505,0.17769919535475337,g
1879532,0.37822,1.394371015625,0.15108523298086243,g
1342255,0.21976,1.2159482499999998,0.16481522910626145,g
1368530,0.34336,1.31344925,0.20299336946289204,g
1293758,0.14896,1.0475283750000002,0.14424751130668906,g
1318235,0.36101,1.46308575,0.16459396349725167,g
1780045,0.24326,1.4219786249999997,0.17097560521507568,g
1878148,0.2254,1.3053382031250003,0.16171623580678895,g
1338675,0.33153,1.3107248437499999,0.18527022622270667,g
1330530,0.33682,1.1953050703125,0.1972761671905203,g
1265165,0.31845,1.1984504492187495,0.19210743002215594,g
1302915,0.36022,1.2407358310546874,0.156729512996632,g
1834104,0.23972,1.30654865625,0.1681319026085484,g
1346137,0.36379,1.4319795000000002,0.1552571432645606,g
1282736,0.37908,1.37908,0.15454384259932563,g
1447133,0.36593,1.2293369999999997,0.1510756167050879,g
1292560,0.22582,1.3143447939453123,0.16974749720809149,g
1321006,0.30348,1.0942103593749999,0.18549920545624826,g
1247022,0.35859,1.4692407871093751,0.17164085423873351,g
1249483,0.28398,1.3634764179687506,0.1857565340052974,g
1310367,0.23433,1.0711187871093748,0.17935009668134202,g
1323016,0.33582,1.5841990312499996,0.2819937324687762,g
1314071,0.32813,1.2357834609374998,0.1950374112208672,g
1847079,0.33134,1.36670371875,0.1952607580231366,g
1850045,0.31413,1.182973666015625,0.20324481974422462,g
1317164,0.15555,0.8499611914062503,0.1399003572641043,g
1330817,0.27144,1.2426339375000004,0.17594785572455596,g
1259511,0.32816,1.4246591250000002,0.19023278209178385,g
1432026,0.15055,1.0123491699218752,0.14218022416902243,g
1650024,0.31102,1.2818293203125,0.20981131587942195,g
1469040,0.32764,1.3074142343749997,0.18516226662668736,g
