CID,z,width,bands,err
1300590,0.6577,1.7202954427083332,3,0.15122640418148398
1300703,0.29674,1.084183545898438,4,0.07813079868672308
1300777,0.8183,1.7728425,3,0.15275358966842817
1300912,0.33834,1.294817810546875,4,0.07968654052652
1301142,0.71266,1.6906942434895835,3,0.13498919702456771
1301332,0.46861,1.4204690406901044,3,0.10083512710091308
1301397,0.61076,1.8012512460937504,3,0.19071492747515514
1301915,0.62104,1.3518692630208333,3,0.18960694197014683
1301933,0.33065,1.381231593017578,4,0.07955429593515859
1301936,0.34351,1.4642487770996095,4,0.08404061161318344
1301963,0.41577,1.4382600963541667,3,0.0983451209474252
1302027,0.74959,1.5214370852864585,3,0.14413004287211575
1302055,0.54383,1.3602991679687502,3,0.1375973544066951
1302073,0.589,1.7638313802083332,3,0.15503963669255635
1302110,0.45459,1.5141562180989585,3,0.11111220954194183
1302117,0.49349,1.5404532597656253,3,0.15986840442066252
1302123,0.29207,1.1356083984375,2,0.10652920563452352
1302185,0.73783,1.7681515130208334,3,0.13100370418878493
1302187,0.21992,1.15540958203125,4,0.07236710342724503
1302188,0.3495,1.685644986979166,3,0.0982908917229664
1302199,0.87076,2.2933708955078127,2,0.16049114002737452
1302346,0.53152,1.61026465625,3,0.14331505372830844
1302353,0.57305,1.5460132031249998,3,0.12237319791487518
1302359,0.25358,1.287531125,3,0.07974945861436168
1302418,0.47885,1.4615197265625002,3,0.10636948189242292
1302523,0.42505,1.4800317875162763,3,0.1013750118806259
1302550,0.75391,1.8688390634765626,2,0.16311716263288056
1302564,0.5284,1.3936699479166668,3,0.10651647420519282
1302572,0.58858,1.682022840494792,3,0.1236974049885299
1302648,0.23259,1.193559989501953,4,0.07076588970643209
1302705,0.79358,1.8435865517578123,3,0.1783434654705489
1302719,0.64645,1.8296925960286463,3,0.17450684434535998
1302738,0.679,1.747865234375,3,0.15802587386428307
1302901,0.62737,1.6994150260416667,3,0.16584306195675322
1302915,0.36022,1.2748409565429686,4,0.07985849924797198
1303118,0.58967,1.7782880712890623,2,0.149233063909865
1303140,0.49718,1.3986351445312497,3,0.11178627438528209
1303197,0.52682,1.4723475156249997,3,0.10701034346397649
1303215,0.32917,1.5554144638671874,4,0.08534928555119414
1303257,0.77301,1.8165272376302084,3,0.12505301529763635
1303314,0.6062,1.735030625,3,0.11721540383434503
1303317,0.47545,1.5016257893880207,3,0.10210250770697048
1303466,0.65333,1.5521496484374995,3,0.15677072309726472
1303496,0.18021,1.1888156979166666,3,0.08910367266459358
1303658,0.66912,1.644561333333333,3,0.11730856131843177
1303663,0.81961,1.9182314404296876,3,0.24247213293569878
1303699,0.79621,1.8228724921875,3,0.12865270743498078
1303722,1.02547,2.0215140039062502,2,0.19387317702719983
1303753,0.65363,1.9051195625000006,3,0.1357227762716471
1303881,0.77131,1.8914730872395833,3,0.1650947665805005
1303883,0.25993,1.366082793701172,4,0.07750213837971053
1303910,0.68577,1.6871967584635417,3,0.2489719866456269
1303952,0.56387,1.6987232431640624,3,0.10650974850473897
1304183,0.63618,1.6206277682291665,3,0.11791014238255954
1304193,0.45456,1.4189535833333335,3,0.1196330576264511
1304362,0.76303,1.859216141927084,3,0.23356630756890326
1304456,0.43093,1.4726654583333332,3,0.11258836625724843
1304501,0.51991,1.3270021520182294,3,0.10050986671697854
1304503,0.5303,1.4247929882812498,3,0.11003018965004117
1304506,0.75488,1.6862157499999997,3,0.12843290541561084
1304652,0.5824,1.7177693750000003,3,0.12443057380681612
1304678,0.21927,1.0548947817382819,4,0.07173599972606501
1304777,0.40528,1.2254572239583335,3,0.10391340362151978
1304779,0.5605,1.502717814127604,3,0.10542177407122767
1304841,0.74249,1.567333453125,3,0.13983122504513687
1304991,0.65984,1.6330405,3,0.1339204082050587
1305051,0.2998,1.2335406640625,4,0.07830294573407713
1305219,0.61748,1.6452804374999996,3,0.14708138243992638
1305308,0.69112,1.574525203125,3,0.1413583047979399
1305350,0.49382,1.6840486406250001,3,0.2156110992238909
1305409,0.62066,1.6298922753906246,3,0.16018031142668623
1305486,0.9004,1.901513515625,2,0.1619614041915296
1305504,0.49679,1.4878735751953125,2,0.12932288078670282
1305541,0.83438,1.62359349609375,3,0.11612327174501003
1305626,0.3268,1.2905850976562498,4,0.0769712798571731
1305687,0.62859,1.5600959153645835,3,0.1314899154136782
1305785,0.47431,1.4825646002604167,3,0.10878112841135211
1305807,0.5711,1.47505423828125,3,0.12522918453773227
1305835,0.34291,1.0399519957275394,4,0.09223234917705771
1305873,0.60153,1.8199678483072919,3,0.12338438504286704
1305946,0.648,1.5175333333333338,3,0.1783859613837702
1306059,0.6076,1.5755735937500004,3,0.1168017561829406
1306067,0.7228,1.7228,3,0.1681261172803311
1306073,0.32964,1.2007337392578123,4,0.0809215746011609
1306110,0.60994,1.7199944921875001,3,0.11980306704760767
1306141,0.33286,1.3882439775390625,4,0.08051199158435444
1306360,0.45534,1.354243139322917,3,0.10143497912872247
1306366,0.15145,1.1489012174479167,3,0.08362166225750207
1306378,0.36195,1.6602755712890622,4,0.10139717474000585
1306390,0.41009,1.423401396484375,3,0.1251884162633615
1306423,0.44739,1.0725857210286447,3,0.10280866557126662
1306578,0.4215,1.4525953124999997,3,0.09430137922508353
1306626,0.4214,1.46836357421875,3,0.09121091593082518
1306736,0.552,1.2739333333333336,3,0.11679577331348344
1306980,0.54789,1.5999398167317709,3,0.1489235469301895
1306986,0.44916,1.061207791666666,3,0.14578067975276202
1306991,0.42306,1.2711650214843753,3,0.11187084005089794
1307261,0.70487,1.8740250703125,3,0.13130095891930957
1307277,0.41216,1.4196069375,3,0.10271033730315982
1307783,0.7413,1.8767722330729166,3,0.13019866805668598
1307830,0.36,1.1749257812500002,4,0.08078924686839775
1307843,0.9222,2.1414509375,2,0.2393364093344166
1308314,0.407,1.4660601074218753,3,0.10602793996593635
1308326,0.32717,1.3724674526367187,4,0.07953011107112956
1308357,0.34255,1.514990321044922,4,0.08467203526219842
1308453,0.75712,1.4620931458333317,3,0.18408763486770865
1308529,0.72352,1.8329231250000002,2,0.1635328588749
1308568,0.64442,1.67782228125,3,0.12869616771916906
1308582,0.36812,1.32336216796875,4,0.0813603553758558
1308916,0.4382,1.3204099218749996,3,0.09938935400506023
1309013,0.21358,1.1512418085937495,4,0.07023434737971765
1309051,0.59756,1.5099334179687502,3,0.12552267986350907
1309215,0.77536,1.7557108333333336,3,0.12969231911115514
1309227,0.92649,1.7853896582031248,2,0.16804182058233444
1309288,0.26838,1.361609233072917,3,0.09885501710157457
1309293,0.33521,1.3499442509765625,4,0.08085100898444116
1309323,0.48362,1.564031044921875,3,0.13106157306515223
1309376,0.74073,1.688032119140625,3,0.15509067643075972
1309492,0.33403,1.3659151408691406,4,0.0800485485533182
1309509,0.96373,1.9455118017578124,2,0.1914210240220801
1309551,0.65259,1.5497334869791664,3,0.18633930690376752
1309694,0.45456,1.5913984895833335,3,0.14350904641243042
1309696,0.81086,1.8620262265624998,3,0.1738377195422143
1309870,1.01459,1.7143688730468754,2,0.18841819775563154
1309874,0.27092,1.245166494140625,2,0.13190789129302055
1309982,1.0822,1.6856873046875003,2,0.21599386939869486
1310073,0.62819,1.6180138125000003,3,0.13597365683958207
1310182,0.4972,1.4832855924479167,3,0.1000990812280498
1310236,0.69211,1.717778074869792,3,0.15427265938298917
1310294,0.44089,1.583571880859375,3,0.12267787275395958
1310303,0.6967,2.0890618749999996,3,0.17242629336213247
1310304,0.6702,1.7235898567708332,3,0.13492902494503853
1310367,0.23433,1.1015551469726563,4,0.07582690572699285
1310396,0.32358,1.4608497226562502,4,0.07912455771918675
1310432,0.29574,1.300137164550781,4,0.07944828903651167
1310475,0.66511,1.56033598860677,3,0.12352972192602339
1310485,0.43429,1.5982155270182294,3,0.1121876017771955
1310916,0.67983,1.7692896966145835,3,0.12679731679750772
1310964,0.7521,1.778107734375,3,0.19499294482910093
1311001,0.63159,1.7694678528645837,3,0.12199343505330941
1311113,0.61596,1.7297925989583336,3,0.12749913843753666
1311151,0.6783,1.6689032682291665,3,0.1251779395807198
1311247,0.44288,2.0141139374999977,3,0.1547269345804147
1311496,0.69188,1.8351280429687502,3,0.39047765528130146
1311590,0.5604,1.750624544270833,3,0.1152813706746428
1311631,0.64177,1.6999160208333333,3,0.1567243899906039
1311632,0.42538,1.3507470660807293,3,0.1015095646987668
1311755,0.4722,1.552902630208333,3,0.10397902522267692
1311884,0.68269,1.8099872513020834,3,0.13182903649328898
1311903,0.72049,1.7593018349609375,3,0.13147456283989775
1311921,1.046,1.64718984375,2,0.19340202138422957
1312164,0.52438,1.3729840566406248,2,0.4257135961972021
1312171,0.50151,1.46338572265625,3,0.18994244951818387
1312213,0.40797,1.0981891005859377,3,0.11323013417948279
1312274,0.42551,1.3230514687500001,2,0.13685068267120062
1312818,0.72355,1.7531735156250001,3,0.1316200302883685
1312821,0.66183,2.204088591145834,3,0.21352189343777392
1312897,0.28683,1.224247837890625,4,0.07446085528197162
1313026,0.53752,1.528210796875,3,0.12448932448472855
1313057,0.33809,1.4522980722656254,4,0.08072616212713749
1313177,0.6362,1.4740713281249995,3,0.11659776191863275
1313230,0.21883,1.267630810546875,4,0.07012967596846117
1313434,0.69194,1.7714699921875001,3,0.13840024719402247
1313572,0.70256,1.8182808750000001,3,0.1571981226301395
1313594,0.2894,1.3908269238281252,4,0.07741146725878506
1313698,0.43738,1.5848611770833332,3,0.10871543958648733
1314047,0.45813,1.279660963541667,3,0.09811244516197694
1314067,0.43479,1.5569713359375001,3,0.10209415785218844
1314071,0.32813,1.1898695917968751,4,0.07803052016064681
1314162,0.58267,1.6138906386718748,3,0.11833421311252244
1314296,0.70561,1.879724354166667,3,0.138997523943269
1314317,0.78807,1.3973953307291653,3,0.15682814341860254
1314554,0.35253,1.236528098388672,4,0.08584111306667849
1314581,0.57562,1.4697580312500005,3,0.15454395364323958
1314709,0.66048,1.787718604166667,3,0.17753956828403436
1314847,0.52173,1.352566329752604,3,0.10215024255140343
1314897,0.33769,1.3703484472656249,2,0.12680836632246936
1315191,0.58471,1.8651293867187502,3,0.19800480152418773
1315192,0.228,1.3740048828125002,4,0.0701692430754292
1315197,0.2091,1.1143143530273434,4,0.07034382591972134
1315259,0.22896,1.20390673828125,4,0.0698726583576267
1315296,0.41363,1.6786856249999997,3,0.10437292116011171
1315570,0.61334,1.765010765625,3,0.12438105588186327
1315795,0.37862,1.2910426259765624,4,0.09340469264958888
1315806,0.6959,1.3878556640624993,3,0.15114059193394555
1315818,0.55274,1.556025419921875,3,0.11147404296100914
1315832,0.62968,1.6852758541666668,3,0.12500839624464466
1315890,0.56815,1.401023597005208,3,0.12574010117107862
1315910,0.39468,1.2458142539062498,3,0.10332043447664258
1315947,0.73849,1.7407536588541668,3,0.12478038318277718
1315950,0.36,1.1610800781250001,4,0.0807691269168525
1315974,0.81246,1.5841325195312497,3,0.14493328568729305
1316385,0.14784,1.2555994583333334,3,0.0821538305725117
1316461,0.61047,1.494193227213542,3,0.1198410680115954
1316465,0.32961,1.3895658024902344,4,0.08055861280114243
1316487,0.77696,1.68487275,3,0.12869553000349468
1316626,0.61667,1.7358152109375,3,0.12545371953328152
1316701,0.36213,1.2200640976562493,4,0.08088658205619337
1316831,0.43966,1.3918587890624998,3,0.10663142330536651
1316853,0.69445,1.9335042415364585,3,0.13432343685501846
1316989,0.55474,1.55231071875,1,0.1826524752318263
1317164,0.15555,0.9190233593750002,3,0.08021068407082706
1317277,0.2381,1.0366215930175773,4,0.07236220451115753
1317372,0.74535,1.6970574381510417,3,0.1293069913867093
1317496,0.64554,1.8290562773437504,3,0.1878375281503516
1317526,0.43276,1.3200793958333332,3,0.10342909080933221
1317612,0.10525,1.0407590942382814,2,0.09329518335320001
1317666,0.14227,1.1703061842447917,3,0.08235100977961088
1317724,0.4689,1.6593979687499998,3,0.10079969009717382
1317783,0.39534,1.554586811197917,3,0.10754111306595882
1317956,0.87068,1.8244610507812502,2,0.22179113214629234
1318052,0.48127,1.6315186106770831,3,0.10328499888064023
1318126,0.37397,1.3912117133789061,4,0.0801000003187497
1318158,0.78733,1.6110406152343748,3,0.25232991998506066
1318235,0.36101,1.4426838911132813,4,0.0853074943036332
1318266,0.40726,1.2502717180989584,3,0.11947818508732656
1318304,0.39869,1.5591386835937502,3,0.10518819296389524
1318460,0.36704,1.4377949999999997,4,0.07964105605663248
1318661,0.34498,1.091499211181641,4,0.0837183698439141
1318689,0.49392,1.6309599270833335,3,0.15652848672281633
1318847,0.66107,1.8124696093750003,3,0.15447461737838047
1319058,0.66951,1.8812421276041664,3,0.7371042008148444
1319066,0.33449,1.4555584775390626,4,0.08074850731425477
1319366,0.23572,1.46802087890625,4,0.07335075224758424
1319539,0.37277,1.4939598515625003,4,0.07882531998963699
1319653,0.59613,1.683626188802083,3,0.14761023047125635
1319667,0.67818,1.8486201562500002,3,0.1284912778014725
1319711,0.2427,1.2043510546875,3,0.0845428473675236
1319776,0.6604,1.6189980989583335,3,0.15487728922130006
1319821,0.30929,1.3270625888671876,4,0.08136505500354407
1319840,0.49025,1.5503548095703128,3,0.10135875605822552
1319898,0.72925,1.6595621256510416,3,0.12851673552321824
1319926,0.564,1.4445617187500002,3,0.12036953848521163
1320009,0.69229,1.7575136770833335,3,0.13596480890758347
1320030,0.68207,1.5616640126953127,3,0.1327374539339868
1320126,0.52795,1.5247667708333335,3,0.14843831916477646
1320278,0.57622,1.3414288958333334,3,0.12702391633670337
1320447,0.58009,1.421669518229166,3,0.13500368029699608
1320474,0.78908,1.72338721875,3,0.5237935913294064
1320501,0.33781,1.3594100572916668,3,0.2289397943783802
1320704,0.27087,1.0282380810546876,4,0.07752151060760812
1320762,0.51445,1.4661374674479166,3,0.10161415928782769
1320843,0.60989,1.7023329023437501,3,0.21434492572312805
1321006,0.30348,1.17071343359375,4,0.07862493674207775
1321116,0.62816,1.7880080000000005,3,0.1244910776037738
1321166,0.43623,1.4227653437500005,1,0.1743527144814238
1321261,0.59069,2.153230890625001,3,0.6802174735188938
1321276,0.33227,1.3603725703125003,2,0.11239778467774517
1321338,0.31153,1.511525517089844,4,0.08450304276833083
1321450,0.25928,1.3429040625,3,0.09777515884162248
1321492,0.55583,1.4184793828124997,3,0.1145104250529343
1321973,0.37157,1.1953018242187494,4,0.08011731710054518
1322819,0.33807,1.3535545014648438,4,0.10669181135975568
1322912,0.65953,1.2841909882812492,3,0.15510485426784001
1322954,0.54385,1.4724871419270833,3,0.11816917766594781
1322975,0.84705,1.9350734765624997,2,0.16471603128826756
1323016,0.33582,1.4280924622395832,3,0.1192059925460787
1323106,0.34529,1.4199115546874999,2,0.1479262084968686
1323349,0.5061,1.4063797070312498,3,0.09846054221285605
1323600,0.37145,1.5497451965332034,4,0.08845074585569464
1323740,0.77207,1.8081228564453127,3,0.12337931027512654
1324509,0.21105,1.181631182861328,4,0.06919417235554637
1324536,0.58955,1.499413408203125,3,0.16778371827081365
1324542,0.5421,1.5951096875000002,3,0.1174019345152457
1324544,0.53027,1.7046171679687498,3,0.15691406318457465
1324562,0.35349,1.449912944824219,4,0.09775918198560858
1324582,0.38237,1.2534027988281247,3,0.09709498647754193
1324685,0.54244,1.5008664218749999,3,0.11599284855999732
1324790,0.35775,1.4282230590820313,4,0.09860126341651236
1325191,0.79883,1.6377433681640612,3,0.42979648469167664
1326367,0.55856,1.4901193281249998,3,0.11683229774919322
1327978,0.20786,1.274858484375,3,0.08876166612084746
1328016,0.35167,1.2144900148925777,4,0.08593223382604234
1328089,0.5698,1.5390887434895832,3,0.10869410180602951
1328103,0.57589,1.6038989824218752,3,0.12804530287313967
1328105,0.44259,1.5282437812500003,3,0.10394033762733233
1329168,0.67717,1.6444127734375,2,0.1490318165905745
1329312,0.34586,1.173553119140625,4,0.08361726607912127
1329365,0.6123,1.5241798274739582,3,0.12223787688200964
1329615,0.40474,1.3807789401041664,3,0.1040804273394389
1329622,0.48727,1.5622144648437502,1,0.16003022381996757
1329795,0.52669,1.5347409042968747,3,0.13379978187723043
1330031,0.10643,1.1570513334960937,3,0.07135905345676578
1330339,0.57968,1.336557375,3,0.15479048426320002
1330350,0.76374,1.8066852317708333,3,0.1276978171695895
1330403,0.77713,1.7815265455729168,3,0.20938717767037607
1330530,0.33682,1.2706970185546873,4,0.08156197530918285
1330533,0.36495,1.2778411303710933,4,0.07988899834791796
1330559,0.68194,1.65993023828125,3,0.14876179676644966
1330642,0.63521,1.8283265976562504,3,0.11823871491262289
1330817,0.27144,1.2251268046875001,4,0.075626243977937
1330828,0.36807,1.4587179975585938,4,0.0930823524023218
1330903,0.56544,1.5555540833333332,3,0.14787831269076696
1330964,0.4514,1.3044646484375004,3,0.1053096201226557
1330995,0.71965,1.8721345898437505,3,0.17725797188553186
1331123,0.22248,1.065103607421875,4,0.07290984609050134
1331130,0.39292,1.3871161666666663,3,0.10432876723001609
1331344,0.55122,1.6320127083333336,3,0.12588034594945152
1331513,0.40675,1.3277576904296875,3,0.12001519417335137
1331660,0.72139,1.7588773017578125,3,0.203981354408678
1331700,0.36123,1.495990440673828,4,0.10372438233998223
1331707,0.65516,1.807529546875,3,0.13510955381984027
1331719,0.5874,1.4044769531249994,3,0.11956845171632798
1331836,0.35778,1.5156020356445314,4,0.08683787766982194
1331883,0.62011,1.6290754524739584,3,0.12946180657872855
1331887,0.78539,1.5488490722656252,3,0.1360844291226015
1331925,0.61628,1.6137545625000005,3,0.12418259850907863
1331993,0.721,1.9285059895833339,3,0.1383074583243928
1332008,0.61272,1.4345438385416667,3,0.1635706478220578
1332392,0.51318,1.4561894641927082,3,0.10004994851597769
1332614,0.51917,1.535093591796875,3,0.10215950332457198
1332632,0.62383,1.458011161783854,3,0.1283065013208483
1332689,0.48824,1.4018135624999999,3,0.1054155315218117
1332701,0.79232,1.8010715625000002,2,0.16352920191832665
1332709,0.69431,1.7911592304687503,3,0.19509835231276215
1332721,0.42274,1.5287044895833335,3,0.09715995032520407
1332747,0.34357,1.5098761499023434,4,0.08358467177557444
1332795,0.68047,1.7908055465494792,3,0.14590125843548526
1332819,0.34234,1.3428807375488283,4,0.08437983932167739
1333246,0.43879,1.8111331152343755,3,0.1962893035791964
1333248,0.69519,1.7221187994791665,3,0.1289947898719291
1333291,0.3657,1.3384037825520831,3,0.09842836493932866
1333442,0.69344,1.5335774999999998,3,0.13613989890307002
1333489,0.68244,1.571892957682292,3,0.1328789909255771
1333576,0.59011,1.65470821875,1,0.20742950179880318
1333949,0.66047,1.789005080078125,3,0.17819012840179002
1334084,0.13431,1.077077561848958,3,0.07659120175426483
1334087,0.26722,1.4675331614583336,3,0.10020677330428784
1334253,0.62135,1.4856041601562502,3,0.12838043404609964
1334257,0.68067,1.934028814127604,3,0.12647775322369884
1334265,0.58646,1.50806656640625,3,0.1539743009806233
1334302,0.4557,1.4564581770833334,3,0.09779065435515409
1334321,0.80454,1.6986877513020833,3,0.1541744852850552
1334423,0.35888,1.4880664921875002,4,0.09240514214920324
1334448,0.51812,1.2179552578125012,3,0.1114207727362242
1334581,0.82885,1.6052445117187497,3,0.20004089266612493
1334597,0.29,1.4337392578125003,4,0.07714230760127219
1334620,0.1972,1.1638989778645834,3,0.08869559017859424
1334644,0.2891,1.133265560302734,4,0.07751450095372461
1334645,0.248,1.1778,4,0.07767673667858045
1334647,0.74472,1.8364995416666667,3,0.20179777384193756
1334686,0.6604,1.6696424609375002,3,0.13717879000395566
1334707,0.64989,1.8181014414062504,3,0.138171828899292
1334742,0.52919,1.3452093281250002,2,0.13948873337621026
1334858,0.628,1.6019265625,3,0.12746855315964212
1335259,0.72764,1.5475650234374996,3,0.1431916150953002
1335305,0.33501,1.285207869140625,4,0.08152564805283372
1335323,0.20081,1.137095146484375,3,0.08754635840029494
1335387,0.60642,1.5814242721354166,3,0.11663521307727065
1335432,0.42751,1.2430303548177086,3,0.1032797130499305
1335472,0.50705,1.6335695947265627,3,0.10703701360089667
1335564,0.6075,1.63293115234375,3,0.14380050096835995
1335585,0.60687,1.3632241516927082,3,0.11908048177777612
1335671,0.5248,1.6220854166666667,3,0.10675662388034503
1335675,0.60791,1.5721612197265624,3,0.11789439022821552
1335717,0.30528,1.3410349843750002,4,0.0755560220561527
1335756,0.45038,1.39476321484375,3,0.10699145581178633
1335818,0.62317,1.7034830989583336,3,0.12403956292369185
1335854,0.57927,1.7326730494791667,3,0.11538510438192352
1335885,0.39982,1.535245294270834,3,0.1466226847691438
1336002,0.396,1.4558480468750001,3,0.1052596244446161
1336008,0.43867,1.5404821282552088,3,0.10332346152585786
1336009,0.3427,1.3278503149414063,4,0.08446076167953494
1336150,0.34905,1.371825099487305,4,0.09787687072560813
1336244,0.56608,1.3011922500000002,3,0.13142116594585396
1336359,0.42938,1.35865546875,3,0.17754872306269967
1336384,0.58439,1.5966648964843753,3,0.12446798759228876
1336453,0.18579,1.292094220703125,3,0.08655748855502259
1336464,0.38834,1.5159660468749998,3,0.10686388073382229
1336480,0.25695,1.2464549584960938,4,0.07916157961229471
1336558,0.46865,1.356206484375,3,0.10210043426130398
1336662,0.182,1.3219007812500003,3,0.08747883252139667
1336687,0.2348,1.26368033203125,4,0.07413765397733448
1336693,0.64929,1.5951995157877603,3,0.13513409457447825
1336925,0.65056,1.4691703333333326,3,0.13071965726380375
1336942,1.02661,1.6255430893554685,2,0.19030710180326774
1336953,0.60141,1.5868138151041666,3,0.122511559538116
1336957,0.83031,1.763460787109375,3,0.12539033502835759
1336975,0.11088,1.0466572500000002,3,0.07006311037693815
1337228,0.57858,1.579813265625,3,0.14295640918286157
1337267,0.45439,1.4190244619140626,3,0.11292048106490515
1337272,0.504,1.4176864583333335,3,0.09456098173277185
1337311,0.4225,1.4143502604166667,3,0.09512264275097766
1337321,0.56389,1.773528639973959,3,0.12210152991306279
1337541,1.05561,2.416144722656251,2,0.23432516368737782
1337549,0.74939,1.777635359375,3,0.1933164254278508
1337649,0.26238,1.3431279394531253,4,0.07864652901250739
1337687,0.32917,1.4169808891601563,4,0.08110021039599422
1337703,0.53281,1.5042195009765624,3,0.11468619116482655
1337838,0.313,1.5654704101562493,4,0.09455633220486934
1337971,0.41166,1.1741316621093756,3,0.11516414937001547
1338128,0.3128,1.2368396484374997,4,0.08373653105922119
1338170,0.3878,1.3933114453124997,3,0.1671326679037328
1338223,0.60072,1.6003031458333332,3,0.14832215692456147
1338233,0.60279,1.4033282106119787,3,0.14707826196981946
1338266,0.6498,1.5305761718749995,3,0.135285092303095
1338278,0.5656,1.6858739583333335,3,0.11483934411279444
1338324,0.42719,1.3596400566406253,3,0.12390256972855145
1338430,0.5183,1.5742477734375002,3,0.10919581593983281
1338471,0.53228,1.3818452187499997,3,0.12619042026016689
1338485,0.58582,1.8800639453125003,3,0.17021058461636282
1338649,0.61443,1.530134891927083,3,0.16129626076962192
1338665,0.72199,1.6249038450520832,3,0.13537461256814137
1338675,0.33153,1.3572763808593749,4,0.07870876350021094
1338718,0.73429,1.4736384072265634,2,0.3282815604080577
1338749,0.85956,1.8946083476562499,2,0.16978232681490837
1338762,0.42108,1.5950142708333328,3,0.09406416349485246
1338849,0.62065,1.4773132145182295,3,0.13069678247922345
1338940,0.77404,1.904754177734375,3,0.13787917186095988
1338959,0.46283,1.6408266972656247,3,0.09932451299267929
1339002,0.30356,1.2023240537109376,4,0.07734103196022439
1339102,0.64929,1.9877380520833345,3,0.3834557074441998
1339149,0.46998,1.4167219355468752,3,0.10122000093607574
1339176,0.92613,1.8704528046875,2,0.20184407667520074
1339217,0.33245,1.302456862792969,4,0.0776074633567544
1339220,0.60052,1.6544958697916667,3,0.11975276411293106
1339227,0.82152,1.6424513020833336,3,0.15029034452120707
1339232,0.96937,2.41632467578125,2,0.2537259966341199
1339246,0.95867,1.9248140830078126,2,0.1881450538996521
1339276,0.96519,2.09185263671875,2,0.19143287973468215
1339291,0.81924,1.6999708151041666,3,0.1544121994478986
1339327,0.77378,1.9012704374999998,3,0.26133589327921086
1339371,0.63699,1.8254676572265638,3,0.819776107336606
1339392,0.18191,1.0721447255859373,3,0.08793243871335062
1339425,0.53633,1.4625141445312504,3,0.1437780341833497
1339609,1.12212,2.367490125,2,0.1845772974683416
1339702,0.2571,1.0709902734374996,4,0.08373605880431843
1339703,0.49383,1.5074456380208332,3,0.1184019221698976
1339716,0.45791,1.829411285156251,3,0.1329460073154203
1339756,0.27633,1.2295893994140623,4,0.07357416774754032
1339875,0.46064,1.4714806874999997,2,0.12540954974969898
1339909,0.753,1.4927890625,3,0.21243354879151774
1340125,0.65254,1.4108990598958335,3,0.1577800488306094
1340132,0.61054,1.523302416666666,3,0.16568029077955146
1340141,0.65523,1.7459659153645835,3,0.21925249348288953
1340253,0.6938,1.6177113281250002,3,0.2299014270575356
1340460,0.63843,1.4673335338541673,3,0.12005481719361714
1340470,0.58187,1.8154429921875002,2,0.15179751813353443
1340493,0.71784,1.8176558984375,3,0.4573312454239547
1340521,0.65415,1.7911342968750004,3,0.13713868931034182
1340539,0.4482,1.3727729166666665,3,0.11370006481894616
1340700,0.32657,1.3041582216796874,4,0.07677304333099974
1340706,0.29425,1.3515685913085935,4,0.0770969524072234
1340954,0.30566,1.2554864443359377,4,0.07747643583006258
1341000,0.54259,1.8056136464843748,3,0.12555905219437272
1341227,0.83108,1.6478527890624999,3,0.1259221307053681
1341271,0.82656,1.5455004583333334,3,0.14143444982274425
1341370,0.41,1.5552226562499998,3,0.10916092364910927
1341423,0.59825,1.5662537841796873,3,0.11802260670098846
1341426,0.55432,1.731204854166667,3,0.12013894420320459
1341459,0.52341,1.5191452454427086,3,0.10478812700674134
1341502,0.51185,1.4900974707031251,3,0.10009209310354718
1341556,0.71721,1.5515260664062502,3,0.14342341161809483
1341743,0.68487,1.6697324960937499,3,0.13836728756240682
1341823,0.55093,1.212774754557291,3,0.10634994874184772
1341857,0.50373,1.4337811012369792,3,0.21292670220869447
1341894,0.31401,1.28115975,1,0.1636223688830295
1342255,0.21976,1.2159482499999998,1,0.16481522910626145
1342580,0.87622,1.6768716249999998,1,0.21325239267788346
1342647,0.51725,1.3933807617187501,3,0.11779110434012281
1342707,0.65375,1.7318078613281251,3,0.2940853825910232
1342810,0.70232,1.3153081874999997,2,0.16092746993449697
1342906,0.498,1.4305363606770836,3,0.09783409551507964
1343208,0.49558,1.5088221145833332,3,0.09999804379125021
1343337,0.33947,1.48963714453125,3,0.10405908875778143
1343533,0.36947,1.4498461201171873,4,0.1382816099282892
1343542,0.78644,1.6521080859375,2,0.3124593045291852
1343759,0.50677,1.5881905143229165,3,0.09792987418779443
1344347,0.26453,1.4937260625000002,1,0.16776734923836434
1345441,0.71536,1.8317275208333335,3,0.19208139784432243
1345458,0.56932,1.5335607552083335,3,0.10864810375776969
1346137,0.36379,1.4897807558593752,4,0.080626529330462
1346139,0.50379,1.8993180989583334,3,0.33787592918693826
1346149,0.58493,2.0042760625000002,3,0.6592898080458202
1346627,0.68257,1.71937621875,3,0.13024779551291082
1346628,0.53253,1.4353500377604167,3,0.11951630620418362
1347112,0.79389,1.602822028645833,3,0.12919692315588596
1366175,0.40561,1.0998715227864582,3,0.11160874431214428
1366187,0.46406,1.3772267539062497,3,0.09937753473990533
1366195,0.55439,1.6191562500000003,3,0.11022255796177534
1366280,0.73234,1.3848569570312497,3,0.12739399882858174
1366436,0.24,1.20233984375,4,0.0719061238082055
1366475,0.45596,1.4661972187499999,3,0.09955713096376066
1366482,0.32206,1.4139844843749998,4,0.07944407244229078
1366690,0.27223,1.0983544252929685,4,0.07405594411193424
1367180,0.80489,1.8266285839843743,3,0.1336472034488624
1367234,0.25278,1.342211853515625,4,0.07770574637881807
1367331,0.44793,1.362194821940104,3,0.10106099483346188
1367408,0.54366,1.9603276015625006,3,0.19903623293775552
