JD_TDB,date,geometric_range_AU,geometric_range_rate_kms,stationary_endpoint_two_way_y_forecast,stationary_endpoint_equivalent_mm_s,stationary_endpoint_range_drift_m_per_year
2453371.5,A.D. 2005-Jan-01 00:00:00.0000,8.094429603573074,-8.07314358749196,-1.9791584143751856e-14,0.002966683829084597,93.62142160472193
2453401.5,A.D. 2005-Jan-31 00:00:00.0000,8.115753413341357,8.059298685014936,-1.9843722712615068e-14,0.0029744992039426495,93.86805607834242
2453431.5,A.D. 2005-Mar-02 00:00:00.0000,8.39471076002878,21.88779173483491,-2.052579767896534e-14,0.003076739669293857,97.09451978770981
2453461.5,A.D. 2005-Apr-01 00:00:00.0000,8.85591496273065,26.1729981356566,-2.1653482053562478e-14,0.0032457753045481916,102.42887875081222
2453491.5,A.D. 2005-May-01 00:00:00.0000,9.339972759543262,30.06900278325633,-2.283704545274588e-14,0.003423186994868205,108.02756590925534
2453521.5,A.D. 2005-May-31 00:00:00.0000,9.758464285952,19.14272106981881,-2.386029362019048e-14,0.003576568036499311,112.86790346863336
2453551.5,A.D. 2005-Jun-30 00:00:00.0000,10.030201051998723,7.404653379758902,-2.452471363908725e-14,0.003676162091804046,116.0108528283182
2453581.5,A.D. 2005-Jul-30 00:00:00.0000,10.085764682126594,-1.705855048136157,-2.466057154568052e-14,0.0036965266796822114,116.65351034674224
2453611.5,A.D. 2005-Aug-29 00:00:00.0000,9.941873648679339,-15.73469247474371,-2.430874545842348e-14,0.0036437892759385556,114.98924445436137
2453641.5,A.D. 2005-Sep-28 00:00:00.0000,9.610201714275275,-25.32932389782466,-2.3497778741882866e-14,0.003522228423284606,111.15307569064889
2453671.5,A.D. 2005-Oct-28 00:00:00.0000,9.142063825930705,-27.44743073765032,-2.2353140903046174e-14,0.003350651527672276,105.73852064967299
2453701.5,A.D. 2005-Nov-27 00:00:00.0000,8.658929916100563,-19.49939982124135,-2.1171836487861447e-14,0.003173578450535035,100.15051931060654
2453731.5,A.D. 2005-Dec-27 00:00:00.0000,8.288399827161404,-15.20915159629317,-2.0265858204994675e-14,0.003037775722377411,95.86491113649932
