source_id,APOGEE_ID,actual_epoch_gaia_to_2mass_arcsec,apogee_to_2mass_arcsec,actual_observation_jyear,err_maj,err_min,window_residual_arcsec
5943316787222159616,2M16441730-4442341,1.1548420088043356,0.0,1999.3807800136885,0.06,0.06,1.1492059504435088
5943121653942322304,2M16440731-4543596,2.370791620180603,0.0,1999.3807780971938,0.06,0.06,2.366585188428226
5062267811937244800,2M02393285-3417028,0.6016268531393232,0.0,1998.9120616016426,0.06,0.06,0.5530131225395669
4054415596624105216,2M17333548-3329580,2.9610054216854595,0.0,1998.615966324435,0.06,0.06,2.9556610392657703
6050206909598051840,2M16225221-2324379,0.6017183052559287,0.0,1999.3228851471602,0.42,0.39,0.6011602748743702
4057555041617342848,2M17433070-2837268,1.7788145982442098,0.0,1998.4989705681037,0.06,0.06,1.778720348588522
4057200483477261568,2M17481975-2941196,2.6443240031780433,0.0,1998.5369256673512,0.06,0.06,2.627131151826201
4057547516834238336,2M17445104-2833203,2.3856738550222754,0.0,1998.4989971252571,0.06,0.06,2.380898805831906
4153366381786705408,2M18294631-1119366,2.873960619487916,0.0,1999.3233891854893,0.06,0.06,2.873511688922721
4257002641291558528,2M18394799-0357051,2.033921394148239,0.0,1998.763921423682,0.06,0.06,2.027303097320898
4056827341014276608,2M17473220-2942431,2.487677303889313,0.0,1998.5368988364132,0.07,0.06,2.4860086317790437
4094656828864589184,2M18152150-1937391,2.5139678104714616,0.0,1999.394123203285,0.06,0.06,2.512303986979044
6054626357931509248,2M12234529-6231378,1.8907953092443324,0.0,2000.120132238193,0.06,0.06,1.887737085059758
4054418100583613568,2M17335892-3322300,2.1455192550422564,0.0,1998.6159775496233,0.06,0.06,2.140980111142606
5867118737311232256,2M13561069-6115380,1.1155395728480857,0.0,2000.1389297741266,0.08,0.06,1.1070462337598588
5943318195956872576,2M16451016-4443001,1.833655122553591,0.0,1999.380806570842,0.06,0.06,1.8299956037248488
5966416598779040768,2M17005404-4121210,1.0148955732498082,0.0,1999.3560865160848,0.06,0.06,1.0097830498579898
5970179471165538688,2M16561178-3921257,1.7372155758918653,0.0,1999.3559570157433,0.06,0.06,1.7362750266763336
6054227480066476800,2M12190965-6255438,2.7926814952893726,0.0,2000.120045995893,0.06,0.06,2.769142137087625
4054478818561656192,2M17314168-3316357,1.6500914782673954,0.0,1998.6054491444218,0.06,0.06,1.645678692395697
4094924456842263168,2M18053878-2023424,1.647627977029602,0.0,1999.3313289527716,0.06,0.06,1.6426666893628117
5943171166329414784,2M16435627-4535380,1.9904697784508878,0.0,1999.3807783709783,0.06,0.06,1.9859162372972008
3606735865269546368,2M13363626-1351428,0.5415234339881508,0.0,1998.2117683778235,0.61,0.2,0.5365035063840449
5943123513667909888,2M16435676-4540038,1.2588174693433274,0.0,1999.3807780971938,0.06,0.06,1.2576501564430405
4057294564762569728,2M17484921-2859266,2.934375088261605,0.0,1998.5369486652983,0.06,0.06,2.9343682302165197
5943231467670645760,2M16453807-4515514,0.7282167306276571,0.0,1999.380805475701,0.06,0.06,0.7231693585521065
4057558550604069504,2M17443071-2837274,2.522741268439265,0.0,1998.4989971252571,0.06,0.06,2.5160004170600647
6053734245987026176,2M12290810-6320531,1.4935561184745292,0.0,2000.3053875427788,0.06,0.06,1.4915005073039194
5867211375453618560,2M14000661-6057302,2.363068167323789,0.0,2000.1389834360027,0.07,0.06,2.352980882084758
4054564786604018432,2M17345404-3247352,2.529152056609582,0.0,1998.6159915126627,0.06,0.06,2.5256355692812624
4154157342958009728,2M18260257-1114084,1.06197019243511,0.0,2000.5057453798763,0.09,0.06,1.0607279366356168
5982389513468985088,2M15481144-5021574,1.6000424928035284,0.0,1999.4432865160848,0.06,0.06,1.5873047171214727
6054573826195875840,2M12284228-6241323,2.267907784732069,0.0,2000.3053738535252,0.07,0.06,2.2604582405126057
4057259449105552768,2M17472086-2919084,2.792927625339061,0.0,1998.5368996577683,0.06,0.06,2.7775223080176503
6054829153399669248,2M12204039-6220211,2.5255065394108964,0.0,2000.120071184121,0.06,0.06,2.507391217407349
4053653390248962560,2M17343899-3349574,2.9215480634531463,0.0,1998.6159937029436,0.06,0.06,2.9193929204049645
4057167777299860992,2M17421548-2859080,1.722951653510294,0.0,1999.5060958247773,0.06,0.06,1.7157669064576369
4053776157594052736,2M17372556-3310225,1.7548803474415418,0.0,1998.6160769336077,0.06,0.06,1.753460097367502
5965574682113393024,2M17044599-4202093,1.9397246618475799,0.0,1999.6126765229299,0.07,0.06,1.9345410926942688
4057179184736367232,2M17431855-2840426,2.896732291234814,0.0,1998.4989642710473,0.13,0.09,2.887879164365653
4067664333838033664,2M17525525-2422175,1.462982917408146,0.0,1998.5370631074607,0.06,0.06,1.4621269988865238
4054565336377545984,2M17350328-3245149,1.9519576643735153,0.0,1998.6159915126627,0.11,0.11,1.944340957307644
4067787135484282752,2M17563284-2352501,1.9409830619121076,0.0,1998.4497169062283,0.06,0.06,1.938136660247061
4054431470825402112,2M17333632-3316051,2.9618317712856452,0.0,1998.6159657768658,0.06,0.06,2.961154290830456
4057560264297220992,2M17442890-2831375,2.5062295444399814,0.0,1998.4989973990416,0.06,0.06,2.502831571051168
5965701057238246144,2M17104185-4211206,1.9318395228367993,0.0,2000.174909787816,0.06,0.06,1.9265029631558477
5867172171021462272,2M13561151-6104427,1.0628086601196858,0.0,2000.1389300479125,0.08,0.06,1.0614835853214948
4056876578527323392,2M17465285-2937311,2.471579282251271,0.0,2000.7679698836419,0.06,0.06,2.469138471301374
5943323517407513600,2M16441574-4436344,1.9962702655476123,0.0,1999.3807802874746,0.06,0.06,1.9953342691287108
4054926006233612160,2M17313565-3130506,1.7378636066917297,0.0,1998.6054455852154,0.06,0.06,1.728444414245762
4094152153015489280,2M18070280-2037130,2.797939032455431,0.0,1999.5114844626964,0.06,0.06,2.7972894003783573
5943176668206587520,2M16425930-4526008,0.9416943221035529,0.0,1999.3807340177957,0.06,0.06,0.9384712655548026
5943254321190619392,2M16470224-4456441,1.0387574636902497,0.0,1999.3808459958927,0.06,0.06,1.0234891313461978
5867092387704608896,2M13542748-6126453,1.3615374279799968,0.0,2000.1937930184804,0.06,0.06,1.3592143214949295
5943273115969704832,2M16453857-4440124,1.0757089070976937,0.0,1999.3808068446267,0.06,0.06,1.0708587044995763
4068546451410963200,2M17483121-2351535,1.2201298237952851,0.0,1998.6027668720055,0.06,0.06,1.215763146837977
4053638826069553920,2M17353813-3353292,1.3692287139212562,0.0,1998.6160202600956,0.06,0.06,1.3595876796887278
4054828665103422080,2M17324863-3216068,1.0047281166479154,0.0,1998.6159373032176,0.11,0.11,0.9993026228373976
4057148291032195072,2M17433967-2908204,2.208591150626361,0.0,1998.4989694729638,0.06,0.06,2.1986466721815328
5867104929009627264,2M13565213-6121361,2.8378909451792262,0.0,2000.138936344969,0.06,0.06,2.8317589083454338
5241901005218423680,2M10561653-6128055,0.78298471584349,0.0,2000.0594943189594,0.06,0.06,0.7769273058661269
4094150258920681856,2M18061995-2035587,1.6532647626579295,0.0,1999.5114579055444,0.06,0.06,1.647817943937538
4067373993987346304,2M17545572-2512487,1.5706504638638639,0.0,1998.537114579056,0.06,0.06,1.5684802794638766
5940107072244377344,2M16465504-4548387,2.7023997793134455,0.0,1999.3808309377134,0.06,0.06,2.6931372124739887
4094160399344945664,2M18081954-2039346,2.737158389514654,0.0,1998.6027871321014,0.06,0.06,2.735679311350466
6638380999789033728,2M19105623-5954216,0.5647784281075493,0.0,1999.8152481861741,0.06,0.06,0.5536799479166987
5965919379004244608,2M17070270-4153231,0.8678019217056481,0.0,2000.1502655715267,0.06,0.06,0.8633354874614684
4057263159958271616,2M17480828-2917418,1.6359149782047644,0.0,1998.5369226557154,0.11,0.11,1.629635674761159
4053800248114670464,2M17370285-3255301,2.226622210882483,0.0,1998.6160643394937,0.06,0.06,2.222074973185049
2064166956110535552,2M20285596+3853357,2.8252235284029754,0.0,1998.469345379877,0.07,0.06,2.8193147513757446
4067815791508754944,2M17535386-2402029,2.0370526184069213,0.0,1998.537090485969,0.06,0.06,2.0365248229981527
4054573376547724160,2M17353316-3239126,2.857882344152326,0.0,1998.616005749487,0.06,0.06,2.8522249607270984
5943264457314570880,2M16453225-4452301,2.2065052072238114,0.0,1999.380806297056,0.06,0.06,2.19689502545474
