source_id,APOGEE_ID,actual_epoch_gaia_to_2mass_arcsec,apogee_to_2mass_arcsec,actual_observation_jyear,err_maj,err_min,window_residual_arcsec
4668247409117626624,2M04160401-6736114,0.5456540095253137,0.0,1998.808673785079,0.08,0.06,0.5387309007415311
6083434254085152640,2M13275447-4807526,2.2597804304179308,0.0,1998.3646494182074,0.08,0.06,2.241916609126073
4095638520929799168,2M18153209-1825250,1.1938655442124602,0.0,1999.3941207392197,0.07,0.06,1.1919136451262795
4067419658090755840,2M17544001-2512339,0.9722125555915233,0.0,1998.537114579056,0.06,0.06,0.9708414759038024
4689625729105416704,2M00231829-7209398,0.6988957674298701,0.0,1998.6006179329231,0.07,0.06,0.6918488147171397
4152665413053049344,2M18211951-1305166,2.150869149297913,0.0,1999.3317242984256,0.06,0.06,2.1442998261814923
4054428481527670016,2M17331223-3324447,1.6748066632842982,0.0,1998.6159509924712,0.06,0.06,1.6745801943994103
5337204370984538112,2M11112524-6128593,2.547727650679492,0.0,2000.0597437371657,0.13,0.13,2.543041601258026
158034077570690816,2M04380185+2858072,0.5683118176650725,0.0,1998.8877563312801,0.49,0.09,0.5675641879061711
2126071110028183552,2M19222709+4323078,0.8007625503244157,0.0,1998.4337859000682,0.08,0.08,0.7885493109223933
4056875341569007104,2M17471379-2940075,1.7252793995439646,0.0,1998.536899110199,0.07,0.06,1.722036950293662
4659786220476277504,2M05535585-6614152,0.8313301411179913,0.0,1998.8140717316903,0.18,0.09,0.8167841445110311
4064308138953896320,2M17554068-2555522,1.0610478011151026,0.0,1998.537159206023,0.06,0.06,1.0578469315682917
4153397271188585600,2M18254258-1124281,1.280080894136857,0.0,2000.5057451060918,0.09,0.06,1.2735309048656096
4067341966412889472,2M17542055-2527262,2.768262867733572,0.0,1998.5370948665293,0.06,0.06,2.7672505013987623
4054523039519516544,2M17351826-3302485,1.5679071834645963,0.0,1998.6160049281318,0.06,0.06,1.557688187003028
4066853684493215488,2M17465905-2623332,0.9766233545070698,0.0,2000.7679633127996,0.06,0.06,0.9681176050003386
4054428756420374528,2M17330584-3323420,2.429639682498547,0.0,1998.6159509924712,0.06,0.06,2.422182393886013
1165951099649397504,2M15331805+1010338,0.5671095846270382,0.0,2000.2760221765916,0.33,0.06,0.5631341064492107
4054069937701531136,2M17452907-3227078,2.2523553028272,0.0,1998.6163019849412,0.06,0.06,2.168060304650751
2034513780386192384,2M19475427+3145132,1.25738838768463,0.0,1998.3298639288155,0.06,0.06,1.2512844246447
4055519884252881280,2M17483989-3218255,1.8009847013032596,0.0,1998.6163822039694,0.06,0.06,1.7902976234827404
5966740404951059712,2M17035342-4107028,1.3392505619889647,0.0,1999.3561645448322,0.06,0.06,1.3244445780176266
6053810971318481792,2M12244731-6306172,1.8152856357051137,0.0,2000.3053199178644,0.07,0.06,1.811120545628384
4094662322105132672,2M18161271-1930046,2.9177501369468994,0.0,1999.3941497604383,0.06,0.06,2.9144309192144924
2027938219783295360,2M19513447+2720329,1.3265407074924296,0.0,1998.283286516085,0.06,0.06,1.3222681272622063
4054429374895431296,2M17333941-3323590,1.6834486603596706,0.0,1998.6159660506503,0.06,0.06,1.6817955168030694
4054057465117066880,2M17455450-3229040,2.1246350660779894,0.0,1998.6163134839153,0.06,0.06,2.073303077743013
4760542854696181760,2M05150139-6153216,2.337103491591545,0.0,2000.1302453114306,0.06,0.06,2.320101638576329
4095006160006494720,2M18060256-1957575,2.4149555194470973,0.0,1999.5114592744699,0.06,0.06,2.410819542372421
5867124342245103616,2M13570021-6107474,1.9381891828611713,0.0,2000.1389360711844,0.06,0.06,1.9359327118265628
4312453555305088768,2M19110815+1104155,0.833637779588808,0.0,1999.5882620123202,0.06,0.06,0.8294872556391091
4056975392831933312,2M17383775-3008485,1.1499352468788917,0.0,1998.616109787816,0.06,0.06,1.1432867098610284
4154151403016820352,2M18255163-1115553,2.3495212950469466,0.0,2000.5057453798763,0.09,0.06,2.328856863394942
4067066646135390080,2M17455283-2600364,1.1593306053413048,0.0,2000.7679353867218,0.06,0.06,1.1588775715805342
4057178115285678592,2M17430781-2847565,2.8719865152880013,0.0,1998.4989645448318,0.06,0.06,2.869065797043597
6054544379929782784,2M12200153-6314092,0.9282524644476196,0.0,2000.120058590007,0.06,0.06,0.9238627737464494
4104776046680608768,2M18305516-1332028,1.463469929532571,0.0,1998.3349470225871,0.06,0.06,1.4586621262877957
4094982971478248320,2M18041682-2006369,1.5109018530767406,0.0,1999.3312919917864,0.06,0.06,1.5096452125336568
4063971486544372224,2M18013880-2653102,2.261678292569612,0.0,1999.5062976043805,0.06,0.06,2.2596668436536675
5943217109588391168,2M16461607-4523283,1.0851417905790295,0.0,1999.3808205338803,0.06,0.06,1.081868134809478
4054429958995885824,2M17334569-3321182,1.946516073296302,0.0,1998.6159660506503,0.06,0.06,1.944998996836264
6054590628135746944,2M12280365-6233563,1.8526829956490931,0.0,2000.3053741273097,0.07,0.06,1.8450137386281085
5866250123124288384,2M13582623-6206490,1.3317137131267875,0.0,2000.1389645448326,0.07,0.06,1.322172937879018
5866262801865648256,2M14005512-6200539,2.6840269354296815,0.0,2000.1389908282001,0.07,0.06,2.6803252661554016
4094917928489852288,2M18052391-2028067,1.5152768326220614,0.0,1999.3313292265575,0.06,0.06,1.5137799790592146
6053807260466748288,2M12254477-6307346,1.2268252976624858,0.0,2000.3053338809038,0.06,0.06,1.220380228790759
4094946412717325184,2M18072036-2009332,2.6839382860250134,0.0,1999.5114855578374,0.06,0.06,2.670835140897002
2020717997496373120,2M19443722+2410427,2.323285636017744,0.0,2000.3392991101985,0.06,0.06,2.289085209725905
5992927954438641024,2M16235962-4157043,1.3041822199092898,0.0,2000.1694056125934,0.06,0.06,1.2984646732210254
5866350384845306112,2M13582901-6129088,1.5154593503209066,0.0,2000.1389631759068,0.07,0.06,1.5022533103248736
4055375573346205312,2M17365919-3058095,1.7108765562356536,0.0,1998.6160602327168,0.06,0.06,1.709863474938998
6054670995526196608,2M12303867-6230222,1.3381524455381537,0.0,2000.3054006844632,0.06,0.06,1.3367331920538783
5866321007267977088,2M13570765-6141566,1.513708106072049,0.0,2000.138937166324,0.06,0.06,1.5061636528033724
6054609422916545536,2M12233023-6242062,2.9248529962984704,0.0,2000.1201316906224,0.06,0.06,2.923601806658173
5866375265604295296,2M14042329-6132480,2.506557326127351,0.0,2000.1390617385348,0.07,0.06,2.501700492936767
5866330907178416640,2M13583085-6144596,1.3081222543447206,0.0,2000.1389637234774,0.07,0.06,1.30743773182596
4154183559440971392,2M18251636-1049078,2.5494066448678137,0.0,2000.5057399041752,0.06,0.06,2.548951587035741
4153310753371101568,2M18281511-1150356,2.4960563971156144,0.0,2000.5058447638608,0.07,0.07,2.494443718028398
5333264339791235712,2M11481893-6256153,2.2085221856661064,0.0,2000.1090140999318,0.06,0.06,2.196981889258321
4153199191592376832,2M18270161-1214430,2.9731506551705285,0.0,1999.6071794661186,0.08,0.06,2.962284960666037
4057301436712496640,2M17493507-2855172,2.6367994767651326,0.0,1998.5369538672148,0.06,0.06,2.633780614597637
4153303473424308608,2M18251971-1128566,2.726540287843647,0.0,2000.5057412731007,0.08,0.07,2.716747779700255
5943265758684176384,2M16463184-4452343,2.3465256326271127,0.0,1999.3808328542095,0.06,0.06,2.340222518777768
4153391464393088896,2M18272864-1119345,2.0140431418875204,0.0,2000.5058173853522,0.07,0.06,2.00531790200635
4153404009999723008,2M18271056-1114402,2.812672836603435,0.0,2000.5058171115675,0.07,0.06,2.807328601319306
5866311287759028992,2M13550768-6157557,1.7912342731326334,0.0,2000.1937941136202,0.06,0.06,1.7435688598054009
