source_id,APOGEE_ID,two_mass_designation,window_residual_arcsec,unrestricted_residual_arcsec,best_unrestricted_jyear
4668247409117626624,2M04160401-6736114,04160401-6736114,0.5387309007415311,0.5130509811408812,1986.867110329062
6083434254085152640,2M13275447-4807526,13275447-4807526,2.241916609126073,1.9199716276528451,2094.5263810694796
4095638520929799168,2M18153209-1825250,18153209-1825250,1.1919136451262795,1.077075338541018,2195.8703732665267
4067419658090755840,2M17544001-2512339,17544001-2512339,0.9708414759038023,0.9462279065133766,2094.133858324768
4689625729105416704,2M00231829-7209398,00231829-7209398,0.6918488147171397,0.20576233199101437,1892.6643419239563
4152665413053049344,2M18211951-1305166,18211951-1305166,2.1442998261814923,1.3986720919889017,1640.4856754102293
4054428481527670016,2M17331223-3324447,17331223-3324447,1.6745801943994103,1.674079289129467,2013.3690529982684
5337204370984538112,2M11112524-6128593,11112524-6128593,2.543041601258026,2.542977022419776,1997.083703638857
158034077570690816,2M04380185+2858072,04380185+2858072,0.5675641879061711,0.5633954100987799,2027.0595023230806
2126071110028183552,2M19222709+4323078,19222709+4323078,0.7885493109223933,0.1806463048643112,1936.0285530401984
4056875341569007104,2M17471379-2940075,17471379-2940075,1.7220369502936619,0.12782146275723827,1413.080171959784
4659786220476277504,2M05535585-6614152,05535585-6614152,0.8167841445110311,0.362392383570458,2105.6416326318276
4064308138953896320,2M17554068-2555522,17554068-2555522,1.0578469315682917,0.2860322104476921,2794.439323940622
4153397271188585600,2M18254258-1124281,18254258-1124281,1.2735309048656096,0.24251487415028108,1421.134822870059
4067341966412889472,2M17542055-2527262,17542055-2527262,2.7672505013987623,2.68554814347778,2414.14453566836
4054523039519516544,2M17351826-3302485,17351826-3302485,1.557688187003028,0.3251326050392591,2367.2034854169287
4066853684493215488,2M17465905-2623332,17465905-2623332,0.9681176050003386,0.7960758461412663,1873.3085904139195
4054428756420374528,2M17330584-3323420,17330584-3323420,2.422182393886013,0.3007415518551902,2804.0599779195218
1165951099649397504,2M15331805+1010338,15331805+1010338,0.5631341064492107,0.3441739185323064,1744.3950910922445
4054069937701531136,2M17452907-3227078,17452907-3227078,2.168060304650751,0.5656044316930289,2061.3798329578044
2034513780386192384,2M19475427+3145132,19475427+3145132,1.2512844246447,0.8327711432678573,1894.5320917046688
4055519884252881280,2M17483989-3218255,17483989-3218255,1.7902976234827404,1.0095615117792325,2288.318160267992
5966740404951059712,2M17035342-4107028,17035342-4107028,1.3244445780176266,0.10349696356496121,1826.221885565841
6053810971318481792,2M12244731-6306172,12244731-6306172,1.8111205456283836,1.7890616591565882,1965.8252671447472
4094662322105132672,2M18161271-1930046,18161271-1930046,2.9144309192144924,2.3750983800481467,1417.6951060532697
2027938219783295360,2M19513447+2720329,19513447+2720329,1.3222681272622065,1.0169935286840939,1889.3877585027938
4054429374895431296,2M17333941-3323590,17333941-3323590,1.6817955168030694,0.060024294792669464,792.9811871988284
4054057465117066880,2M17455450-3229040,17455450-3229040,2.073303077743013,1.4294033208139658,2054.901080714593
4760542854696181760,2M05150139-6153216,05150139-6153216,2.320101638576329,1.8999962579631866,1875.2006216335583
4095006160006494720,2M18060256-1957575,18060256-1957575,2.4108195423724212,2.116848378437205,1718.856208609075
5867124342245103616,2M13570021-6107474,13570021-6107474,1.9359327118265628,1.8404659581326022,2083.0836994392357
4312453555305088768,2M19110815+1104155,19110815+1104155,0.8294872556391091,0.668111028535417,2109.6103189752357
4056975392831933312,2M17383775-3008485,17383775-3008485,1.1432867098610284,0.44439893019343996,2367.797959948694
4154151403016820352,2M18255163-1115553,18255163-1115553,2.328856863394942,0.5034128870236613,1666.9800356513624
4067066646135390080,2M17455283-2600364,17455283-2600364,1.1588775715805342,0.45324016412144535,2778.348615152414
4057178115285678592,2M17430781-2847565,17430781-2847565,2.869065797043597,1.1507129513569008,4167.3138475437645
6054544379929782784,2M12200153-6314092,12200153-6314092,0.9238627737464494,0.7957449188509117,1850.3361347712848
4104776046680608768,2M18305516-1332028,18305516-1332028,1.4586621262877955,1.3800824555399567,2091.1525139552064
4094982971478248320,2M18041682-2006369,18041682-2006369,1.5096452125336568,1.47752232513143,2092.7877407089027
4063971486544372224,2M18013880-2653102,18013880-2653102,2.2596668436536675,1.8640713115187468,1251.7047662791006
5943217109588391168,2M16461607-4523283,16461607-4523283,1.081868134809478,0.12439703238697732,1361.4118450243814
4054429958995885824,2M17334569-3321182,17334569-3321182,1.9449989968362638,1.482161342067925,1359.8285244966746
6054590628135746944,2M12280365-6233563,12280365-6233563,1.8450137386281085,1.0117751251879408,1513.3747138364054
5866250123124288384,2M13582623-6206490,13582623-6206490,1.322172937879018,0.759724972625556,1745.573843629028
5866262801865648256,2M14005512-6200539,14005512-6200539,2.6803252661554016,2.258523139992636,2208.846077454601
4094917928489852288,2M18052391-2028067,18052391-2028067,1.5137799790592146,1.498851292471978,2037.6188729641228
6053807260466748288,2M12254477-6307346,12254477-6307346,1.220380228790759,1.114323658525715,1905.752254456733
4094946412717325184,2M18072036-2009332,18072036-2009332,2.670835140897002,2.349293904453659,2076.2403666306877
2020717997496373120,2M19443722+2410427,19443722+2410427,2.289085209725905,0.08234918106875615,1802.9922092069219
5992927954438641024,2M16235962-4157043,16235962-4157043,1.2984646732210254,1.1026052174465453,1822.9597599471724
5866350384845306112,2M13582901-6129088,13582901-6129088,1.5022533103248736,0.917635830422219,1803.7918747244275
4055375573346205312,2M17365919-3058095,17365919-3058095,1.709863474938998,0.39997008849776894,105.96003461835835
6054670995526196608,2M12303867-6230222,12303867-6230222,1.3367331920538785,1.308414528467191,2033.9399681816274
5866321007267977088,2M13570765-6141566,13570765-6141566,1.5061636528033724,0.09662656483260268,2197.497781919426
6054609422916545536,2M12233023-6242062,12233023-6242062,2.923601806658173,2.869614436986154,2087.664658788349
5866375265604295296,2M14042329-6132480,14042329-6132480,2.501700492936767,1.3906581799907909,2352.7746422844925
5866330907178416640,2M13583085-6144596,13583085-6144596,1.30743773182596,1.300696645772095,2021.005983930997
4154183559440971392,2M18251636-1049078,18251636-1049078,2.548951587035741,1.6627235609460789,3999.2052011719034
4153310753371101568,2M18281511-1150356,18281511-1150356,2.494443718028398,1.436267543992108,2643.097524078185
5333264339791235712,2M11481893-6256153,11481893-6256153,2.196981889258321,1.6775467719656707,2082.197852173331
4153199191592376832,2M18270161-1214430,18270161-1214430,2.962284960666037,0.1719403468572901,1406.011215636201
4057301436712496640,2M17493507-2855172,17493507-2855172,2.633780614597637,1.6505843728897636,1411.039654245465
4153303473424308608,2M18251971-1128566,18251971-1128566,2.716747779700255,0.9744165665559309,1253.8272437969567
5943265758684176384,2M16463184-4452343,16463184-4452343,2.3402225187777677,0.6564803477284585,1330.2252346503965
4153391464393088896,2M18272864-1119345,18272864-1119345,2.00531790200635,1.5809088190269667,1728.9674900988357
4153404009999723008,2M18271056-1114402,18271056-1114402,2.807328601319306,0.2831583146078857,398.3988538923329
5866311287759028992,2M13550768-6157557,13550768-6157557,1.7435688598054009,0.8422529528283371,1919.6260974583554
5943316787222159616,2M16441730-4442341,16441730-4442341,1.1492059504435088,1.0137823715147554,1908.4822350718434
5943121653942322304,2M16440731-4543596,16440731-4543596,2.366585188428226,2.157607231154779,2167.658207259304
5062267811937244800,2M02393285-3417028,02393285-3417028,0.5530131225395669,0.11208631989076734,1981.2415174048786
4054415596624105216,2M17333548-3329580,17333548-3329580,2.9556610392657703,2.071247900500173,2708.371063893751
6050206909598051840,2M16225221-2324379,16225221-2324379,0.6011602748743702,0.5996151810234099,2011.930062978222
