radius_kpc,baryon_projected_mass_Msun,field_equivalent_projected_mass_Msun,baryon_surface_density_Msun_kpc2,field_equivalent_surface_density_Msun_kpc2,sigma_Msun_kpc2,delta_sigma_Msun_kpc2,alpha_rad,theta_arcsec,beta_arcsec,kappa,gamma_t,reduced_shear_t,lambda_t,lambda_r,signed_magnification
1.0,2936142079.970619,3064221840.0271387,931153886.2437665,975331594.75756,1906485481.0013266,3489675.4344837666,1.1485694623219762e-06,1.0313240300000002,0.8417964641413067,0.18343534963456487,0.0003357643369512954,0.00041119136960071883,0.8162288860284839,0.8169004147023864,1.499750181763377
1.0260642210182271,3090590698.346148,3226029534.569624,930788274.9111912,975327316.4623234,1906115591.3735147,3675250.605431795,1.1783923036666322e-06,1.0582046874593287,0.8637559995331758,0.18339976015125645,0.0003536197293503325,0.0004330389731649264,0.8162466201193932,0.8169538595780939,1.4996194865347379
1.0528077856537414,3253129843.750169,3396381168.182412,930403144.2575996,975322812.2765971,1905725956.5341969,3870767.613329172,1.208983283327675e-06,1.0857859683157929,0.8862894064015321,0.18336227085291543,0.00037243169044867897,0.0004560549643446615,0.8162652974566359,0.8170101608375332,1.4994818346461722
1.080248400468731,3424179610.592995,3575727844.231757,929997440.0888056,975318070.2755892,1905315510.3643947,4076767.1768915653,1.240361680125879e-06,1.1140861337724655,0.9094117647156668,0.1833227791613111,0.0003922522463056208,0.0004803026658473421,0.8162849685923833,0.8170694730849944,1.4993368526622264
1.1084042335331343,3604181495.6649456,3764544478.842695,929570049.9304305,975313077.9052329,1904883127.8356633,4293820.326133013,1.2725472149570082e-06,1.1431239209964534,0.9331385574612953,0.18328117683015038,0.0004131363394273143,0.0005058489258565748,0.8163056868304223,0.817131959509277,1.49918414674964
1.1372939264534807,3793599442.4080496,3963331057.421279,929119799.6549711,975307821.9489751,1904427621.6039462,4522530.2027897835,1.3055600573453875e-06,1.1729185555245274,0.9574856819647712,0.1832373496173505,0.0004351420019972585,0.0005327643248542235,0.8163275083806523,0.8171977923846467,1.499023301523368
1.1669366067152516,3992920930.8149776,4172613957.425334,928645449.8966057,975302288.4928524,1903947738.3894582,4763533.979110241,1.3394208317524608e-06,1.2034897639920983,0.9824694615810743,0.183191176936724,0.00045833054049552926,0.0005611233957741219,0.8163504925227805,0.8172671536037714,1.4988538788227663
1.197351900346938,4202658114.298043,4392947340.87072,928145692.238455,975296462.888749,1903442155.127204,5017504.904080868,1.3741506235981203e-06,1.2348577871939626,1.0081066577609663,0.1831425314875951,0.00048276673257947433,0.0005910048584836351,0.8163747017798254,0.8173402352449844,1.4986754164131784
1.2285599449141749,4423349004.82017,4624914620.242099,927619145.155691,975290329.7156438,1902909474.8713348,5285154.486873627,1.4097709849481012e-06,1.2670433934854648,1.0344144825136656,0.18309127886073143,0.0005085190371673638,0.0006224918696646774,0.8164002021021012,0.8174172401764359,1.4984874266077535
1.260581402852559,4655558707.51209,4869130001.671655,927064349.6964283,975283872.7388852,1902348222.4353135,5567234.828486443,1.4463039398163126e-06,1.3000678925329547,1.061410611282357,0.1830372771188557,0.0005356598187806639,0.000655672289295621,0.8164270630623636,0.8174983826999249,1.4982893948039608
1.293437475147975,4899880705.912571,5126240109.450016,926479764.8807418,975277074.8673284,1901756839.7480702,5864541.113359213,1.483771989025468e-06,1.3339531494226344,1.0891131962509768,0.18298037634983158,0.0005642655872785947,0.0006906389650197704,0.8164553580628898,0.8175838892374471,1.4980807779287646
1.3271499153734896,5156938198.858527,5396925696.146609,925863762.7963612,975269918.1081719,1901133680.9045331,6177914.2739079,1.5221981145636116e-06,1.3687215991371464,1.117540880101923,0.1829204181904429,0.0005944172542302598,0.0007274900358100065,0.8164851645553268,0.8176739990637873,1.497861002785885
1.3617410440921058,5427385489.915998,5681903442.8412895,925214623.3676088,975262383.5194142,1900477006.887023,6508243.842321157,1.5616057833679398e-06,1.4043962614094783,1.1467128102455855,0.1828572353185048,0.0006262004073045206,0.0007663292564899601,0.8165165642741907,0.8177689650887997,1.497629464298035
1.397233763634914,5711909430.07686,5981927854.205624,924530528.7719629,975254451.1598797,1899784979.9318426,6856471.005383968,1.6020189504603995e-06,1.441000755964027,1.1766486535439966,0.18279065091083685,0.0006597056041944175,0.0008072663448230314,0.8165496434849687,0.8178690546933576,1.4973855236364244
1.4336515732644237,6011230914.246101,6297793253.417507,923809557.4761629,975246100.0365568,1899055657.5127196,7223591.879536867,1.6434620613515218e-06,1.478559318154906,1.2073686115524804,0.18272047806437075,0.0006950286877318878,0.000850417353032161,0.8165844932478974,0.8179745506233611,1.4971285062290172
1.4710185847331168,6326106431.804823,6630335882.155643,923049677.8610675,975237308.0491679,1898286985.9102354,7610661.025340557,1.6859600536207865e-06,1.5170968150118547,1.2388934363047817,0.18264651917742356,0.0007322711240372303,0.0008959050658232713,0.8166212096985392,0.8180857519466136,1.496857699638362
1.5093595382475204,6657329671.249214,6980436111.194365,922248741.4013717,975228051.9318525,1897476793.3332243,8018795.2225522995,1.7295383575723686e-06,1.556638761704372,1.2712444466689934,0.1825685652878627,0.0007715403657437221,0.0009438594272012846,0.8166598943463936,0.818202975077881,1.496572351298883
1.5486998188483732,7005733178.569446,7349020767.407291,921404475.3629193,975218307.1918064,1896622782.5547256,8449177.529230118,1.7742228958547632e-06,1.5972113384349742,1.3044435453035814,0.18248639536456315,0.0008129502425503955,0.000994417998600676,0.8167006543928864,0.8183265548779872,1.4962716661025919
1.5890654732177256,7372190068.636461,7737065583.289747,920514474.976463,975208048.0445993,1895722523.0210624,8903061.650751352,1.8200400819210702e-06,1.638841407772762,1.338513236245023,0.1823997755481706,0.0008566213815936867,0.0010477264511124852,0.8167436030702357,0.8184568458334232,1.4959548038210155
1.6304832269241063,7757615788.401417,8145597775.434327,919576195.0424113,975197247.346251,1894773442.3886623,9381776.64798832,1.8670168171948106e-06,1.6815565324387738,1.3734766431608336,0.18230845833680415,0.000902681660451594,0.0011039390949495785,0.8167888600027442,0.8185942233236474,1.4956208763500827
1.6729805021171684,8162969930.171169,8575698758.720714,918586940.9162216,975185876.5215712,1893772817.4377928,9886732.016537666,1.9151804867909615e-06,1.7253849935549017,1.409357528304563,0.18221218171180753,0.00095126669584932,0.0011632194495639807,0.8168365515923431,0.8187390849840418,1.4952689447631125
1.716585435683535,8589258092.593478,9028507003.343222,917543858.8185884,975173905.4888924,1892717764.3074808,10419423.17336154,1.9645589536275594e-06,1.7703558093684495,1.446180312212008,0.1821106681981876,0.0010025203715646506,0.00122574085830915,0.8168868114302478,0.818891852173377,1.4948980161557692
1.7613268978758605,9037533786.254078,9505221042.160831,916443925.4083148,975161302.5807287,1891605227.9890435,10981437.390908241,2.0151805507447666e-06,1.8164987544647309,1.4839700941812568,0.1820036238537185,0.0010565954093882425,0.0012916871519236322,0.8169397807368932,0.8190529715556698,1.4945070402648604
