radius_kpc,baryon_projected_mass_Msun,field_equivalent_projected_mass_Msun,baryon_surface_density_Msun_kpc2,field_equivalent_surface_density_Msun_kpc2,sigma_Msun_kpc2,delta_sigma_Msun_kpc2,alpha_rad,theta_arcsec,beta_arcsec,kappa,gamma_t,reduced_shear_t,lambda_t,lambda_r,signed_magnification
1.0,595722332.8101867,2613150837.555355,189543138.19772512,831769175.1783735,1021312313.3760986,103740.26117658615,6.142317001245388e-07,1.0313240300000002,0.9299685240278096,0.09826709049566613,9.98152426008164e-06,1.1069269131552827e-05,0.9017229279800738,0.901742891028594,1.2298273873560106
1.0262617130149945,627408274.6156737,2752200729.823168,189534488.98065153,831766773.1858121,1021301262.1664636,109270.86914229393,6.303590697426029e-07,1.0584083657013277,0.9543916527166889,0.09826602718701602,1.0513659970524332e-05,1.1659381023126676e-05,0.9017234591530134,0.9017444864729545,1.2298244869930866
1.053213103600471,660778760.2170451,2898649464.244677,189525378.0731246,831764243.3918668,1021289621.4649913,115096.64625513554,6.469096958290598e-07,1.0862039824540455,0.9794562201262854,0.09826490715952782,1.1074195821563632e-05,1.2280985745691492e-05,0.9017240186446506,0.9017461670362937,1.2298214319314948
1.0808722838708582,695923258.3109719,3052890708.740661,189515780.74901226,831761578.997584,1021277359.7465962,121233.40798127651,6.63894671472141e-07,1.1147295597169975,1.0051790752244896,0.09826372737996834,1.1664653521911522e-05,1.2935770552979304e-05,0.9017246079665098,0.9017479372735535,1.229818213899512
1.1092578415957364,732935979.7588395,3215339074.341932,189505670.94898736,831758772.8424212,1021264443.7914085,127697.82272279263,6.813253792701448e-07,1.1440042675036166,1.0315775097611903,0.09826248465203817,1.228663684678323e-05,1.3625513675165296e-05,0.901725228711115,0.9017498019848087,1.2298148241808724
1.138388852691356,771916127.8762537,3386431229.0707974,189495021.20765087,831755817.3849859,1021250838.5926368,134507.45844638348,6.992134987869407e-07,1.1740477792647255,1.0586692699208298,0.09826117560750654,1.2941836124348588e-05,1.435208929045234e-05,0.9017258825563691,0.9017517662286177,1.2298112535906152
1.168284894040205,812968161.8152553,3566627071.034561,189483802.57656217,831752704.6828455,1021236507.2594076,141680.8320506811,7.175710141913676e-07,1.2048802851096674,1.0864725682829426,0.09825979669686294,1.36320329856814e-05,1.5117472788444294e-05,0.9017265712701514,0.9017538353361227,1.2298074924496174
1.1989660566472422,856202073.7110236,3756410963.8738704,189471984.54293245,831749426.3712019,1021221410.9141343,149237.4614365101,7.364102220841349e-07,1.2365225053746423,1.1150060960989614,0.09825834417944226,1.4359105374777346e-05,1.5923746321457217e-05,0.9017272967151829,0.9017560149259325,1.229803530557696
1.2304529591416318,901733680.2978256,3956293037.8767695,189459534.9437235,831745973.6404035,1021205508.584127,157197.92051136494,7.557437395161329e-07,1.2689957045473732,1.1442890358937654,0.09825681411299593,1.5125032840891958e-05,1.6773104668391972e-05,0.9017280608541631,0.9017583109198449,1.2297993571652002
1.2627667616330602,949684929.7334228,4166810560.2451563,189446419.87487897,831742337.2123291,1021188757.0872082,165583.89736628532,7.755845122021374e-07,1.3023217055574572,1.1743410744006741,0.0982552023426862,1.5931902136115624e-05,1.7667861436523814e-05,0.9017288657551776,0.90176072955945,1.2297949609430372
1.2959291799319415,1000184224.4070408,4388529378.183776,189432603.59539315,831738507.3155056,1021171110.9108988,174418.25577628613,7.959458229336966e-07,1.336522904442005,1.2051824158388615,0.0982535044894619,1.678191313272936e-05,1.8610455617271917e-05,0.9017297135974054,0.9017632774236708,1.2297903299510158
1.3299625001430713,1053366760.543484,4622045438.676728,189418048.4259051,831734473.6589152,1021152522.0848203,183725.1002138853,8.16841300195085e-07,1.371622285396428,1.2368337955424062,0.09825171593778133,1.7677385078578562e-05,1.9603458516100554e-05,0.9017306066771401,0.9017659614472973,1.2297854516044118
1.3648895936425334,1109374885.4549594,4867986389.019771,189402714.6414865,831730225.4043149,1021132940.0458014,193529.84450268745,8.382849269860151e-07,1.40764343622048,1.2693164939504844,0.09824983182263344,1.862076320268014e-05,2.064958107001716e-05,0.9017315474141638,0.9017687889405692,1.229780312638631
1.400733932447926,1168358473.3328257,5127013262.395863,189386560.35826367,831725751.1372472,1021112311.4955108,203859.28458952904,8.602910498553342e-07,1.4446105641699427,1.3026523509683854,0.09824784701583962,1.961462571710322e-05,2.1751681603634342e-05,0.9017325383584432,0.9017717676098774,1.2297748990719117
1.437519604992238,1230475320.513719,5399822253.00243,189369541.4134977,831721038.8363874,1021090580.2498851,214741.67540478706,8.828743881490768e-07,1.4825485122246032,1.3368637807094528,0.09824575611156625,2.0661691212198614e-05,2.2912774020451303e-05,0.9017335821972216,0.9017749055796459,1.2297691961658852
1.4752713323119726,1295891561.1984127,5687146585.482014,189351611.23871028,831716075.8413181,1021067687.0800284,226206.81224668026,9.06050043476888e-07,1.5214827757834528,1.3719737866282113,0.0982435534110166,2.176482648711097e-05,2.4136036475746184e-05,0.9017346817624963,0.9017782114154704,1.229763188383907
1.5140144846603982,1364782104.6473572,5989758483.656627,189332720.72542602,831710848.8185804,1021043569.5440063,238286.11689937115,9.298335094004067e-07,1.561439519798335,1.408005977055316,0.09824123290624663,2.2927054835760657e-05,2.542482055334095e-05,0.9017358400389176,0.9017816941485891,1.2297568593470047
1.5537750985570944,1437331094.92416,6308471243.831785,189312818.083058,831705343.7259634,1021018161.8090214,251012.72885274887,9.542406813473288e-07,1.60244559635755,1.4449845811452182,0.09823878826305536,2.4151564823691507e-05,2.678266098535277e-05,0.901737060172121,0.9017853633017684,1.2297501917873161
1.5945798942852456,1513732394.3072124,6644141418.21189,189291848.68844205,831699545.7748207,1020991394.4632628,264421.6018258333,9.79287866754454e-07,1.6445285627312334,1.4829344652478245,0.09823621280288168,2.544171957521437e-05,2.8213285936323605e-05,0.9017383454775431,0.9017892289166936,1.2297431674988275
1.636456293848445,1594190091.5403652,6997671114.265252,189269754.92647976,831693439.3904802,1020963194.3169599,278549.60609972477,1.0049917954434297e-06,1.6877166998906425,1.5218811497156581,0.09823349948366243,2.68010666195248e-05,2.9720627905537545e-05,0.901739699449718,0.9017933015829571,1.2297357672852915
1.6794324393990745,1678919036.1459427,7370010416.180891,189246476.02131546,831687008.1705022,1020933484.1918176,293435.6369073391,1.0313696302322242e-06,1.7320390315137841,1.561850826158471,0.09823064087957262,2.8233348319583414e-05,3.130883527371323e-05,0.9017411257721077,0.901797592468747,1.2297279709051119
1.7235372121506451,1768145400.0773602,7762159934.885751,189221947.85742843,831680234.8407217,1020902182.6981502,309120.7293301821,1.0584389777855379e-06,1.7775253434901683,1.6028703751575506,0.098227629159582,2.9742512927080713e-05,3.29822845418981e-05,0.901742628327491,0.901802113353345,1.2297197570130154
1.768800251786809,1862107268.0442686,8175173493.433069,189196102.78997248,831673101.2090434,1020869203.9990158,325648.1802085638,1.0862178997072605e-06,1.8242062039377867,1.64496738445231,0.09822445606476092,3.1332726312210575e-05,3.4745593316357145e-05,0.9017442112089269,0.9018068766615512,1.2297111030983314
1.8152519763800843,1961055257.900301,8610160954.9258,189168869.44364733,831665588.116643,1020834457.5602903,343063.67731523514,1.1147249238772576e-06,1.8721129837457733,1.6881701676122474,0.09822111288423337,3.3008384392304695e-05,3.660363406586078e-05,0.9017458787313744,0.9018118955001589,1.2297019854196014
1.8629236028336797,2065253172.5421355,9068291200.526665,189140172.4993286,831657675.3867621,1020797847.8860908,361415.436622262,1.1439790560356391e-06,1.9212778776565502,1.7325077832075468,0.09821759042972021,3.477412633917007e-05,3.856154873961308e-05,0.9017476354439407,0.9018171836966189,1.229692378935366
1.9118471678601574,2174978684.8285875,9550795265.4913,189109932.46762002,831649341.7706397,1020759274.2382597,380754.3478704691,1.1739997916160472e-06,1.9717339259016242,1.7780100544922446,0.09821387900854912,3.663484858527052e-05,4.062476426782114e-05,0.9017494861428657,0.9018227558400361,1.2296822572307948
1.962055549511031,2290524057.089615,10058969641.59061,189078065.4484279,831640564.890698,1020718630.3391259,401134.12930595875,1.2048071278304313e-06,2.0235150364055814,1.8247075896140923,0.09820996839505512,3.8595719711932126e-05,4.279900903677331e-05,0.901751435885233,0.9018286273246569,1.2296715924399577
2.013582489271767,2412196896.8574,10594179754.718931,189044482.87558395,831631321.1806604,1020675804.0562444,422611.49204039574,1.2364215760064881e-06,2.0766560075731904,1.8726318023658366,0.09820584780024745,4.066219626351363e-05,4.509033038673633e-05,0.901753490003489,0.9018348143960161,1.229660355163394
