radius_kpc,baryon_projected_mass_Msun,field_equivalent_projected_mass_Msun,baryon_surface_density_Msun_kpc2,field_equivalent_surface_density_Msun_kpc2,sigma_Msun_kpc2,delta_sigma_Msun_kpc2,alpha_rad,theta_arcsec,beta_arcsec,kappa,gamma_t,reduced_shear_t,lambda_t,lambda_r,signed_magnification
1.0,502369640.763024,1808260940.1679816,159817595.65997314,575572458.2943875,735390053.9543606,106503.27457392216,4.4229312744178225e-07,1.0313240300000002,0.9583404250984702,0.07075665301896196,1.0247371723194298e-05,1.1027651428967834e-05,0.9292330996093149,0.9292535943527612,1.1580867139934883
1.025684716028575,528491742.35562253,1902340637.7921076,159808048.98725623,575570910.4207201,735378959.4079764,112056.25702250004,4.536498827922305e-07,1.0578132948439956,0.9829556907911456,0.07075558554060175,1.0781660227943093e-05,1.1602609668862507e-05,0.9292336327991703,0.9292551961196261,1.1580840532838281
1.0520291366946182,555971269.8636717,2001314947.7703638,159798003.96748987,575569282.0238314,735367285.9913212,117899.16790258884,4.65298062591303e-07,1.0849829289333146,1.0082032372432579,0.07075446236537335,1.1343844630003037e-05,1.2207585800065862e-05,0.9292341937899966,0.9292568814792567,1.1580812537594147
1.079050206324406,584878668.8289117,2105438503.4031699,159787434.49571192,575567568.915369,735355003.411081,124047.21280097961,4.772451305578893e-07,1.112850407358818,1.0340993079436438,0.07075328057856027,1.193538795763068e-05,1.2844153988578832e-05,0.9292347840334821,0.9292586548093974,1.158078308156972
1.1067653044544237,615288030.7276667,2214979183.2294655,159776313.08972785,575565766.6892064,735342079.7789342,130516.40089583397,4.894987404135739e-07,1.1414336540541132,1.060660563871193,0.07075203711198,1.2557830557827197e-05,1.351397157632563e-05,0.9292354050574622,0.9292605207185779,1.1580752088309194
1.1351922570096147,647277280.598051,2330218799.8326325,159764610.8163931,575563870.710102,735328481.5264951,137323.588124156,5.020667406274609e-07,1.1707510533239518,1.0879040942402913,0.07075072873580014,1.3212794249761197e-05,1.4218783547482165e-05,0.92923605846995,0.9292624840584496,1.1580719477329977
1.1643493477687434,680928374.207078,2451453824.449104,159752297.21383673,575561876.1017952,735314173.3156319,144486.5227715969,5.149571792720833e-07,1.200821461668732,1.1158474275240413,0.07074935204990954,1.390198671125991e-05,1.4960427245251248e-05,0.9292367459633792,0.9292645499368017,1.1580685163907882
1.19425533012424,716327505.2300975,2578996149.238797,159739340.20938826,575559777.7345219,735299117.9439101,152023.893633008,5.281783089924019e-07,1.2316642199127117,1.144508542762531,0.07074790347482036,1.4627206112648764e-05,1.574083735441152e-05,0.929237469319067,0.9292667237312923,1.158064905885068
1.224929439144093,753565322.9369154,2713173889.1716456,159725706.03295583,575557570.2117906,735283276.2447464,159955.380777359,5.417385920896804e-07,1.2632991656437258,1.173905881163653,0.07074637924206126,1.539034600117387e-05,1.656205115307579e-05,0.9292382304119375,0.9292690111039399,1.1580611068258964
1.2563914039435504,792737160.9018381,2854332225.588206,159711359.1255904,575555247.8565551,735266606.9821455,168301.7092434168,5.556467057224044e-07,1.2957466459724205,1.2040583580041238,0.07074477538404932,1.619340046741198e-05,1.74262140674049e-05,0.9292390312154832,0.9292714180164181,1.158057109327408
1.288661460374583,833943277.2785679,3002834293.5963783,159696262.04294997,575552804.6966262,735249066.7395761,177084.7057029009,5.699115472259693e-07,1.3290275306192003,1.2349853748386208,0.0707430877233981,1.7038469597200696e-05,1.8335585533023228e-05,0.9292398738070047,0.9292739507461991,1.1580529029812048
1.3217603640412727,877289107.2054873,3159062115.580287,159680375.35335895,575550234.4493753,735230609.8027343,186327.35839045048,5.845422395531409e-07,1.3631632253373127,1.2667068320251254,0.07074131186163754,1.792776523788978e-05,1.9292545194068088e-05,0.9292407603731245,0.9292766159036003,1.1580484768282868
1.3557094036494983,922885527.9323535,3323417583.2126265,159663657.53014246,575547530.505549,735211188.0356914,196053.8803294897,5.995481368368674e-07,1.3981756856806975,1.299243141574843,0.07073944316729734,1.8863617081712286e-05,2.0299599442816287e-05,0.9292416932156209,0.9292794204497844,1.1580438193293987
