L_mpc,launch_time_in_L_over_c,stretch,finite_ten_day_arrival_interval_days,energy_survival,minimum_q_on_ray,same_metric_companion_survival,fixed_path_redshift_drift
1.0,0.0,1.0002489303066462,10.002489303066461,0.9997511316442299,0.9997291122915278,0.9997511316442299,0.0
1.0,0.1,1.0002489303066462,10.002489303066461,0.9997511316442299,0.9996823571235981,0.9997511316442299,0.0
1.0,1.0,1.0002489303066462,10.002489303066461,0.9997511316442299,0.999245523110769,0.9997511316442299,0.0
1.0,10.0,1.0002489303066462,10.002489303066461,0.9997511316442299,0.9947985744926225,0.9997511316442299,0.0
30.660139378555055,0.0,1.007660480597886,10.07660480597886,0.9923977562429157,0.9917334057631794,0.9923977562429157,0.0
30.660139378555055,0.1,1.007660480597886,10.07660480597886,0.9923977562429157,0.9903186085853137,0.9923977562429157,0.0
30.660139378555055,1.0,1.007660480597886,10.07660480597886,0.9923977562429157,0.9772911337745209,0.9923977562429157,0.0
30.660139378555055,10.0,1.007660480597886,10.07660480597886,0.9923977562429157,0.8613943011197593,0.9923977562429157,0.0
306.6013937855505,0.0,1.0793002139427608,10.793002139427607,0.9265262686708163,0.9207960662574916,0.9265262686708163,0.0
306.6013937855505,0.1,1.0793002139427608,10.793002139427607,0.9265262686708163,0.9082569467059752,0.9265262686708163,0.0
306.6013937855505,1.0,1.0793002139427608,10.793002139427607,0.9265262686708163,0.8060098121442447,0.9265262686708163,0.0
306.6013937855505,10.0,1.0793002139427608,10.793002139427607,0.9265262686708163,0.3750222207248058,0.9265262686708163,0.0
