mode,void_sign,emission_time,interval,arrival_time,instantaneous_stretch,energy_survival,finite_event_stretch,finite_relative_distortion
static,-1,0.0,1e-05,1.1180339887498956,1.0,1.0,0.9999999999621422,-3.78578279836006e-11
static,-1,0.0,0.001,1.1180339887498956,1.0,1.0,0.9999999999996678,-3.3217872896784684e-13
static,-1,0.0,0.01,1.1180339887498956,1.0,1.0,0.9999999999999565,-4.3520742565306136e-14
static,-1,0.0,0.1,1.1180339887498956,1.0,1.0,0.9999999999999987,-1.3322676295501878e-15
static,-1,0.2,1e-05,1.3180339887498955,1.0,1.0,0.9999999998733243,-1.2667566995361312e-10
static,-1,0.2,0.001,1.3180339887498955,1.0,1.0,0.9999999999994458,-5.542233338928781e-13
static,-1,0.2,0.01,1.3180339887498955,1.0,1.0,0.9999999999999787,-2.1316282072803006e-14
static,-1,0.2,0.1,1.3180339887498955,1.0,1.0,0.9999999999999942,-5.773159728050814e-15
static,-1,1.0,1e-05,2.118033988749896,1.0,1.0,1.0000000000065512,6.551204023708124e-12
static,-1,1.0,0.001,2.118033988749896,1.0,1.0,0.9999999999998899,-1.1013412404281553e-13
static,-1,1.0,0.01,2.118033988749896,1.0,1.0,0.9999999999999787,-2.1316282072803006e-14
static,-1,1.0,0.1,2.118033988749896,1.0,1.0,0.9999999999999964,-3.552713678800501e-15
static,1,0.0,1e-05,0.9128709291752769,1.0,1.0,0.9999999999732444,-2.6755597737349035e-11
static,1,0.0,0.001,0.9128709291752769,1.0,1.0,1.000000000000112,1.1191048088221578e-13
static,1,0.0,0.01,0.9128709291752769,1.0,1.0,0.9999999999999898,-1.021405182655144e-14
static,1,0.0,0.1,0.9128709291752769,1.0,1.0,1.000000000000002,1.9984014443252818e-15
static,1,0.2,1e-05,1.1128709291752772,1.0,1.0,1.0000000000065512,6.551204023708124e-12
static,1,0.2,0.001,1.1128709291752772,1.0,1.0,0.9999999999996678,-3.3217872896784684e-13
static,1,0.2,0.01,1.1128709291752772,1.0,1.0,0.9999999999999787,-2.1316282072803006e-14
static,1,0.2,0.1,1.1128709291752772,1.0,1.0,0.9999999999999964,-3.552713678800501e-15
static,1,1.0,1e-05,1.912870929175277,1.0,1.0,1.0000000000065512,6.551204023708124e-12
static,1,1.0,0.001,1.912870929175277,1.0,1.0,0.9999999999998899,-1.1013412404281553e-13
static,1,1.0,0.01,1.912870929175277,1.0,1.0,1.0000000000000009,8.881784197001252e-16
static,1,1.0,0.1,1.912870929175277,1.0,1.0,1.0000000000000009,8.881784197001252e-16
evolving,-1,0.0,1e-05,1.0096747676593258,1.0187966778668127,0.9815501186103495,1.018796664031818,-1.3579740665292661e-08
evolving,-1,0.0,0.001,1.0096747676593258,1.0187966778668127,0.9815501186103495,1.0187952928393251,-1.3594738946798302e-06
evolving,-1,0.0,0.01,1.0096747676593258,1.0187966778668127,0.9815501186103495,1.018782831213727,-1.3591183978589605e-05
evolving,-1,0.0,0.1,1.0096747676593258,1.0187966778668127,0.9815501186103495,1.0186585747883203,-0.000135555093074613
evolving,-1,0.2,1e-05,1.213379024643083,1.018247524072866,0.9820794810284653,1.0182475104203448,-1.3407860821601503e-08
evolving,-1,0.2,0.001,1.213379024643083,1.018247524072866,0.9820794810284653,1.018246163526637,-1.3361645342380157e-06
evolving,-1,0.2,0.01,1.213379024643083,1.018247524072866,0.9820794810284653,1.0182339223334447,-1.3357989191886688e-05
evolving,-1,0.2,0.1,1.213379024643083,1.018247524072866,0.9820794810284653,1.0181118801781053,-0.00013321308577118884
evolving,-1,1.0,1e-05,2.027127926589776,1.0161523379894213,0.9841044129058637,1.01615232539487,-1.2394353432476635e-08
evolving,-1,1.0,0.001,2.027127926589776,1.0161523379894213,0.9841044129058637,1.0161510808859298,-1.2371210934558619e-06
evolving,-1,1.0,0.01,2.027127926589776,1.0161523379894213,0.9841044129058637,1.0161397709582687,-1.2367270814439557e-05
evolving,-1,1.0,0.1,2.027127926589776,1.0161523379894213,0.9841044129058637,1.0160270686202644,-0.00012327813898926898
evolving,1,0.0,1e-05,0.9907487232947741,0.982528386176233,1.017782299289858,0.982528407922345,2.2132807808716848e-08
evolving,1,0.0,0.001,0.9907487232947741,0.982528386176233,1.017782299289858,0.9825305608488488,2.2133432950877108e-06
evolving,1,0.0,0.01,0.9907487232947741,0.982528386176233,1.017782299289858,0.982550113754399,2.2113944463830748e-05
evolving,1,0.0,0.1,0.9907487232947741,0.982528386176233,1.017782299289858,0.98274376436427,0.00021920810743725205
evolving,1,0.2,1e-05,1.1873397227394926,0.9833733916529389,1.0169077264935078,0.9833734121444947,2.0838021308478005e-08
evolving,1,0.2,0.001,1.1873397227394926,0.9833733916529389,1.0169077264935078,0.9833754430770281,2.086109006649295e-06
evolving,1,0.2,0.01,1.1873397227394926,0.9833733916529389,1.0169077264935078,0.9833938880850379,2.084298016713504e-05
evolving,1,0.2,0.1,1.1873397227394926,0.9833733916529389,1.0169077264935078,0.9835765900588411,0.00020663402897302952
evolving,1,1.0,1e-05,1.9752567946643556,0.9863088384993766,1.0138812114078324,0.9863088550554621,1.6785904000116147e-08
evolving,1,1.0,0.001,1.9752567946643556,0.9863088384993766,1.0138812114078324,0.9863104751335339,1.6593526219743637e-06
evolving,1,1.0,0.01,1.9752567946643556,0.9863088384993766,1.0138812114078324,0.986325191308346,1.657980576785789e-05
evolving,1,1.0,0.1,1.9752567946643556,0.9863088384993766,1.0138812114078324,0.9864710263379273,0.00016443920222530828
