Cdot,source_shells,epsilon,T,mass,mass_fraction_r.1,mass_fraction_r1,mass_fraction_r3,mass_fraction_r10,central_depth,max_speed_c,opacity_change_per_crossing,mechanical_residual
0.1,64,0.05,1.0,0.01643083187677709,0.005029406472342767,0.27651993150500803,0.766045088908759,0.9818239780655976,0.015930764627888196,0.000638398786478823,0.005788883621281939,2.2505251458593226e-09
0.1,64,0.05,2.0,0.03397474516896371,0.04428655833831043,0.3576559464352912,0.7702714264742622,0.9815629357242481,0.06119554353827081,0.0009247065523451375,0.008962105249993042,1.1219903367153377e-07
0.1,64,0.05,3.0,0.052827801817110255,0.04485805908393312,0.4291697964675461,0.7859789268787158,0.9813013080044227,0.10135990192055251,0.0010753093417445098,0.008962105249993042,1.5542821212552296e-07
0.1,128,0.05,1.0,0.01643173112028034,0.004910473126390344,0.27651203492571913,0.7718767454707235,0.9820494774014359,0.01587861364314168,0.0006406036299849763,0.0058009216640812,5.130724894758649e-10
0.1,128,0.05,2.0,0.03397707200020281,0.04545275244608353,0.35714665054987893,0.7791705839932063,0.9822884208680237,0.06134780655613952,0.0009289933655208182,0.008775499976802952,8.391516497131657e-09
0.1,128,0.05,3.0,0.05283225413836006,0.04342441106540826,0.4279507516262669,0.7878537690871953,0.9830406693729807,0.10056799902477999,0.0010919807404599642,0.008775499976802952,8.411094530109637e-08
0.1,128,0.025,1.0,0.016431905886954524,0.004930078496055197,0.2765152293747056,0.7718787041769598,0.9820496581188314,0.016228111101777253,0.0006406197710896587,0.005801061062289176,4.906976853257226e-10
0.1,128,0.025,2.0,0.033978058969723175,0.04517060993730053,0.357156586398149,0.7791758506801062,0.9822888966726375,0.0715073033034038,0.0009303073688191589,0.010876808954229072,1.3444529057740475e-08
0.1,128,0.025,3.0,0.05283512641157764,0.04308296714072349,0.42796865409654916,0.7878631511380549,0.9830414927423448,0.11574950415898438,0.001100786773736041,0.010876808954229072,5.484303985702313e-08
1.0,64,0.05,1.0,0.23060550602874047,0.004593941452513085,0.25505212858380716,0.7390112253816813,0.9782196840498197,0.21138188522634152,0.0006637116539356207,0.09396738421015748,6.268265653802183e-09
1.0,64,0.05,2.0,1.0048227256488813,0.030828305521598695,0.2688378627554124,0.6561372730304599,0.9620139969258806,1.4038678828292097,0.0014346253516167409,0.2955340385487853,1.5671463263762407e-06
1.0,64,0.05,3.0,10339.799852033884,0.00019713482603650375,0.03020980765841959,0.0382773161463224,0.10126381335187601,866.5213878659996,0.4904221092010703,7.988207361089609,0.018769444581182786
1.0,128,0.05,1.0,0.23177985416162325,0.004527011569087968,0.25352744369939656,0.7448230862890477,0.9784250521531686,0.2115625964075118,0.000665811435490001,0.09579567989487522,2.1588922280024754e-09
1.0,128,0.05,2.0,1.0256931771099405,0.029740960129394714,0.2654845316239127,0.6655516345476117,0.9623923531358074,1.412179056818122,0.0014874838668455688,0.3161800541882016,2.332317553337927e-07
1.0,128,0.05,3.0,11481.145980435753,4.7220388827176476e-05,0.004375581022821934,0.03638653630876665,0.08843258939359061,615.3875706044834,0.4829363066338375,11.96857400375981,0.003280944640539158
1.0,128,0.025,1.0,0.23181486941503332,0.004545474662617444,0.25355848954151894,0.7448437506827226,0.9784270195107608,0.2163201922039312,0.0006660156215500402,0.09582348549908408,1.9554719404408716e-09
1.0,128,0.025,2.0,1.0266271332317913,0.029551826432763054,0.26582186106438205,0.6655456564403239,0.9623836264253955,1.6144483175523898,0.0015028621035571691,0.3166436170929335,5.293591367297034e-07
1.0,128,0.025,3.0,11496.447715813762,2.195703933951126e-05,0.004342356842396353,0.03619273531922241,0.08823427445566094,612.4263683341309,0.49007897061829453,12.002378498513092,0.01026300633390979
0.1,128,0.0125,1.0,0.016431949799787602,0.004930105807901404,0.2765160368216569,0.7718791968395812,0.9820497035334855,0.016389728866995763,0.0006406238364724147,0.005801096163569938,4.884351256841117e-10
0.1,128,0.0125,2.0,0.03397831176454033,0.04504990691250242,0.35715917958593585,0.7791772053005609,0.9822890186591086,0.08126391559109215,0.0009373335903437134,0.013684826948433535,6.184817888703299e-08
0.1,128,0.0125,3.0,0.0528358674321016,0.04286601288303445,0.4279733578833164,0.7878655822577408,0.9830417053731483,0.1304059944177133,0.0011047213040212235,0.013752458152287081,1.2325280697707343e-07
0.1,128,0.00625,1.0,0.016431960793566663,0.0049301129214712434,0.27651623931133346,0.7718793202157644,0.9820497149037332,0.016456656956414833,0.0006406248548405225,0.005801104958114441,4.832523230645975e-10
0.1,128,0.00625,2.0,0.03397837574090379,0.04484598419886142,0.3571598420330352,0.7791775488474547,0.9822890495469644,0.09065800632965261,0.0009406940466717429,0.02030725405737071,1.8080380611356197e-07
0.1,128,0.00625,3.0,0.05283605612193491,0.04285654255520424,0.4279745683539168,0.7878662029422799,0.983041759554688,0.14446534470691247,0.0011089249302545857,0.022273759454844583,4.510001222171858e-07
