pgc,distance_mpc,radius_mpc,nominal_covered_fraction,unmapped_path_mpc,local_no_neighbor_path_mpc,full_proxy_lower_mpc,full_proxy_upper_mpc
1037,65.37323852287952,0.5,0.1682645719953156,54.37323852287952,9.702239924558642,9.702239924558642,64.07547844743816
1037,65.37323852287952,1,0.1682645719953156,54.37323852287952,7.881289517824412,7.881289517824412,62.25452804070393
1037,65.37323852287952,2,0.1682645719953156,54.37323852287952,4.8460275712848935,4.8460275712848935,59.21926609416441
3455,66.58861776861269,0.5,0.16519339743953923,55.58861776861269,8.670033231604414,8.670033231604414,64.2586510002171
3455,66.58861776861269,1,0.16519339743953923,55.58861776861269,6.480114526221966,6.480114526221966,62.06873229483466
3455,66.58861776861269,2,0.16519339743953923,55.58861776861269,3.1771739699704247,3.1771739699704247,58.76579173858312
4224,59.92389025834776,0.5,0.18356618625019314,48.92389025834776,8.467009408040163,8.467009408040163,57.390899666387924
4224,59.92389025834776,1,0.18356618625019314,48.92389025834776,5.392436788029282,5.392436788029282,54.31632704637704
4224,59.92389025834776,2,0.18356618625019314,48.92389025834776,3.0565578678706196,3.0565578678706196,51.98044812621838
5037,63.09573444801933,0.5,0.17433825117072246,52.09573444801933,8.339503003448225,8.339503003448225,60.43523745146756
5037,63.09573444801933,1,0.17433825117072246,52.09573444801933,5.059744644829811,5.059744644829811,57.155479092849134
5037,63.09573444801933,2,0.17433825117072246,52.09573444801933,3.182679501732901,3.182679501732901,55.278413949752235
5222,27.076966023304927,0.5,0.4062493556527858,16.076966023304927,9.791802644722544,9.791802644722544,25.86876866802747
5222,27.076966023304927,1,0.4062493556527858,16.076966023304927,7.739179236306254,7.739179236306254,23.816145259611183
5222,27.076966023304927,2,0.4062493556527858,16.076966023304927,4.64647248975737,4.64647248975737,20.7234385130623
5283,71.15411150074344,0.5,0.1545940180826384,60.15411150074344,9.777378437522957,9.777378437522957,69.9314899382664
5283,71.15411150074344,1,0.1545940180826384,60.15411150074344,9.23628730818484,9.23628730818484,69.39039880892828
5283,71.15411150074344,2,0.1545940180826384,60.15411150074344,5.064140930426545,5.064140930426545,65.21825243116999
5324,73.85841781207968,0.5,0.14893359925455824,62.85841781207968,9.781011833792418,9.781011833792418,72.6394296458721
5324,73.85841781207968,1,0.14893359925455824,62.85841781207968,9.20984656462096,9.20984656462096,72.06826437670064
5324,73.85841781207968,2,0.14893359925455824,62.85841781207968,5.3366978637637565,5.3366978637637565,68.19511567584344
